Test unit,WS2.250
Reference,Vasconcelos and Lourenço (2009)
top_displacement,horizontal_force,drift
[mm],[kN],[%]
-22.72,-94.5,-1.196
-17.69,-94.1,-0.931
-15.22,-92.8,-0.801
-12.41,-92.8,-0.653
-10.27,-89.5,-0.54
-7.71,-85.7,-0.406
-5.4,-78.6,-0.284
-3.18,-59.7,-0.167
-1.53,-33.3,-0.08
0,0,0
0,0,0
1.69,31.4,0.089
3.79,55.4,0.2
5.98,73.3,0.315
7.96,80.7,0.419
9.97,82.4,0.525
12.41,83.4,0.653
14.47,85,0.762
16.67,86.6,0.877
21.93,86.9,1.154
