load_step_names,image_names,Fh,u,Fv_total,Fv_s,Fv_n,lv1,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv11,lv12,lv13,lv14
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0000,0.02344,NaN,-14.686,-7.162,-7.524,0.0009,-0.00279,0.003,-0.00264,-0.00025,-0.0002,-0.00028,-0.00027,-0.00022,0.00053,-0.00021,0.00176,0.00038,-0.0001
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0001,0.2073,NaN,-14.97,-7.495,-7.475,0.00079,-0.00282,0.00285,-0.00365,-0.00025,-0.00024,-0.00032,-0.00032,-0.00024,0.0005,-0.00024,0.00174,0.00031,-0.00016
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0002,0.1521,NaN,-15.493,-7.68,-7.813,0.00074,-0.00274,0.00319,-0.0039,-0.0002,-0.00019,-0.00027,-0.0003,-0.00018,0.00051,-0.00018,0.00178,0.00037,-0.00013
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0003,0.2057,NaN,-14.838,-7.44,-7.398,0.00087,-0.00269,0.00355,-0.00285,-0.00025,-0.00021,-0.00028,-0.00022,-0.00015,0.00055,-0.00016,0.00182,0.0004,-0.00012
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0004,-0.03854,NaN,-15.067,-7.272,-7.795,0.00085,-0.0029,0.00125,-0.00257,-0.00023,-0.00021,-0.00032,-0.00027,-0.00022,0.00056,-0.00018,0.00169,0.00031,-0.00012
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0005,0.1302,NaN,-14.292,-7.11,-7.182,0.00084,-0.00283,0.00388,-0.0037,-0.00026,-0.00021,-0.00032,-0.00027,-0.00018,0.00064,-0.00019,0.00171,0.00034,-0.00014
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0006,-0.05521,NaN,-12.287,-5.95,-6.337,0.00089,-0.0027,0.00683,0.00392,-0.00022,-0.00019,-0.00027,-0.00017,-0,0.00107,-0.00014,0.00168,0.00034,-0
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0007,-0.1539,NaN,-7.143,-3.411,-3.732,0.00051,-0.00575,0.02142,0.02158,-0.00015,-0.00017,-0.00028,-0,0.00012,0.00491,-0.00019,0.00124,-0,-0.00021
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0008,-0.1768,NaN,-2.733,-1.287,-1.446,0.0039,-0.01373,0.03776,0.04506,-0.0002,-0.00024,-0.00034,0.00055,0.00045,0.01163,-0.00025,0.00087,-0.00017,-0.00031
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0009,-0.06224,NaN,-3.232,-1.63,-1.602,0.0049,-0.0153,0.03962,0.04512,-0.0002,-0.00016,-0.00027,0.0007,0.00046,0.01018,-0.00026,0.00094,-0,-0.00027
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0010,0.1096,NaN,-3.148,-1.78,-1.368,0.00586,-0.01559,0.04451,0.04156,-0.00012,-0.00019,-0.00025,0.00102,0.00056,0.00915,-0.00025,0.00097,-0,-0.00029
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0011,0.2471,NaN,-7.931,-4.147,-3.784,0.00494,-0.01269,0.03412,0.02006,-0.00018,-0.00016,-0.00025,0.00097,0.0003,0.006,-0.00025,0.00105,-0,-0.00027
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0012,0.07656,NaN,-7.965,-3.983,-3.982,0.0046,-0.01196,0.02814,0.01904,-0.00022,-0.00024,-0.00033,0.0007,0.0002,0.00484,-0.00033,0.00094,-0,-0.00029
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0013,-0.03177,NaN,-8.28,-4.006,-4.274,0.0046,-0.01067,0.02567,0.02086,-0.00018,-0.00019,-0.00028,0.00064,0.00022,0.00437,-0.0003,0.00102,-0,-0.00028
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0014,0.1401,NaN,-8.162,-4.007,-4.155,0.00442,-0.00922,0.02391,0.02346,-0.00018,-0.0002,-0.00027,0.00054,0.00022,0.0042,-0.00029,0.00109,-0,-0.00029
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0015,0.00026,NaN,-10.603,-6.528,-4.075,-0.07808,-0.05571,0.1072,-0.07206,-0.00019,-0.00018,-0.00024,0.0023,0.00043,0.00608,-0.00027,0.00208,0.00045,-0.00021
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0016,0.02109,NaN,-13.007,-9.067,-3.94,-0.2692,-0.174,0.2426,-0.2161,-0.00024,-0.00029,-0.00026,0.00774,0.00047,0.01127,-0.00042,0.00406,0.00113,-0.00018
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0017,0.162,NaN,-15.657,-9.885,-5.772,-0.3772,-0.2435,0.2541,-0.255,-0.00024,-0.00028,-0.00019,0.00828,-0,0.0084,-0.00044,0.00513,0.00147,-0
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0018,0.01979,NaN,-18.303,-10.09,-8.213,-0.2937,-0.2018,0.1767,-0.2067,-0.00033,-0.00033,-0.00026,0.00307,-0.00017,0.00446,-0.00048,0.00447,0.00115,-0.00014
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0019,0.03724,NaN,-20.3,-10.02,-10.28,-0.1565,-0.1421,0.09123,-0.1422,-0.00036,-0.00031,-0.00034,-0,-0.00018,0.00013,-0.00044,0.00362,0.00079,-0.00016
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0020,-0.0651,NaN,-19.594,-9.673,-9.921,-0.1375,-0.1279,0.08816,-0.1361,-0.0003,-0.00027,-0.00032,-0.00016,-0.00014,-0.00015,-0.0004,0.00351,0.00076,-0.00019
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0021,-0.0125,NaN,-19.682,-9.754,-9.928,-0.1348,-0.1252,0.08679,-0.1356,-0.00039,-0.00029,-0.0004,-0.00021,-0.00011,-0.00031,-0.00042,0.0035,0.00072,-0.00014
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0022,0.00911,NaN,-18.472,-9.342,-9.13,-0.141,-0.1241,0.09597,-0.1375,-0.00034,-0.00023,-0.00031,-0.00013,-0,-0.00018,-0.00035,0.00353,0.00079,-0
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0023,0.1505,NaN,-19.976,-9.996,-9.98,-0.1332,-0.1244,0.0843,-0.1366,-0.0004,-0.00037,-0.00044,-0.00027,-0.00017,-0.00033,-0.00047,0.00342,0.00068,-0.00017
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0024,0.1443,NaN,-19.355,-9.718,-9.637,-0.1364,-0.1243,0.08898,-0.1373,-0.00033,-0.00025,-0.00031,-0.00016,-0,-0.00023,-0.00039,0.00359,0.00081,-0
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0025,-0.0138,NaN,-18.754,-9.467,-9.287,-0.1403,-0.124,0.0937,-0.1371,-0.0003,-0.00025,-0.00026,-0.00014,-0,-0.00023,-0.00035,0.00358,0.0008,-0
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0026,0.2872,NaN,-23.37,-11.88,-11.49,-0.1392,-0.1232,0.07597,-0.1468,-0.00039,-0.00031,-0.00038,-0.00076,-0.00018,-0.00144,-0.0004,0.00371,0.0008,-0.0001
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0027,0.2039,NaN,-28.68,-14.42,-14.26,-0.1528,-0.1205,0.05398,-0.1669,-0.00042,-0.00027,-0.00047,-0.00254,-0.00046,-0.0048,-0.00024,0.0046,0.00109,-0
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0028,0.08255,NaN,-33.31,-16.77,-16.54,-0.1523,-0.1136,0.03768,-0.1875,-0.00052,-0.00032,-0.00055,-0.00414,-0.00066,-0.00685,-0.00013,0.00564,0.00135,0.00026
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0029,0.07552,NaN,-38.67,-19.34,-19.33,-0.1522,-0.1036,0.00365,-0.2061,-0.00064,-0.00043,-0.00066,-0.00624,-0.00127,-0.01069,0.00014,0.00719,0.0018,0.00061
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0030,-0.06849,NaN,-40.2,-20,-20.2,-0.1523,-0.09389,-0.01319,-0.2177,-0.0008,-0.00067,-0.00089,-0.00748,-0.00159,-0.01289,0.00023,0.00794,0.0019,0.0007
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0031,0.1497,NaN,-39.63,-19.92,-19.71,-0.1522,-0.09415,-0.01404,-0.2206,-0.00083,-0.00062,-0.00088,-0.00769,-0.00159,-0.01309,0.00034,0.00813,0.00194,0.00075
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0032,-0.02083,NaN,-35.53,-17.86,-17.67,-0.1521,-0.09381,-0.0032,-0.2126,-0.00084,-0.0006,-0.00081,-0.00759,-0.00128,-0.01271,0.00047,0.00805,0.00197,0.00078
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0033,0.1841,NaN,-30.18,-15.2,-14.98,-0.1474,-0.09484,0.00469,-0.1949,-0.0009,-0.00069,-0.00095,-0.00763,-0.00121,-0.01111,0.00038,0.00733,0.00171,0.00071
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0034,0.1169,NaN,-25.47,-12.78,-12.69,-0.1405,-0.09707,0.01888,-0.1799,-0.00086,-0.0007,-0.00088,-0.00724,-0.00098,-0.00931,0.00043,0.00667,0.00148,0.00066
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0035,0.05938,NaN,-20.4,-10.29,-10.11,-0.1219,-0.09689,0.03657,-0.1642,-0.00076,-0.00063,-0.00079,-0.00638,-0.00065,-0.00683,0.00042,0.006,0.00136,0.00067
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0036,0.2206,NaN,-15.382,-7.756,-7.626,-0.08938,-0.09215,0.04385,-0.1336,-0.00084,-0.00066,-0.00082,-0.00522,-0.00037,-0.00417,0.0004,0.00509,0.00108,0.00056
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0037,-0.05052,NaN,-10.42,-5.229,-5.191,-0.09153,-0.098,0.06924,-0.1178,-0.00072,-0.00058,-0.00076,-0.00375,-0,-0.0017,0.00038,0.00436,0.00081,0.00051
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0038,-0.01458,NaN,-10.13,-4.995,-5.135,-0.07891,-0.09818,0.06686,-0.1074,-0.00081,-0.00069,-0.00088,-0.00325,-0.00012,-0.00096,0.00028,0.00414,0.00072,0.0004
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0039,0.1201,NaN,-11.737,-5.869,-5.868,-0.08373,-0.09769,0.06346,-0.1131,-0.00068,-0.00058,-0.00075,-0.00323,-0,-0.00089,0.00032,0.00423,0.00074,0.00042
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0040,-0.1169,NaN,-16.836,-8.404,-8.432,-0.1055,-0.09715,0.05531,-0.1377,-0.00074,-0.00063,-0.00079,-0.00396,-0.00014,-0.00265,0.00033,0.00468,0.00091,0.00044
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0041,-0.04661,NaN,-21.86,-11.01,-10.85,-0.1102,-0.09469,0.03951,-0.1591,-0.00076,-0.00063,-0.0008,-0.00485,-0.00028,-0.00479,0.00036,0.00546,0.00116,0.00052
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0042,0.4016,NaN,-27.1,-13.82,-13.28,-0.1133,-0.08989,0.01972,-0.174,-0.0008,-0.00071,-0.00091,-0.00576,-0.00065,-0.00677,0.00028,0.00632,0.00137,0.00044
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0043,0.1797,NaN,-31.84,-15.91,-15.93,-0.1156,-0.0878,0.00231,-0.1883,-0.00087,-0.00068,-0.0009,-0.00666,-0.00099,-0.00964,0.00034,0.00687,0.0015,0.00055
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0044,0.04401,NaN,-36.77,-18.47,-18.3,-0.1163,-0.08694,-0.00457,-0.2104,-0.00089,-0.00064,-0.00091,-0.00737,-0.00117,-0.01161,0.00042,0.0077,0.00176,0.00065
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0045,0.06745,NaN,-41.84,-20.94,-20.9,-0.1163,-0.07918,-0.0255,-0.2238,-0.00093,-0.0007,-0.00093,-0.0084,-0.00155,-0.01408,0.00051,0.00864,0.00201,0.00081
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0046,0.1242,NaN,-46.94,-23.5,-23.44,-0.1171,-0.07773,-0.04941,-0.2458,-0.00103,-0.00087,-0.00111,-0.00986,-0.00214,-0.01705,0.00067,0.01003,0.00231,0.00104
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0047,0.03073,NaN,-51.85,-25.95,-25.9,-0.1175,-0.06803,-0.0782,-0.2692,-0.00117,-0.00104,-0.00139,-0.01175,-0.00246,-0.0208,0.00098,0.01171,0.00265,0.00131
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0048,0.00964,NaN,-56.91,-28.46,-28.45,-0.1181,-0.06355,-0.1085,-0.2956,-0.00133,-0.00121,-0.00163,-0.01372,-0.00281,-0.02474,0.00138,0.01367,0.00303,0.00163
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0049,0.07057,NaN,-61.89,-30.97,-30.92,-0.1185,-0.05099,-0.1423,-0.318,-0.00147,-0.00138,-0.00185,-0.01556,-0.00294,-0.02849,0.00198,0.01578,0.0035,0.002
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0050,0.1654,NaN,-66.89,-33.47,-33.42,-0.1192,-0.04364,-0.1742,-0.3422,-0.0015,-0.00143,-0.00212,-0.0175,-0.0031,-0.03282,0.0026,0.01792,0.00396,0.00228
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0051,0.05651,NaN,-71.83,-35.99,-35.84,-0.1187,-0.04056,-0.1938,-0.3764,-0.00154,-0.00151,-0.00238,-0.01904,-0.00314,-0.03659,0.00325,0.02043,0.00449,0.00258
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0052,0.09323,NaN,-76.83,-38.46,-38.37,-0.1186,-0.04017,-0.2224,-0.4028,-0.00157,-0.00162,-0.00271,-0.02069,-0.00329,-0.0407,0.00386,0.02297,0.005,0.00283
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0053,0.1292,NaN,-79.96,-40.1,-39.86,-0.1184,-0.03968,-0.2459,-0.4251,-0.00155,-0.00155,-0.00291,-0.02203,-0.00328,-0.04427,0.00465,0.02534,0.00546,0.0031
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0054,0.025,NaN,-80.08,-40.03,-40.05,-0.1186,-0.03952,-0.253,-0.4297,-0.00162,-0.00162,-0.00306,-0.02242,-0.00336,-0.04524,0.00491,0.02593,0.00541,0.0031
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0055,0.0737,NaN,-75.74,-37.91,-37.83,-0.1181,-0.039,-0.2497,-0.4262,-0.00159,-0.00162,-0.00308,-0.02246,-0.00328,-0.04533,0.00523,0.02595,0.00546,0.00316
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0056,0.06693,NaN,-70.76,-35.41,-35.35,-0.1179,-0.03864,-0.2421,-0.4151,-0.00165,-0.00165,-0.00312,-0.0224,-0.00309,-0.04484,0.00536,0.0255,0.00535,0.00312
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0057,0.08411,NaN,-65.75,-32.9,-32.85,-0.1176,-0.03901,-0.2337,-0.4024,-0.00165,-0.00167,-0.00306,-0.02229,-0.00282,-0.04365,0.00543,0.02489,0.00517,0.00312
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0058,0.09349,NaN,-61.6,-30.83,-30.77,-0.1174,-0.0398,-0.2255,-0.3904,-0.00167,-0.00168,-0.00305,-0.0222,-0.00263,-0.04242,0.00546,0.02433,0.00506,0.00313
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0059,0.2128,NaN,-55.8,-27.89,-27.91,-0.1171,-0.04173,-0.2166,-0.3696,-0.00165,-0.00157,-0.00293,-0.02185,-0.00238,-0.04087,0.0055,0.02345,0.0048,0.00309
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0060,-0.02943,NaN,-50.8,-25.43,-25.37,-0.1173,-0.04501,-0.2015,-0.3608,-0.00173,-0.00176,-0.00308,-0.02151,-0.00236,-0.03951,0.00541,0.02253,0.00441,0.00296
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0061,0.00547,NaN,-45.75,-22.9,-22.85,-0.117,-0.04405,-0.1915,-0.3415,-0.00164,-0.00165,-0.003,-0.02099,-0.00203,-0.03783,0.00545,0.02158,0.00416,0.00297
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0062,0.1646,NaN,-40.73,-20.4,-20.33,-0.1137,-0.04419,-0.1819,-0.3193,-0.00167,-0.00168,-0.00292,-0.02042,-0.00183,-0.03605,0.0054,0.02053,0.00383,0.00282
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0063,-0.00651,NaN,-35.79,-17.93,-17.86,-0.1056,-0.04429,-0.1639,-0.3046,-0.00168,-0.00169,-0.00294,-0.01984,-0.00156,-0.0342,0.0053,0.01946,0.00359,0.00271
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0064,0.131,NaN,-30.77,-15.42,-15.35,-0.08039,-0.04512,-0.1524,-0.2796,-0.00168,-0.00172,-0.00301,-0.01911,-0.0013,-0.0318,0.00517,0.01814,0.00319,0.00253
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0065,0.02083,NaN,-25.7,-12.88,-12.82,-0.06978,-0.04581,-0.1313,-0.2603,-0.00163,-0.00168,-0.00293,-0.01828,-0.00083,-0.02926,0.00492,0.01685,0.00292,0.00236
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0066,0.1089,NaN,-20.76,-10.41,-10.35,-0.04932,-0.04652,-0.1166,-0.2307,-0.00155,-0.00162,-0.00279,-0.01718,-0.00037,-0.02608,0.00465,0.01542,0.00252,0.00215
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0067,-0.01198,NaN,-15.718,-7.892,-7.826,-0.03969,-0.04711,-0.0905,-0.206,-0.00149,-0.00159,-0.00266,-0.01563,-0,-0.02229,0.00437,0.01399,0.00222,0.00198
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0068,0.07578,NaN,-10.78,-5.426,-5.354,-0.02184,-0.04675,-0.07325,-0.1697,-0.00143,-0.00164,-0.00259,-0.01387,0.00036,-0.01748,0.00405,0.01259,0.00186,0.00168
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0069,0.03802,NaN,-10.099,-5.069,-5.03,-0.02157,-0.04675,-0.06354,-0.1641,-0.00136,-0.00155,-0.00249,-0.0132,0.00056,-0.01579,0.00399,0.01222,0.00176,0.00166
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0070,0.1034,NaN,-12.009,-6.015,-5.994,-0.021,-0.04631,-0.06998,-0.1658,-0.0014,-0.00168,-0.0026,-0.01322,0.00052,-0.0157,0.00392,0.01224,0.00174,0.00165
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0071,0.05104,NaN,-16.943,-8.508,-8.435,-0.02153,-0.04535,-0.08166,-0.1928,-0.00142,-0.00159,-0.00252,-0.01401,0.00039,-0.01836,0.00394,0.01281,0.00188,0.00174
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0072,-0.05182,NaN,-22.05,-11.07,-10.98,-0.02993,-0.04221,-0.09697,-0.2209,-0.00143,-0.00161,-0.00253,-0.01493,0.00024,-0.02165,0.00402,0.01397,0.00224,0.00187
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0073,0.1451,NaN,-27.47,-13.74,-13.73,-0.03032,-0.03642,-0.1245,-0.2367,-0.00149,-0.00162,-0.00258,-0.01597,-0.00015,-0.02484,0.00414,0.01515,0.00246,0.00206
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0074,0.05573,NaN,-31.98,-16.03,-15.95,-0.03538,-0.03396,-0.1352,-0.2609,-0.0016,-0.00166,-0.00271,-0.01665,-0.00039,-0.02735,0.00428,0.01627,0.00269,0.00219
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0075,-0.05,NaN,-37.02,-18.55,-18.47,-0.03636,-0.02891,-0.1503,-0.2837,-0.00161,-0.00168,-0.0027,-0.01737,-0.00051,-0.02985,0.00454,0.01745,0.00301,0.00234
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0076,0.137,NaN,-41.94,-21,-20.94,-0.03721,-0.02567,-0.1701,-0.2975,-0.00164,-0.00168,-0.00273,-0.01805,-0.00071,-0.03206,0.00472,0.01864,0.00335,0.00249
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0077,0.00234,NaN,-46.96,-23.51,-23.45,-0.0383,-0.02569,-0.1807,-0.3205,-0.0016,-0.00174,-0.0029,-0.01876,-0.00088,-0.03417,0.00493,0.01976,0.00358,0.00259
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0078,0.1185,NaN,-51.95,-26.01,-25.94,-0.03856,-0.02382,-0.1974,-0.336,-0.00156,-0.00165,-0.00285,-0.01934,-0.00109,-0.03599,0.00519,0.02089,0.00393,0.00277
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0079,0.07943,NaN,-56.96,-28.51,-28.45,-0.03972,-0.02352,-0.2077,-0.3565,-0.00159,-0.00172,-0.00295,-0.01992,-0.00125,-0.03786,0.00532,0.02202,0.00424,0.00291
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0080,0.04505,NaN,-61.91,-30.98,-30.93,-0.04035,-0.02191,-0.2208,-0.3737,-0.0016,-0.0017,-0.00305,-0.02057,-0.00149,-0.03957,0.0055,0.02308,0.00456,0.00298
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0081,0.2063,NaN,-66.95,-33.51,-33.44,-0.0412,-0.02093,-0.2352,-0.3882,-0.00164,-0.00179,-0.00319,-0.02129,-0.00181,-0.0415,0.0056,0.02394,0.00471,0.00302
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0082,0.09219,NaN,-71.96,-36.01,-35.95,-0.0421,-0.02062,-0.2439,-0.4081,-0.00163,-0.00174,-0.00316,-0.02184,-0.00204,-0.04316,0.00585,0.0251,0.00505,0.00314
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0083,-0.0513,NaN,-77.03,-38.55,-38.48,-0.04337,-0.02049,-0.2543,-0.429,-0.00163,-0.00178,-0.00329,-0.02262,-0.00224,-0.04509,0.00608,0.02633,0.00538,0.00325
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0084,0.08099,NaN,-81.96,-41.01,-40.95,-0.0426,-0.0201,-0.2714,-0.4461,-0.00163,-0.00179,-0.00344,-0.02353,-0.00248,-0.04729,0.00622,0.02771,0.00569,0.00335
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0085,0.01563,NaN,-86.98,-43.53,-43.45,-0.04272,-0.02033,-0.2896,-0.4689,-0.00161,-0.00181,-0.00365,-0.02455,-0.00274,-0.05022,0.00656,0.02964,0.00607,0.00353
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0086,0.07057,NaN,-91.95,-46.01,-45.94,-0.04254,-0.01956,-0.3136,-0.4909,-0.00161,-0.00177,-0.00387,-0.0257,-0.00288,-0.05372,0.00704,0.03217,0.00662,0.00376
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0087,0.07161,NaN,-96.94,-48.51,-48.43,-0.04255,-0.01953,-0.3398,-0.515,-0.00156,-0.00176,-0.00412,-0.0268,-0.00288,-0.05783,0.00761,0.03529,0.00726,0.00404
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0088,0.107,NaN,-101.95,-51.01,-50.94,-0.04244,-0.0193,-0.3692,-0.5399,-0.00144,-0.00176,-0.00445,-0.02795,-0.00301,-0.06212,0.00835,0.03885,0.00796,0.00426
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0089,0.05417,NaN,-106.96,-53.52,-53.44,-0.04241,-0.01779,-0.3965,-0.567,-0.00128,-0.0017,-0.00478,-0.02896,-0.00296,-0.06679,0.0092,0.04277,0.00886,0.00455
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0090,0.0776,NaN,-111.96,-56.02,-55.94,-0.04239,-0.0173,-0.4257,-0.5934,-0.00105,-0.00164,-0.00521,-0.02999,-0.00303,-0.07165,0.00999,0.04712,0.0098,0.00478
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0091,0.04167,NaN,-116.94,-58.5,-58.44,-0.04224,-0.01528,-0.4544,-0.6208,-0.00073,-0.00144,-0.00554,-0.03097,-0.00301,-0.07644,0.0109,0.05175,0.01075,0.00498
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0092,0.04583,NaN,-121.97,-61.02,-60.95,-0.04206,-0.01293,-0.4837,-0.6473,-0.00045,-0.0013,-0.00594,-0.03192,-0.00299,-0.08137,0.01182,0.05694,0.01192,0.00517
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0093,0.06641,NaN,-122.94,-61.5,-61.44,-0.04185,-0.01069,-0.5008,-0.6604,-0.00018,-0.00115,-0.00624,-0.03233,-0.00296,-0.08439,0.01264,0.06037,0.01268,0.00533
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0094,0.1146,NaN,-121.85,-60.99,-60.86,-0.04182,-0.00663,-0.5076,-0.6652,-0,-0.00101,-0.00633,-0.0324,-0.00288,-0.08552,0.01312,0.06174,0.01294,0.00542
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0095,0.07005,NaN,-117,-58.54,-58.46,-0.04159,-0.00554,-0.5035,-0.6603,-0,-0.00103,-0.0064,-0.0324,-0.00271,-0.08555,0.01346,0.06173,0.01292,0.0054
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0096,0.04401,NaN,-112.01,-56.05,-55.96,-0.04123,-0.00505,-0.4967,-0.6513,-0,-0.00106,-0.00641,-0.03237,-0.00256,-0.0854,0.01373,0.06153,0.01288,0.00544
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0097,0.03255,NaN,-107,-53.54,-53.46,-0.04101,-0.00474,-0.4894,-0.6408,-0,-0.00107,-0.00642,-0.03224,-0.00233,-0.08457,0.01386,0.06111,0.01282,0.00548
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0098,0.05234,NaN,-102.02,-51.04,-50.98,-0.04074,-0.00477,-0.4819,-0.6293,-0,-0.00105,-0.00641,-0.03206,-0.00218,-0.0835,0.01397,0.0605,0.01266,0.00546
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0099,0.1563,NaN,-96.88,-48.45,-48.43,-0.04068,-0.00511,-0.477,-0.6143,-0,-0.00107,-0.00646,-0.03181,-0.00217,-0.08235,0.01397,0.05967,0.01234,0.00548
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0100,0.02109,NaN,-92.03,-46.05,-45.98,-0.04066,-0.00678,-0.4653,-0.6053,-0,-0.00109,-0.00643,-0.03134,-0.00202,-0.08112,0.01395,0.05902,0.01219,0.00548
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0101,0.00052,NaN,-87.03,-43.55,-43.48,-0.04063,-0.0077,-0.4567,-0.5921,-0.00011,-0.00115,-0.00643,-0.03096,-0.00206,-0.07992,0.01394,0.05813,0.01189,0.00542
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0102,0.1544,NaN,-81.98,-41.02,-40.96,-0.04071,-0.00668,-0.45,-0.5749,-0.00014,-0.00107,-0.00638,-0.03054,-0.00201,-0.07853,0.01392,0.05729,0.01172,0.00546
RS4_LS00_to_LS01,LS00_to_LS01_RS4_0103,0.0151,NaN,-77.01,-38.54,-38.47,-0.04073,-0.00857,-0.438,-0.5629,-0.00018,-0.00099,-0.00632,-0.03013,-0.00197,-0.07708,0.01391,0.05632,0.01144,0.00541
