load_step_names,image_names,Fh,u,Fv_total,Fv_s,Fv_n,lv1,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv11,lv12,lv13,lv14
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0081,41.21,1.05855242878436,-82.13,-60.84,-21.29,1.054,0.9375,-1.129,-0.6216,-0.00403,-0.02684,-0.01593,-0.03132,-0.09757,0.02998,-0.00361,0.03782,-0.01157,-0.00275
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0082,41.96,1.10284076796564,-82.11,-61.2,-20.91,1.097,0.9806,-1.12,-0.6162,-0.00367,-0.02688,-0.016,-0.03222,-0.09816,0.02994,-0.00408,0.03784,-0.01179,-0.00247
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0083,42.7,1.14497771679605,-82.12,-61.57,-20.55,1.142,1.023,-1.11,-0.6111,-0.00332,-0.02678,-0.01601,-0.03217,-0.09877,0.0299,-0.00447,0.03794,-0.01203,-0.0021
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0084,43.41,1.19553852966155,-82.13,-61.91,-20.22,1.171,1.06,-1.1,-0.6061,-0.00293,-0.0268,-0.01614,-0.03134,-0.0996,0.0298,-0.00488,0.0381,-0.01231,-0.00175
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0085,44.11,1.22775221825804,-82.13,-62.25,-19.88,1.22,1.102,-1.089,-0.6015,-0.00258,-0.02675,-0.0162,-0.02667,-0.1003,0.02973,-0.00523,0.03835,-0.01255,-0.00145
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0086,44.79,1.27730348507091,-82.1,-62.56,-19.54,1.254,1.142,-1.079,-0.5968,-0.00225,-0.02673,-0.01629,-0.02017,-0.101,0.02967,-0.00556,0.03874,-0.01275,-0.00107
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0087,45.43,1.31749524164985,-82.11,-62.87,-19.24,1.297,1.183,-1.069,-0.5928,-0.00194,-0.02681,-0.01647,-0.01236,-0.1018,0.02953,-0.00587,0.03913,-0.013,-0.00074
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0088,46.05,1.36274125773173,-82.12,-63.18,-18.94,1.339,1.227,-1.06,-0.5887,-0.00164,-0.02676,-0.01653,-0.00332,-0.1024,0.02944,-0.00613,0.03956,-0.01323,-0.00033
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0089,46.63,1.41168025480775,-82.12,-63.45,-18.67,1.383,1.271,-1.049,-0.5847,-0.00143,-0.02678,-0.01676,0.00601,-0.1031,0.02928,-0.00637,0.04003,-0.01345,-0
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0090,47.21,1.45541123726389,-82.13,-63.74,-18.39,1.417,1.313,-1.037,-0.5812,-0.00115,-0.02678,-0.01685,0.01648,-0.1038,0.02914,-0.00658,0.04056,-0.01366,0.00038
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0091,47.75,1.49907616708845,-82.11,-63.99,-18.12,1.466,1.358,-1.026,-0.5777,-0.00087,-0.02676,-0.01698,0.02734,-0.1045,0.02911,-0.00674,0.04117,-0.01387,0.00079
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0092,48.26,1.54558489954459,-82.12,-64.25,-17.87,1.504,1.402,-1.012,-0.5749,-0.00065,-0.02677,-0.01716,0.03895,-0.1052,0.02907,-0.00703,0.04173,-0.01415,0.00122
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0093,48.75,1.59333554574342,-82.12,-64.48,-17.64,1.545,1.447,-0.9974,-0.5725,-0.00044,-0.02678,-0.01731,0.0512,-0.1058,0.02898,-0.0073,0.04232,-0.01435,0.00167
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0094,49.31,1.64249220363816,-82.21,-64.84,-17.37,1.589,1.492,-0.9795,-0.5707,-0.00027,-0.02681,-0.01755,0.06528,-0.1064,0.02883,-0.00764,0.04288,-0.01469,0.00206
RS3_LS11_to_LS12,LS11_to_LS12_RS3_0095,49.71,1.68872145436915,-82.16,-64.97,-17.19,1.645,1.546,-0.9642,-0.5692,-0,-0.0268,-0.01765,0.07949,-0.107,0.02875,-0.00799,0.04355,-0.01491,0.00253
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0001,46.51,1.71194755670833,-82.22,-63.43,-18.79,1.704,1.613,-0.963,-0.5998,0.00054,-0.02688,-0.01794,0.07519,-0.1081,0.02878,-0.00851,0.04736,-0.0151,0.00318
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0002,44.2,1.68035831255629,-82.14,-62.29,-19.85,1.704,1.613,-0.9838,-0.602,0.00061,-0.02688,-0.01789,0.05968,-0.1075,0.0288,-0.0081,0.0474,-0.01504,0.00317
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0003,42.23,1.64683781621126,-82.12,-61.33,-20.79,1.704,1.613,-1.008,-0.6073,0.00058,-0.02684,-0.01789,0.04142,-0.1068,0.02874,-0.00726,0.0474,-0.01505,0.00316
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0004,40.35,1.6077750735212,-82.12,-60.42,-21.7,1.701,1.587,-1.032,-0.6126,0.00052,-0.02691,-0.01787,0.02339,-0.106,0.02868,-0.00633,0.04735,-0.01507,0.00309
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0005,38.69,1.57857536007091,-82.11,-59.63,-22.48,1.664,1.554,-1.053,-0.6188,0.0006,-0.02687,-0.01781,0.00676,-0.1052,0.02867,-0.00537,0.04737,-0.01492,0.00307
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0006,37.08,1.5365757862405,-82.11,-58.86,-23.25,1.626,1.521,-1.074,-0.6249,0.00059,-0.02689,-0.01776,-0.0087,-0.1044,0.02867,-0.00443,0.04735,-0.0149,0.00299
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0007,35.57,1.50524515539254,-82.13,-58.13,-24,1.587,1.487,-1.093,-0.6311,0.00069,-0.02691,-0.01772,-0.02293,-0.1037,0.02867,-0.00347,0.04732,-0.01486,0.00296
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0008,34.09,1.45271525115278,-82.1,-57.4,-24.7,1.549,1.453,-1.111,-0.6375,0.00091,-0.02679,-0.01758,-0.03513,-0.1028,0.02874,-0.00248,0.04744,-0.01473,0.0029
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0009,32.67,1.42881297922295,-82.14,-56.74,-25.4,1.512,1.42,-1.128,-0.6443,0.00108,-0.02678,-0.01748,-0.04524,-0.102,0.0287,-0.00156,0.04741,-0.01465,0.00275
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0010,31.25,1.38837593317032,-82.12,-56.05,-26.07,1.478,1.388,-1.143,-0.6509,0.00129,-0.02676,-0.01737,-0.05156,-0.1012,0.0287,-0.00063,0.0474,-0.01452,0.00259
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0011,29.86,1.34829572776096,-82.13,-55.39,-26.74,1.438,1.355,-1.158,-0.6578,0.00158,-0.0268,-0.01729,-0.05268,-0.1004,0.02866,0.00027,0.0474,-0.01443,0.00233
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0012,28.49,1.31672751650365,-82.14,-54.73,-27.41,1.401,1.321,-1.172,-0.6644,0.00189,-0.02676,-0.01713,-0.05044,-0.09956,0.02868,0.00118,0.04751,-0.01423,0.00212
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0013,27.14,1.27656658010015,-82.12,-54.07,-28.05,1.364,1.288,-1.185,-0.671,0.00232,-0.02668,-0.01692,-0.04615,-0.09849,0.02868,0.0021,0.04766,-0.01406,0.00191
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0014,25.8,1.23706007498319,-82.12,-53.43,-28.69,1.326,1.252,-1.197,-0.6778,0.00278,-0.02661,-0.01674,-0.04327,-0.09764,0.02859,0.00298,0.04784,-0.01386,0.00165
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0015,24.5,1.20533069632822,-82.14,-52.81,-29.33,1.295,1.217,-1.208,-0.6845,0.00323,-0.02656,-0.0166,-0.04192,-0.09695,0.0284,0.0038,0.04795,-0.0137,0.00133
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0016,23.21,1.16946976942763,-82.13,-52.18,-29.95,1.259,1.182,-1.219,-0.6911,0.00376,-0.02644,-0.01642,-0.04178,-0.09605,0.02811,0.00458,0.04815,-0.01351,0.00102
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0017,21.93,1.12339404208845,-82.13,-51.57,-30.56,1.222,1.145,-1.228,-0.698,0.00436,-0.02634,-0.01618,-0.04235,-0.09513,0.02779,0.00534,0.04828,-0.01336,0.00072
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0018,20.6,1.08935422483699,-82.18,-50.86,-31.32,1.185,1.106,-1.24,-0.7044,0.00507,-0.0263,-0.01601,-0.04441,-0.09426,0.02721,0.00604,0.04844,-0.01312,0.00037
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0019,19.38,1.05345347995395,-82.12,-50.33,-31.79,1.147,1.07,-1.246,-0.7106,0.00559,-0.02619,-0.01577,-0.04638,-0.09328,0.02666,0.00674,0.04857,-0.01293,-0
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0020,18.14,1.00960124362354,-82.11,-49.73,-32.38,1.112,1.033,-1.253,-0.7173,0.00621,-0.02616,-0.01563,-0.04889,-0.09252,0.02612,0.00737,0.04871,-0.0128,-0.00038
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0021,16.9,0.97552052958845,-82.08,-49.1,-32.98,1.082,0.9986,-1.26,-0.7229,0.0069,-0.02606,-0.01539,-0.05204,-0.09156,0.02551,0.00799,0.04883,-0.01261,-0.00074
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0022,15.7,0.936202108535819,-82.11,-48.55,-33.56,1.047,0.9623,-1.266,-0.7288,0.0076,-0.02595,-0.01506,-0.05544,-0.09049,0.02507,0.00856,0.049,-0.01236,-0.00113
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0023,14.53,0.899502554296053,-82.16,-48.03,-34.13,1.01,0.9277,-1.271,-0.7356,0.00817,-0.02591,-0.01488,-0.05891,-0.08963,0.02464,0.00908,0.04902,-0.01232,-0.00152
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0024,13.31,0.862890861752193,-82.15,-47.44,-34.71,0.9765,0.8939,-1.277,-0.7406,0.00883,-0.02582,-0.01466,-0.06268,-0.08847,0.02422,0.00952,0.04916,-0.01207,-0.00191
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0025,12.12,0.833153652322368,-82.13,-46.85,-35.28,0.9378,0.8584,-1.281,-0.7458,0.00948,-0.02572,-0.01438,-0.06634,-0.08738,0.02403,0.00989,0.04919,-0.01197,-0.00233
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0026,10.98,0.798278877322368,-82.18,-46.34,-35.84,0.9086,0.8251,-1.285,-0.7507,0.00999,-0.02573,-0.01413,-0.06991,-0.08646,0.02383,0.01012,0.04919,-0.01186,-0.0027
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0027,9.821,0.772161222717105,-82.11,-45.72,-36.39,0.877,0.7918,-1.288,-0.7545,0.01056,-0.02565,-0.01382,-0.07345,-0.0853,0.02376,0.0103,0.04917,-0.01178,-0.00309
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0028,8.713,0.730815989822368,-82.12,-45.22,-36.9,0.8419,0.7586,-1.291,-0.7596,0.01101,-0.02565,-0.01355,-0.07673,-0.0841,0.02371,0.01035,0.04918,-0.01162,-0.00347
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0029,7.57,0.699517591211257,-82.12,-44.64,-37.48,0.8038,0.7234,-1.295,-0.7626,0.0115,-0.02563,-0.01319,-0.08017,-0.08291,0.02372,0.01033,0.04912,-0.01162,-0.00385
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0030,6.45,0.667035345085526,-82.15,-44.14,-38.01,0.7706,0.6899,-1.297,-0.7666,0.01196,-0.02555,-0.01276,-0.08325,-0.08157,0.02376,0.01038,0.04913,-0.01138,-0.00419
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0031,5.283,0.634908458535819,-82.12,-43.55,-38.57,0.734,0.6552,-1.301,-0.7694,0.01243,-0.02546,-0.01231,-0.08616,-0.08022,0.02378,0.01037,0.04921,-0.01123,-0.00447
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0032,4.079,0.59411829457383,-82.1,-42.95,-39.15,0.7001,0.6196,-1.305,-0.7712,0.01284,-0.02541,-0.01183,-0.08918,-0.07884,0.0241,0.0103,0.04913,-0.01117,-0.00474
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0033,2.908,0.554533858608918,-82.1,-42.38,-39.72,0.6684,0.5845,-1.309,-0.773,0.01326,-0.02534,-0.01132,-0.09196,-0.07725,0.02468,0.01033,0.04913,-0.01108,-0.00496
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0034,1.885,0.529761359997807,-82.11,-41.9,-40.21,0.6314,0.5501,-1.311,-0.7749,0.01354,-0.02529,-0.01093,-0.0942,-0.07577,0.02528,0.01028,0.04915,-0.01099,-0.00518
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0035,0.9721,0.495302249471491,-82.12,-41.46,-40.66,0.5984,0.52,-1.313,-0.7767,0.01378,-0.02522,-0.01056,-0.096,-0.0743,0.0258,0.01026,0.04915,-0.01093,-0.00536
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0036,0.04896,0.467046441430556,-82.16,-41.07,-41.09,0.5674,0.4887,-1.315,-0.7789,0.01389,-0.02522,-0.0103,-0.09766,-0.07278,0.02627,0.01023,0.04904,-0.01093,-0.0055
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0037,-0.8375,0.441507569208333,-82.15,-40.64,-41.51,0.5403,0.4602,-1.315,-0.7805,0.01405,-0.02511,-0.00994,-0.09902,-0.07113,0.02675,0.01023,0.04904,-0.01081,-0.00558
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0038,-1.729,0.415647984193713,-82.09,-40.14,-41.95,0.5108,0.4305,-1.317,-0.7817,0.01412,-0.02509,-0.00964,-0.1004,-0.06946,0.02714,0.01021,0.04897,-0.01079,-0.00567
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0039,-2.491,0.38858044457383,-82.13,-39.81,-42.32,0.4843,0.4055,-1.318,-0.7826,0.01425,-0.02507,-0.00933,-0.1014,-0.06788,0.02762,0.01022,0.04889,-0.01076,-0.00578
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0040,-3.323,0.369579949836988,-82.13,-39.41,-42.72,0.4587,0.3799,-1.319,-0.7836,0.01425,-0.02506,-0.00905,-0.1025,-0.06611,0.02802,0.01021,0.04883,-0.01067,-0.00583
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0041,-4.293,0.339551524398392,-82.16,-38.98,-43.18,0.4292,0.3502,-1.318,-0.785,0.01432,-0.02496,-0.00868,-0.1035,-0.06381,0.02854,0.01025,0.04865,-0.0106,-0.00587
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0042,-5.282,0.304588088798977,-82.18,-38.52,-43.66,0.3946,0.3174,-1.319,-0.7864,0.0143,-0.02504,-0.00847,-0.1046,-0.06139,0.029,0.01022,0.04837,-0.0106,-0.00591
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0043,-6.31,0.265811095743421,-82.16,-38.01,-44.15,0.3599,0.2829,-1.319,-0.7875,0.01436,-0.02489,-0.00809,-0.1057,-0.0587,0.02956,0.01024,0.04802,-0.01053,-0.00595
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0044,-7.328,0.233182871986111,-82.1,-37.46,-44.64,0.3256,0.2479,-1.319,-0.788,0.0142,-0.02492,-0.00784,-0.1067,-0.05604,0.02997,0.01025,0.04762,-0.01045,-0.00599
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0045,-8.341,0.203060629807749,-82.08,-36.95,-45.13,0.2898,0.2133,-1.318,-0.7886,0.01421,-0.02485,-0.00752,-0.1076,-0.0533,0.03047,0.01026,0.04716,-0.01032,-0.00594
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0046,-9.352,0.167649796620614,-82.12,-36.49,-45.63,0.251,0.1763,-1.318,-0.7887,0.01406,-0.02494,-0.00728,-0.1085,-0.0504,0.03093,0.01024,0.04665,-0.01034,-0.00597
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0047,-10.4,0.129663781415936,-82.16,-36.03,-46.13,0.2067,0.1341,-1.317,-0.7889,0.01391,-0.02494,-0.00709,-0.1094,-0.04733,0.03136,0.01027,0.04614,-0.01031,-0.00593
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0048,-11.47,0.0955693503194444,-82.1,-35.46,-46.64,0.1779,0.1048,-1.316,-0.7887,0.01369,-0.02491,-0.00676,-0.1101,-0.04417,0.03188,0.01038,0.04563,-0.01023,-0.00589
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0049,-12.5,0.0576199114378655,-82.13,-34.99,-47.14,0.1458,0.07022,-1.316,-0.7881,0.01333,-0.02492,-0.00657,-0.111,-0.04106,0.03233,0.01043,0.0451,-0.01014,-0.00587
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0050,-13.55,0.0270710499393275,-82.09,-34.46,-47.63,0.1055,0.03218,-1.314,-0.7875,0.01294,-0.02495,-0.0064,-0.1118,-0.03782,0.0327,0.01054,0.04447,-0.01012,-0.00587
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0051,-14.55,-0.0142210699144737,-82.16,-34.04,-48.12,0.07094,-0.00376,-1.313,-0.7859,0.0125,-0.02492,-0.00617,-0.1126,-0.03451,0.03317,0.01067,0.0439,-0.01007,-0.00583
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0052,-15.6,-0.0455404295343567,-82.11,-33.47,-48.64,0.03457,-0.04186,-1.311,-0.7846,0.01193,-0.025,-0.006,-0.1134,-0.03115,0.03354,0.01077,0.04329,-0.01001,-0.00578
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0053,-16.6,-0.082775128993421,-82.09,-32.99,-49.1,-0.00831,-0.08154,-1.31,-0.783,0.01135,-0.02502,-0.00582,-0.1143,-0.02785,0.03395,0.01087,0.04268,-0.00997,-0.00576
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0054,-17.59,-0.114965951990497,-82.17,-32.59,-49.58,-0.04088,-0.1179,-1.309,-0.7806,0.01065,-0.02509,-0.00566,-0.1151,-0.02434,0.03428,0.01099,0.04211,-0.00985,-0.00574
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0055,-18.61,-0.158918387370614,-82.14,-32.06,-50.08,-0.08258,-0.1583,-1.307,-0.7779,0.0098,-0.02515,-0.0056,-0.1158,-0.02091,0.03457,0.01106,0.04141,-0.00978,-0.00572
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0056,-19.65,-0.200391357619152,-82.05,-31.5,-50.55,-0.1221,-0.1978,-1.304,-0.7741,0.00907,-0.02517,-0.00538,-0.1166,-0.01754,0.03492,0.01118,0.04075,-0.00967,-0.0057
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0057,-20.65,-0.238868745484649,-82.07,-31.03,-51.04,-0.1587,-0.2388,-1.303,-0.7698,0.00824,-0.02522,-0.00525,-0.1174,-0.01429,0.03515,0.01125,0.03999,-0.0096,-0.00567
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0058,-21.63,-0.279700704548977,-82.08,-30.52,-51.56,-0.1964,-0.2803,-1.3,-0.7632,0.00738,-0.0253,-0.00517,-0.1184,-0.01117,0.03537,0.01131,0.03907,-0.00953,-0.00567
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0059,-22.59,-0.315067925747807,-82.13,-30.15,-51.98,-0.2368,-0.3208,-1.298,-0.7614,0.00645,-0.02536,-0.00507,-0.1191,-0.00782,0.03559,0.01138,0.0385,-0.00941,-0.00567
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0060,-23.56,-0.352989385543129,-82.1,-29.65,-52.45,-0.2787,-0.3627,-1.296,-0.7559,0.00547,-0.02554,-0.00506,-0.1201,-0.00469,0.03569,0.01134,0.0377,-0.0094,-0.00574
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0061,-24.53,-0.393639056449561,-82.1,-29.16,-52.94,-0.3185,-0.404,-1.294,-0.7496,0.00455,-0.02556,-0.00493,-0.1211,-0.00143,0.03589,0.0114,0.03701,-0.00927,-0.00571
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0062,-25.45,-0.433154932253655,-82.12,-28.75,-53.37,-0.3604,-0.4473,-1.292,-0.7439,0.00359,-0.02567,-0.00493,-0.1221,0.00174,0.03599,0.01144,0.03631,-0.0092,-0.00572
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0063,-26.33,-0.466257468072368,-82.13,-28.34,-53.79,-0.3987,-0.4877,-1.289,-0.7378,0.0027,-0.0258,-0.00483,-0.1229,0.00507,0.03608,0.01144,0.03566,-0.00913,-0.00573
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0064,-27.24,-0.505783107253655,-82.14,-27.91,-54.23,-0.4381,-0.5296,-1.287,-0.731,0.00167,-0.02586,-0.00487,-0.124,0.0083,0.03621,0.01154,0.035,-0.00903,-0.00583
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0065,-28.13,-0.547119602355994,-82.12,-27.47,-54.65,-0.4781,-0.5722,-1.284,-0.7236,0.00073,-0.02597,-0.00482,-0.1249,0.01164,0.03629,0.01152,0.0344,-0.00884,-0.00583
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0066,-29.01,-0.584571047165936,-82.13,-27.05,-55.08,-0.5143,-0.6143,-1.282,-0.7159,-0.00032,-0.02606,-0.00484,-0.126,0.01497,0.03633,0.01154,0.03377,-0.0088,-0.00602
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0067,-29.86,-0.629344439709795,-82.12,-26.63,-55.49,-0.5589,-0.6573,-1.279,-0.7076,-0.00133,-0.0262,-0.00478,-0.1271,0.01844,0.03644,0.01162,0.03324,-0.00864,-0.00614
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0068,-30.72,-0.672680020119152,-82.12,-26.21,-55.91,-0.6038,-0.7017,-1.276,-0.6986,-0.00242,-0.02626,-0.00484,-0.1281,0.02189,0.03647,0.01166,0.03269,-0.00854,-0.00624
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0069,-31.59,-0.71762024913962,-82.14,-25.81,-56.33,-0.6422,-0.7443,-1.274,-0.6897,-0.00342,-0.02634,-0.00478,-0.1293,0.02535,0.03658,0.01165,0.03222,-0.00841,-0.00638
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0070,-32.37,-0.750305258861842,-82.09,-25.39,-56.7,-0.6803,-0.7865,-1.272,-0.6791,-0.0044,-0.02646,-0.00479,-0.1305,0.02866,0.03662,0.01169,0.03176,-0.00826,-0.00655
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0071,-33.29,-0.791928979329678,-82.15,-25.01,-57.14,-0.7213,-0.8295,-1.269,-0.6693,-0.00553,-0.02661,-0.00489,-0.1317,0.03208,0.03671,0.01165,0.03136,-0.00815,-0.00673
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0072,-34.11,-0.84016814665424,-82.21,-24.68,-57.53,-0.7632,-0.873,-1.265,-0.659,-0.00661,-0.02678,-0.00499,-0.133,0.03543,0.03674,0.01164,0.03097,-0.00804,-0.00691
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0073,-34.95,-0.879626785689328,-82.12,-24.18,-57.94,-0.8043,-0.9175,-1.262,-0.6456,-0.00768,-0.02682,-0.00501,-0.1344,0.03887,0.03685,0.0117,0.0306,-0.00798,-0.00709
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0074,-35.77,-0.925645988832603,-82.13,-23.79,-58.34,-0.8415,-0.96,-1.259,-0.6325,-0.00881,-0.02689,-0.00504,-0.1358,0.04233,0.03697,0.01173,0.03043,-0.00778,-0.00721
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0075,-36.61,-0.96821488532383,-82.12,-23.39,-58.73,-0.8826,-1.005,-1.255,-0.6193,-0.0099,-0.02702,-0.00507,-0.1373,0.04578,0.03709,0.01177,0.03008,-0.00771,-0.00744
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0076,-37.4,-1.00638604563085,-82.13,-23.01,-59.12,-0.9209,-1.046,-1.251,-0.6055,-0.01096,-0.02705,-0.00513,-0.1388,0.04896,0.03724,0.0118,0.02977,-0.00759,-0.00761
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0077,-38.23,-1.0467957144905,-82.14,-22.61,-59.53,-0.9591,-1.088,-1.247,-0.5904,-0.01207,-0.02721,-0.00523,-0.1404,0.05217,0.03729,0.01178,0.02948,-0.0075,-0.00783
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0078,-39.03,-1.09218775615716,-82.13,-22.23,-59.9,-1.001,-1.131,-1.243,-0.5744,-0.01315,-0.02732,-0.00527,-0.1421,0.05518,0.0375,0.01178,0.02926,-0.00739,-0.00801
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0079,-39.84,-1.14000402954898,-82.16,-21.86,-60.3,-1.038,-1.174,-1.238,-0.5586,-0.01416,-0.02738,-0.00531,-0.1438,0.05808,0.03765,0.01181,0.02911,-0.00729,-0.00819
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0080,-40.63,-1.18592782194664,-82.16,-21.49,-60.67,-1.075,-1.219,-1.234,-0.5413,-0.0152,-0.02747,-0.00536,-0.1457,0.06079,0.03782,0.01181,0.02905,-0.0071,-0.0084
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0081,-41.41,-1.22751302223904,-82.08,-21.03,-61.05,-1.103,-1.265,-1.231,-0.5203,-0.01636,-0.02756,-0.00543,-0.1477,0.06332,0.03801,0.01185,0.02894,-0.00699,-0.00867
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0082,-42.18,-1.26936560337939,-82.15,-20.73,-61.42,-1.133,-1.311,-1.227,-0.5019,-0.01748,-0.02766,-0.00545,-0.1496,0.0656,0.03824,0.01187,0.02887,-0.00687,-0.00886
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0083,-42.94,-1.31668575835015,-82.11,-20.32,-61.79,-1.158,-1.356,-1.225,-0.4794,-0.01866,-0.02783,-0.00556,-0.1518,0.06763,0.03843,0.01188,0.0288,-0.00672,-0.0091
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0084,-43.69,-1.35079774373026,-82.13,-19.98,-62.15,-1.181,-1.403,-1.222,-0.4573,-0.01998,-0.02801,-0.0057,-0.154,0.06942,0.0386,0.01183,0.02869,-0.00669,-0.00932
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0085,-44.42,-1.39607505878874,-82.11,-19.61,-62.5,-1.207,-1.451,-1.221,-0.4324,-0.02123,-0.02806,-0.00574,-0.1563,0.07115,0.03888,0.01186,0.02875,-0.00648,-0.00957
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0086,-45.15,-1.44415049592325,-82.12,-19.29,-62.83,-1.228,-1.498,-1.219,-0.407,-0.02254,-0.02818,-0.00576,-0.1588,0.07265,0.03916,0.01187,0.02874,-0.00638,-0.00981
RS3_LS12_to_LS13,LS12_to_LS13_RS3_0087,-45.82,-1.48843671595249,-82.11,-18.94,-63.17,-1.247,-1.545,-1.219,-0.3792,-0.02381,-0.02835,-0.00592,-0.1615,0.07394,0.03937,0.01187,0.02865,-0.00632,-0.01007
