Test unit,RS1,
Reference,Rezaie et al. (2020),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
NaN,-3.223,#VALUE!
NaN,-3.273,#VALUE!
NaN,-3.299,#VALUE!
NaN,-3.289,#VALUE!
NaN,-2.555,#VALUE!
NaN,-2.258,#VALUE!
NaN,-2.052,#VALUE!
NaN,-1.708,#VALUE!
NaN,-1.109,#VALUE!
NaN,-0.8607,#VALUE!
NaN,-0.4268,#VALUE!
NaN,-0.02109,#VALUE!
NaN,0.2523,#VALUE!
NaN,1.097,#VALUE!
NaN,0.9471,#VALUE!
NaN,0.9047,#VALUE!
NaN,0.5313,#VALUE!
NaN,0.9279,#VALUE!
NaN,0.9672,#VALUE!
NaN,0.2708,#VALUE!
NaN,0.1924,#VALUE!
NaN,-0.1284,#VALUE!
NaN,-0.4669,#VALUE!
NaN,-0.425,#VALUE!
NaN,-0.4453,#VALUE!
NaN,-0.5534,#VALUE!
NaN,-0.213,#VALUE!
NaN,-0.09297,#VALUE!
NaN,-0.2,#VALUE!
NaN,-0.02995,#VALUE!
NaN,0.3266,#VALUE!
NaN,0.08307,#VALUE!
NaN,-0.119,#VALUE!
NaN,0.03906,#VALUE!
NaN,-0.1026,#VALUE!
NaN,-0.1359,#VALUE!
NaN,-0.2443,#VALUE!
NaN,0.1695,#VALUE!
NaN,-0.1167,#VALUE!
NaN,-0.101,#VALUE!
NaN,-0.1844,#VALUE!
NaN,-0.1734,#VALUE!
NaN,-0.1383,#VALUE!
NaN,-0.2982,#VALUE!
NaN,0.4594,#VALUE!
NaN,-0.1805,#VALUE!
NaN,-0.1315,#VALUE!
NaN,0.3154,#VALUE!
NaN,-0.07135,#VALUE!
NaN,-0.00938,#VALUE!
NaN,-0.1104,#VALUE!
NaN,0.07995,#VALUE!
NaN,0.02422,#VALUE!
NaN,0.06094,#VALUE!
NaN,-0.4875,#VALUE!
NaN,-0.3685,#VALUE!
NaN,0.4297,#VALUE!
NaN,0.02656,#VALUE!
NaN,-0.0776,#VALUE!
NaN,-0.2185,#VALUE!
NaN,-0.1031,#VALUE!
NaN,0.01797,#VALUE!
NaN,0.1563,#VALUE!
NaN,-0.3008,#VALUE!
NaN,-0.01068,#VALUE!
NaN,0.02969,#VALUE!
NaN,0.01745,#VALUE!
NaN,-0.1831,#VALUE!
NaN,0.1219,#VALUE!
NaN,0.04922,#VALUE!
NaN,-0.151,#VALUE!
NaN,-0.02995,#VALUE!
NaN,-0.05208,#VALUE!
NaN,0.00547,#VALUE!
NaN,-0.0013,#VALUE!
NaN,-0.06172,#VALUE!
NaN,-0.274,#VALUE!
NaN,0.2177,#VALUE!
NaN,-0.1227,#VALUE!
NaN,-0.03125,#VALUE!
NaN,0.08047,#VALUE!
NaN,0.00859,#VALUE!
NaN,-0.01979,#VALUE!
NaN,-0.05495,#VALUE!
NaN,-0.04531,#VALUE!
NaN,-0.03021,#VALUE!
NaN,0.0112,#VALUE!
NaN,-0.01302,#VALUE!
NaN,0.00651,#VALUE!
0,0,0
0.014514456,0.2789,0.000907154
0.023645545,2.014,0.001477847
0.039009522,3.414,0.002438095
0.059436738,5.335,0.003714796
0.083680062,7.264,0.005230004
0.107300181,9.254,0.006706261
0.127119198,11.38,0.00794495
0.157988914,13.57,0.009874307
0.187581478,15.84,0.011723842
0.225805149,18.07,0.014112822
0.262888784,20.2,0.016430549
0.288099373,21.98,0.018006211
0.327166673,24,0.020447917
0.363528004,25.92,0.0227205
0.408156531,27.62,0.025509783
0.447393658,29.25,0.027962104
0.492751022,30.68,0.030796939
0.516802241,31.62,0.03230014
0.517684361,30.9,0.032355273
0.525519361,30.55,0.03284496
0.532744918,28.94,0.033296557
0.522647973,28.98,0.032665498
0.481152142,26.31,0.030072009
0.448671602,23.03,0.028041975
0.411234061,20.12,0.025702129
0.37786526,17.08,0.023616579
0.342747385,14.16,0.021421712
0.312371545,11.44,0.019523222
0.279232436,8.92,0.017452027
0.25031121,6.658,0.015644451
0.227938581,4.478,0.014246161
0.197949334,2.578,0.012371833
0.173718357,0.7747,0.010857397
0.164111245,-0.8023,0.010256953
0.140077406,-1.963,0.008754838
0.127973981,-3.353,0.007998374
0.100246279,-4.529,0.006265392
0.07065781,-6.024,0.004416113
0.044505703,-7.781,0.002781606
0.009514809,-9.542,0.000594676
-0.028698676,-11.21,-0.001793667
-0.06418294,-12.79,-0.004011434
-0.103705331,-14.22,-0.006481583
-0.145111599,-15.57,-0.009069475
-0.172571021,-17.15,-0.010785689
-0.214755046,-18.29,-0.01342219
-0.253709798,-19.35,-0.015856862
-0.288553739,-20.33,-0.018034609
-0.336022923,-20.84,-0.021001433
-0.375140737,-21.79,-0.023446296
-0.41279981,-22.33,-0.025799988
-0.460531617,-22.76,-0.028783226
-0.464233034,-23.22,-0.029014565
-0.472186457,-23.35,-0.029511654
-0.480200021,-22.6,-0.030012501
-0.472476825,-22.48,-0.029529802
-0.47989249,-22.69,-0.029993281
-0.481031562,-22.98,-0.030064473
-0.465367543,-22.31,-0.029085471
-0.416847959,-20.97,-0.026052997
-0.376480304,-20.14,-0.023530019
-0.345092749,-18.71,-0.021568297
-0.302999144,-17.22,-0.018937447
-0.267484722,-15.76,-0.016717795
-0.232062587,-14.13,-0.014503912
-0.200208845,-12.41,-0.012513053
-0.161313695,-10.76,-0.010082106
-0.124070498,-9.058,-0.007754406
-0.08864834,-7.385,-0.005540521
-0.059297332,-5.702,-0.003706083
-0.026445233,-3.967,-0.001652827
-0.000255821,-2.195,-1.59888E-05
0.03186788,-0.7401,0.001991743
0.04170142,0.6831,0.002606339
0.050309673,1.572,0.003144355
0.073655943,2.961,0.004603496
0.098103355,4.636,0.00613146
0.12201095,6.422,0.007625684
0.150196106,8.275,0.009387257
0.174279358,10.17,0.01089246
0.208812208,12.21,0.013050763
0.233419871,14.32,0.014588742
0.258390323,16.42,0.016149395
0.302208652,18.64,0.018888041
0.332865385,20.84,0.020804087
0.375714237,23.17,0.02348214
0.408458451,25.3,0.025528653
0.454036219,27.47,0.028377264
0.462463206,28.55,0.02890395
0.467641473,27.16,0.029227592
0.459801122,25.35,0.02873757
0.419110679,21.69,0.026194417
0.392161973,18.5,0.024510123
0.344321254,15.69,0.021520078
0.311378994,12.97,0.019461187
0.284744029,10.19,0.017796502
0.247364173,7.755,0.015460261
0.221327703,5.421,0.013832981
0.193254644,3.341,0.012078415
0.172545468,1.525,0.010784092
0.15142452,-0.1721,0.009464032
0.128748833,-1.479,0.008046802
0.109868172,-2.809,0.006866761
0.091873991,-3.894,0.005742124
0.068119183,-5.374,0.004257449
0.04195305,-7.101,0.002622066
0.014240121,-8.832,0.000890008
-0.023875692,-10.45,-0.001492231
-0.058485681,-11.96,-0.003655355
-0.098527306,-13.45,-0.006157957
-0.125861826,-14.95,-0.007866364
-0.164613898,-16.33,-0.010288369
-0.196263942,-17.67,-0.012266496
-0.233036619,-18.75,-0.014564789
-0.27766708,-19.84,-0.017354192
-0.313044211,-20.65,-0.019565263
-0.350769198,-21.45,-0.021923075
-0.393568626,-22.11,-0.024598039
-0.437486564,-22.62,-0.02734291
-0.439948727,-22.34,-0.027496795
-0.582941843,-20.34,-0.036433865
-0.543041843,-18.5,-0.033940115
-0.505141843,-17.59,-0.031571365
-0.467341843,-16.02,-0.029208865
-0.431141843,-14.54,-0.026946365
-0.396641843,-12.81,-0.024790115
-0.360041843,-11.09,-0.022502615
-0.326581843,-9.303,-0.020411365
-0.293171843,-7.533,-0.01832324
-0.264411843,-5.667,-0.01652574
-0.237871843,-3.799,-0.01486699
-0.212331843,-2.092,-0.01327074
-0.191151843,-0.6216,-0.01194699
-0.171411843,0.7872,-0.01071324
-0.159821843,1.626,-0.009988865
-0.141241843,3.033,-0.008827615
-0.119841843,4.754,-0.007490115
-0.096441843,6.547,-0.006027615
-0.069341843,8.45,-0.004333865
-0.046641843,10.39,-0.002915115
-0.017241843,12.41,-0.001077615
0.011158157,14.47,0.000697385
0.042758157,16.68,0.002672385
0.074358157,18.91,0.004647385
0.103258157,21.24,0.006453635
0.136258157,23.57,0.008516135
0.168058157,25.82,0.010503635
0.200158157,28.17,0.012509885
0.236258157,30.22,0.014766135
0.271058157,32.18,0.016941135
0.310558157,33.9,0.019409885
0.355258157,35.22,0.022203635
0.402858157,36.27,0.025178635
0.450658157,37.22,0.028166135
0.501058157,38.17,0.031316135
0.550458157,38.96,0.034403635
0.602558157,39.42,0.037659885
0.657958157,40.1,0.041122385
0.692958157,39.95,0.043309885
0.697558157,39.27,0.043597385
0.890529015,36.68,0.055658063
0.892103687,37.02,0.05575648
0.890477302,36.8,0.055654831
0.896531469,36.78,0.056033217
0.892361548,36.49,0.055772597
