Test unit,RS1,
0.883509204,34.72,0.055219325
0.861889547,33.77,0.053868097
0.847289594,32.37,0.0529556
0.830632718,31.12,0.051914545
0.804666891,30.19,0.050291681
0.791334021,28.84,0.049458376
0.774453009,27.78,0.048403313
0.753821011,26.87,0.047113813
0.7445227,25.45,0.046532669
0.730474879,24.61,0.04565468
0.705378314,23.59,0.044086145
0.693236071,22.42,0.043327254
0.671902112,21.61,0.041993882
0.6605441,20.53,0.041284006
0.64240148,19.34,0.040150092
0.628825607,18.46,0.0393016
0.614336323,17.7,0.03839602
0.593679834,16.51,0.03710499
0.578821757,15.6,0.03617636
0.561940139,14.72,0.035121259
0.541685168,13.76,0.033855323
0.533741447,12.77,0.03335884
0.512923197,11.9,0.0320577
0.499246769,11.16,0.031202923
0.480344006,10.31,0.0300215
0.474325516,9.622,0.029645345
0.458302648,8.878,0.028643915
0.441859053,8.065,0.027616191
0.439123521,7.357,0.02744522
0.414445481,6.526,0.025902843
0.408446654,5.754,0.025527916
0.391212752,4.922,0.024450797
0.378770963,4.113,0.023673185
0.365206404,3.427,0.0228254
0.357469692,2.794,0.022341856
0.33734133,2.161,0.021083833
0.324033054,1.461,0.020252066
0.317168603,0.8557,0.019823038
0.303505301,0.2549,0.018969081
0.290501505,-0.3193,0.018156344
0.280919824,-0.8427,0.017557489
0.277179795,-1.312,0.017323737
0.27191208,-1.643,0.016994505
0.260113661,-2.154,0.016257104
0.24960595,-2.675,0.015600372
0.237528479,-3.181,0.01484553
0.232712977,-3.551,0.014544561
0.217070003,-3.882,0.013566875
0.217640782,-4.422,0.013602549
0.210471838,-5.066,0.01315449
0.192801696,-5.634,0.012050106
0.180313749,-6.271,0.011269609
0.173174293,-6.956,0.010823393
0.154861448,-7.62,0.00967884
0.142174611,-8.188,0.008885913
0.125305661,-8.844,0.007831604
0.117629902,-9.594,0.007351869
0.101438061,-10.12,0.006339879
0.082605969,-10.73,0.005162873
0.067919355,-11.37,0.00424496
0.060293354,-11.94,0.003768335
0.047080772,-12.49,0.002942548
0.02947011,-12.99,0.001841882
0.00931536,-13.5,0.00058221
-0.001873584,-14.17,-0.000117099
-0.019503049,-14.65,-0.001218941
-0.034241519,-15.3,-0.002140095
-0.049386409,-15.68,-0.003086651
-0.066819197,-16.13,-0.0041762
-0.079711573,-16.52,-0.004981973
-0.090001766,-16.91,-0.00562511
-0.110665773,-17.6,-0.006916611
-0.127490543,-17.66,-0.007968159
-0.14641334,-18.43,-0.009150834
-0.158062334,-18.64,-0.009878896
-0.174375615,-19.14,-0.010898476
-0.188749552,-19.51,-0.011796847
-0.210345684,-19.86,-0.013146605
-0.224032359,-20.17,-0.014002022
-0.233978655,-20.35,-0.014623666
-0.260621582,-20.72,-0.016288849
-0.274738673,-21.37,-0.017171167
-0.288232501,-21.16,-0.018014531
-0.300267035,-21.64,-0.01876669
-0.321302135,-21.71,-0.020081383
-0.33108125,-22.15,-0.020692578
-0.356216848,-22.24,-0.022263553
-0.371889439,-22.44,-0.02324309
-0.384250991,-22.83,-0.024015687
-0.399386851,-22.82,-0.024961678
-0.416863069,-23.15,-0.026053942
-0.434625175,-23.37,-0.027164073
-0.452595183,-23.41,-0.028287199
-0.466428217,-23.83,-0.029151764
-0.484260533,-23.93,-0.030266283
-0.508436434,-24.02,-0.031777277
-0.516224306,-24.43,-0.032264019
-0.536089434,-24.52,-0.03350559
-0.555627699,-24.63,-0.034726731
-0.568396938,-24.95,-0.035524809
-0.586692783,-25.2,-0.036668299
-0.600182883,-25.15,-0.03751143
-0.615155745,-25.42,-0.038447234
-0.637342207,-25.77,-0.039833888
-0.652652533,-25.76,-0.040790783
-0.665757459,-25.86,-0.041609841
-0.687564016,-26.29,-0.042972751
-0.707306453,-26.32,-0.044206653
-0.711679236,-26.37,-0.044479952
-0.729092785,-26.69,-0.045568299
-0.756646854,-26.94,-0.047290428
-0.769727758,-26.94,-0.048107985
-0.792895886,-27,-0.049555993
-0.798759458,-27.38,-0.049922466
-0.82148067,-27.56,-0.051342542
-0.838121529,-27.62,-0.052382596
-0.854025468,-27.71,-0.053376592
-0.870889762,-27.93,-0.05443061
-0.88706769,-28.24,-0.055441731
-0.910761104,-28.25,-0.056922569
-0.9241708,-28.37,-0.057760675
-0.935461117,-28.27,-0.05846632
-0.931783778,-28.34,-0.058236486
-0.936064689,-27.91,-0.058504043
-0.930467043,-28.4,-0.05815419
-0.939577635,-27.9,-0.058723602
-0.94167138,-27.58,-0.058854461
-0.939817336,-27.29,-0.058738584
-0.942094032,-27.04,-0.058880877
-0.906135781,-27.32,-0.056633486
-0.901850723,-26.93,-0.05636567
-0.878426452,-26.64,-0.054901653
-0.868203908,-26.33,-0.054262744
-0.849480371,-25.97,-0.053092523
-0.841633802,-25.65,-0.052602113
-0.820189382,-24.92,-0.051261836
-0.811440502,-24.87,-0.050715031
-0.794421639,-24.59,-0.049651352
-0.774647977,-24.27,-0.048415499
-0.763731638,-24.03,-0.047733227
-0.749450091,-23.74,-0.046840631
-0.734710423,-23.49,-0.045919401
-0.713793153,-23.17,-0.044612072
-0.699017311,-22.89,-0.043688582
-0.678044303,-22.64,-0.042377769
-0.664937547,-22.41,-0.041558597
-0.646749219,-22.09,-0.040421826
-0.627432564,-21.86,-0.039214535
-0.617823945,-21.58,-0.038613997
-0.598429226,-21.34,-0.037401827
-0.582842603,-21.07,-0.036427663
-0.565091587,-20.82,-0.035318224
-0.547281907,-20.56,-0.034205119
-0.531489896,-20.29,-0.033218118
-0.514729657,-20.08,-0.032170604
-0.500894807,-19.88,-0.031305925
-0.485989884,-19.18,-0.030374368
-0.471407083,-18.97,-0.029462943
-0.452565874,-18.87,-0.028285367
-0.434930093,-18.42,-0.027183131
-0.422459522,-18.12,-0.02640372
-0.4077267,-17.81,-0.025482919
-0.397390202,-17.26,-0.024836888
-0.370310916,-16.84,-0.023144432
-0.35895333,-16.45,-0.022434583
-0.346785345,-15.97,-0.021674084
-0.328863318,-15.38,-0.020553957
-0.31108956,-15.01,-0.019443098
-0.297784934,-14.6,-0.018611558
-0.280237347,-13.69,-0.017514834
-0.261427952,-13.45,-0.016339247
-0.247497748,-12.77,-0.015468609
-0.233421435,-12.27,-0.01458884
-0.219204349,-11.71,-0.013700272
-0.202851297,-11.06,-0.012678206
-0.188729971,-10.5,-0.011795623
-0.178516187,-9.901,-0.011157262
-0.163774353,-9.345,-0.010235897
-0.151795595,-8.699,-0.009487225
-0.136230202,-8.052,-0.008514388
-0.116241797,-7.421,-0.007265112
-0.105226785,-6.777,-0.006576674
-0.094737149,-6.012,-0.005921072
-0.083373152,-5.337,-0.005210822
-0.068854774,-4.733,-0.004303423
-0.057122418,-3.992,-0.003570151
-0.046777397,-3.346,-0.002923587
-0.034754772,-2.698,-0.002172173
-0.021641738,-2.085,-0.001352609
-0.00892746,-1.583,-0.000557966
-0.00046443,-0.9432,-2.90269E-05
0.011326267,-0.4177,0.000707892
0.020074737,0.1247,0.001254671
0.037059687,0.9557,0.00231623
0.042106657,1.324,0.002631666
0.047831856,1.643,0.002989491
0.064237157,2.202,0.004014822
0.067122024,2.767,0.004195127
0.077507309,3.301,0.004844207
0.092422675,4.002,0.005776417
0.100638195,4.596,0.006289887
0.111063853,5.274,0.006941491
0.11842427,5.906,0.007401517
0.13194721,6.598,0.008246701
0.149118243,7.27,0.00931989
0.160082498,7.92,0.010005156
0.171026539,8.626,0.010689159
0.178619489,9.333,0.011163718
0.192538889,10.01,0.012033681
0.207799643,10.66,0.012987478
0.218544993,11.41,0.013659062
0.232092215,12.12,0.014505763
0.23959467,12.84,0.014974667
0.255499395,13.59,0.015968712
0.267825588,14.3,0.016739099
0.283527388,15.03,0.017720462
0.295497457,15.84,0.018468591
0.317910589,16.49,0.019869412
0.330851695,17.23,0.020678231
0.344576015,18.02,0.021536001
0.367606719,18.72,0.02297542
0.388012731,19.38,0.024250796
0.401315199,20.23,0.0250822
0.408919574,20.86,0.025557473
0.42765891,21.5,0.026728682
0.445552044,22.39,0.027847003
0.461491559,22.99,0.028843222
0.48836529,23.65,0.030522831
0.499612152,24.36,0.031225759
0.515406493,25.03,0.032212906
0.532855884,25.73,0.033303493
0.542176729,26.43,0.033886046
0.565093746,27.1,0.035318359
0.583602182,27.76,0.036475136
0.593981877,28.45,0.037123867
0.618650979,29.09,0.038665686
0.633673487,29.88,0.039604593
0.644619797,30.42,0.040288737
0.670476522,31.12,0.041904783
0.691375279,31.88,0.043210955
0.704109037,32.53,0.044006815
0.721603826,33.13,0.045100239
0.742752689,33.8,0.046422043
0.757941955,34.46,0.047371372
0.77912255,35.15,0.048695159
0.800830258,35.69,0.050051891
0.814895579,36.26,0.050930974
0.814956933,35.92,0.050934808
0.817936504,35.75,0.051121032
0.803455468,34.46,0.050215967
0.805504816,34.37,0.050344051
0.793202152,34.45,0.049575135
0.802793666,34.36,0.050174604
0.780467378,32.95,0.048779211
0.77222679,31.6,0.048264174
0.757834025,30.44,0.047364627
0.737940476,29.21,0.04612128
0.724348084,27.99,0.045271755
0.706734677,26.95,0.044170917
0.700402792,25.86,0.043775175
0.674100532,24.68,0.042131283
0.670101871,23.61,0.041881367
0.648479018,22.69,0.040529939
0.63225732,21.59,0.039516082
0.618790112,20.64,0.038674382
0.599423021,19.47,0.037463939
0.591496634,18.64,0.03696854
0.574242287,17.64,0.035890143
0.550906719,16.72,0.03443167
0.53310705,15.74,0.033319191
0.527130707,14.78,0.032945669
0.511879537,13.84,0.031992471
0.501114842,12.98,0.031319678
0.477383279,12.09,0.029836455
0.471035423,11.18,0.029439714
0.445613095,10.34,0.027850818
0.43762228,9.463,0.027351393
0.422165848,8.632,0.026385366
0.408369467,7.848,0.025523092
0.392029187,7.051,0.024501824
0.380803878,6.331,0.023800242
0.365080177,5.487,0.022817511
0.346340315,4.695,0.02164627
0.329285159,4.054,0.020580322
0.320550519,3.246,0.020034407
0.311424402,2.672,0.019464025
0.300604453,1.998,0.018787778
0.285769071,1.383,0.017860567
0.269879646,0.8247,0.016867478
0.265899573,0.1935,0.016618723
0.247006196,-0.3703,0.015437887
0.251893083,-0.8971,0.015743318
0.237234357,-1.3,0.014827147
0.227656227,-1.633,0.014228514
0.218870268,-2.165,0.013679392
0.21256722,-2.684,0.013285451
0.202617619,-3.141,0.012663601
0.190215092,-3.488,0.011888443
0.184016316,-3.893,0.01150102
0.179805699,-4.348,0.011237856
0.162153408,-4.973,0.010134588
0.158552932,-5.588,0.009909558
0.137020933,-6.21,0.008563808
0.126123117,-6.915,0.007882695
0.11423915,-7.482,0.007139947
0.094307267,-8.154,0.005894204
0.095040419,-8.758,0.005940026
0.072111404,-9.462,0.004506963
0.056194453,-10.1,0.003512153
0.046023732,-10.63,0.002876483
0.031371298,-11.4,0.001960706
0.009392639,-11.89,0.00058704
0.007003748,-12.42,0.000437734
-0.016550256,-13.12,-0.001034391
-0.032184063,-13.62,-0.002011504
-0.050900886,-14.02,-0.003181305
-0.060682392,-14.6,-0.003792649
-0.076468792,-15.17,-0.0047793
-0.092509227,-15.51,-0.005781827
-0.11336269,-16.38,-0.007085168
-0.137707714,-16.7,-0.008606732
-0.151330826,-17.33,-0.009458177
-0.182999794,-18.33,-0.011437487
-0.203612314,-18.64,-0.01272577
-0.226533606,-19.39,-0.01415835
-0.240731151,-19.61,-0.015045697
-0.253028159,-19.99,-0.01581426
-0.276840871,-20.27,-0.017302554
-0.291003296,-20.45,-0.018187706
-0.30293387,-20.78,-0.018933367
-0.31763826,-21.43,-0.019852391
-0.338669939,-21.28,-0.021166871
-0.359691282,-21.71,-0.022480705
-0.375809284,-21.79,-0.02348808
-0.385813079,-22.07,-0.024113317
-0.403515533,-22.4,-0.025219721
-0.422884792,-22.48,-0.0264303
-0.44130018,-22.69,-0.027581261
-0.454781003,-22.98,-0.028423813
-0.471099408,-23.17,-0.029443713
-0.493317723,-23.3,-0.030832358
-0.510465027,-23.52,-0.031904064
-0.523120238,-23.76,-0.032695015
-0.537455399,-24.01,-0.033590962
-0.555776483,-24.19,-0.03473603
-0.570259895,-24.4,-0.035641243
-0.590217233,-24.5,-0.036888577
-0.603820718,-24.69,-0.037738795
-0.625405831,-24.99,-0.039087864
-0.640772589,-25.2,-0.040048287
-0.655817426,-25.35,-0.040988589
-0.672984402,-25.48,-0.042061525
-0.692245268,-25.6,-0.043265329
-0.705776253,-25.92,-0.044111016
-0.718441698,-26.18,-0.044902606
-0.74127302,-26.26,-0.046329564
-0.760267561,-26.32,-0.047516723
-0.770249673,-26.64,-0.048140605
-0.791671768,-26.89,-0.049479486
-0.799757753,-26.98,-0.04998486
-0.825486748,-27.04,-0.051592922
-0.834600954,-27.37,-0.05216256
-0.860230594,-27.58,-0.053764412
-0.875541966,-27.66,-0.054721373
-0.895669863,-27.76,-0.055979366
-0.903582897,-28.04,-0.056473931
-0.926905651,-28.29,-0.057931603
-0.941698398,-28.46,-0.05885615
-0.958084583,-28.49,-0.059880286
-0.978967236,-28.73,-0.061185452
-0.998109395,-28.94,-0.062381837
-1.011779007,-29.16,-0.063236188
-1.031233049,-29.29,-0.064452066
-1.04800098,-29.43,-0.065500061
-1.063586911,-29.58,-0.066474182
-1.07850078,-29.71,-0.067406299
-1.080277469,-29.75,-0.067517342
-1.077796291,-29.58,-0.067362268
-1.08994251,-29,-0.068121407
-1.087936543,-28.86,-0.067996034
-1.082306447,-28.76,-0.067644153
-1.086962657,-29.04,-0.067935166
-1.074034872,-28.1,-0.06712718
-1.061150176,-28.26,-0.066321886
-1.045879385,-27.66,-0.065367462
-1.028560244,-27.41,-0.064285015
-1.011614962,-27.09,-0.063225935
-0.993515835,-26.67,-0.06209474
-0.978735081,-26.43,-0.061170943
-0.953253658,-26.35,-0.059578354
-0.943734584,-25.8,-0.058983412
-0.930862477,-25.7,-0.058178905
-0.91428571,-25.28,-0.057142857
-0.892062623,-25.2,-0.055753914
-0.871222711,-24.76,-0.054451419
-0.864176736,-24.7,-0.054011046
-0.843662868,-24.2,-0.052728929
-0.83025516,-24.2,-0.051890947
-0.80322152,-23.71,-0.050201345
-0.793577664,-23.62,-0.049598604
-0.787217234,-23.27,-0.049201077
-0.764634787,-23.02,-0.047789674
-0.744636978,-22.9,-0.046539811
-0.734177145,-22.47,-0.045886072
-0.712096517,-22.21,-0.044506032
-0.696908011,-22.16,-0.043556751
-0.685025547,-21.55,-0.042814097
-0.661947119,-21.73,-0.041371695
-0.653087678,-21.19,-0.04081798
-0.635946989,-21.03,-0.039746687
-0.617145804,-20.82,-0.038571613
-0.608066471,-20.39,-0.038004154
-0.59453234,-20.46,-0.037158271
-0.57833642,-20.1,-0.036146026
-0.559989909,-19.93,-0.034999369
-0.549953493,-19.11,-0.034372093
-0.526344601,-18.89,-0.032896538
-0.507825044,-19.07,-0.031739065
-0.48770826,-18.62,-0.030481766
-0.465669779,-18.46,-0.029104361
-0.458584404,-17.96,-0.028661525
-0.443992194,-17.77,-0.027749512
-0.422766537,-17.34,-0.026422909
-0.419488132,-16.87,-0.026218008
-0.387251937,-16.5,-0.024203246
-0.386227561,-16.1,-0.024139223
-0.360527744,-15.57,-0.022532984
-0.349368594,-15.07,-0.021835537
-0.33333395,-14.66,-0.020833372
-0.315318697,-13.97,-0.019707419
-0.302028603,-13.65,-0.018876788
-0.289988225,-13.06,-0.018124264
-0.275757208,-12.41,-0.017234826
-0.25327191,-11.92,-0.015829494
-0.241060471,-11.35,-0.015066279
-0.225476231,-10.61,-0.014092264
-0.212480731,-10.15,-0.013280046
-0.197054928,-9.561,-0.012315933
-0.184926315,-8.901,-0.011557895
-0.176356844,-8.277,-0.011022303
-0.159743798,-7.622,-0.009983987
-0.143366109,-6.971,-0.008960382
-0.128838363,-6.188,-0.008052398
-0.116607202,-5.491,-0.00728795
-0.102563742,-4.924,-0.006410234
-0.088470334,-4.142,-0.005529396
-0.072080208,-3.505,-0.004505013
-0.065829332,-2.892,-0.004114333
-0.058508065,-2.244,-0.003656754
-0.044227613,-1.768,-0.002764226
-0.033649295,-1.141,-0.002103081
-0.015484355,-0.6109,-0.000967772
-0.007275849,-0.1169,-0.000454741
-0.001345374,0.4742,-8.40859E-05
0.007390554,0.8237,0.00046191
0.013575779,1.103,0.000848486
0.010794376,1.485,0.000674649
0.030955097,1.897,0.001934694
0.04043871,2.575,0.002527419
0.050881748,3.04,0.003180109
0.056604716,3.56,0.003537795
0.065872878,4.293,0.004117055
0.082763055,4.86,0.005172691
0.092366959,5.552,0.005772935
0.105292946,6.166,0.006580809
0.122436693,6.816,0.007652293
0.127362556,7.506,0.00796016
0.137500709,8.13,0.008593794
0.150264018,8.818,0.009391501
0.173516628,9.431,0.010844789
0.181584079,10.13,0.011349005
0.194034082,10.87,0.01212713
0.205085139,11.48,0.012817821
0.227762808,12.14,0.014235176
0.236373374,13.01,0.014773336
0.247299762,13.56,0.015456235
0.264213558,14.37,0.016513347
0.27530893,15.03,0.017206808
0.297445641,15.79,0.018590353
0.313096342,16.49,0.019568521
0.318866472,17.06,0.019929155
0.338127828,17.9,0.021132989
0.35386949,18.6,0.022116843
0.36805572,19.32,0.023003483
0.387737983,20,0.024233624
0.400405203,20.69,0.025025325
0.422321278,21.44,0.02639508
0.433612553,21.94,0.027100785
0.450885989,22.87,0.028180374
0.470797439,23.34,0.02942484
0.486754413,24.24,0.030422151
0.501588881,24.82,0.031349305
0.525764599,25.6,0.032860287
0.536876458,26.24,0.033554779
0.556336577,26.86,0.034771036
0.574222073,27.63,0.03588888
0.595446558,28.29,0.03721541
0.610847024,29.02,0.038177939
0.620870342,29.66,0.038804396
0.638408784,30.32,0.039900549
0.654507181,31.13,0.040906699
0.678161538,31.81,0.042385096
0.691254622,32.41,0.043203414
0.715942389,33.21,0.044746399
0.722013132,33.98,0.045125821
0.744426232,34.52,0.046526639
0.758899687,35.24,0.04743123
0.77900169,35.99,0.048687606
0.793847141,36.61,0.049615446
0.812260698,37.2,0.050766294
0.83931446,37.79,0.052457154
0.856716086,38.36,0.053544755
0.876908294,38.83,0.054806768
0.897454285,39.4,0.056090893
0.914973996,39.86,0.057185875
0.936597789,40.17,0.058537362
0.950093684,40.64,0.059380855
0.973543356,40.8,0.06084646
0.990275588,41.17,0.061892224
1.002672927,41.52,0.062667058
1.022505026,41.6,0.063906564
1.045472402,41.86,0.065342025
1.063257782,42.15,0.066453611
1.077249304,42.19,0.067328082
1.093496589,42.46,0.068343537
1.110510512,42.46,0.069406907
1.127388349,42.72,0.070461772
1.141679916,42.75,0.071354995
1.154166748,42.91,0.072135422
1.172891293,42.94,0.073305706
1.186546861,43.11,0.074159179
1.198008645,43.08,0.07487554
1.207344997,43.21,0.075459062
1.214848481,43.16,0.07592803
1.226744048,43.27,0.076671503
1.232785572,43.12,0.077049098
1.241289715,43.1,0.077580607
1.241482177,43.11,0.077592636
1.250842078,42.92,0.07817763
1.245000227,42.73,0.077812514
1.249796504,42.76,0.078112282
1.256872239,42.64,0.078554515
1.251662132,42.37,0.078228883
1.256776685,42.36,0.078548543
1.251270191,42.27,0.078204387
1.255314669,42.17,0.078457167
