Test unit,R4
Reference,Mazzon (2010)
0.16,9.5,0.012
0.15,9.4,0.012
0.16,8.9,0.012
0.16,8,0.012
0.15,7.3,0.011
0.13,6.6,0.01
0.12,6.1,0.009
0.11,5.6,0.009
0.11,5.2,0.008
0.1,4.9,0.008
0.1,4.4,0.008
0.09,3.7,0.007
0.09,3.2,0.007
0.08,2.9,0.006
0.08,2.5,0.006
0.07,2,0.006
0.07,1.6,0.005
0.06,1.1,0.005
0.06,0.9,0.005
0.07,0.8,0.006
0.07,0.6,0.005
0.06,0.5,0.005
0.05,0.2,0.004
0.05,-0,0.004
0.04,-0.2,0.003
0.04,-0.3,0.003
0.04,-0.4,0.003
0.04,-0.8,0.003
0.04,-1.3,0.003
0.03,-2.4,0.002
0.02,-3.8,0.001
0,-5.3,0
-0.01,-6.2,-0.001
-0.01,-6.6,-0.001
-0.02,-7.6,-0.001
-0.02,-8.6,-0.002
-0.02,-9.7,-0.001
-0.03,-10.4,-0.002
-0.04,-11,-0.003
-0.05,-11.3,-0.004
-0.06,-11.5,-0.005
-0.06,-11.9,-0.005
-0.06,-12.2,-0.005
-0.07,-12.7,-0.005
-0.07,-13.2,-0.006
-0.08,-13.8,-0.006
-0.09,-14.4,-0.007
-0.09,-15,-0.007
-0.1,-15.6,-0.008
-0.11,-16.1,-0.008
-0.11,-16.6,-0.009
-0.12,-17,-0.009
-0.12,-17.6,-0.009
-0.11,-18.2,-0.009
-0.13,-18.8,-0.01
-0.14,-19.5,-0.011
-0.15,-19.9,-0.012
-0.16,-20,-0.012
-0.16,-20.4,-0.013
-0.16,-20.8,-0.013
-0.17,-21.3,-0.013
-0.17,-21.7,-0.014
-0.18,-22.2,-0.014
-0.19,-22.9,-0.015
-0.2,-23.3,-0.015
-0.2,-23.3,-0.015
-0.2,-23.5,-0.016
-0.21,-24,-0.016
-0.22,-24.8,-0.017
-0.21,-25.4,-0.017
-0.22,-25.7,-0.017
-0.23,-25.7,-0.018
-0.24,-26.1,-0.018
-0.25,-26.6,-0.019
-0.26,-27.1,-0.02
-0.27,-27.5,-0.021
-0.27,-27.7,-0.021
-0.27,-28,-0.021
-0.28,-28.2,-0.022
-0.28,-28.3,-0.022
-0.28,-28.3,-0.022
-0.28,-28.8,-0.022
-0.29,-29.4,-0.023
-0.3,-29.7,-0.023
-0.3,-30,-0.023
-0.31,-30.5,-0.024
-0.3,-31,-0.023
-0.3,-31,-0.024
-0.31,-31.1,-0.024
-0.32,-31.2,-0.025
-0.32,-31.3,-0.025
-0.33,-31.5,-0.026
-0.34,-32.1,-0.026
-0.34,-32.5,-0.027
-0.34,-32.7,-0.027
-0.34,-32.7,-0.027
-0.35,-32.9,-0.027
-0.35,-33.1,-0.027
-0.35,-33.2,-0.027
-0.35,-33.3,-0.027
-0.36,-33.4,-0.028
-0.36,-33.6,-0.028
-0.36,-33.9,-0.028
-0.35,-34,-0.027
-0.36,-34.1,-0.028
-0.37,-34,-0.028
-0.37,-34.1,-0.029
-0.38,-34.5,-0.029
-0.38,-34.8,-0.03
-0.38,-34.9,-0.03
-0.39,-34.7,-0.03
-0.39,-34.3,-0.03
-0.39,-33.7,-0.03
-0.39,-33.8,-0.03
-0.39,-34.4,-0.03
-0.39,-35,-0.03
-0.39,-35.3,-0.031
-0.39,-35.4,-0.03
-0.39,-35.5,-0.03
-0.38,-35.3,-0.029
-0.38,-34.8,-0.029
-0.39,-34.4,-0.03
-0.4,-34.4,-0.031
-0.4,-34.6,-0.031
-0.4,-35,-0.031
-0.4,-35.4,-0.031
-0.4,-35.5,-0.031
-0.4,-35.5,-0.031
-0.4,-35.3,-0.031
-0.4,-34.6,-0.031
-0.41,-33.8,-0.032
-0.41,-33.3,-0.032
-0.41,-33.3,-0.032
-0.41,-33.1,-0.032
-0.41,-32.8,-0.032
-0.41,-32.4,-0.032
-0.4,-32,-0.031
-0.4,-31.7,-0.031
-0.41,-31.4,-0.032
-0.41,-31,-0.032
-0.41,-30.9,-0.032
-0.41,-30.7,-0.032
-0.42,-30.2,-0.032
-0.41,-29.6,-0.032
-0.42,-29.1,-0.032
-0.42,-28.6,-0.032
-0.42,-27.9,-0.032
-0.41,-27.1,-0.032
-0.41,-26.7,-0.032
-0.41,-26.6,-0.032
-0.41,-26.4,-0.032
-0.41,-26.3,-0.032
-0.4,-25.9,-0.031
-0.39,-25.3,-0.031
-0.4,-24.4,-0.031
-0.4,-23.6,-0.031
-0.41,-22.8,-0.032
-0.41,-22,-0.032
-0.41,-21.2,-0.032
-0.41,-20,-0.032
-0.4,-18.7,-0.031
-0.4,-17.7,-0.031
-0.39,-16.9,-0.031
-0.39,-16.1,-0.03
-0.38,-15.4,-0.03
-0.38,-14.8,-0.029
-0.37,-14.6,-0.029
-0.37,-14.7,-0.029
-0.37,-14.5,-0.029
-0.36,-14.3,-0.028
-0.36,-13.9,-0.028
-0.36,-13.4,-0.028
-0.36,-12.6,-0.028
-0.35,-12,-0.027
-0.35,-11.7,-0.027
-0.35,-11.6,-0.027
-0.35,-11.4,-0.027
-0.34,-11,-0.027
-0.34,-10.5,-0.026
-0.33,-10,-0.026
-0.33,-9.7,-0.026
-0.32,-9.2,-0.025
-0.32,-8.7,-0.025
-0.31,-8.4,-0.024
-0.31,-8.1,-0.024
-0.3,-7.7,-0.024
-0.29,-7.3,-0.022
-0.29,-6.9,-0.022
-0.29,-6.5,-0.023
-0.29,-5.9,-0.023
-0.29,-5.3,-0.022
-0.28,-4.7,-0.022
-0.28,-4.2,-0.022
-0.27,-3.8,-0.021
-0.27,-3.3,-0.021
-0.27,-2.9,-0.021
-0.26,-2.6,-0.02
-0.26,-2.2,-0.02
-0.26,-1.8,-0.02
-0.26,-1.4,-0.02
-0.25,-1.1,-0.02
-0.25,-0.8,-0.019
-0.24,-0.5,-0.018
-0.23,-0.2,-0.018
-0.23,0,-0.018
-0.24,0.2,-0.019
-0.24,0.3,-0.019
-0.24,0.4,-0.019
-0.24,0.7,-0.019
-0.23,1.2,-0.018
-0.23,1.8,-0.018
-0.22,2.8,-0.017
-0.2,4.1,-0.016
-0.19,6,-0.014
-0.17,7.5,-0.013
-0.16,8.7,-0.012
-0.15,9.4,-0.012
-0.14,9.7,-0.011
-0.14,10,-0.011
-0.13,10.3,-0.01
-0.12,10.6,-0.009
-0.12,10.8,-0.01
-0.13,11.2,-0.01
-0.13,11.7,-0.01
-0.12,12.3,-0.009
-0.11,13,-0.009
-0.11,13.7,-0.008
-0.1,14.3,-0.008
-0.09,14.9,-0.007
-0.08,15.5,-0.006
-0.07,16.1,-0.006
-0.07,16.4,-0.006
-0.07,16.9,-0.005
-0.06,17.7,-0.004
-0.05,18.5,-0.004
-0.04,19.2,-0.003
-0.02,20,-0.001
-0.02,20.8,-0.001
-0.02,21.7,-0.001
-0.01,22.7,-0.001
-0,23.6,-0
0,24.4,0
0.02,25.1,0.001
0.02,25.8,0.002
0.03,26.2,0.002
0.03,26.9,0.003
0.04,27.6,0.003
0.05,28.4,0.004
0.06,29.2,0.005
0.07,30,0.006
0.08,30.8,0.006
0.09,31.5,0.007
0.11,32.3,0.009
0.13,33.3,0.01
0.14,34.2,0.011
0.14,34.9,0.011
0.15,35.6,0.011
0.15,36.1,0.012
0.16,36.5,0.012
0.16,37.1,0.013
0.17,37.7,0.014
0.18,38.3,0.014
0.19,38.8,0.015
0.2,39.4,0.015
0.2,40.1,0.016
0.21,41,0.017
0.23,42.2,0.018
0.24,43.1,0.019
0.25,43.8,0.02
0.27,44,0.021
0.27,44.4,0.021
0.27,44.8,0.021
0.27,45.2,0.021
0.28,45.7,0.022
0.28,46.1,0.022
0.29,46.5,0.022
0.3,47.3,0.023
0.31,47.8,0.024
0.31,48,0.024
0.32,48.5,0.025
0.33,49.1,0.026
0.34,49.6,0.026
0.34,49.7,0.027
0.34,49.7,0.026
0.34,49.8,0.026
0.35,50.3,0.027
0.36,50.7,0.028
0.36,50.7,0.028
0.36,50.5,0.028
0.35,50.2,0.028
0.35,50.2,0.027
0.36,51.4,0.028
0.38,52.7,0.029
0.39,53.1,0.03
0.39,52.9,0.031
0.39,52.7,0.031
0.39,52.5,0.031
0.4,52.8,0.031
0.41,53.4,0.032
0.42,53.7,0.032
0.42,54,0.033
0.43,53.8,0.033
0.44,53.5,0.034
0.44,53.2,0.035
0.44,53.3,0.034
0.44,54.5,0.034
0.45,55.2,0.035
0.45,55.2,0.035
0.45,54.9,0.035
0.45,54,0.035
0.46,53,0.036
0.46,52.4,0.036
0.46,51.9,0.036
0.46,51.8,0.036
0.46,51.9,0.036
0.46,52.6,0.036
0.46,54.2,0.036
0.48,55.5,0.037
0.49,56,0.038
0.5,55.8,0.039
0.5,55.5,0.039
0.5,55,0.039
0.49,54.7,0.038
0.49,54.5,0.038
0.49,54.1,0.038
0.49,53.5,0.038
0.49,53.1,0.038
0.49,52.9,0.038
0.5,52.8,0.039
0.5,52.7,0.039
0.5,52.9,0.039
0.49,53.3,0.038
0.49,53.8,0.038
0.5,54.6,0.039
0.5,54.7,0.039
0.5,54.7,0.039
0.52,54.4,0.04
0.51,54.2,0.04
0.51,53.5,0.039
0.5,53,0.039
0.5,52.6,0.039
0.5,53.3,0.039
0.5,54.3,0.039
0.5,53.7,0.039
0.5,53.4,0.039
0.5,53.2,0.039
0.51,51.1,0.039
0.51,48.6,0.04
0.51,47.6,0.04
0.51,47.5,0.04
0.52,47.4,0.04
0.52,45.7,0.04
0.53,42.6,0.041
0.53,39.2,0.041
0.5,36.4,0.039
0.48,35.3,0.038
0.48,35.4,0.037
0.47,36.1,0.037
0.47,37.3,0.036
0.46,39,0.036
0.46,41.5,0.036
0.46,44.4,0.036
0.46,45.6,0.036
0.46,43.8,0.036
0.47,40.5,0.037
0.48,39.1,0.037
0.48,37.5,0.037
0.47,34.5,0.037
0.46,33,0.036
0.47,32.7,0.036
0.46,32,0.036
0.45,32,0.035
0.44,31.6,0.034
0.43,30.4,0.033
0.42,30,0.033
0.41,29.3,0.032
0.41,29.3,0.032
0.41,28.9,0.032
0.41,28.4,0.032
0.4,27.9,0.031
0.39,27,0.031
0.39,26.5,0.03
0.38,25.8,0.03
0.38,25.4,0.029
0.37,24.5,0.028
0.37,23.8,0.028
0.37,23.2,0.029
0.36,22.8,0.028
0.35,22.5,0.027
0.34,21.9,0.026
0.33,21,0.025
0.32,20.3,0.025
0.31,19.4,0.024
0.3,18.8,0.024
0.3,18,0.023
0.29,17.2,0.022
0.28,16.5,0.022
0.27,15.8,0.021
0.26,15.2,0.02
0.26,14.9,0.02
0.25,14.4,0.019
0.24,13.8,0.019
0.25,12.9,0.019
0.24,12.4,0.019
0.23,11.7,0.018
0.21,11.1,0.017
0.2,10.5,0.016
0.19,9.5,0.014
0.18,8.7,0.014
0.17,7.9,0.013
0.16,7.3,0.013
0.16,6.7,0.012
0.15,6,0.011
0.14,5.4,0.011
0.14,4.8,0.011
0.13,4,0.01
0.12,3.3,0.009
0.11,2.8,0.009
0.11,2.2,0.008
0.11,1.6,0.008
0.1,1,0.008
0.09,0.7,0.007
0.08,0.5,0.006
0.08,0.3,0.006
0.07,-0.1,0.006
0.07,-0.3,0.005
0.07,-0.4,0.005
0.07,-0.6,0.005
0.07,-1.1,0.005
0.05,-2.3,0.004
0.04,-4.1,0.003
0.02,-6,0.001
0,-7.3,0
-0.02,-9.4,-0.002
-0.04,-11,-0.003
-0.04,-12,-0.003
-0.04,-12.7,-0.003
-0.06,-13.4,-0.005
-0.07,-13.8,-0.005
-0.08,-14,-0.006
-0.09,-14.8,-0.007
-0.1,-15.9,-0.008
-0.11,-16.8,-0.008
-0.11,-17.5,-0.009
-0.12,-18.2,-0.01
-0.13,-18.9,-0.01
-0.14,-19.4,-0.011
-0.14,-19.7,-0.011
-0.14,-20.5,-0.011
-0.16,-21.5,-0.012
-0.17,-22.2,-0.013
-0.17,-22.5,-0.013
-0.17,-23.2,-0.013
-0.18,-24.4,-0.014
-0.2,-25.6,-0.016
-0.22,-26.2,-0.017
-0.23,-26.3,-0.018
-0.23,-26.4,-0.018
-0.23,-26.8,-0.018
-0.24,-27.5,-0.019
-0.25,-28.4,-0.02
-0.27,-29.4,-0.021
-0.28,-30.3,-0.022
-0.29,-31.1,-0.023
-0.3,-31.5,-0.023
-0.3,-31.7,-0.024
-0.31,-32.1,-0.024
-0.32,-32.6,-0.025
-0.32,-33.2,-0.025
-0.32,-33.6,-0.025
-0.33,-33.9,-0.026
-0.34,-34,-0.027
-0.35,-34.2,-0.027
-0.36,-34.9,-0.028
-0.38,-35.7,-0.03
-0.4,-36.4,-0.031
-0.4,-36.6,-0.031
-0.41,-36.6,-0.032
-0.41,-36.6,-0.032
-0.41,-37.1,-0.032
-0.43,-37.6,-0.033
-0.43,-38.1,-0.034
-0.44,-38.2,-0.034
-0.44,-38.3,-0.034
-0.45,-38.6,-0.035
-0.45,-38.9,-0.035
-0.45,-39.5,-0.035
-0.47,-39.9,-0.037
-0.48,-39.9,-0.037
-0.49,-40,-0.038
-0.49,-40.2,-0.038
-0.5,-40.4,-0.039
-0.5,-40.3,-0.039
-0.5,-40.5,-0.039
-0.51,-40.9,-0.04
-0.52,-41.1,-0.04
-0.53,-41.4,-0.041
-0.53,-41.6,-0.041
-0.54,-41.7,-0.042
-0.54,-41.5,-0.042
-0.54,-41.4,-0.042
-0.54,-41.9,-0.042
-0.54,-42.4,-0.042
-0.55,-42.6,-0.042
-0.56,-42.4,-0.043
-0.56,-42.2,-0.044
-0.57,-42.3,-0.044
-0.57,-42.7,-0.044
-0.58,-43.1,-0.045
-0.58,-43.1,-0.045
-0.59,-43.1,-0.046
-0.59,-42.9,-0.046
-0.59,-42.6,-0.046
-0.59,-42.6,-0.046
-0.59,-43,-0.046
-0.6,-43.4,-0.047
-0.6,-43.4,-0.047
-0.61,-43.7,-0.047
-0.61,-43.8,-0.048
-0.6,-43.6,-0.047
-0.6,-43.5,-0.047
-0.61,-43.7,-0.048
-0.62,-43.9,-0.049
-0.63,-43.5,-0.049
-0.63,-42.8,-0.049
-0.63,-42.4,-0.049
-0.63,-42.1,-0.049
-0.64,-41.7,-0.049
-0.64,-41.7,-0.049
-0.63,-41.9,-0.049
-0.63,-42.5,-0.049
-0.63,-42.8,-0.049
-0.63,-43.1,-0.049
-0.63,-43.4,-0.049
-0.63,-43.3,-0.049
-0.62,-43.3,-0.048
-0.61,-43.5,-0.048
-0.62,-43.5,-0.048
-0.63,-43.4,-0.049
-0.63,-43.3,-0.049
-0.64,-43.1,-0.05
-0.64,-42.9,-0.05
-0.64,-42.5,-0.05
-0.64,-42,-0.05
-0.64,-41.5,-0.05
-0.64,-41.1,-0.05
-0.64,-40.5,-0.05
-0.64,-40,-0.05
-0.64,-39.3,-0.05
-0.65,-38.5,-0.05
-0.65,-37.7,-0.05
-0.64,-37,-0.05
-0.63,-36.4,-0.049
-0.63,-36.1,-0.049
-0.63,-35.5,-0.049
-0.64,-34.8,-0.05
-0.64,-34,-0.05
-0.64,-33.1,-0.05
-0.64,-32,-0.05
-0.64,-30.9,-0.05
-0.64,-29.8,-0.049
-0.63,-28.9,-0.049
-0.62,-28.4,-0.048
-0.61,-27.9,-0.048
-0.61,-27.7,-0.048
-0.61,-27.5,-0.047
-0.6,-27,-0.047
-0.6,-26.5,-0.046
-0.59,-26.5,-0.046
-0.58,-26.3,-0.045
-0.57,-25.7,-0.045
-0.57,-25,-0.044
-0.57,-24.6,-0.044
-0.56,-24.3,-0.044
-0.56,-24,-0.044
-0.55,-23.4,-0.043
-0.54,-22.8,-0.042
-0.54,-22.3,-0.042
-0.53,-21.7,-0.041
-0.52,-21.4,-0.041
-0.52,-21,-0.04
-0.51,-20.6,-0.04
-0.51,-20.2,-0.039
-0.5,-19.7,-0.039
-0.49,-19.2,-0.038
-0.48,-18.5,-0.037
-0.46,-17.7,-0.036
-0.46,-17,-0.036
-0.46,-16.5,-0.036
-0.46,-16.2,-0.036
-0.45,-15.7,-0.035
-0.45,-15.1,-0.035
-0.44,-14.6,-0.034
-0.43,-14,-0.034
-0.43,-13.5,-0.033
-0.42,-13.1,-0.033
-0.41,-12.4,-0.032
-0.4,-11.6,-0.031
-0.4,-10.7,-0.031
-0.39,-10,-0.03
-0.38,-9.4,-0.03
-0.37,-8.8,-0.029
-0.35,-8.1,-0.027
-0.35,-7.5,-0.027
-0.35,-6.9,-0.027
-0.35,-6.1,-0.027
-0.34,-5.5,-0.027
-0.34,-4.9,-0.026
-0.33,-4.2,-0.026
-0.32,-3.4,-0.025
-0.32,-2.7,-0.025
-0.31,-2,-0.024
-0.3,-1.5,-0.024
-0.3,-1.1,-0.023
-0.3,-0.8,-0.023
-0.29,-0.4,-0.023
-0.29,-0.1,-0.022
-0.29,0.1,-0.022
-0.28,0.3,-0.022
-0.27,0.5,-0.021
-0.26,1.1,-0.02
-0.26,1.8,-0.02
-0.25,3.3,-0.02
-0.23,5.7,-0.018
-0.2,8,-0.016
-0.18,9.6,-0.014
-0.17,10.4,-0.013
-0.16,10.9,-0.012
-0.15,11.1,-0.012
-0.15,11.6,-0.011
-0.14,12.2,-0.011
-0.13,13,-0.01
-0.12,14,-0.009
-0.11,14.9,-0.009
-0.1,15.6,-0.008
-0.08,16.4,-0.007
-0.07,17.2,-0.006
-0.07,17.7,-0.006
-0.07,18.2,-0.006
-0.07,18.9,-0.005
-0.06,19.6,-0.005
-0.05,20.5,-0.004
-0.04,21.3,-0.003
-0.03,22.2,-0.002
-0.02,23,-0.001
-0.01,23.6,-0.001
-0,24.1,-0
0.01,24.9,0.001
0.02,25.4,0.001
0.02,25.8,0.002
0.03,26.4,0.002
0.04,27.3,0.003
0.07,28.2,0.005
0.08,28.8,0.006
0.08,29.5,0.006
0.09,30.4,0.007
0.1,31.1,0.007
0.1,31.7,0.008
0.11,32.4,0.009
0.12,33.1,0.01
0.13,34,0.01
0.14,34.6,0.011
0.15,35,0.012
0.16,35.5,0.012
0.17,35.9,0.013
0.17,36.6,0.014
0.18,37.2,0.014
0.19,37.9,0.015
0.21,38.6,0.016
0.23,39.2,0.018
0.23,39.9,0.018
0.23,40.5,0.018
0.23,40.8,0.018
0.24,41.1,0.018
0.24,41.7,0.019
0.25,42.4,0.019
0.26,43,0.02
0.27,43.6,0.021
0.27,44,0.021
0.28,44.4,0.022
0.29,44.9,0.022
0.3,45.5,0.023
0.31,46.1,0.024
0.31,46.4,0.024
0.32,46.5,0.025
0.33,46.7,0.026
0.34,46.9,0.026
0.34,47.3,0.026
0.34,48.1,0.026
0.35,49,0.027
0.35,49.4,0.027
0.36,49.4,0.028
0.36,49.4,0.028
0.36,49.9,0.028
0.37,50.3,0.029
0.37,50.5,0.029
0.38,50.7,0.029
0.38,50.9,0.03
0.39,51.3,0.03
0.4,51.8,0.031
0.4,52,0.031
0.41,52.2,0.032
0.43,52.4,0.033
0.43,52.6,0.034
0.43,52.9,0.034
0.43,53.2,0.034
0.43,53.2,0.034
0.43,53,0.034
0.44,53.5,0.034
0.45,54.2,0.035
0.46,54.2,0.036
0.46,53.9,0.036
0.46,53.5,0.036
0.46,53.5,0.036
0.46,53.7,0.036
0.46,54.1,0.036
0.47,54.5,0.036
0.48,54.9,0.037
0.48,54.9,0.038
0.5,54.7,0.039
0.49,54.7,0.038
0.49,55.1,0.038
0.49,55.2,0.038
0.49,55.3,0.038
0.49,55.6,0.038
0.5,55.6,0.039
0.5,55.3,0.039
0.5,55.1,0.039
0.5,55,0.039
0.5,55,0.039
0.5,55.1,0.039
0.5,55.3,0.039
0.51,55.6,0.039
0.51,55.5,0.04
0.51,55.2,0.04
0.52,54.7,0.04
0.53,53.9,0.041
0.52,53.3,0.041
0.52,53.3,0.04
0.51,53.2,0.04
0.51,52.6,0.04
0.51,51.9,0.04
0.51,51.5,0.04
0.51,51.3,0.04
0.51,51.3,0.04
0.51,51.2,0.04
0.51,51.1,0.04
0.52,50.7,0.04
0.52,49.9,0.04
0.52,49.1,0.04
0.52,48.2,0.041
0.52,47,0.041
0.54,45.8,0.042
0.54,44.7,0.042
0.53,43.6,0.041
0.53,42,0.041
0.53,40.1,0.041
0.52,38.9,0.04
0.52,38.4,0.04
0.52,38.3,0.04
0.52,38.3,0.04
0.52,38.2,0.04
0.52,37.9,0.04
0.51,37.4,0.04
0.5,36.9,0.039
0.5,36.9,0.039
0.5,36.9,0.039
0.5,36.3,0.039
0.5,35.7,0.039
0.5,35.1,0.039
0.49,34.7,0.038
0.48,34.3,0.037
0.47,34,0.037
0.47,33.5,0.036
0.46,33,0.036
0.46,32.5,0.035
0.45,31.9,0.035
0.44,31.3,0.034
0.44,30.7,0.034
0.43,30.2,0.034
0.43,29.9,0.033
0.43,29.6,0.033
0.42,29.1,0.033
0.42,28.8,0.033
0.41,28.1,0.032
0.42,27.5,0.032
0.41,26.7,0.032
0.39,25.8,0.031
0.38,25.1,0.03
0.37,24.5,0.029
0.36,24,0.028
0.36,23.6,0.028
0.36,23.2,0.028
0.35,22.6,0.027
0.34,22.1,0.027
0.33,21.4,0.026
0.32,20.6,0.025
0.32,20,0.025
0.31,19.3,0.024
0.3,18.5,0.023
0.29,17.7,0.022
0.28,17.1,0.022
0.29,16.6,0.023
0.28,16.2,0.022
0.27,15.6,0.021
0.25,14.7,0.02
0.24,13.8,0.019
0.23,13.1,0.018
0.22,12.4,0.017
0.22,12.1,0.017
0.21,11.5,0.016
0.2,10.9,0.016
0.2,10.4,0.015
0.19,9.7,0.015
0.18,9,0.014
0.17,8.1,0.013
0.16,7.3,0.013
0.15,6.5,0.012
0.15,5.8,0.012
0.15,5.1,0.012
0.14,4.5,0.011
0.12,3.9,0.01
0.11,3.3,0.009
0.1,2.7,0.008
0.09,2,0.007
0.08,1.4,0.007
0.08,1,0.006
0.07,0.8,0.006
0.07,0.6,0.006
0.07,0.4,0.005
0.07,0.1,0.005
0.06,-0.2,0.005
0.06,-0.4,0.005
0.06,-0.6,0.004
0.05,-1.1,0.004
0.06,-2.1,0.004
0.04,-4,0.003
0.01,-5.9,0.001
-0.01,-7.1,-0.001
-0.03,-8.9,-0.003
-0.05,-10.3,-0.004
-0.07,-11.2,-0.005
-0.07,-11.8,-0.005
-0.08,-12.4,-0.006
-0.08,-13.1,-0.007
-0.09,-13.6,-0.007
-0.09,-14.2,-0.007
-0.1,-14.9,-0.008
-0.11,-15.8,-0.009
-0.12,-16.6,-0.009
-0.12,-17,-0.01
-0.13,-17.5,-0.01
-0.12,-18.3,-0.009
-0.13,-18.9,-0.01
-0.14,-19.6,-0.011
-0.16,-20.4,-0.012
-0.17,-21,-0.013
-0.18,-21.8,-0.014
-0.19,-22.6,-0.015
-0.2,-23.3,-0.016
-0.21,-24,-0.017
-0.22,-24.6,-0.017
-0.23,-25.2,-0.018
-0.24,-25.7,-0.019
-0.25,-26.1,-0.019
-0.25,-26.6,-0.02
-0.26,-27.4,-0.021
-0.28,-28,-0.021
-0.27,-28.6,-0.021
-0.27,-29.1,-0.021
-0.29,-29.5,-0.023
-0.31,-30,-0.024
-0.32,-30.5,-0.025
-0.33,-30.9,-0.026
-0.34,-31.4,-0.026
-0.35,-31.7,-0.027
-0.36,-32.1,-0.028
-0.36,-32.6,-0.028
-0.37,-33.1,-0.029
-0.38,-33.6,-0.03
-0.39,-34,-0.031
-0.4,-34.4,-0.031
-0.41,-34.6,-0.032
-0.41,-34.9,-0.032
-0.42,-35.5,-0.033
-0.42,-36,-0.033
-0.42,-36.2,-0.033
-0.44,-36.5,-0.034
-0.45,-36.8,-0.035
-0.46,-37,-0.036
-0.47,-37.4,-0.036
-0.47,-37.9,-0.037
-0.48,-38.3,-0.038
-0.49,-38.6,-0.038
-0.49,-38.8,-0.038
-0.5,-38.9,-0.039
-0.5,-39,-0.039
-0.5,-39.4,-0.039
-0.51,-39.8,-0.04
-0.52,-40.1,-0.041
-0.53,-40.3,-0.041
-0.53,-40.4,-0.041
-0.52,-40.6,-0.041
-0.53,-40.7,-0.041
-0.54,-41,-0.042
-0.55,-41.2,-0.043
-0.56,-41.3,-0.043
-0.56,-41.4,-0.044
-0.56,-41.6,-0.044
-0.57,-41.7,-0.044
-0.57,-42,-0.045
-0.58,-42.2,-0.045
-0.58,-42.2,-0.045
-0.58,-42.4,-0.045
-0.59,-42.5,-0.046
-0.59,-42.4,-0.046
-0.59,-42.5,-0.046
-0.6,-42.7,-0.046
-0.59,-42.6,-0.046
-0.58,-42.6,-0.045
-0.59,-42.9,-0.046
-0.6,-43.2,-0.047
-0.61,-43.3,-0.048
-0.61,-43.2,-0.048
-0.61,-43.3,-0.048
-0.62,-43.4,-0.048
-0.62,-43.5,-0.048
-0.62,-43.5,-0.049
-0.62,-43.4,-0.049
-0.62,-43.2,-0.049
-0.63,-42.8,-0.049
-0.63,-42.5,-0.049
-0.63,-42.5,-0.049
-0.63,-42.5,-0.049
-0.62,-42.8,-0.049
-0.61,-43.3,-0.048
-0.61,-43.5,-0.048
-0.62,-43.4,-0.048
-0.63,-43,-0.049
-0.63,-42.7,-0.049
-0.64,-42.5,-0.049
-0.64,-42.4,-0.049
-0.64,-42.3,-0.049
-0.64,-41.6,-0.05
-0.64,-41.2,-0.05
-0.64,-41.1,-0.05
-0.64,-40.9,-0.05
-0.64,-40.6,-0.05
-0.64,-40.4,-0.05
-0.64,-40.1,-0.05
-0.64,-39.6,-0.05
-0.64,-39,-0.05
-0.63,-38.4,-0.049
-0.63,-37.9,-0.049
-0.64,-37.5,-0.05
-0.64,-37,-0.05
-0.64,-36.6,-0.05
-0.64,-36.2,-0.05
-0.64,-35.8,-0.05
-0.64,-35.3,-0.05
-0.63,-34.6,-0.049
-0.63,-33.7,-0.049
-0.63,-32.9,-0.049
-0.63,-32.1,-0.049
-0.63,-31,-0.049
-0.63,-30,-0.049
-0.62,-29.2,-0.048
-0.62,-28.7,-0.048
-0.6,-28.3,-0.047
-0.59,-27.7,-0.046
-0.59,-27.2,-0.046
-0.59,-27,-0.046
-0.59,-26.8,-0.046
-0.6,-26.5,-0.046
-0.59,-26,-0.046
-0.58,-25.6,-0.045
-0.57,-25.1,-0.045
-0.57,-24.8,-0.044
-0.56,-24.4,-0.044
-0.55,-23.7,-0.043
-0.54,-23.1,-0.042
-0.54,-22.7,-0.042
-0.53,-22.3,-0.041
-0.52,-22,-0.041
-0.52,-21.9,-0.04
-0.5,-21.6,-0.039
-0.49,-20.8,-0.038
-0.49,-20,-0.038
-0.49,-19.4,-0.038
-0.49,-18.9,-0.038
-0.48,-18.3,-0.037
-0.47,-17.7,-0.037
-0.46,-17.1,-0.036
-0.45,-16.5,-0.035
-0.45,-16,-0.035
-0.44,-15.6,-0.034
-0.44,-15.1,-0.034
-0.43,-14.3,-0.033
-0.42,-13.5,-0.033
-0.41,-12.9,-0.032
-0.41,-12.2,-0.032
-0.39,-11.6,-0.031
-0.37,-11.3,-0.029
-0.38,-10.8,-0.029
-0.37,-9.9,-0.029
-0.37,-9.1,-0.029
-0.36,-8.5,-0.028
-0.36,-7.8,-0.028
-0.35,-7.1,-0.027
-0.34,-6.4,-0.027
-0.34,-5.7,-0.026
-0.33,-5.2,-0.026
-0.33,-4.6,-0.025
-0.32,-4,-0.025
-0.31,-3.3,-0.024
-0.31,-2.7,-0.024
-0.3,-2.1,-0.023
-0.3,-1.6,-0.023
-0.28,-1.1,-0.022
-0.27,-0.7,-0.021
-0.28,-0.4,-0.021
-0.28,-0,-0.022
-0.28,0.2,-0.022
-0.28,0.3,-0.022
-0.27,0.6,-0.021
-0.27,1.1,-0.021
-0.26,2.2,-0.02
-0.24,4.1,-0.019
-0.21,6.8,-0.016
-0.18,8.5,-0.014
-0.17,9.3,-0.013
-0.16,9.9,-0.012
-0.15,10.9,-0.011
-0.14,11.6,-0.011
-0.13,12.2,-0.01
