Test unit,RS6,
Reference,Rezaie et al. (2020),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
NaN,-0.6427,#VALUE!
NaN,-0.7271,#VALUE!
NaN,-0.4872,#VALUE!
NaN,-0.4086,#VALUE!
NaN,-0.7854,#VALUE!
NaN,-1.01,#VALUE!
NaN,-1.049,#VALUE!
NaN,-0.7174,#VALUE!
NaN,-0.6458,#VALUE!
NaN,-0.2438,#VALUE!
NaN,0.01172,#VALUE!
NaN,-0.1271,#VALUE!
NaN,0.09974,#VALUE!
NaN,-0.2708,#VALUE!
NaN,0.08073,#VALUE!
NaN,0.09167,#VALUE!
NaN,-0.149,#VALUE!
NaN,-0.02734,#VALUE!
NaN,0.1365,#VALUE!
NaN,0.00391,#VALUE!
NaN,0.01484,#VALUE!
NaN,0.1711,#VALUE!
NaN,-0.01094,#VALUE!
NaN,0.08698,#VALUE!
NaN,0.0875,#VALUE!
NaN,0.1497,#VALUE!
NaN,0.07083,#VALUE!
NaN,0.0151,#VALUE!
NaN,0.04505,#VALUE!
NaN,0.1359,#VALUE!
NaN,0.02396,#VALUE!
NaN,0.1365,#VALUE!
NaN,-0.05026,#VALUE!
NaN,0.1232,#VALUE!
NaN,0.1393,#VALUE!
NaN,0.02005,#VALUE!
NaN,0.06979,#VALUE!
NaN,0.07865,#VALUE!
NaN,0.08229,#VALUE!
NaN,0.0724,#VALUE!
NaN,0.01406,#VALUE!
NaN,0.02188,#VALUE!
NaN,0.06667,#VALUE!
NaN,0.06693,#VALUE!
NaN,0.08203,#VALUE!
NaN,0.0862,#VALUE!
NaN,0.06302,#VALUE!
NaN,0.08307,#VALUE!
NaN,0.0487,#VALUE!
NaN,0.08594,#VALUE!
NaN,0,#VALUE!
NaN,0.08516,#VALUE!
NaN,0.02917,#VALUE!
NaN,0.1076,#VALUE!
NaN,0.0026,#VALUE!
NaN,0.1438,#VALUE!
NaN,0.1326,#VALUE!
NaN,-0.03594,#VALUE!
NaN,0.1284,#VALUE!
NaN,0.132,#VALUE!
NaN,-0.02005,#VALUE!
NaN,0.1406,#VALUE!
NaN,0.02135,#VALUE!
NaN,0.05234,#VALUE!
NaN,0.1302,#VALUE!
NaN,0.09271,#VALUE!
NaN,0.07682,#VALUE!
NaN,0.07682,#VALUE!
NaN,0.0474,#VALUE!
NaN,0.07734,#VALUE!
NaN,0.05911,#VALUE!
NaN,0.05781,#VALUE!
NaN,0.06823,#VALUE!
NaN,0.101,#VALUE!
NaN,0.09271,#VALUE!
NaN,0.0638,#VALUE!
NaN,0.06823,#VALUE!
NaN,0.06042,#VALUE!
NaN,0.07839,#VALUE!
NaN,0.07839,#VALUE!
NaN,0.06745,#VALUE!
NaN,0.07865,#VALUE!
NaN,0.1013,#VALUE!
NaN,0.07031,#VALUE!
NaN,0.08776,#VALUE!
NaN,0.06641,#VALUE!
NaN,0.09948,#VALUE!
NaN,0.07891,#VALUE!
NaN,0.0224,#VALUE!
NaN,0.1247,#VALUE!
NaN,0.01849,#VALUE!
NaN,0.1359,#VALUE!
NaN,0.03646,#VALUE!
NaN,0.00495,#VALUE!
NaN,0.1526,#VALUE!
NaN,0.00755,#VALUE!
NaN,-0.02318,#VALUE!
NaN,0.06745,#VALUE!
NaN,0.08464,#VALUE!
NaN,0.06458,#VALUE!
NaN,0.09818,#VALUE!
NaN,0.06042,#VALUE!
NaN,0.09714,#VALUE!
NaN,0.07057,#VALUE!
NaN,0.09036,#VALUE!
0,0,0
0.015660918,0.4932,0.000978807
0.02412016,0.9388,0.00150751
0.037120386,1.382,0.002320024
0.053550563,1.754,0.00334691
0.065000493,2.098,0.004062531
0.072059184,2.421,0.004503699
0.085697669,2.767,0.005356104
0.095878564,3.04,0.00599241
0.112129051,3.347,0.007008066
0.123875711,3.615,0.007742232
0.135812883,3.893,0.008488305
0.149598049,4.173,0.009349878
0.159723598,4.417,0.009982725
0.174016637,4.683,0.01087604
0.187286367,4.939,0.011705398
0.193716244,5.189,0.012107265
0.211428292,5.42,0.013214268
0.225918735,5.691,0.014119921
0.240940943,5.921,0.015058809
0.252241092,6.146,0.015765068
0.266751747,6.385,0.016671984
0.27831452,6.604,0.017394658
0.288556938,6.828,0.018034809
0.308105989,7.06,0.019256624
0.319242444,7.284,0.019952653
0.335565653,7.508,0.020972853
0.34396419,7.722,0.021497762
0.362624897,7.942,0.022664056
0.367363279,8.167,0.022960205
0.365762879,7.962,0.02286018
0.363151644,7.324,0.022696978
0.366349973,7.026,0.022896873
0.342328747,5.271,0.021395547
0.299131485,4.299,0.018695718
0.267294178,2.968,0.016705886
0.233752894,1.903,0.014609556
0.196768023,0.9211,0.012298001
0.173001554,0.06406,0.010812597
0.144964034,-0.7469,0.009060252
0.122170766,-1.552,0.007635673
0.091178498,-2.292,0.005698656
0.065365846,-2.995,0.004085365
0.039694476,-3.682,0.002480905
0.008076086,-4.374,0.000504755
-0.024260549,-5.083,-0.001516284
-0.053811084,-5.769,-0.003363193
-0.09012086,-6.446,-0.005632554
-0.124216488,-7.086,-0.00776353
-0.157958277,-7.717,-0.009872392
-0.192102584,-8.343,-0.012006411
-0.227009524,-8.959,-0.014188095
-0.259039515,-9.555,-0.01618997
-0.295188971,-10.14,-0.018449311
-0.330888307,-10.48,-0.020680519
-0.321179106,-9.605,-0.020073694
-0.331774524,-9.321,-0.020735908
-0.296111858,-8.622,-0.018506991
-0.270666448,-7.383,-0.016916653
-0.237393421,-6.083,-0.014837089
-0.206645328,-4.926,-0.012915333
-0.172941163,-3.937,-0.010808823
-0.143006163,-2.999,-0.008937885
-0.107702233,-2.08,-0.00673139
-0.079755316,-1.185,-0.004984707
-0.050011961,-0.3453,-0.003125748
-0.021653962,0.4401,-0.001353373
0.004065202,1.053,0.000254075
0.029040339,1.704,0.001815021
0.060704566,2.418,0.003794035
0.092386056,3.143,0.005774129
0.127446685,3.864,0.007965418
0.15177249,4.582,0.009485781
0.182666209,5.293,0.011416638
0.216156311,6.024,0.013509769
0.245778566,6.689,0.01536116
0.2752742,7.372,0.017204638
0.312534537,8.042,0.019533409
0.343199029,8.704,0.021449939
0.373651453,9.322,0.023353216
0.379945797,8.55,0.023746612
0.356701789,7.44,0.022293862
0.319899371,6.176,0.019993711
0.286047333,4.864,0.017877958
0.252141848,4.022,0.015758865
0.216341994,3.021,0.013521375
0.181902118,2.078,0.011368882
0.149503253,1.099,0.009343953
0.121151131,0.3445,0.007571946
0.093798486,-0.2307,0.005862405
0.062853372,-0.9458,0.003928336
0.030700466,-1.824,0.001918779
0.009150936,-2.492,0.000571933
-0.021071749,-3.03,-0.001316984
-0.051807946,-3.746,-0.003237997
-0.077291746,-4.663,-0.004830734
-0.112456315,-5.464,-0.00702852
-0.140146519,-6.253,-0.008759157
-0.172247559,-7.058,-0.010765472
-0.204068684,-7.852,-0.012754293
-0.236628862,-8.638,-0.014789304
-0.266931476,-9.428,-0.016683217
-0.300496558,-10.04,-0.018781035
-0.327264735,-10.58,-0.020454046
-0.324249502,-10.02,-0.020265594
-0.301683081,-8.787,-0.018855193
-0.26929743,-7.715,-0.016831089
-0.233369678,-6.542,-0.014585605
-0.197157838,-5.435,-0.012322365
-0.164065485,-4.416,-0.010254093
-0.131601341,-3.501,-0.008225084
-0.101874485,-2.578,-0.006367155
-0.070901658,-1.664,-0.004431354
-0.038888934,-0.7938,-0.002430558
-0.010630429,0.02865,-0.000664402
0.015601047,0.724,0.000975065
0.042613771,1.378,0.002663361
0.070413235,2.059,0.004400827
0.100170401,2.761,0.00626065
0.130749893,3.485,0.008171868
0.161932115,4.213,0.010120757
0.18387553,4.955,0.011492221
0.220402126,5.683,0.013775133
0.254750245,6.41,0.01592189
0.28374092,7.149,0.017733808
0.321553085,7.877,0.020097068
0.347293162,8.62,0.021705823
0.383913341,9.342,0.023994584
0.419481225,9.994,0.026217577
0.451495602,10.61,0.028218475
0.490081123,11.19,0.03063007
0.526900252,11.74,0.032931266
0.560994495,12.28,0.035062156
0.597602071,12.8,0.037350129
0.636032842,13.32,0.039752053
0.670226569,13.84,0.041889161
0.705821169,14.35,0.044113823
0.741215511,14.84,0.046325969
0.743383604,14.02,0.046461475
0.723090719,12.59,0.04519317
0.690265609,11.35,0.043141601
0.653318431,10.3,0.040832402
0.623523642,9.366,0.038970228
0.589115314,8.487,0.036819707
0.553120391,7.637,0.034570024
0.520498233,6.81,0.03253114
0.483253853,5.971,0.030203366
0.448809032,5.131,0.028050564
0.41192361,4.308,0.025745226
0.377084283,3.54,0.023567768
0.344430186,2.819,0.021526887
0.310400843,2.117,0.019400053
0.273093383,1.434,0.017068336
0.245256196,0.7922,0.015328512
0.213696792,0.1232,0.01335605
0.183978413,-0.5091,0.011498651
