Test unit,SC1,
-0.148777167,-24.24,-0.016530796
-0.150022167,-23.08,-0.01666913
-0.142200833,-20.83,-0.015800093
-0.124070167,-17.82,-0.013785574
-0.1078335,-14.37,-0.0119815
-0.0963865,-11.54,-0.010709611
-0.074456167,-8.726,-0.008272907
-0.0558805,-5.978,-0.006208944
-0.040984133,-3.13,-0.004553793
-0.025093667,-0.6528,-0.002788185
-0.020112567,-0.2892,-0.00223473
-0.021789367,-0.09872,-0.002421041
-0.0153961,0.07174,-0.001710678
-0.0121432,0.2308,-0.001349244
-0.012234267,0.5184,-0.001359363
-0.0102829,0.8083,-0.001142544
-0.0113354,0.8345,-0.001259489
-0.010006733,1.011,-0.001111859
-0.001565,2.551,-0.000173889
0.011220867,4.494,0.001246763
0.023709033,6.933,0.002634337
0.040736567,9.171,0.004526285
0.060373,11.47,0.006708111
0.069117667,13.49,0.007679741
0.09042568,15.69,0.010047298
0.107289167,18.18,0.011921019
0.126479067,20.02,0.01405323
0.140371867,22.6,0.015596874
0.161886433,25.08,0.017987381
0.174241767,26.89,0.019360196
0.189821167,29.43,0.021091241
0.209246167,31.54,0.023249574
0.2268455,33.94,0.025205056
0.2451555,35.91,0.0272395
0.265016833,38.19,0.029446315
0.283471167,40.13,0.031496796
0.303827167,42.1,0.033758574
0.3285085,43.94,0.036500944
0.343539167,44.8,0.038171019
0.347304167,43.28,0.038589352
0.346214833,42.69,0.038468315
0.335612833,40.01,0.037290315
0.3210105,36.96,0.035667833
0.300041833,34.08,0.033337981
0.280774167,31.54,0.03119713
0.2645815,29.1,0.029397944
0.252431167,26.9,0.028047907
0.239483167,24.2,0.026609241
0.218832167,21.64,0.024314685
0.2011705,19.23,0.022352278
0.183980467,16.84,0.020442274
0.166060367,14.62,0.018451152
0.157051967,11.95,0.017450219
0.1341867,9.689,0.014909633
0.120596567,7.706,0.013399619
0.104780067,5.624,0.01164223
0.088531307,3.262,0.009836812
0.071942487,1.167,0.00799361
0.064297767,0.3494,0.007144196
0.058389883,-0.02565,0.006487765
0.057171667,-0.1424,0.006352407
0.05127831,-0.3019,0.00569759
0.053352497,-0.4912,0.005928055
0.047472577,-0.8309,0.005274731
0.047058583,-1.571,0.005228731
0.0373696,-3.377,0.004152178
0.029527467,-4.015,0.00328083
0.021507,-4.206,0.002389667
0.020347567,-5.662,0.002260841
7.71E-05,-7.818,8.57E-06
-0.019068567,-10.73,-0.00211873
-0.034822467,-12.98,-0.003869163
-0.053962833,-15.32,-0.00599587
-0.076868167,-17.93,-0.008540907
-0.096706167,-20.63,-0.01074513
-0.1208705,-22.77,-0.013430056
-0.1390775,-25.76,-0.015453056
-0.1593305,-28.25,-0.017703389
-0.185188167,-30.62,-0.020576463
-0.204025833,-33.45,-0.022669537
-0.224596833,-35.72,-0.024955204
-0.252923833,-37.8,-0.028102648
-0.2750495,-40.04,-0.030561056
-0.302278167,-42.14,-0.033586463
-0.3050845,-41.9,-0.033898278
-0.307468833,-39.63,-0.034163204
-0.3030165,-38.71,-0.0336685
-0.281638833,-35.15,-0.031293204
-0.2647455,-31.25,-0.029416167
-0.240493833,-27.73,-0.026721537
-0.2247925,-24.89,-0.024976944
-0.206362167,-22.14,-0.02292913
-0.1845325,-18.86,-0.020503611
-0.162423833,-16.23,-0.018047093
-0.144721167,-13.14,-0.01608013
-0.125947833,-10.67,-0.013994204
-0.107330167,-8.012,-0.011925574
-0.090572833,-5.655,-0.010063648
-0.071775833,-3.183,-0.007975093
-0.056222167,-1.079,-0.006246907
-0.0521235,-0.3047,-0.0057915
-0.049275733,-0.1326,-0.005475081
-0.047342833,0.0181,-0.005260315
-0.046202967,0.1746,-0.005133663
-0.040413767,0.4204,-0.004490419
-0.036653567,0.6784,-0.004072619
-0.031094667,0.7344,-0.003454963
-0.0370014,0.7142,-0.004111267
-0.0362019,1.292,-0.004022433
-0.021775033,3.151,-0.002419448
-0.0066698,5.356,-0.000741089
0.0089601,7.291,0.000995567
0.025381033,9.583,0.002820115
0.043790197,11.62,0.004865577
0.0604618,13.83,0.006717978
0.078223763,15.75,0.008691529
0.093136183,17.85,0.010348465
0.111883067,20.24,0.012431452
0.134619867,22.61,0.014957763
0.151637567,24.68,0.016848619
0.167822667,26.99,0.018646963
0.191968167,29.28,0.021329796
0.2125615,31.21,0.023617944
0.232549167,33.25,0.025838796
0.2466315,35.23,0.0274035
0.2733665,37.87,0.030374056
0.2868505,39.73,0.031872278
0.308314167,41.92,0.03425713
0.3298925,43.86,0.036654722
0.3452375,45.21,0.038359722
0.3531125,41.54,0.039234722
0.352674833,37.9,0.039186093
0.3451145,32.03,0.038346056
0.328043833,27.33,0.036449315
0.315557833,21.83,0.035061981
0.296938167,16.92,0.03299313
0.276742833,12.26,0.030749204
0.261230167,7.987,0.029025574
0.2434925,3.627,0.027054722
0.228563833,0.2878,0.025395981
0.207225167,-0.1099,0.023025019
0.191265267,-0.4953,0.021251696
0.1620634,-2.205,0.018007044
0.156991767,-4.043,0.01744353
0.161865367,-6.748,0.017985041
0.167407967,-11.4,0.018600885
0.167814333,-16.29,0.018646037
0.165758333,-21.04,0.018417593
0.1618061,-26.03,0.017978456
0.1658887,-31.24,0.018432078
0.167815933,-35.91,0.018646215
0.167730667,-40.72,0.018636741
-0.2882375,-37.63,-0.032026389
-0.263729167,-32.75,-0.029303241
-0.2338395,-27.24,-0.025982167
-0.1977615,-22.04,-0.0219735
-0.1645195,-17.09,-0.018279944
-0.129686167,-12.38,-0.014409574
-0.0968235,-8.034,-0.010758167
-0.0645405,-3.372,-0.007171167
-0.039713933,-0.3691,-0.004412659
-0.0334785,-0.03833,-0.003719833
-0.026946833,0.2212,-0.002994093
-0.0271108,0.677,-0.003012311
-0.0241832,0.8244,-0.002687022
-0.019174467,2.017,-0.002130496
0.003505833,5.365,0.000389537
0.036490786,8.971,0.004054532
0.074708213,12.96,0.008300913
0.099821167,16.53,0.011091241
0.130199967,20.37,0.014466663
0.166431367,24.1,0.018492374
0.1942435,27.5,0.021582611
0.227902833,31.13,0.025322537
0.2609295,35.02,0.028992167
0.295483833,38.56,0.032831537
0.332661833,42.12,0.036962426
0.367414833,45.61,0.04082387
0.407298833,49.14,0.045255426
0.445170167,52.08,0.049463352
0.487338833,54.89,0.054148759
0.529796833,57.5,0.058866315
0.574983833,59.74,0.063887093
0.618004167,61.6,0.06866713
0.660534833,63.4,0.073392759
0.656607833,59.94,0.072956426
0.651591167,58.67,0.072399019
0.612191167,53.63,0.068021241
0.582259167,49.13,0.064695463
0.541919167,44.48,0.060213241
0.507665833,40.28,0.056407315
0.474059833,35.83,0.052673315
0.439178167,31.4,0.048797574
0.401900833,27.11,0.044655648
0.366215167,23.17,0.040690574
0.335790167,19.12,0.037310019
0.303164833,15.4,0.033684981
0.2703235,11.41,0.030035944
0.2281045,7.322,0.025344944
0.199772833,3.97,0.022196981
0.177228367,0.725,0.019692041
0.163943967,-0.01279,0.018215996
0.156767133,-0.2341,0.01741857
0.1507642,-0.6173,0.016751578
0.1438555,-1.744,0.015983944
0.125691,-3.982,0.013965667
0.115601367,-5.37,0.012844596
0.081821313,-9.138,0.009091257
0.040918753,-13.54,0.004546528
0.0044239,-17.43,0.000491544
-0.034818367,-21.35,-0.003868707
-0.077159167,-25.75,-0.008573241
-0.120818167,-29.83,-0.013424241
-0.1636235,-33.79,-0.018180389
-0.2095215,-38.01,-0.023280167
-0.259107833,-42.18,-0.028789759
-0.3028645,-45.81,-0.033651611
-0.3470865,-49.04,-0.038565167
-0.4013635,-51.92,-0.044595944
-0.458516167,-54.85,-0.050946241
-0.511232833,-57.16,-0.056803648
-0.568171833,-59.33,-0.063130204
-0.630088833,-61.28,-0.07000987
-0.623715833,-55.55,-0.069301759
-0.597180833,-51.11,-0.066353426
-0.544203833,-44.19,-0.060467093
-0.4878365,-38.24,-0.054204056
-0.4369415,-32.78,-0.048549056
-0.386704833,-26.99,-0.042967204
-0.342157167,-21.81,-0.038017463
-0.291570167,-16.29,-0.032396685
-0.252774167,-11.45,-0.028086019
-0.2075155,-6.929,-0.023057278
-0.162427167,-2.498,-0.018047463
-0.133751167,-0.2438,-0.014861241
-0.1269055,0.07497,-0.014100611
-0.1260155,0.5057,-0.014001722
-0.116334833,0.8026,-0.012926093
-0.115459833,1.697,-0.01282887
-0.079384167,5.604,-0.008820463
-0.0382944,9.34,-0.004254933
0.0038324,13.56,0.000425822
0.048532567,17.56,0.005392507
0.095698587,21.46,0.010633176
0.137271067,25.61,0.015252341
0.181629067,29.4,0.020181007
0.228989167,33.23,0.025443241
0.282453833,37.14,0.031383759
0.326809833,41.17,0.036312204
0.372915167,44.76,0.041435019
0.4189145,48.55,0.046546056
0.4628845,52.19,0.051431611
0.5118115,55.4,0.056867944
0.570666167,58.54,0.063407352
0.613583833,61.11,0.068175981
0.6627235,63.63,0.073635944
0.691595833,61.99,0.076843981
0.584964833,48.98,0.064996093
0.458841833,33.84,0.050982426
0.342905833,20.29,0.038100648
0.222943167,7.618,0.024771463
0.1418079,-0.04279,0.015756433
0.1129422,-3.826,0.012549133
0.022450967,-12.61,0.002494552
-0.1308315,-26.33,-0.014536833
-0.296129833,-39.44,-0.032903315
-0.468843833,-51.53,-0.052093759
-0.647643833,-60.45,-0.071960426
-0.640619167,-55.65,-0.071179907
-0.514355833,-38.62,-0.057150648
-0.363583167,-21.82,-0.04039813
-0.218282167,-6.903,-0.024253574
-0.137569833,0.04286,-0.015285537
-0.123090833,1.347,-0.013676759
-0.017839933,12.19,-0.001982215
0.123000833,23.8,0.013666759
0.262249833,35.56,0.02913887
0.4089905,46.53,0.045443389
0.547396167,56.82,0.060821796
0.7001625,64.8,0.077795833
0.868719167,69.33,0.096524352
1.014454167,70.79,0.11271713
1.0529475,64.44,0.116994167
0.941033833,53.39,0.104559315
0.7881835,38.38,0.087575944
0.6466025,24.38,0.071844722
0.511377167,11.38,0.056819685
0.3903875,0.4675,0.043376389
0.370300833,-1.22,0.041144537
0.2831305,-9.66,0.031458944
0.123295667,-22.33,0.013699519
-0.041031533,-34.89,-0.004559059
-0.2226455,-46.53,-0.024738389
-0.421714833,-57.05,-0.046857204
-0.624389833,-64.19,-0.069376648
-0.882088167,-68.2,-0.098009796
-1.055449833,-62.17,-0.117272204
-0.923891833,-50.5,-0.102654648
-0.7306515,-35.86,-0.0811835
-0.553820833,-22.25,-0.061535648
-0.394561167,-8.73,-0.04384013
-0.271188167,-0.1072,-0.030132019
-0.2529175,0.7423,-0.028101944
-0.147823833,9.952,-0.01642487
0.002737367,20.91,0.000304152
0.166541567,31.26,0.018504619
0.341066167,41.85,0.037896241
0.530713833,51.12,0.058968204
0.7011915,58.81,0.077910167
0.8689855,65.12,0.096553944
1.0191105,69.52,0.1132345
1.0442085,65.18,0.116023167
0.939038167,55.03,0.104337574
0.7837955,41.27,0.087088389
0.645377167,28,0.071708574
0.515249833,15.52,0.057249981
0.3783215,4.036,0.042035722
0.307643833,-0.2959,0.034182648
0.2716295,-4.1,0.030181056
0.148001633,-14.7,0.016444626
-0.025947833,-27.05,-0.002883093
-0.205227833,-38.16,-0.022803093
-0.4186125,-48.95,-0.0465125
-0.6380185,-57,-0.070890944
-0.851000833,-63.54,-0.094555648
-1.061743167,-67.47,-0.117971463
-1.059733167,-61.08,-0.11774813
-0.8950705,-61.03,-0.099452278
-0.689228167,-61.01,-0.076580907
-0.520699167,-60.8,-0.057855463
-0.3535745,-56.4,-0.039286056
-0.243314167,-50.66,-0.027034907
-0.226742167,-45.7,-0.025193574
-0.106339167,-39.67,-0.011815463
0.047923033,-34.62,0.005324781
0.214044167,-28.75,0.023782685
0.395282833,-23.19,0.043920315
0.577523833,-17.56,0.064169315
0.762222833,-12.23,0.084691426
0.936483833,-7.604,0.104053759
1.066678167,-2.778,0.118519796
1.136170167,-0.1459,0.12624113
1.160990167,0.1956,0.128998907
1.1824835,0.7923,0.131387056
1.1895335,1.245,0.132170389
1.1969335,4.908,0.132992611
1.2044635,9.347,0.133829278
1.2105235,13.59,0.134502611
1.218870167,18,0.135430019
0.076011073,22.03,0.008445675
0.142357433,26.46,0.015817493
0.210118967,30.69,0.023346552
0.285612167,34.81,0.031734685
0.357788833,38.5,0.039754315
0.439797833,42.3,0.048866426
0.511043833,45.86,0.056782648
0.590631833,48.96,0.065625759
0.676973167,52.25,0.075219241
0.7554465,55.43,0.0839385
0.8258345,58.21,0.091759389
0.9022115,60.97,0.100245722
0.9773875,63.49,0.108598611
1.050300833,66.03,0.116700093
1.1390535,68.61,0.1265615
1.2271035,70.76,0.136344833
1.318360167,72.16,0.146484463
1.379020167,72.07,0.153224463
1.3395635,67.39,0.148840389
1.387650167,70.58,0.154183352
1.3766135,68.38,0.152957056
1.208026833,56.99,0.134225204
1.063933833,47.23,0.11821487
0.9281005,36.94,0.103122278
0.805282833,26.9,0.08947587
0.689113833,17.8,0.076568204
0.575042833,8.302,0.063893648
0.471410833,0.504,0.052378981
0.4467585,-0.5796,0.049639833
0.405721833,-4.213,0.045080204
0.2941645,-13.17,0.032684944
0.158318167,-22.66,0.017590907
0.006143417,-31.86,0.000682602
-0.152505167,-40.91,-0.016945019
-0.3276265,-48.65,-0.036402944
-0.514281167,-55.04,-0.057142352
-0.7095245,-60.46,-0.078836056
-0.912803167,-64.78,-0.101422574
-1.119039833,-67.92,-0.124337759
-1.3519065,-69.94,-0.150211833
-1.5952065,-71.51,-0.177245167
-1.640539833,-69.93,-0.182282204
-1.613183167,-66.84,-0.179242574
-1.4602665,-60.11,-0.162251833
-1.2232465,-50.04,-0.135916278
-0.999319833,-38.92,-0.111035537
-0.806958833,-27.14,-0.089662093
-0.622048167,-15.3,-0.069116463
-0.453207833,-4.626,-0.050356426
-0.365880167,0.1233,-0.040653352
-0.350483833,1.925,-0.038942648
-0.212756833,10.86,-0.023639648
-0.047594067,20.7,-0.00528823
0.1121147,29.52,0.012457189
0.292494833,38.18,0.032499426
0.488390833,46.12,0.054265648
0.691990167,53.66,0.076887796
0.8819355,60.21,0.097992833
1.054485833,65.6,0.117165093
1.227686833,70.14,0.136409648
1.371350167,71.67,0.152372241
1.346660167,68.98,0.149628907
1.229040167,61.31,0.136560019
1.0616555,51.67,0.117961722
0.9130335,41.22,0.101448167
0.775184833,30.83,0.086131648
0.6392815,20.89,0.071031278
0.509157833,11.33,0.056573093
0.382354167,1.963,0.042483796
0.3368585,-0.3506,0.037428722
0.293227167,-3.757,0.032580796
0.190866267,-11.55,0.021207363
0.042352367,-20.8,0.004705819
-0.120718167,-30.26,-0.01341313
-0.307007833,-39.62,-0.034111981
-0.495126167,-47.04,-0.055014019
-0.707040167,-53.64,-0.078560019
-0.922621833,-59,-0.102513537
-1.1417065,-63.53,-0.126856278
-1.352329833,-67.22,-0.15025887
-1.567969833,-70.05,-0.17421887
-1.6446365,-66.79,-0.182737389
-1.517083167,-61.27,-0.168564796
-1.3059565,-53.38,-0.145106278
-1.112759833,-44.12,-0.123639981
-0.942238833,-34.84,-0.104693204
-0.780783167,-25.17,-0.086753685
-0.6274725,-15.44,-0.069719167
-0.493331833,-6.549,-0.054814648
-0.3793925,-0.1728,-0.042154722
-0.362132833,0.67,-0.040236981
-0.3186135,4.033,-0.0354015
-0.1910725,12.35,-0.021230278
-0.054881067,20.02,-0.006097896
0.093145667,28.04,0.010349519
0.243181833,35.37,0.027020204
0.4052305,42.17,0.045025611
0.575419833,48.95,0.063935537
0.739812833,54.93,0.082201426
0.896190167,60.33,0.099576685
1.043370167,65.03,0.115930019
1.171176833,68.48,0.130130759
1.3295635,72,0.147729278
1.542390167,74.46,0.171376685
1.5658935,73.41,0.173988167
1.532240167,70.99,0.170248907
1.330520167,60.85,0.147835574
1.081726833,46.88,0.12019187
0.854569833,31.93,0.094952204
0.637192833,17.01,0.070799204
0.431057833,3.025,0.047895315
0.3602515,-0.9561,0.040027944
0.2401395,-9.658,0.026682167
0.011095513,-22.89,0.001232835
-0.244619833,-35.98,-0.027179981
-0.5425695,-47.86,-0.0602855
-0.8631455,-56.81,-0.095905056
-1.184989833,-63.42,-0.131665537
-1.4992265,-68.55,-0.166580722
-1.799329833,-71.96,-0.199925537
-2.000403167,-69.6,-0.222267019
-1.777233167,-62.44,-0.197470352
-1.424739833,-51.64,-0.158304426
-1.113629833,-38.92,-0.123736648
-0.822149833,-24.17,-0.091349981
-0.5697315,-9.136,-0.0633035
-0.396622833,0.04516,-0.044069204
-0.347402167,3.693,-0.038600241
-0.121288167,16.58,-0.013476463
0.1210802,28.84,0.013453356
0.3908325,40.05,0.043425833
0.655517167,49.94,0.072835241
0.924740167,59.14,0.102748907
1.1687835,66.4,0.129864833
1.3906735,71.39,0.154519278
1.509030167,70.72,0.167670019
1.361726833,62.58,0.151302981
1.1257355,50.48,0.125081722
0.939993833,38.32,0.104443759
0.750038833,26.47,0.083337648
0.577166167,14.59,0.064129574
0.400970167,3.047,0.044552241
0.332057167,-0.4195,0.036895241
0.266399167,-5.235,0.029599907
0.070723533,-17.03,0.00785817
-0.1525055,-28.69,-0.016945056
-0.3860435,-39.38,-0.042893722
-0.640038833,-48.5,-0.071115426
-0.9180415,-55.58,-0.102004611
-1.196153167,-61.42,-0.132905907
-1.483799833,-66.2,-0.164866648
-1.7425365,-69.82,-0.193615167
-2.002919833,-72.42,-0.222546648
-2.032749833,-69.61,-0.225861093
-1.795333167,-62.17,-0.199481463
-1.4703665,-53.03,-0.163374056
-1.1805965,-42.19,-0.131177389
-0.9349305,-29.73,-0.103881167
-0.6977405,-16.77,-0.077526722
-0.489832167,-4.802,-0.054425796
-0.3884095,0.2753,-0.043156611
-0.330432833,4.609,-0.036714759
-0.1463455,14.95,-0.016260611
0.070439767,25.86,0.007826641
0.305550833,36.03,0.033950093
0.559735833,45.84,0.06219287
0.798926167,54.5,0.088769574
1.031051167,62.04,0.114561241
1.2222635,67.32,0.135807056
1.411410167,71.46,0.156823352
1.8485635,73.72,0.205395944
1.9663135,72.91,0.218479278
1.9517835,69.69,0.216864833
1.758480167,59.31,0.195386685
1.476336833,45.99,0.164037426
1.2343235,33.12,0.137147056
0.9884285,19.84,0.109825389
0.749208167,6.572,0.083245352
0.616206833,-0.1955,0.068467426
0.5427725,-4.633,0.060308056
0.2982395,-18.69,0.033137722
0.046620633,-30.86,0.00518007
-0.248058833,-42.76,-0.027562093
-0.5767265,-52.76,-0.064080722
-0.896256833,-59.63,-0.099584093
-1.2370565,-65.31,-0.137450722
-1.560013167,-69.44,-0.173334796
-1.866263167,-72.16,-0.207362574
-2.240403167,-73.97,-0.248933685
-2.498063167,-73.26,-0.277562574
-2.475099833,-71.03,-0.275011093
-2.1724265,-63.1,-0.241380722
-1.7905165,-54.83,-0.198946278
-1.433699833,-45.69,-0.159299981
-1.1094265,-33.85,-0.123269611
-0.842947833,-21,-0.09366087
-0.577370167,-8.059,-0.064152241
-0.404905167,0.07596,-0.044989463
-0.353888833,3.371,-0.039320981
-0.1281215,14.38,-0.014235722
0.12315481,25.57,0.013683868
0.4047735,36.05,0.044974833
0.6975785,45.67,0.077508722
0.994216167,53.97,0.110468463
1.3004835,61.16,0.144498167
1.574830167,65.96,0.17498113
1.879356833,68.87,0.208817426
2.028116833,65.81,0.225346315
1.870186833,57.83,0.207798537
1.584046833,46.53,0.176005204
1.3268935,34.78,0.147432611
1.106133167,23.47,0.122903685
0.884215833,11.84,0.098246204
0.6773115,0.7182,0.075256833
0.616557833,-1.666,0.068506426
0.4738825,-10.11,0.052653611
0.227975833,-22.65,0.025330648
-0.034727433,-33.44,-0.003858604
-0.3275455,-43.21,-0.036393944
-0.644736167,-51.85,-0.071637352
-0.9758505,-58.43,-0.108427833
-1.310823167,-63.66,-0.145647019
-1.613493167,-67.56,-0.179277019
-1.9177265,-70.47,-0.213080722
-2.242603167,-72.73,-0.24917813
-2.4822965,-70.46,-0.275810722
-2.2423065,-64.04,-0.249145167
-1.911843167,-57.07,-0.212427019
-1.594889833,-49.66,-0.177209981
-1.2957065,-40.85,-0.143967389
-1.036983167,-30.3,-0.115220352
-0.7937385,-18.84,-0.088193167
-0.5851555,-8.847,-0.065017278
-0.394600167,-0.1287,-0.043844463
-0.359951833,0.8381,-0.039994648
-0.203413833,9.217,-0.022601537
0.0164469,18.74,0.001827433
0.2401345,27.58,0.026681611
0.487779833,36.67,0.054197759
0.7451185,44.46,0.082790944
0.9996555,51.51,0.111072833
1.281166833,56.97,0.14235187
1.555106833,61.45,0.172789648
1.799566833,64.93,0.19995187
2.0503935,68.04,0.2278215
2.372976833,70.3,0.263664093
2.7386335,72.05,0.304292611
2.845206833,67.92,0.316134093
2.591456833,59.3,0.287939648
2.0681435,45.98,0.229793722
1.596500167,30.67,0.177388907
1.193500167,13.95,0.13261113
0.864621167,0.0019,0.096069019
0.714457833,-8.213,0.079384204
0.294220833,-26.42,0.032691204
-0.177677833,-41.22,-0.019741981
-0.685500167,-53.34,-0.076166685
-1.214743167,-61.92,-0.134971463
-1.724139833,-67.9,-0.191571093
-2.2282965,-72,-0.2475885
-2.831059833,-74.38,-0.314562204
-3.332143167,-74.43,-0.37023813
-3.308529833,-71.09,-0.367614426
-2.905359833,-62.14,-0.322817759
-2.262099833,-51.83,-0.251344426
-1.686589833,-40.92,-0.18739887
-1.2221765,-26.68,-0.135797389
-0.821451167,-11.14,-0.091272352
-0.5066605,0.05885,-0.056295611
-0.355274167,6.637,-0.039474907
0.022559567,20.72,0.002506619
0.446573833,33.94,0.049619315
0.8869195,45.61,0.098546611
1.356766833,53.66,0.15075187
1.912836833,60.91,0.212537426
2.414610167,66.03,0.268290019
2.875270167,69.59,0.319474463
2.864066833,68.02,0.318229648
2.860410167,67.87,0.317823352
,67.87,0
2.857760167,67.87,0.317528907
2.860436833,67.87,0.317826315
2.856136833,66.58,0.317348537
2.448560167,54.84,0.272062241
1.912776833,41.54,0.212530759
1.4142335,24.76,0.157137056
0.997656167,8.349,0.110850685
0.766462167,-1.067,0.085162463
0.459904833,-14.58,0.051100537
-0.004280807,-30.7,-0.000475645
-0.517235167,-43.49,-0.057470574
-1.102023167,-54.33,-0.122447019
-1.665563167,-62.38,-0.185062574
-2.221319833,-67.69,-0.246813315
-2.774719833,-71.8,-0.308302204
-3.345073167,-74.5,-0.371674796
-3.3200065,-71.13,-0.368889611
-2.784963167,-60.29,-0.309440352
-2.150319833,-50.67,-0.238924426
-1.523083167,-37.33,-0.169231463
-1.022843167,-19.98,-0.113649241
-0.557767167,-2.077,-0.06197413
-0.3789645,3.899,-0.042107167
0.0427868,19.65,0.004754089
0.5224915,34.86,0.058054611
1.0475035,47.25,0.116389278
1.588130167,55.21,0.176458907
2.145120167,62,0.238346685
2.613550167,66.68,0.290394463
3.1504135,70.83,0.350045944
3.6773035,72.75,0.408589278
3.655146833,69.11,0.406127426
3.149346833,57.05,0.349927426
2.577426833,45.48,0.286380759
2.061230167,33.98,0.229025574
1.605870167,21.5,0.178430019
1.188126833,6.335,0.132014093
0.9717235,-0.8792,0.107969278
0.679062167,-13.3,0.075451352
0.174581233,-28.92,0.019397915
-0.382524833,-41.64,-0.042502759
-0.923050833,-51.92,-0.102561204
-1.4561465,-59.35,-0.161794056
-2.031843167,-65.34,-0.225760352
