Test unit;CS01;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
0;0;0
0.000103034;0.402011454;0.00000572413
0.000323153;0.410610908;0.0000179529
0.000597168;0.424199668;0.000033176
0.001007293;0.443102242;0.0000559607
0.001518483;0.472510752;0.0000843602
0.002179697;0.507476457;0.000121094
0.003056513;0.542726105;0.000169806
0.004116591;0.58389802;0.000228699
0.00533879;0.632736428;0.000296599
0.006713274;0.686280198;0.00037296
0.008273281;0.742744538;0.000459627
0.010049324;0.807605514;0.000558296
0.012024775;0.878185938;0.000668043
0.014148013;0.954323556;0.000786001
0.016456319;1.033016673;0.00091424
0.018975728;1.116090644;0.001054207
0.021661781;1.205654768;0.001203432
0.024582314;1.298382842;0.001365684
0.027671718;1.393220217;0.001537318
0.030930007;1.489558439;0.001718334
0.034263297;1.586707931;0.001903517
0.037638818;1.684141366;0.002091045
0.041138749;1.781209731;0.002285486
0.044662035;1.877426263;0.002481224
0.048208694;1.969424194;0.002678261
0.051774221;2.060286349;0.002876346
0.055283606;2.152608788;0.003071311
0.058734145;2.243876578;0.003263008
0.062186936;2.334089717;0.00345483
0.065681939;2.42328877;0.003648997
0.069183668;2.511392609;0.003843537
0.072706522;2.59823898;0.004039251
0.07628326;2.684152392;0.004237959
0.079956114;2.769132844;0.004442006
0.083730004;2.856100906;0.004651667
0.087548334;2.94286615;0.004863796
0.091483921;3.024804343;0.00508244
0.095447834;3.109581977;0.005302657
0.099599515;3.195698206;0.005533306
0.103898954;3.283193592;0.005772164
0.108435587;3.371419121;0.006024199
0.113154998;3.460415355;0.006286389
0.118069445;3.556266814;0.006559414
0.123131663;3.65629631;0.006840648
0.128453888;3.756447496;0.007136327
0.134010557;3.859397561;0.007445031
0.139797251;3.96802651;0.007766514
0.145888954;4.079210957;0.008104942
0.152170644;4.192423577;0.008453925
0.158600092;4.307299299;0.008811116
0.165205658;4.422945727;0.009178092
0.171970681;4.539930748;0.009553927
0.178857936;4.658132674;0.009936552
0.185841272;4.77657798;0.010324515
0.192935198;4.897659911;0.010718622
0.200139694;5.019958746;0.011118872
0.207393019;5.142703779;0.011521834
0.214735223;5.259769927;0.011929735
0.222025794;5.376146496;0.012334766
0.229325803;5.492360812;0.012740322
0.236585824;5.607844985;0.013143657
0.243862532;5.724830006;0.013547918
0.251098629;5.832485431;0.013949924
0.258379115;5.934989297;0.014354395
0.265568483;6.039318518;0.014753805
0.272642815;6.140767733;0.015146823
0.279653877;6.236781444;0.015536326
0.286477115;6.331010363;0.015915395
0.293204267;6.421872515;0.016289126
0.299825847;6.508597194;0.016656992
0.306257428;6.59353708;0.017014302
0.312456779;6.672798082;0.01735871
0.318426157;6.745406677;0.017690342
0.32411888;6.811443991;0.018006604
0.329487708;6.86665086;0.018304873
0.334520992;6.91329884;0.0185845
0.33918659;6.953537792;0.018843699
0.343429933;6.987611099;0.019079441
0.347262718;7.01365284;0.019292373
0.35060051;7.029715971;0.019477806
0.353516053;7.036814576;0.019639781
0.355936601;7.033894007;0.019774256
0.357834423;7.025213426;0.01987969
0.359202289;7.00837959;0.019955683
0.360084605;6.981283198;0.0200047
0.360507578;6.945222282;0.020028199
0.360416553;6.899791206;0.020023142
0.359868337;6.844016448;0.019992685
0.358844041;6.78085914;0.01993578
0.357322568;6.710846607;0.019851254
0.355430501;6.633248706;0.019746139
0.353158424;6.551756714;0.019619912
0.350527457;6.468439366;0.019473748
0.347591493;6.382363703;0.019310639
0.344394921;6.295557897;0.019133051
0.340966114;6.208346457;0.018942562
0.337330593;6.120364311;0.018740589
0.333535659;6.032017094;0.018529759
0.329621299;5.942331282;0.018312294
0.325606425;5.855890547;0.018089246
0.321403752;5.769125305;0.017855764
0.317078825;5.678709351;0.01761549
0.312700014;5.589307483;0.017372223
0.308234566;5.500676321;0.017124143
0.303665761;5.410828255;0.01687032
0.298963015;5.324225265;0.016609056
0.294149694;5.234458326;0.01634165
0.289319684;5.141486874;0.016073316
0.284386302;5.04827204;0.015799239
0.279429589;4.955341151;0.015523866
0.274317813;4.861964064;0.015239878
0.26909825;4.767248383;0.014949903
0.26377311;4.670261147;0.014654062
0.258340213;4.572827713;0.014352234
0.252752877;4.477706397;0.014041826
0.247019965;4.38011071;0.013723331
0.241179289;4.281582062;0.013398849
0.235200303;4.181998765;0.013066683
0.229075702;4.084038007;0.012726428
0.222873283;3.982913298;0.012381849
0.216595898;3.882234787;0.012033105
0.210271881;3.783057125;0.011681771
0.20389395;3.682662558;0.011327442
0.197473781;3.582511373;0.010970766
0.19103252;3.483090329;0.010612918
0.184631243;3.38103266;0.010257291
0.178328901;3.282950211;0.009907161
0.171937696;3.188802416;0.009552094
0.165577038;3.095141384;0.009198724
0.159176362;3.001520914;0.008843131
0.152815239;2.903844098;0.008489735
0.14650798;2.806451227;0.008139332
0.140224059;2.709382863;0.007790226
0.133951797;2.612355063;0.007441766
0.127772908;2.510946408;0.007098495
0.121636265;2.407590708;0.00675757
0.115558434;2.306384871;0.006419913
0.109579395;2.209803268;0.006087744
0.103625959;2.109854898;0.005756998
0.09769142;2.006783141;0.005427301
0.091832323;1.906915898;0.005101796
0.085968692;1.81191627;0.004776038
0.080076738;1.717443967;0.004448708
0.074217559;1.622768847;0.004123198
0.068377252;1.528823869;0.003798736
0.062485254;1.435081708;0.003471403
0.056424342;1.341015039;0.003134686
0.050353984;1.247151188;0.002797444
0.04424138;1.152881702;0.002457854
0.038107665;1.05877447;0.002117093
0.031953366;0.968399076;0.001775187
0.025735703;0.877658611;0.001429761
0.019473568;0.786877582;0.001081865
0.013220853;0.695893735;0.000734492
0.006902612;0.603409041;0.000383478
0.000549316;0.515508017;0.0000305176
-0.005909977;0.42241487;-0.000328332
-0.012451889;0.321452412;-0.000691772
-0.019019403;0.221706857;-0.001056633
-0.025680776;0.125125252;-0.00142671
-0.032441329;0.02120166;-0.001802296
-0.039270192;-0.086697152;-0.002181677
-0.046143538;-0.19467709;-0.00256353
-0.053155243;-0.302575901;-0.002953069
-0.060305337;-0.407919215;-0.003350296
-0.067525919;-0.515736899;-0.00375144
-0.074725414;-0.621080213;-0.004151412
-0.081973999;-0.723016196;-0.004554111
-0.089316473;-0.825236123;-0.004962026
-0.096731688;-0.92757774;-0.005373983
-0.104205434;-1.025700758;-0.005789191
-0.111730844;-1.124026592;-0.006207269
-0.11927739;-1.222676935;-0.006626522
-0.126927218;-1.321408404;-0.007051512
-0.134663736;-1.417503249;-0.007481319
-0.142515274;-1.516396972;-0.007917515
-0.150425245;-1.612897452;-0.008356958
-0.158435841;-1.705909473;-0.008801991
-0.166495785;-1.802044882;-0.009249766
-0.174560318;-1.896152117;-0.009697795
-0.182638483;-1.985351174;-0.010146582
-0.190751944;-2.079093339;-0.01059733
-0.198905345;-2.173525082;-0.011050297
-0.207047061;-2.268037953;-0.011502615
-0.215151383;-2.368108018;-0.011952855
-0.223227456;-2.463837793;-0.012401525
-0.23133175;-2.564597438;-0.012851764
-0.239464525;-2.672739633;-0.013303585
-0.247522246;-2.780881828;-0.013751236
-0.255561149;-2.88910515;-0.014197842
-0.26359557;-3.001060311;-0.014644198
-0.271585439;-3.112853219;-0.01508808
-0.279624631;-3.22468669;-0.015534702
-0.287684906;-3.336155089;-0.015982495
-0.295700547;-3.443323762;-0.016427808
-0.303638825;-3.550208491;-0.016868824
-0.311511463;-3.656930965;-0.017306192
-0.31930905;-3.76353175;-0.017739392
-0.327064295;-3.86364238;-0.018170239
-0.334805561;-3.966146254;-0.018600309
-0.342561046;-4.070110414;-0.019031169
-0.35027177;-4.169896536;-0.019459543
-0.357951968;-4.269885477;-0.01988622
-0.365601669;-4.370158361;-0.020311204
-0.373255968;-4.467916311;-0.020736443
-0.380940791;-4.56835145;-0.021163377
-0.388597406;-4.666636725;-0.021588745
-0.39621867;-4.761758051;-0.022012148
-0.403914974;-4.857528392;-0.022439721
-0.411590193;-4.953663804;-0.022866122
-0.419305338;-5.054098944;-0.023294741
-0.427065008;-5.155142535;-0.023725834
-0.434805861;-5.256713452;-0.024155881
-0.4424646;-5.358933384;-0.024581367
-0.450142249;-5.467075583;-0.025007903
-0.457810469;-5.578219478;-0.025433915
-0.46549742;-5.691229293;-0.025860968
-0.473191412;-5.802981641;-0.026288412
-0.480913671;-5.920007239;-0.026717426
-0.488654682;-6.039912843;-0.027147482
-0.496407374;-6.159980702;-0.027578187
-0.504192938;-6.278304331;-0.028010719
-0.51197149;-6.393707391;-0.028442861
-0.519764168;-6.505216359;-0.028875787
-0.527526386;-6.613601939;-0.029307021
-0.535222904;-6.723610059;-0.029734606
-0.542879583;-6.829683522;-0.030159977
-0.550468289;-6.929347958;-0.030581572
-0.557939693;-7.026254078;-0.03099665
-0.565314934;-7.119428359;-0.031406385
-0.57250244;-7.204327694;-0.031805691
-0.579499929;-7.283872651;-0.03219444
-0.586265188;-7.35700858;-0.032570288
-0.592849846;-7.423329847;-0.032936103
-0.599164696;-7.481092223;-0.033286928
-0.605216824;-7.528632606;-0.033623157
-0.610935872;-7.566316066;-0.033940882
-0.616366428;-7.59410204;-0.034242579
-0.621454454;-7.611787711;-0.034525247
-0.626113218;-7.617547724;-0.034784068
-0.630352123;-7.613369686;-0.035019562
-0.634168819;-7.598766838;-0.035231601
-0.637589043;-7.578971867;-0.035421613
-0.640596331;-7.555931818;-0.035588685
-0.64315792;-7.524657386;-0.035730996
-0.645290252;-7.480402644;-0.035849458
-0.646988534;-7.432578317;-0.035943807
-0.648236387;-7.382523;-0.036013133
-0.649052623;-7.324152172;-0.036058479
-0.649434891;-7.258926119;-0.036079716
-0.649425449;-7.188183434;-0.036079192
-0.649075841;-7.115169195;-0.036059769
-0.648411911;-7.036313817;-0.036022884
-0.647429004;-6.950968284;-0.035968278
-0.646171635;-6.863554015;-0.035898424
-0.644682045;-6.77443608;-0.035815669
-0.642997779;-6.680247712;-0.035722099
-0.641055432;-6.58776301;-0.035614191
-0.638901961;-6.494507602;-0.035494553
-0.636619466;-6.400643742;-0.035367748
-0.634135236;-6.306455375;-0.035229735
-0.631446895;-6.214497998;-0.035080383
-0.628528679;-6.120147377;-0.03491826
-0.625364229;-6.022632806;-0.034742457
-0.622030878;-5.926172885;-0.034557271
-0.618538009;-5.830361979;-0.034363223
-0.614885701;-5.731103179;-0.034160317
-0.611109065;-5.626692819;-0.033950504
-0.607165873;-5.522282459;-0.033731437
-0.603159361;-5.417466465;-0.033508853
-0.599087165;-5.311839201;-0.03328262
-0.594881274;-5.20061418;-0.03304896
-0.590565119;-5.092958743;-0.032809173
-0.586148058;-4.99155008;-0.032563781
-0.581573819;-4.888600006;-0.032309657
-0.576779079;-4.784149084;-0.032043282
-0.5718553;-4.685944935;-0.031769739
-0.566828316;-4.589485016;-0.031490462
-0.561716883;-4.49201101;-0.031206493
-0.556521019;-4.393928552;-0.030917834
-0.551261822;-4.295359333;-0.030625657
-0.545981529;-4.198939977;-0.030332307
-0.540715283;-4.099883996;-0.030039738
-0.535477123;-3.996649979;-0.029748729
-0.530302302;-3.893618779;-0.029461239
-0.525221318;-3.790871523;-0.029178962
-0.520198905;-3.684919754;-0.028899939
-0.515237493;-3.582578133;-0.028624305
-0.510355854;-3.481128909;-0.028353103
-0.505455442;-3.380531518;-0.028080858
-0.500515146;-3.280826523;-0.027806397
-0.495584229;-3.184366605;-0.027532457
-0.490676776;-3.086486966;-0.027259821
-0.485767001;-2.985889574;-0.026987056
-0.480960456;-2.886711904;-0.026720025
-0.476278248;-2.788386067;-0.026459903
-0.471621868;-2.687383041;-0.026201215
-0.466965488;-2.582039725;-0.025942527
-0.462309108;-2.477548241;-0.025683839
-0.457591726;-2.373584083;-0.025421763
-0.452874344;-2.269863305;-0.025159686
-0.448095955;-2.161639984;-0.02489422
-0.443268359;-2.059217237;-0.02462602
-0.438405699;-1.965515636;-0.024355872
-0.43340696;-1.872381923;-0.024078164
-0.428220546;-1.779207647;-0.02379003
-0.422935745;-1.693943247;-0.02349643
-0.417557103;-1.610544765;-0.023197617
-0.412096352;-1.526618959;-0.022894242
-0.406591059;-1.442449772;-0.022588392
-0.401013006;-1.357428753;-0.0222785
-0.395390429;-1.274476471;-0.021966135
-0.389678594;-1.187873477;-0.021648811
-0.383898615;-1.096321741;-0.021327701
-0.377973161;-1.004202116;-0.020998509
-0.371963281;-0.911392913;-0.020664627
