Test unit;CS02;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
0.983035522;6.580739741;0.054613085
0.969554615;6.450372326;0.053864145
0.955990611;6.303912093;0.053110589
0.942512492;6.157108391;0.052361805
0.928866877;6.010133369;0.051603715
0.915010649;5.862294699;0.050833925
0.901114419;5.702863663;0.050061912
0.887347252;5.533571634;0.04929707
0.873701597;5.37812686;0.048538978
0.860054527;5.239297397;0.047780807
0.846532013;5.09995139;0.047029556
0.832842072;4.959222733;0.046269004
0.818981538;4.833377816;0.045498974
0.804867423;4.706495981;0.044714857
0.790751854;4.578924077;0.043930659
0.776720805;4.450143222;0.043151156
0.762771141;4.331227998;0.042376175
0.748606171;4.221312212;0.041589232
0.734319913;4.096343711;0.040795551
0.719906024;3.95286217;0.039994779
0.705366108;3.809036711;0.039187006
0.690655644;3.665905478;0.038369758
0.67632634;3.506339522;0.037573686
0.662250617;3.347295849;0.036791701
0.6485975;3.188082574;0.036033194
0.635070299;3.029564192;0.035281683
0.621586059;2.857898436;0.034532559
0.608274124;2.681390991;0.033793007
0.594919325;2.512153222;0.033051074
0.581904308;2.352088741;0.032328017
0.568973816;2.19168078;0.031609656
0.556464098;2.029891611;0.030914672
0.543574892;1.884541112;0.030198605
0.530475281;1.738327521;0.029470849
0.5170771;1.590904798;0.028726506
0.503254357;1.450923637;0.027958575
0.489138443;1.325996608;0.027174358
0.474767181;1.199514377;0.026375955
0.46030972;1.071131126;0.025572762
0.445386542;0.94119273;0.024743697
0.430292417;0.81592771;0.023905134
0.414775498;0.692740801;0.023043083
0.399260608;0.548795752;0.022181145
0.383533546;0.403296266;0.021307419
0.367599701;0.256415442;0.020422206
0.351630106;0.090507544;0.019535006
0.335784569;-0.073911595;0.018654698
0.319982179;-0.22754606;0.017776788
0.304008754;-0.381032319;0.016889375
0.287992071;-0.534976437;0.01599956
0.271977184;-0.699681606;0.015109844
0.256089885;-0.867269108;0.014227216
0.240200873;-1.025617432;0.013344493
0.224480909;-1.189423806;0.012471162
0.208800355;-1.35262751;0.01160002
0.193239798;-1.499621313;0.010735544
0.177553376;-1.646012222;0.009864076
0.161866955;-1.791800103;0.008992609
0.146605047;-1.937135916;0.008144725
0.131594519;-2.072473267;0.007310807
0.116627306;-2.196145227;0.006479295
0.101662106;-2.318758928;0.005647895
0.086948441;-2.439859321;0.004830469
0.072445021;-2.553536399;0.004024723
0.058236285;-2.65888051;0.003235349
0.044454207;-2.776197546;0.002469678
0.030971221;-2.900032477;0.001720623
0.017657289;-3.021444616;0.000980961
0.004258831;-3.140434392;0.000236602
-0.00900766;-3.275298693;-0.000500426
-0.022020477;-3.413325591;-0.00122336
-0.034738458;-3.549229196;-0.001929914
-0.047497684;-3.68270573;-0.00263876
-0.060129099;-3.807391042;-0.003340505
-0.07284078;-3.94343935;-0.00404671
-0.085678057;-4.073423533;-0.004759892
-0.098227069;-4.192647297;-0.005457059
-0.1105225;-4.31096058;-0.006140139
-0.122733404;-4.42881756;-0.006818522
-0.135028659;-4.536671279;-0.007501592
-0.14745175;-4.649068718;-0.008191764
-0.159998209;-4.765858221;-0.008888789
-0.172336796;-4.875827695;-0.009574266
-0.184844437;-4.992916513;-0.010269135
-0.197436416;-5.103942072;-0.01096869
-0.20995063;-5.206935267;-0.011663924
-0.222842085;-5.303864484;-0.012380116
-0.235902594;-5.401094449;-0.0131057
-0.248835146;-5.498626218;-0.013824175
-0.261600831;-5.59706603;-0.014533379
-0.274199823;-5.686565277;-0.015233323
-0.286721132;-5.767578417;-0.015928952
-0.299363548;-5.864044208;-0.016631308
-0.31183691;-5.960963576;-0.017324273
-0.323889886;-6.058186053;-0.017993883
-0.336143737;-6.169496634;-0.018674652
-0.348308323;-6.288532748;-0.019350462
-0.360347322;-6.40817349;-0.020019296
-0.372639808;-6.528871732;-0.020702212
-0.385101336;-6.650173246;-0.021394519
-0.39785276;-6.781016195;-0.022102931
-0.410766127;-6.921400854;-0.02282034
-0.423809802;-7.054207359;-0.023544989
-0.436938004;-7.187465627;-0.024274334
-0.450406769;-7.321325863;-0.025022598
-0.463839043;-7.449426938;-0.025768836
-0.477358073;-7.583433618;-0.026519893
-0.491169289;-7.722890169;-0.027287183
-0.504944447;-7.855224115;-0.028052469
-0.518763133;-7.980435239;-0.028820174
-0.53245857;-8.100948489;-0.029581032
-0.546197258;-8.216914595;-0.030344292
-0.559895054;-8.326516287;-0.031105281
-0.573761904;-8.436266487;-0.031875661
-0.58779284;-8.545862211;-0.032655158
-0.601910884;-8.654546455;-0.033439494
-0.616031432;-8.752624854;-0.034223968
-0.630197952;-8.8413093;-0.035010997
-0.644567012;-8.943321031;-0.035809278
-0.65885164;-9.059418758;-0.036602869
-0.6730108;-9.17627241;-0.037389489
-0.687218657;-9.292366156;-0.038178814
-0.701505923;-9.421635387;-0.038972551
-0.715708663;-9.550296788;-0.039761592
-0.729829359;-9.678501851;-0.040546075
-0.743819437;-9.806553869;-0.041323302
-0.757765999;-9.944600651;-0.042098111
-0.771835387;-10.09112613;-0.042879744
-0.785740865;-10.23159136;-0.04365227
-0.799897293;-10.35690585;-0.044438738
-0.814389176;-10.48115535;-0.045243843
-0.828663183;-10.60540399;-0.046036844
-0.842939749;-10.71935098;-0.046829986
-0.857510776;-10.83935195;-0.047639488
-0.871961939;-10.95147573;-0.04844233
-0.886710222;-11.05662819;-0.049261679
-0.901543031;-11.15617415;-0.050085724
-0.91608122;-11.25087391;-0.050893401
-0.930622316;-11.33709056;-0.05170124
-0.944953413;-11.43087959;-0.052497412
-0.959033673;-11.52497164;-0.053279648
-0.973372978;-11.61905989;-0.054076277
-0.987546068;-11.71965974;-0.05486367
-1.001468344;-11.80844711;-0.05563713
-1.015589522;-11.91222394;-0.05642164
-1.029497956;-12.02932727;-0.057194331
-1.043321863;-12.14642909;-0.057962326
-1.057189385;-12.26352837;-0.058732744
-1.070963941;-12.39440692;-0.059497997
-1.084823021;-12.5246766;-0.060267946
-1.098892043;-12.65448775;-0.061049558
-1.112704761;-12.7830872;-0.061816931
-1.126849908;-12.904867;-0.062602773
-1.140948456;-13.03739634;-0.063386025
-1.154883489;-13.16341324;-0.064160194
-1.168614543;-13.27928404;-0.06492303
-1.182430124;-13.39515195;-0.065690562
-1.196289457;-13.51010875;-0.066460525
-1.210279801;-13.61718828;-0.067237767
-1.224141856;-13.73017237;-0.068007881
-1.237881657;-13.83482744;-0.068771203
-1.251834277;-13.93266479;-0.069546349
-1.26540785;-14.03292653;-0.070300436
-1.278984284;-14.12743265;-0.071054682
-1.292692097;-14.21209391;-0.071816228
-1.30676993;-14.29508452;-0.072598329
-1.320929212;-14.37792135;-0.073384956
-1.335170026;-14.46015017;-0.074176113
-1.349326312;-14.54222684;-0.074962573
-1.36361394;-14.61264236;-0.07575633
-1.377764163;-14.69819837;-0.076542453
-1.391783013;-14.79738035;-0.077321278
-1.406183695;-14.89655663;-0.078121316
-1.420625069;-14.99512498;-0.078923615
-1.434932047;-15.10807568;-0.079718447
-1.44916053;-15.22496133;-0.080508918
-1.463266794;-15.34169462;-0.0812926
-1.477332291;-15.45736634;-0.082074016
-1.491566842;-15.57379107;-0.082864825
-1.505839052;-15.6970258;-0.083657725
-1.520286347;-15.81177844;-0.084460353
-1.534780539;-15.92062418;-0.085265586
-1.548895983;-16.03038021;-0.086049777
-1.563095849;-16.13952768;-0.086838658
-1.577427193;-16.23383596;-0.087634844
-1.591630218;-16.32890073;-0.088423901
-1.605914591;-16.42275174;-0.089217477
-1.620114445;-16.51811568;-0.090006358
-1.634185865;-16.60545616;-0.090788104
-1.648216574;-16.69097891;-0.091567587
-1.662331804;-16.77695322;-0.092351767
-1.676572256;-16.86141073;-0.093142903
-1.691106982;-16.94223031;-0.093950388
-1.705604354;-17.01971856;-0.094755797
-1.719922738;-17.11340395;-0.095551263
-1.734369586;-17.21102161;-0.096353866
-1.748647299;-17.30833662;-0.097147072
-1.763053476;-17.40519415;-0.097947415
-1.777462941;-17.51400752;-0.098747941
-1.791703358;-17.62115579;-0.099539075
-1.80585585;-17.72800034;-0.100325325
-1.819842709;-17.83287715;-0.101102373
-1.833745042;-17.93820709;-0.101874725
-1.847684679;-18.04686445;-0.102649149
-1.861718681;-18.14462102;-0.103428816
-1.875539737;-18.23587012;-0.104196652
-1.889235651;-18.32681637;-0.104957536
-1.902803145;-18.41624901;-0.105711286
-1.91640778;-18.49402561;-0.106467099
-1.930306505;-18.5730079;-0.10723925
-1.944039505;-18.65002327;-0.108002195
-1.95768466;-18.72718967;-0.108760259
-1.971326296;-18.80253856;-0.109518128
-1.984717803;-18.87682984;-0.1102621
-1.998149899;-18.95187597;-0.111008328
-2.011751049;-19.02676724;-0.111763947
-2.025734304;-19.09680937;-0.112540795
-2.039673522;-19.16564006;-0.113315196
-2.053447078;-19.24748649;-0.114080393
-2.066889601;-19.32630901;-0.1148272
-2.080545207;-19.40421932;-0.115585845
-2.094369866;-19.48273131;-0.116353881
-2.108032509;-19.56321126;-0.117112917
-2.121989259;-19.64292919;-0.117888292
-2.135821043;-19.72355525;-0.118656725
-2.14952785;-19.80236555;-0.119418214
-2.163069358;-19.88147926;-0.12017052
-2.176823895;-19.96179925;-0.120934661
-2.190710701;-20.032734;-0.12170615
-2.204763166;-20.10366517;-0.122486843
-2.218646688;-20.17505126;-0.123258149
-2.232574321;-20.24537618;-0.124031907
-2.246663787;-20.31705941;-0.124814655
-2.260415169;-20.3885946;-0.12557862
-2.274335687;-20.45846169;-0.126351983
-2.288502419;-20.52348208;-0.127139023
-2.302573706;-20.59546283;-0.127920761
-2.316475956;-20.66653672;-0.128693109
-2.330536272;-20.73775837;-0.129474237
-2.344677451;-20.80912884;-0.130259858
-2.358943617;-20.87973967;-0.131052423
-2.372948733;-20.949445;-0.131830485
-2.386920886;-21.01960338;-0.132606716
-2.401315645;-21.08960314;-0.133406425
-2.415710505;-21.15854245;-0.134206139
-2.429862983;-21.23565395;-0.134992388
-2.444147704;-21.30897967;-0.135785984
-2.458432426;-21.38048845;-0.136579579
-2.472390322;-21.45184927;-0.137355018
-2.486348118;-21.52184713;-0.138130451
-2.500221392;-21.59335779;-0.138901188
-2.514528642;-21.66274274;-0.139696036
-2.528788075;-21.72214207;-0.140488226
-2.542790044;-21.78093889;-0.141266114
-2.556707583;-21.83943327;-0.14203931
-2.570746312;-21.89459652;-0.14281924
-2.584954083;-21.95081521;-0.14360856
-2.599379071;-22.00657575;-0.144409948
-2.614005792;-22.05945791;-0.145222544
-2.62845941;-22.11960292;-0.146025523
-2.643001513;-22.17717374;-0.146833417
-2.657242098;-22.23550432;-0.147624561
-2.671688018;-22.30562999;-0.148427112
-2.686266521;-22.37378576;-0.149237029
-2.700800849;-22.44209213;-0.150044492
-2.715250647;-22.50918829;-0.150847258
-2.729660205;-22.57219954;-0.151647789
-2.743848645;-22.63778444;-0.152436036
-2.758169744;-22.70866032;-0.153231652
-2.772546997;-22.76486147;-0.154030389
-2.787049208;-22.82045456;-0.154836067
-2.801511188;-22.87680349;-0.15563951
-2.815775865;-22.92014614;-0.156431993
-2.8298716;-22.96364182;-0.157215089
-2.843967335;-23.00668291;-0.157998185
-2.858272335;-23.04926616;-0.158792907
-2.87236819;-23.08549924;-0.159576011
-2.886467992;-23.1200678;-0.160359333
-2.900314311;-23.14889216;-0.161128573
-2.914321777;-23.18451964;-0.161906765
-2.928031407;-23.22015109;-0.162668411
-2.941990559;-23.25411428;-0.16344392
-2.956017893;-23.30168773;-0.164223216
-2.970170009;-23.35001452;-0.165009445
-2.984451019;-23.39712842;-0.165802834
-2.998438192;-23.44711961;-0.1665799
-3.012372725;-23.51147833;-0.16735404
-3.026396006;-23.57417081;-0.168133111
-3.040419376;-23.63640841;-0.168912188
-3.054358217;-23.69864617;-0.169686568
-3.068497742;-23.76163571;-0.170472097
-3.082383581;-23.82976998;-0.171243532
-3.096241743;-23.88625872;-0.17201343
-3.110099904;-23.94183903;-0.172783328
-3.123953866;-23.99635978;-0.173552993
-3.138021298;-24.0440709;-0.174334517
-3.152092775;-24.08406862;-0.175116265
-3.166115697;-24.12331026;-0.175895316
-3.180343551;-24.16451368;-0.176685753
-3.194362245;-24.20435875;-0.177464569
-3.208317688;-24.2417846;-0.178239872
-3.222446452;-24.26786563;-0.179024803
-3.236486596;-24.29515734;-0.179804811
-3.250362068;-24.32184637;-0.18057567
-3.264152913;-24.34778022;-0.181341828
-3.27781486;-24.37719357;-0.182100826
-3.29152998;-24.40479097;-0.182862777
-3.305209365;-24.42724736;-0.183622743
-3.318888545;-24.45302989;-0.184382697
-3.332852599;-24.48863561;-0.185158478
-3.346848278;-24.52424014;-0.185936015
-3.360715033;-24.56619664;-0.186706391
-3.374697524;-24.61797853;-0.187483196
-3.38892484;-24.66869697;-0.188273602
-3.402902959;-24.72032577;-0.189050164
-3.416756523;-24.77165329;-0.189819807
-3.430552467;-24.82373678;-0.190586248
-3.4443841;-24.88670469;-0.191354672
-3.457850994;-24.94090837;-0.192102833
-3.471211085;-24.97606271;-0.19284506
-3.484402117;-25.00970736;-0.193577895
-3.497593149;-25.04289785;-0.19431073
-3.510757483;-25.05885281;-0.195042082
-3.523552667;-25.07481372;-0.195752926
-3.536681487;-25.09061753;-0.196482305
-3.550188507;-25.105054;-0.197232695
-3.563793527;-25.11812791;-0.197988529
-3.577403055;-25.11880468;-0.198744614
-3.591337336;-25.12159244;-0.199518741
-3.605129116;-25.14252392;-0.200284951
-3.619174485;-25.16450893;-0.201065249
-3.633304384;-25.18588739;-0.201850244
-3.647509792;-25.21603223;-0.202639433
-3.662088874;-25.24617013;-0.203449382
-3.676672528;-25.27615618;-0.204259585
-3.69104719;-25.30705222;-0.205058177
-3.705581832;-25.33688674;-0.205865657
-3.720241014;-25.37336987;-0.206680056
-3.73493058;-25.41967746;-0.207496143
-3.749918168;-25.45630456;-0.208328787
-3.764736698;-25.49323615;-0.209152039
-3.779430798;-25.52971566;-0.209968378
-3.793995639;-25.57420807;-0.210777535
-3.808560479;-25.61900193;-0.211586693
-3.8231653;-25.66258496;-0.212398072
-3.837810094;-25.7066199;-0.213211672
-3.852325602;-25.75655116;-0.214018089
-3.866627389;-25.81026395;-0.214812633
-3.880743721;-25.84841049;-0.215596873
-3.894700526;-25.87945511;-0.216372251
-3.908657331;-25.90959225;-0.21714763
-3.922743443;-25.94002886;-0.217930191
-3.937008102;-25.95580077;-0.218722672
-3.951143542;-25.9703655;-0.219507975
-3.964940862;-25.98538929;-0.220274492
-3.978608945;-26.00026392;-0.22103383
-3.992366239;-26.00259221;-0.221798124
-4.006297386;-25.99917419;-0.222572077
-4.020303729;-26.0028583;-0.223350207
-4.034300539;-26.0131924;-0.224127808
-4.048466408;-26.02306994;-0.2249148
-4.062538088;-26.03461139;-0.22569656
-4.076431025;-26.06066422;-0.22646839
-4.090328813;-26.08444955;-0.22724049
-4.10456472;-26.10883299;-0.228031373
-4.119044181;-26.14016344;-0.228835788
-4.133319808;-26.18630704;-0.229628878
-4.147466243;-26.23335876;-0.230414791
-4.161692312;-26.27965257;-0.231205128
-4.176082333;-26.32775601;-0.232004574
-4.190258524;-26.38326712;-0.23279214
-4.204693141;-26.43726139;-0.233594063
-4.219271996;-26.47478044;-0.234404
-4.233975219;-26.51426101;-0.235220846
-4.248593913;-26.55253341;-0.236032995
-4.263023608;-26.5737329;-0.236834645
-4.277533034;-26.58797951;-0.237640724
-4.292126989;-26.60086435;-0.238451499
-4.306725941;-26.61465547;-0.239262552
-4.321165761;-26.62754255;-0.240064764
-4.33573994;-26.62667654;-0.240874441
-4.350184755;-26.62263971;-0.241676931
-4.364485279;-26.63280901;-0.242471404
-4.378701272;-26.64282853;-0.243261182
-4.392922417;-26.65299885;-0.244051245
-4.407252664;-26.6797876;-0.24484737
-4.421617517;-26.70612192;-0.245645418
-4.43598237;-26.73260682;-0.246443465
-4.450302458;-26.75984747;-0.247239025
-4.464577776;-26.78451986;-0.248032099
-4.478803216;-26.81417861;-0.248822401
-4.492526588;-26.83583822;-0.24958481
-4.505832353;-26.82441711;-0.25032402
-4.517785643;-26.78763838;-0.250988091
-4.527028743;-26.7215988;-0.251501597
-4.532732062;-26.60667262;-0.251818448
-4.534467689;-26.45631361;-0.251914872
-4.532145887;-26.44818569;-0.251785883
-4.525468158;-26.42480899;-0.251414898
-4.51435027;-26.38588866;-0.250797237
-4.498538556;-26.33053667;-0.249918809
-4.478370848;-26.25993568;-0.24879838
-4.453762847;-26.17379057;-0.247431269
-4.426022301;-26.07667938;-0.245890128
-4.397729803;-25.97763598;-0.244318322
-4.370113381;-25.88095931;-0.242784077
-4.343849389;-25.78901709;-0.241324966
-4.318768815;-25.70121764;-0.239931601
-4.295040868;-25.61815334;-0.238613382
-4.272715043;-25.53999744;-0.237373058
-4.252005242;-25.46749874;-0.236222513
-4.233070626;-25.40121443;-0.23517059
-4.215955936;-25.34130112;-0.234219774
-4.200074406;-25.28570473;-0.233337467
-4.1840638;-25.22965648;-0.232447989
-4.167466187;-25.1715533;-0.231525899
-4.150147701;-25.11092656;-0.230563761
-4.132411344;-25.04883699;-0.229578408
-4.114550696;-24.98631231;-0.22858615
-4.096471358;-24.92302206;-0.227581742
-4.078302512;-24.85941847;-0.226572362
-4.0599646;-24.79522303;-0.225553589
-4.041457634;-24.73043579;-0.224525424
-4.023204135;-24.66653586;-0.223511341
-4.005338301;-24.60399303;-0.222518794
-3.988005152;-24.54331496;-0.221555842
-3.97117926;-24.48441264;-0.22062107
-3.954766458;-24.42695643;-0.219709248
-3.93847811;-24.3699359;-0.218804339
-3.92278156;-24.31498706;-0.217932309
-3.907547596;-24.2616576;-0.217085978
-3.892602542;-24.20933952;-0.216255697
-3.878209227;-24.15895292;-0.215456068
-3.863984873;-24.10915779;-0.214665826
-3.850093921;-24.06052981;-0.213894107
-3.836301694;-24.01224743;-0.213127872
-3.822389672;-23.96354569;-0.212354982
-3.808482431;-23.91486067;-0.211582357
-3.794788887;-23.86692376;-0.210821605
-3.781095432;-23.81898715;-0.210060857
-3.767322104;-23.77077093;-0.209295672
-3.75385627;-23.72363115;-0.208547571
-3.740465786;-23.67675515;-0.207803655
-3.727115209;-23.63001885;-0.207061956
-3.713595667;-23.58269106;-0.20631087
-3.699982386;-23.53503512;-0.205554577
-3.686787044;-23.48884225;-0.204821502
-3.673680725;-23.44296102;-0.204093374
-3.660534386;-23.3969397;-0.203363021
-3.647392617;-23.35093438;-0.202632923
-3.634286314;-23.30505321;-0.201904795
-3.620917328;-23.25825246;-0.201162074
-3.607384017;-23.21087647;-0.200410223
-3.594019772;-23.16409233;-0.199667765
-3.580744581;-23.11761993;-0.198930255
-3.56772757;-23.07205135;-0.198207087
-3.554247868;-23.02486302;-0.197458215
-3.540799241;-22.97778348;-0.196711069
-3.52735052;-22.93070361;-0.195963918
-3.513821571;-22.88334289;-0.195212309
-3.500257109;-22.83585785;-0.194458728
-3.486866252;-22.78898054;-0.193714792
-3.473568733;-22.74242998;-0.192976041
-3.459973174;-22.69483608;-0.192220732
-3.446164033;-22.64649449;-0.191453557
-3.432141415;-22.59740558;-0.190674523
-3.418287756;-22.54890815;-0.189904875
-3.404398574;-22.50028636;-0.189133254
-3.390505002;-22.4516492;-0.188361389
-3.37668279;-22.40326185;-0.187593488
-3.362816081;-22.34420546;-0.186823116
-3.348695799;-22.25320885;-0.186038655
-3.334308869;-22.17763419;-0.185239382
-3.31996643;-22.09911526;-0.184442579
-3.305837432;-22.02077371;-0.183657635
-3.291583867;-21.94052558;-0.18286577
-3.277237234;-21.85906452;-0.182068735
-3.262721547;-21.78782707;-0.181262308
-3.248201754;-21.71728395;-0.180455653
-3.233441259;-21.62940977;-0.179635626
-3.218761105;-21.54049838;-0.178820061
-3.204205648;-21.44968392;-0.178011425
-3.189832021;-21.34119796;-0.17721289
-3.175329525;-21.23895053;-0.176407196
-3.160613536;-21.1330632;-0.175589641
-3.145950141;-21.01972718;-0.174775008
-3.131295285;-20.90587337;-0.173960849
-3.11676516;-20.78838417;-0.17315362
-3.102163113;-20.65876658;-0.172342395
-3.087681416;-20.53677687;-0.171537856
-3.072954513;-20.41790525;-0.170719695
-3.058147261;-20.2999011;-0.16989707
-3.04328729;-20.19974546;-0.169071516
-3.028556237;-20.09058299;-0.168253124
-3.013865426;-19.98766058;-0.167436968
-2.99923847;-19.9010279;-0.166624359
-2.984736194;-19.8157843;-0.165818677
-2.970109238;-19.7300209;-0.165006069
-2.955683281;-19.65968177;-0.164204627
-2.941257324;-19.5903834;-0.163403185
-2.927121028;-19.52074301;-0.162617835
-2.912980657;-19.45093047;-0.161832259
-2.898844451;-19.36500615;-0.161046914
-2.884664005;-19.29103745;-0.160259111
-2.870572134;-19.20944775;-0.15947623
-2.856496513;-19.10984122;-0.158694251
-2.842420892;-19.0114491;-0.157912272
-2.828474017;-18.91219377;-0.157137445
-2.814245195;-18.79699802;-0.156346955
-2.799972156;-18.6828432;-0.155554009
-2.785493735;-18.56712883;-0.154749652
-2.771188337;-18.45159155;-0.153954908
-2.756927138;-18.35303454;-0.153162619
-2.742838942;-18.23992871;-0.152379941
-2.728787131;-18.13531393;-0.151599285
-2.714679302;-18.05044955;-0.150815517
-2.700402419;-17.96506507;-0.150022357
-2.686161965;-17.8791627;-0.14923122
-2.672071003;-17.81197269;-0.148448389
-2.658274075;-17.74357423;-0.147681893
-2.644598055;-17.67413873;-0.146922114
-2.630664585;-17.60435523;-0.146148032
-2.616686868;-17.51638335;-0.145371493
-2.602664912;-17.44192422;-0.144592495
-2.588562382;-17.36365452;-0.143809021
-2.574475241;-17.27274085;-0.143026402
-2.560513021;-17.17975127;-0.142250723
-2.546554719;-17.08624358;-0.141475262
-2.532652178;-16.98199831;-0.140702899
-2.518330915;-16.88364003;-0.139907273
-2.504057562;-16.78026057;-0.139114309
-2.490045254;-16.66458704;-0.138335847
-2.476077051;-16.55809624;-0.137559836
-2.461936126;-16.44346448;-0.136774229
-2.447677556;-16.31705509;-0.135982086
-2.433407639;-16.18268002;-0.135189313
-2.419101018;-16.04674797;-0.134394501
-2.404625355;-15.9099506;-0.133590297
-2.389976822;-15.77090226;-0.13277649
-2.375622313;-15.6160974;-0.131979017
-2.361216333;-15.47030125;-0.131178685
-2.346714753;-15.34355889;-0.130373042
-2.332084493;-15.21456594;-0.12956025
-2.317711567;-15.08471149;-0.128761754
-2.303448925;-14.97321912;-0.127969385
-2.289234075;-14.86917645;-0.127179671
-2.274971449;-14.76444233;-0.126387303
-2.260833836;-14.65884508;-0.12560188
-2.24678075;-14.54649584;-0.124821153
-2.232562237;-14.44852182;-0.124031235
-2.218262999;-14.34621905;-0.123236833
-2.204015068;-14.233354;-0.122445282
-2.189936191;-14.11997269;-0.121663122
-2.175644271;-14.00676469;-0.120869126
-2.16144419;-13.88282201;-0.120080233
-2.147325074;-13.76650203;-0.119295837
-2.13333112;-13.6534754;-0.118518396
-2.119388135;-13.52954079;-0.117743785
-2.105529678;-13.41374821;-0.116973871
-2.091921262;-13.29085926;-0.116217848
-2.07849224;-13.15689051;-0.115471791
-2.064890565;-13.0161688;-0.114716143
-2.051204364;-12.87510236;-0.113955798
-2.03764673;-12.73421233;-0.113202596
-2.02404852;-12.59263157;-0.11244714
-2.010284726;-12.43581312;-0.111682485
-1.996527832;-12.27414862;-0.110918213
-1.982547523;-12.13257222;-0.110141529
-1.968567215;-11.98995918;-0.109364845
-1.954292843;-11.84717327;-0.108571825
-1.939916856;-11.72360984;-0.107773159
-1.92579113;-11.6068034;-0.106988396
-1.911706018;-11.49017233;-0.10620589
-1.897495774;-11.37267658;-0.105416432
-1.88332606;-11.2550099;-0.104629226
-1.869152977;-11.15189001;-0.103841832
-1.854807389;-11.0517143;-0.103044855
-1.840725415;-10.94063352;-0.102262523
-1.826640191;-10.82920826;-0.101480011
-1.812470446;-10.71778431;-0.100692803
-1.798141814;-10.59562619;-0.099896767
-1.783397186;-10.48073963;-0.099077621
-1.768652651;-10.36724019;-0.098258481
-1.754036403;-10.24248932;-0.097446467
-1.739376295;-10.11375811;-0.096632016
-1.72488533;-9.976892619;-0.095826963
-1.710644777;-9.838472674;-0.095035821
-1.696272415;-9.692955743;-0.094237356
-1.681822027;-9.546748299;-0.093434557
-1.667709724;-9.400198944;-0.09265054
-1.653810197;-9.252960655;-0.091878344
-1.640414513;-9.090665188;-0.09113414
-1.627106556;-8.9250833;-0.090394809
-1.613748391;-8.780278985;-0.089652688
-1.600393412;-8.643613866;-0.088910745
-1.586997808;-8.508162561;-0.088166545
-1.573480216;-8.372885913;-0.087415568
-1.560047153;-8.251288426;-0.086669286
-1.546570104;-8.130038891;-0.085920561
-1.532924011;-8.00879048;-0.085162445
-1.5192747;-7.887544001;-0.08440415
-1.505371808;-7.781359398;-0.083631767
-1.491340528;-7.67742644;-0.082852252
-1.477362331;-7.562069969;-0.082075685
-1.463340274;-7.442560522;-0.081296682
-1.449277455;-7.321841098;-0.080515414
-1.435170789;-7.199911724;-0.07973171
-1.420979592;-7.070540405;-0.078943311
-1.40686987;-6.940652261;-0.078159437
-1.393010748;-6.809382442;-0.077389486
-1.378982566;-6.677767892;-0.076610143
-1.364995181;-6.538192996;-0.075833066
-1.351007795;-6.397581796;-0.075055989
-1.336842232;-6.250221401;-0.074269013
-1.322632955;-6.099055165;-0.073479609
-1.308251641;-5.948410141;-0.072680647
-1.293829503;-5.797248244;-0.071879417
-1.279404496;-5.642280857;-0.071078028
-1.265023278;-5.488008608;-0.070279071
-1.250350731;-5.334257324;-0.06946393
-1.235890931;-5.181028609;-0.068660607
-1.221474907;-5.021744585;-0.067859717
-1.207018031;-4.860905375;-0.067056557
-1.192605026;-4.715473507;-0.066255835
-1.178448506;-4.57817968;-0.065469361
-1.164504787;-4.441061777;-0.06469471
-1.150686369;-4.304119522;-0.06392702
-1.13708641;-4.17600703;-0.063171467
-1.123483675;-4.047723505;-0.06241576
-1.109878076;-3.919095876;-0.061659893
-1.096100574;-3.79029685;-0.060894476
-1.082241291;-3.669807231;-0.060124516
-1.068632759;-3.549839316;-0.059368487
-1.055406027;-3.421912868;-0.058633668
-1.042051052;-3.2887961;-0.057891725
-1.028736984;-3.15498923;-0.057152055
-1.015466528;-3.020492271;-0.056414807
-1.001893218;-2.877862859;-0.055660734
-0.988240932;-2.735408661;-0.054902274
-0.974635003;-2.592437637;-0.054146389
-0.961367281;-2.440470242;-0.053409293
-0.948181248;-2.286428622;-0.052676736
-0.93486984;-2.132389235;-0.051937213
-0.921176768;-1.979044044;-0.051176487
-0.907314637;-1.825181978;-0.050406369
-0.893373309;-1.66630379;-0.049631851
-0.879383109;-1.50846648;-0.048854617
-0.865649277;-1.363437731;-0.048091627
-0.851994609;-1.216853939;-0.047333034
-0.838337178;-1.070099454;-0.046574288
-0.824303311;-0.941517015;-0.045794628
-0.810182358;-0.812763613;-0.045010131
-0.795848825;-0.683839222;-0.044213824
-0.781561456;-0.554570937;-0.043420081
-0.767402144;-0.425131817;-0.042633452
-0.753065949;-0.304519829;-0.041836997
-0.738530108;-0.182871627;-0.04102945
-0.723827714;-0.046344377;-0.040212651
-0.709004948;0.078488652;-0.039389164
-0.694351224;0.196336486;-0.038575068
-0.679820397;0.322517789;-0.0377678
-0.665417776;0.444005722;-0.036967654
-0.651442781;0.564586973;-0.036191266
-0.637508635;0.69350188;-0.035417146
-0.623738583;0.820752814;-0.034652143
-0.610227219;0.952853393;-0.033901512
-0.597005202;1.084653193;-0.033166956
-0.58382165;1.211759249;-0.032434536
-0.570802078;1.339624846;-0.031711227
-0.55748787;1.467947437;-0.030971548
-0.544176132;1.597635729;-0.030232007
-0.53074126;1.737021911;-0.029485626
-0.51696091;1.878077464;-0.028720051
