Test unit,SC2,
0.065219,-2.345,0.007246556
0.060523667,-2.969,0.006724852
0.059088333,-3.525,0.00656537
0.057121667,-3.679,0.006346852
0.056790333,-3.722,0.006310037
0.055436,-3.751,0.006159556
0.053624,-3.729,0.005958222
0.054358333,-3.773,0.006039815
0.051779333,-3.957,0.005753259
0.051125667,-4.181,0.00568063
0.047466,-4.674,0.005274
0.049984,-5.176,0.005553778
0.046610667,-5.951,0.005178963
0.042140333,-6.779,0.004682259
0.038509667,-8,0.004278852
0.034187,-8.897,0.003798556
0.029554667,-9.635,0.003283852
0.019692333,-10.46,0.002188037
0.017180667,-11.37,0.001908963
0.012868,-12.23,0.001429778
0.008499333,-13.05,0.00094437
0.005899,-13.86,0.000655444
0.000770333,-14.78,8.55926E-05
-0.003046333,-15.49,-0.000338481
-0.011532333,-16.3,-0.00128137
-0.014274,-17.09,-0.001586
-0.019793667,-18.16,-0.002199296
-0.025333333,-19.42,-0.002814815
-0.029825,-20.28,-0.003313889
-0.036562333,-21.11,-0.004062481
-0.043624,-21.99,-0.004847111
-0.048863333,-22.85,-0.005429259
-0.053878,-23.73,-0.005986444
-0.059905,-24.53,-0.006656111
-0.065038667,-25.39,-0.007226519
-0.075052667,-26.25,-0.008339185
-0.079855,-27.02,-0.008872778
-0.086524667,-27.8,-0.009613852
-0.089681667,-28.72,-0.00996463
-0.097224333,-29.52,-0.010802704
-0.104394667,-30.36,-0.011599407
-0.111735667,-31.15,-0.012415074
-0.119594667,-31.96,-0.013288296
-0.123389,-32.75,-0.013709889
-0.129780667,-33.56,-0.014420074
-0.139332,-34.35,-0.015481333
-0.147695333,-35.15,-0.016410593
-0.154352667,-35.97,-0.017150296
-0.159483333,-37.25,-0.01772037
-0.167121333,-37.98,-0.018569037
-0.172200333,-38.8,-0.01913337
-0.180225233,-39.56,-0.020025026
-0.188768933,-40.37,-0.020974326
-0.194839267,-41.14,-0.021648807
-0.203421667,-41.92,-0.022602407
-0.2118009,-42.72,-0.023533433
-0.2190212,-43.39,-0.024335689
-0.2235201,-43.29,-0.024835567
-0.2247777,-43.18,-0.0249753
-0.229604,-43.04,-0.025511556
-0.2315256,-42.87,-0.025725067
-0.234613333,-42.77,-0.026068148
-0.2323024,-42.68,-0.025811378
-0.189046367,-25.37,-0.021005152
-0.190191933,-25.21,-0.021132437
-0.1884917,-24.43,-0.020943522
-0.180154667,-22.86,-0.020017185
-0.176000333,-21.88,-0.019555593
-0.17243,-20.78,-0.019158889
-0.166649333,-19.76,-0.018516593
-0.165481,-18.77,-0.018386778
-0.158961,-17.75,-0.017662333
-0.152852333,-16.34,-0.016983593
-0.149392667,-15.38,-0.016599185
-0.143348333,-14.39,-0.015927593
-0.135753,-13.49,-0.015083667
-0.133915,-12.59,-0.014879444
-0.131447667,-11.62,-0.014605296
-0.124388333,-10.76,-0.013820926
-0.121638333,-9.895,-0.01351537
-0.117822333,-9.004,-0.01309137
-0.112506333,-8.126,-0.012500704
-0.105546,-7.315,-0.011727333
-0.100923667,-6.427,-0.011213741
-0.096457667,-5.218,-0.010717519
-0.092098667,-4.437,-0.010233185
-0.088881667,-3.663,-0.009875741
-0.084604667,-2.85,-0.009400519
-0.080003333,-2.036,-0.008889259
-0.076575,-1.367,-0.008508333
-0.072122,-0.736,-0.008013556
-0.068743333,-0.4139,-0.007638148
-0.066376333,-0.27,-0.007375148
-0.065182333,-0.1997,-0.007242481
-0.065333,-0.1504,-0.007259222
-0.063805333,-0.09315,-0.007089481
-0.065724,-0.03786,-0.007302667
-0.063605,0.01341,-0.007067222
-0.061344333,0.05549,-0.006816037
-0.061832667,0.09344,-0.006870296
-0.061150333,0.1438,-0.006794481
-0.061466,0.1931,-0.006829556
-0.060915333,0.2242,-0.00676837
-0.059988333,0.2726,-0.00666537
-0.057772,0.3132,-0.006419111
-0.057011333,0.373,-0.006334593
-0.058747667,0.4458,-0.006527519
-0.056329,0.4495,-0.006258778
-0.058579333,0.4542,-0.006508815
-0.057997667,0.4817,-0.006444185
-0.061311,0.4747,-0.006812333
-0.057591,0.4596,-0.006399
-0.054811333,0.5031,-0.006090148
-0.053372333,0.5649,-0.005930259
-0.056575667,0.6523,-0.006286185
-0.05543,0.7455,-0.006158889
-0.053373333,0.9608,-0.00593037
-0.053955,1.238,-0.005995
-0.051390667,1.645,-0.005710074
-0.049599333,2.2,-0.005511037
-0.045891333,2.762,-0.005099037
-0.043614667,3.351,-0.004846074
-0.039460333,4.008,-0.004384481
-0.033098,4.656,-0.003677556
-0.033771667,5.297,-0.003752407
-0.027025667,6.064,-0.003002852
-0.02373,6.804,-0.002636667
-0.020221667,7.543,-0.002246852
-0.015496667,8.221,-0.001721852
-0.010208333,8.858,-0.001134259
-0.005639333,9.909,-0.000626593
0.001302667,10.58,0.000144741
0.003964333,11.25,0.000440481
0.006322667,11.95,0.000702519
0.011220667,12.68,0.001246741
0.016952667,13.4,0.00188363
0.022959667,14.12,0.002551074
0.025710333,14.91,0.002856704
0.031876333,15.85,0.003541815
0.035516,16.56,0.003946222
0.040912333,17.28,0.004545815
0.048936333,17.96,0.00543737
0.053707333,18.72,0.005967481
0.059691333,19.33,0.00663237
0.066185,20.13,0.007353889
0.067048,20.83,0.007449778
0.067842333,21.52,0.007538037
0.078904667,22.17,0.008767185
0.081922,23.26,0.009102444
0.089075667,23.92,0.009897296
0.092466667,24.65,0.010274074
0.094720667,25.33,0.010524519
0.103277667,26.15,0.011475296
0.111101,26.82,0.012344556
0.117327333,27.44,0.01303637
0.123583,28.13,0.013731444
0.124056333,28.88,0.013784037
0.132679333,29.55,0.014742148
0.140752333,30.2,0.015639148
0.143064,30.85,0.015896
0.152224333,31.67,0.016913815
0.152965667,31.76,0.016996185
0.156424,31.61,0.017380444
0.157054667,31.53,0.017450519
0.160907333,31.44,0.017878593
0.170680333,30.52,0.018964481
0.168508333,29.52,0.018723148
0.163864,28.64,0.018207111
0.158920333,27.71,0.017657815
0.158178333,26.83,0.01757537
0.153778667,25.88,0.017086519
0.150690667,25.01,0.016743407
0.144418,23.7,0.016046444
0.144278667,22.84,0.016030963
0.139847667,21.95,0.01553863
0.134693333,21.1,0.014965926
0.132313,19.86,0.014701444
0.127166333,19.01,0.014129593
0.123392333,18.2,0.013710259
0.118663667,16.96,0.013184852
0.115229667,16.19,0.012803296
0.110507667,15.51,0.01227863
0.105739,14.63,0.011748778
0.103295333,13.86,0.011477259
0.09907,13.08,0.011007778
0.096252,12.28,0.010694667
0.088581,11.49,0.009842333
0.087365333,10.76,0.009707259
0.083183,9.988,0.009242556
0.083770667,9.189,0.009307852
0.078588,8.346,0.008732
0.07619,7.563,0.008465556
0.072256667,6.833,0.008028519
0.066069667,6.07,0.007341074
0.062802333,5.306,0.006978037
0.058375667,4.586,0.006486185
0.057003,3.474,0.006333667
0.052021,2.774,0.005780111
0.047427,2.115,0.005269667
0.044382333,1.532,0.00493137
0.040109,0.897,0.004456556
0.038152,0.5938,0.004239111
0.035313,0.4291,0.003923667
0.037423,0.2757,0.004158111
0.031239333,0.139,0.003471037
0.034027333,0.03299,0.003780815
0.035310667,-0.05167,0.003923407
0.032345,-0.1012,0.003593889
0.033881333,-0.152,0.003764593
0.031961667,-0.1808,0.003551296
0.033167667,-0.225,0.003685296
0.035333667,-0.2638,0.003925963
0.033219667,-0.3128,0.003691074
0.031012333,-0.3701,0.003445815
0.032799,-0.4482,0.003644333
0.031913333,-0.5247,0.003545926
0.031515,-0.5932,0.003501667
0.029354667,-0.6828,0.00326163
0.029267,-0.8099,0.003251889
0.030765667,-0.9718,0.003418407
0.024922667,-1.146,0.002769185
0.028779,-1.313,0.003197667
0.026828,-1.639,0.002980889
0.022578667,-2.169,0.002508741
0.020658667,-3.045,0.002295407
0.019477667,-3.393,0.002164185
0.017479667,-3.49,0.001942185
0.015532,-3.555,0.001725778
0.015883333,-3.624,0.001764815
0.016898,-3.636,0.001877556
0.011234,-3.745,0.001248222
0.015179,-3.872,0.001686556
0.013223333,-4.13,0.001469259
0.011222333,-4.626,0.001246926
0.011345,-5.321,0.001260556
0.00676,-6.074,0.000751111
0.000998333,-6.891,0.000110926
-0.003670333,-7.729,-0.000407815
-0.007374333,-8.914,-0.00081937
-0.014359667,-9.766,-0.001595519
-0.018712,-10.6,-0.002079111
-0.020971333,-11.45,-0.002330148
-0.028352,-12.26,-0.003150222
-0.030412,-13.07,-0.003379111
-0.035546,-13.91,-0.003949556
-0.041914,-14.74,-0.004657111
-0.045636,-15.62,-0.005070667
-0.052842667,-16.47,-0.005871407
-0.057063333,-17.36,-0.00634037
-0.064313333,-18.24,-0.007145926
-0.066629333,-19.11,-0.007403259
-0.072656667,-19.91,-0.008072963
-0.079731333,-20.83,-0.008859037
-0.082733333,-21.68,-0.009192593
-0.089174,-22.95,-0.009908222
-0.092253333,-23.84,-0.01025037
-0.100618333,-24.69,-0.011179815
-0.105286,-25.66,-0.011698444
-0.114084333,-26.58,-0.012676037
-0.117071,-27.41,-0.013007889
-0.123334333,-28.23,-0.013703815
-0.126162,-29.09,-0.014018
-0.133818,-30.09,-0.014868667
-0.140140667,-30.94,-0.015571185
-0.144497333,-32.25,-0.016055259
-0.154327333,-33.19,-0.017147481
-0.153812333,-34.07,-0.017090259
-0.162170667,-35.01,-0.018018963
-0.166198,-35.9,-0.018466444
-0.173580333,-36.83,-0.019286704
-0.182590067,-37.74,-0.020287785
-0.186010867,-38.56,-0.020667874
-0.1956305,-39.47,-0.021736722
-0.197988933,-40.87,-0.02199877
-0.212748333,-41.59,-0.023638704
-0.209024467,-41.45,-0.023224941
-0.207002333,-41.31,-0.023000259
-0.2127421,-41.08,-0.023638011
-0.2181528,-38.46,-0.0242392
-0.2163837,-38.47,-0.024042633
-0.216074533,-38.32,-0.024008281
-0.217392267,-37.83,-0.024154696
-0.213359433,-37.24,-0.023706604
-0.2119942,-36.65,-0.023554911
-0.2073323,-35.41,-0.023036922
-0.2045093,-34.81,-0.022723256
-0.201071833,-34.16,-0.022341315
-0.1998651,-33.59,-0.022207233
-0.198039867,-33.12,-0.02200443
-0.197630167,-32.68,-0.021958907
-0.1902437,-32.1,-0.021138189
-0.190851933,-30.92,-0.02120577
-0.184918467,-30.32,-0.020546496
-0.183427,-29.77,-0.020380778
-0.179049667,-29.12,-0.019894407
-0.176639333,-28.52,-0.019626593
-0.178289,-27.97,-0.019809889
-0.172768667,-27.45,-0.019196519
-0.167498333,-26.92,-0.018610926
-0.165965,-25.81,-0.018440556
-0.166259333,-25.25,-0.018473259
-0.162344333,-24.75,-0.018038259
-0.161205667,-24.25,-0.017911741
-0.157649333,-23.71,-0.017516593
-0.151329,-22.71,-0.016814333
-0.152939667,-22.32,-0.016993296
-0.148044,-21.97,-0.016449333
-0.147491,-21.62,-0.016387889
-0.142082667,-21.19,-0.015786963
-0.142905667,-20.7,-0.015878407
-0.141659667,-19.73,-0.015739963
-0.138212667,-19.2,-0.015356963
-0.134676333,-18.72,-0.014964037
-0.136499333,-18.26,-0.015166593
-0.128506,-17.73,-0.014278444
-0.128496333,-17.3,-0.01427737
-0.123809,-16.86,-0.013756556
-0.123978333,-16.39,-0.01377537
-0.117548333,-15.4,-0.013060926
-0.120264333,-14.97,-0.013362704
-0.111215333,-14.5,-0.012357259
-0.111839667,-14.02,-0.01242663
-0.108960333,-13.54,-0.012106704
-0.108436,-13.03,-0.012048444
-0.103725,-12.56,-0.011525
-0.10022,-12.09,-0.011135556
-0.095739,-11.65,-0.010637667
-0.094021,-11.24,-0.010446778
-0.094339333,-10.38,-0.010482148
-0.09124,-9.947,-0.010137778
-0.090050667,-9.535,-0.01000563
-0.085424667,-9.108,-0.00949163
-0.082314333,-8.688,-0.009146037
-0.079577,-8.257,-0.008841889
-0.079038333,-7.841,-0.008782037
-0.073769667,-7.294,-0.00819663
-0.071525,-6.913,-0.007947222
-0.072501667,-6.128,-0.008055741
-0.068281333,-5.696,-0.007586815
-0.066844333,-5.301,-0.007427148
-0.064632333,-4.967,-0.00718137
-0.058620667,-4.464,-0.006513407
-0.059077,-4.096,-0.006564111
-0.053571333,-3.752,-0.00595237
-0.054050667,-3.327,-0.00600563
-0.052642333,-2.99,-0.005849148
-0.049306333,-2.59,-0.005478481
-0.049189667,-2.28,-0.005465519
-0.045417333,-1.914,-0.00504637
-0.043678333,-1.25,-0.004853148
-0.041258667,-0.936,-0.004584296
-0.038866667,-0.6584,-0.004318519
-0.034438667,-0.4796,-0.003826519
-0.033428,-0.3824,-0.003714222
-0.034162667,-0.3159,-0.003795852
-0.034405,-0.2634,-0.003822778
-0.033058,-0.2171,-0.003673111
-0.033933667,-0.1617,-0.003770407
-0.032454,-0.1455,-0.003606
-0.034584333,-0.1211,-0.003842704
-0.026648333,-0.08943,-0.002960926
-0.032279667,-0.06362,-0.00358663
-0.033820667,-0.05932,-0.003757852
-0.034939667,-0.06917,-0.003882185
-0.032311333,-0.05375,-0.003590148
-0.033458333,-0.1793,-0.003717593
-0.034740667,-0.1614,-0.003860074
-0.030869333,-0.1208,-0.003429926
-0.027327,-0.1245,-0.003036333
-0.029305,-0.1322,-0.003256111
-0.027943333,-0.141,-0.003104815
-0.031871667,-0.1395,-0.003541296
-0.029527,-0.1493,-0.003280778
-0.032866333,-0.1877,-0.003651815
-0.030945333,-0.1845,-0.00343837
-0.028761,-0.1669,-0.003195667
-0.031386667,-0.1173,-0.003487407
0.024902667,-0.5104,0.002766963
0.026451333,-0.01784,0.002939037
0.027404667,0.0082,0.003044963
0.025940667,0.06372,0.002882296
0.027613333,0.08023,0.003068148
0.026353667,0.09432,0.002928185
0.027120667,0.1285,0.003013407
0.028824,0.1592,0.003202667
0.025889333,0.1839,0.002876593
0.028366333,0.2024,0.003151815
0.027342667,0.2278,0.003038074
0.026607,0.2417,0.002956333
0.026144667,0.2973,0.002904963
0.028486667,0.3282,0.003165185
0.029207,0.3586,0.003245222
0.02761,0.4034,0.003067778
0.028230667,0.4457,0.003136741
0.026489,0.4932,0.002943222
0.026881667,0.538,0.002986852
0.028937667,0.5782,0.003215296
0.029222,0.597,0.003246889
0.028776,0.6005,0.003197333
0.029120667,0.5982,0.00323563
0.029165667,0.5965,0.00324063
0.030163667,0.5565,0.003351519
0.027773,0.5556,0.003085889
0.028944,0.5508,0.003216
0.028760667,0.5446,0.00319563
0.029031,0.5662,0.003225667
0.029522667,0.572,0.003280296
0.029049667,0.5497,0.003227741
0.028884333,0.5868,0.00320937
0.030353667,0.617,0.00337263
0.029209667,0.6794,0.003245519
0.029273,0.7802,0.003252556
0.028368333,0.8408,0.003152037
0.032043667,0.8829,0.003560407
0.032061,0.9676,0.003562333
0.030227667,1.101,0.00335863
0.030968,1.247,0.003440889
0.031822,1.479,0.003535778
0.034405333,1.96,0.003822815
0.036830667,2.328,0.004092296
0.037852667,2.64,0.004205852
0.039503667,2.917,0.004389296
0.039423333,3.235,0.00438037
0.040785333,3.587,0.004531704
0.041776333,3.923,0.004641815
0.043392333,4.258,0.00482137
0.048076,4.61,0.005341778
0.047533333,4.972,0.005281481
0.049871333,5.651,0.005541259
0.052187,5.993,0.005798556
0.053418,6.385,0.005935333
0.056270667,6.817,0.006252296
0.056132667,7.164,0.006236963
0.058618,7.406,0.006513111
0.061604667,7.718,0.006844963
0.062632667,8.11,0.006959185
0.062111667,8.454,0.006901296
0.063700667,8.78,0.007077852
0.069953667,9.201,0.00777263
0.071984,9.576,0.007998222
0.075071667,9.934,0.008341296
0.075483333,10.34,0.008387037
0.076668333,10.69,0.008518704
0.078962667,11.46,0.00877363
0.08064,11.79,0.00896
0.083508333,12.16,0.009278704
0.086058333,12.52,0.009562037
0.087737667,12.86,0.00974863
0.089811667,13.29,0.009979074
0.092764667,13.68,0.010307185
0.095179667,14.1,0.010575519
0.095872333,14.42,0.010652481
0.099701,14.74,0.011077889
0.102304333,15.11,0.011367148
0.104925667,15.41,0.011658407
0.107059667,16.1,0.011895519
0.107297333,16.4,0.011921926
0.1099,16.78,0.012211111
0.113296333,17.12,0.012588481
0.11527,17.47,0.012807778
0.116276333,17.86,0.012919593
0.119526667,18.27,0.013280741
0.122718667,18.99,0.013635407
0.125753667,19.27,0.01397263
0.127823,19.74,0.014202556
0.128401,20.11,0.014266778
0.131757,20.37,0.014639667
0.133709333,20.74,0.014856593
0.138333,21.12,0.015370333
0.140410667,21.85,0.015601185
0.142551333,22.2,0.015839037
0.144743333,22.54,0.016082593
0.147363,22.86,0.016373667
0.149735333,23.25,0.016637259
0.149281333,23.61,0.016586815
0.150244667,23.98,0.016693852
0.153759667,24.29,0.017084407
0.157720667,25,0.017524519
0.161988333,25.38,0.017998704
0.165376,25.79,0.018375111
0.166774333,26.29,0.018530481
0.170444333,26.95,0.018938259
0.171800667,27.24,0.019088963
0.176512,27.7,0.019612444
0.177853667,27.98,0.019761519
0.180261333,28.19,0.020029037
0.183139333,28.56,0.020348815
0.186487333,29.22,0.020720815
0.189437333,29.59,0.021048593
0.191847,29.95,0.021316333
0.194192333,30.31,0.021576926
0.198489667,30.64,0.022054407
0.200476333,30.98,0.022275148
0.202166333,31.4,0.022462926
0.204672,32.1,0.022741333
0.206286333,32.43,0.022920704
0.209455333,32.79,0.023272815
0.212240333,33.52,0.023582259
0.218241,33.86,0.024249
0.218708667,34.22,0.024300963
0.222186,34.59,0.024687333
0.224894333,34.91,0.024988259
0.228814333,35.23,0.025423815
0.230721,35.86,0.025635667
0.236065333,36.22,0.026229481
0.239078333,36.61,0.026564259
0.243910333,36.96,0.027101148
0.248942,37.27,0.027660222
0.252690333,37.6,0.028076704
0.254731667,37.92,0.028303519
0.257678,38.26,0.028630889
0.260904667,38.87,0.028989407
0.264639333,39.22,0.02940437
0.267027667,39.55,0.029669741
0.270859667,39.9,0.030095519
0.275590667,40.24,0.030621185
0.279578,40.61,0.031064222
0.282026,40.91,0.031336222
0.285290333,41.22,0.031698926
0.287139667,41.54,0.031904407
0.292234667,41.84,0.032470519
0.295370667,42.14,0.032818963
0.299819667,42.74,0.033313296
0.302876,43.04,0.033652889
0.307001333,43.34,0.034111259
0.309369,43.66,0.034374333
0.313297333,43.95,0.034810815
0.317986333,44.24,0.035331815
0.319764,44.57,0.035529333
0.325537333,44.88,0.036170815
0.328195667,45.18,0.036466185
0.333553333,45.49,0.037061481
0.333566,45.78,0.037062889
0.337936,46.1,0.037548444
0.343536,46.39,0.038170667
0.347372,46.88,0.038596889
0.351401333,47.13,0.039044593
0.356961333,47.45,0.03966237
0.360131333,47.72,0.040014593
0.365870667,48,0.040652296
0.370162,48.29,0.041129111
0.375141,48.58,0.041682333
0.379477333,48.84,0.042164148
0.385724333,49.4,0.042858259
0.388554,49.68,0.043172667
0.396370333,49.81,0.044041148
0.396605333,49.71,0.044067259
0.397383333,49.63,0.044153704
0.397775,49.57,0.044197222
0.402848667,49.53,0.044760963
0.403548333,49.41,0.044838704
0.426676,46.68,0.047408444
0.427889,46.6,0.047543222
0.42668,45.94,0.047408889
0.422342333,45.1,0.046926926
0.419053,44.19,0.046561444
0.414431667,43.22,0.046047963
0.411738333,42.35,0.045748704
0.405626,41.43,0.045069556
0.403310667,40.46,0.044812296
0.397806,39.12,0.044200667
0.394267,38.19,0.043807444
0.390080667,37.29,0.043342296
0.387829,36.43,0.043092111
0.384959667,35.5,0.042773296
0.380373333,34.63,0.042263704
0.374997333,33.76,0.04166637
0.371419667,32.88,0.041268852
0.365838333,31.97,0.040648704
0.359809333,31.1,0.039978815
0.357009,30.22,0.039667667
0.354664667,29.4,0.039407185
0.350282333,28.51,0.038920259
0.347343667,27.7,0.038593741
0.340405,26.93,0.037822778
0.335099,26.12,0.037233222
0.334131667,25.4,0.037125741
0.328992667,24.1,0.036554741
0.322571,23.29,0.035841222
0.318464,22.52,0.035384889
0.315698333,21.74,0.035077593
0.312996333,20.97,0.03477737
0.310527,20.16,0.034503
0.302441667,19.37,0.03360463
0.298319,18.68,0.033146556
0.295557,17.92,0.032839667
0.291813333,17.21,0.032423704
0.288709,16.51,0.032078778
0.284687667,15.73,0.031631963
0.279055667,15.04,0.031006185
0.276340667,14.39,0.030704519
0.273412333,13.27,0.030379148
0.266379,12.5,0.029597667
0.26081,11.77,0.028978889
0.257398,11.08,0.028599778
0.251224333,10.29,0.027913815
0.24917,9.509,0.027685556
0.245471333,8.793,0.027274593
0.238823333,8.036,0.026535926
0.234893667,7.248,0.026099296
0.230723333,6.471,0.025635926
0.227384667,5.562,0.025264963
0.221451667,4.846,0.024605741
0.217652,4.161,0.024183556
0.209627333,3.506,0.023291926
0.20764,2.832,0.023071111
0.203358,2.178,0.022595333
0.199194,1.528,0.022132667
0.194731,0.9901,0.021636778
0.193491667,0.6252,0.021499074
0.190526333,0.4661,0.021169593
0.189193,0.3285,0.021021444
0.189027,0.1168,0.021003
0.186481,0.01617,0.020720111
0.186127667,-0.06042,0.020680852
0.186313667,-0.1098,0.020701519
0.186294667,-0.142,0.020699407
0.185505333,-0.1843,0.020611704
0.184616333,-0.2134,0.020512926
0.18183,-0.2744,0.020203333
0.183974333,-0.3259,0.020441593
0.183862333,-0.3819,0.020429148
0.181685667,-0.4633,0.020187296
0.182631667,-0.5345,0.020292407
0.184342333,-0.5986,0.020482481
0.182648667,-0.6899,0.020294296
0.181152333,-0.9437,0.020128037
0.180306,-1.121,0.020034
0.178277,-1.266,0.019808556
0.177029667,-1.54,0.019669963
0.174661,-1.912,0.019406778
0.170769667,-2.572,0.018974407
0.172237333,-3.119,0.019137481
0.167419667,-3.404,0.018602185
0.167756,-3.596,0.018639556
0.162964333,-3.612,0.018107148
0.163038333,-3.64,0.01811537
0.161681667,-3.629,0.01796463
0.1639,-3.815,0.018211111
0.163489,-3.948,0.018165444
0.161469333,-4.345,0.017941037
0.159797667,-4.888,0.017755296
0.153132,-5.555,0.017014667
0.15049,-6.274,0.016721111
0.146143333,-7.088,0.016238148
0.138875333,-7.881,0.015430593
0.136333,-8.634,0.015148111
0.131644,-9.352,0.014627111
0.125405667,-10.09,0.013933963
0.118774333,-11.31,0.013197148
0.114941333,-11.98,0.012771259
0.109518,-12.74,0.012168667
0.1042,-13.63,0.011577778
0.099651333,-14.51,0.01107237
0.091074,-15.3,0.010119333
0.088444,-16.06,0.009827111
0.082224333,-16.93,0.009136037
0.07354,-17.77,0.008171111
0.067895333,-18.64,0.007543926
0.063139667,-19.45,0.007015519
0.057912333,-20.22,0.006434704
0.047418333,-21.04,0.005268704
0.040669667,-21.78,0.004518852
0.040514333,-22.93,0.004501593
0.034685,-23.82,0.003853889
0.028731667,-24.67,0.003192407
0.019795,-25.47,0.002199444
0.017047,-26.38,0.001894111
0.010602667,-27.19,0.001178074
0.001666,-28.07,0.000185111
-0.003526,-28.87,-0.000391778
-0.012231,-29.73,-0.001359
-0.016649333,-30.93,-0.001849926
-0.022088333,-31.75,-0.002454259
-0.029447667,-32.55,-0.003271963
-0.032544,-33.39,-0.003616
-0.041920333,-34.22,-0.004657815
-0.048078667,-35.02,-0.005342074
-0.054085667,-35.89,-0.006009519
-0.060227333,-36.71,-0.006691926
-0.069312333,-37.54,-0.00770137
-0.074943333,-38.39,-0.008327037
-0.078501667,-39.58,-0.008722407
-0.093129,-40.71,-0.010347667
