Test unit,RS3,
Reference,Rezaie et al. (2020),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
NaN,0.6526,#VALUE!
NaN,0.6615,#VALUE!
NaN,0.7247,#VALUE!
NaN,0.7367,#VALUE!
NaN,0.7721,#VALUE!
NaN,0.7417,#VALUE!
NaN,0.7219,#VALUE!
NaN,0.525,#VALUE!
NaN,0.2143,#VALUE!
NaN,0.3112,#VALUE!
NaN,0.2677,#VALUE!
NaN,0.02109,#VALUE!
NaN,0.4099,#VALUE!
NaN,0.2206,#VALUE!
NaN,0.2672,#VALUE!
NaN,0.2542,#VALUE!
NaN,0.4568,#VALUE!
NaN,0,#VALUE!
NaN,0.1396,#VALUE!
NaN,0.2995,#VALUE!
NaN,-0.07266,#VALUE!
NaN,0.03281,#VALUE!
NaN,0.2234,#VALUE!
NaN,0.4258,#VALUE!
NaN,0.4253,#VALUE!
NaN,0.4404,#VALUE!
NaN,0.3951,#VALUE!
NaN,0.413,#VALUE!
NaN,0.00182,#VALUE!
NaN,0.3693,#VALUE!
NaN,-0.08229,#VALUE!
NaN,-0.07969,#VALUE!
NaN,-0.09401,#VALUE!
NaN,-0.1505,#VALUE!
NaN,0.3323,#VALUE!
NaN,0.3445,#VALUE!
NaN,0.3169,#VALUE!
NaN,0.05234,#VALUE!
NaN,0.3109,#VALUE!
NaN,0.326,#VALUE!
NaN,0.06224,#VALUE!
NaN,0.2779,#VALUE!
NaN,0.3323,#VALUE!
NaN,0.02266,#VALUE!
NaN,0.2875,#VALUE!
NaN,0.00156,#VALUE!
NaN,0.00547,#VALUE!
NaN,0.1724,#VALUE!
NaN,0.4089,#VALUE!
NaN,-0.02891,#VALUE!
NaN,0.1534,#VALUE!
NaN,0.4589,#VALUE!
NaN,0.4036,#VALUE!
NaN,0.03359,#VALUE!
NaN,0.363,#VALUE!
NaN,-0.01094,#VALUE!
NaN,0.1612,#VALUE!
NaN,0.2734,#VALUE!
NaN,0.07396,#VALUE!
NaN,0.1885,#VALUE!
NaN,0.1823,#VALUE!
NaN,0.1128,#VALUE!
NaN,0.2529,#VALUE!
NaN,0.07448,#VALUE!
NaN,0.1974,#VALUE!
NaN,0.3641,#VALUE!
NaN,0.1393,#VALUE!
NaN,0.2815,#VALUE!
NaN,-0.07552,#VALUE!
NaN,-0.00755,#VALUE!
NaN,0.3177,#VALUE!
NaN,-0.0401,#VALUE!
NaN,-0.1542,#VALUE!
NaN,0.2878,#VALUE!
NaN,0.2466,#VALUE!
NaN,0.1216,#VALUE!
NaN,0.1552,#VALUE!
NaN,0.2583,#VALUE!
NaN,0.06719,#VALUE!
NaN,0.06953,#VALUE!
NaN,0.2268,#VALUE!
NaN,0.2276,#VALUE!
NaN,0.15,#VALUE!
NaN,0.2263,#VALUE!
NaN,0.1997,#VALUE!
NaN,0.238,#VALUE!
NaN,0.2951,#VALUE!
NaN,0.131,#VALUE!
NaN,0.1479,#VALUE!
NaN,0.2581,#VALUE!
NaN,0.156,#VALUE!
NaN,0.1938,#VALUE!
NaN,0.1677,#VALUE!
NaN,0.2591,#VALUE!
NaN,0.00964,#VALUE!
NaN,0.03568,#VALUE!
NaN,0.2484,#VALUE!
NaN,0.3635,#VALUE!
NaN,0.00417,#VALUE!
NaN,0.1935,#VALUE!
NaN,0.04609,#VALUE!
NaN,0.3307,#VALUE!
NaN,0.1786,#VALUE!
NaN,0.1247,#VALUE!
NaN,0.1786,#VALUE!
NaN,0.07526,#VALUE!
NaN,0.1536,#VALUE!
NaN,0.1745,#VALUE!
NaN,0.231,#VALUE!
NaN,0.2125,#VALUE!
NaN,0.1776,#VALUE!
NaN,0.2404,#VALUE!
NaN,0.1484,#VALUE!
NaN,0.2266,#VALUE!
NaN,0.1232,#VALUE!
NaN,0.1836,#VALUE!
NaN,0.1154,#VALUE!
NaN,0.1479,#VALUE!
NaN,0.1521,#VALUE!
NaN,0.1732,#VALUE!
NaN,0.1706,#VALUE!
NaN,0.08724,#VALUE!
NaN,0.2341,#VALUE!
NaN,0.1099,#VALUE!
NaN,0.2638,#VALUE!
NaN,0.1115,#VALUE!
NaN,0.2867,#VALUE!
NaN,0.09271,#VALUE!
NaN,0.1271,#VALUE!
NaN,0.3146,#VALUE!
NaN,0.0237,#VALUE!
NaN,0.04818,#VALUE!
NaN,0.2966,#VALUE!
NaN,0.04141,#VALUE!
NaN,0.2172,#VALUE!
NaN,0.1432,#VALUE!
NaN,0.2768,#VALUE!
NaN,0.0737,#VALUE!
NaN,0.2313,#VALUE!
NaN,0.1445,#VALUE!
NaN,0.1945,#VALUE!
NaN,0.1818,#VALUE!
0,0,0
8.19E-05,1.5,5.11919E-06
0.01414173,3.326,0.000883858
0.033498403,4.96,0.00209365
0.053455666,6.47,0.003340979
0.076255134,7.943,0.004765946
0.099151236,9.353,0.006196952
0.129340812,10.75,0.008083801
0.158434261,12.12,0.009902141
0.19766774,13.45,0.012354234
0.229552943,14.71,0.014347059
0.262882528,15.94,0.016430158
0.297903697,17.13,0.018618981
0.337043553,18.29,0.021065222
0.36424508,19.38,0.022765317
0.388378441,20.44,0.024273653
0.431494712,21.26,0.02696842
0.445545837,21.83,0.027846615
0.467177266,20.33,0.029198579
0.453169759,18.62,0.02832311
0.426539597,16.15,0.026658725
0.400278031,14.02,0.025017377
0.378522859,12.08,0.023657679
0.34144743,10.22,0.021340464
0.321296667,8.401,0.020081042
0.286862185,6.645,0.017928887
0.262309636,4.822,0.016394352
0.237013866,3.135,0.014813367
0.210587027,1.646,0.013161689
0.192228316,0.3776,0.01201427
0.173193869,-0.8724,0.010824617
0.154096715,-2.077,0.009631045
0.132676193,-3.135,0.008292262
0.114575213,-4.48,0.007160951
0.091579285,-5.902,0.005723705
0.063921201,-7.411,0.003995075
0.031841055,-8.78,0.001990066
0.010543135,-10.23,0.000658946
-0.022748705,-11.65,-0.001421794
-0.043823348,-13.07,-0.002738959
-0.075879809,-14.45,-0.004742488
-0.106748368,-15.83,-0.006671773
-0.138149106,-17.21,-0.008634319
-0.169455968,-18.61,-0.010590998
-0.209665923,-20.01,-0.01310412
-0.241006733,-21.37,-0.015062921
-0.27685947,-22.78,-0.017303717
-0.306361148,-24.16,-0.019147572
-0.345464498,-25.5,-0.021591531
-0.378861806,-26.85,-0.023678863
-0.415245898,-28.13,-0.025952869
-0.44632078,-29.33,-0.027895049
-0.454786005,-28.91,-0.028424125
-0.458558516,-28.74,-0.028659907
-0.465193041,-27.54,-0.029074565
-0.470266416,-27.39,-0.029391651
-0.470382624,-27.42,-0.029398914
-0.446453195,-25,-0.027903325
-0.428000945,-21.32,-0.026750059
-0.399786507,-19.14,-0.024986657
-0.3731092,-16.85,-0.023319325
-0.341392445,-14.66,-0.021337028
-0.318361593,-12.54,-0.0198976
-0.289438469,-10.54,-0.018089904
-0.263211512,-8.715,-0.01645072
-0.237762741,-6.999,-0.014860171
-0.208790955,-5.416,-0.013049435
-0.180076446,-3.893,-0.011254778
-0.155030809,-2.418,-0.009689426
-0.138338191,-0.9893,-0.008646137
-0.112149123,0.3531,-0.00700932
-0.092110234,1.589,-0.00575689
-0.077214679,2.389,-0.004825917
-0.050988005,3.501,-0.00318675
-0.02890462,4.714,-0.001806539
-0.009056023,5.98,-0.000566001
0.010444269,7.239,0.000652767
0.042714935,8.558,0.002669683
0.064887177,9.901,0.004055449
0.094699167,11.25,0.005918698
0.126606893,12.61,0.007912931
0.160792273,13.96,0.010049517
0.183986911,15.3,0.011499182
0.220174631,16.65,0.013760914
0.256113626,17.94,0.016007102
0.280701023,19.19,0.017543814
0.325807831,20.45,0.020362989
0.349047628,21.63,0.021815477
0.387832595,22.73,0.024239537
0.413907757,23.65,0.025869235
0.41228751,23.64,0.025767969
0.413460208,21.72,0.025841263
0.41764949,21.03,0.026103093
0.391059561,18.62,0.024441223
0.363921966,16.49,0.022745123
0.332838482,14.57,0.020802405
0.308040131,12.76,0.019252508
0.2758764,11,0.017242275
0.251836602,9.304,0.015739788
0.220670355,7.635,0.013791897
0.191511777,5.982,0.011969486
0.16084107,4.32,0.010052567
0.136970975,2.812,0.008560686
0.111762602,1.498,0.006985163
0.08521365,0.3135,0.005325853
0.072950615,-0.8432,0.004559413
0.054181386,-1.979,0.003386337
0.031930471,-2.999,0.001995654
0.01316246,-4.257,0.000822654
-0.009640314,-5.639,-0.00060252
-0.037463083,-7.085,-0.002341443
-0.060471304,-8.564,-0.003779456
-0.083800962,-10.08,-0.00523756
-0.109127428,-11.62,-0.006820464
-0.137860329,-13.14,-0.008616271
-0.169549149,-14.72,-0.010596822
-0.200792819,-16.31,-0.012549551
-0.226399903,-18,-0.014149994
-0.256690156,-19.66,-0.016043135
-0.285983143,-21.26,-0.017873946
