Test unit,RS2,
Reference,Rezaie et al. (2020),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
NaN,0.7521,NaN
NaN,0.582,NaN
NaN,0.3268,NaN
NaN,0.3031,NaN
NaN,0.2646,NaN
NaN,0.2435,NaN
NaN,0.3451,NaN
NaN,0.2591,NaN
NaN,0.2219,NaN
NaN,0.2534,NaN
NaN,0.1589,NaN
NaN,0.1313,NaN
NaN,0.1505,NaN
NaN,0.1044,NaN
NaN,0.1193,NaN
NaN,0.1357,NaN
NaN,0.09349,NaN
NaN,0.1508,NaN
NaN,0.3,NaN
NaN,0.362,NaN
NaN,0.3536,NaN
NaN,0.3346,NaN
NaN,0.3891,NaN
NaN,0.1495,NaN
NaN,0.6292,NaN
NaN,-0.4643,NaN
NaN,-0.08516,NaN
NaN,-0.06042,NaN
NaN,-0.02083,NaN
NaN,0.07448,NaN
NaN,0.00365,NaN
NaN,0.09661,NaN
NaN,0.09323,NaN
NaN,0.151,NaN
NaN,-0.2456,NaN
NaN,-0.1612,NaN
NaN,-0.0388,NaN
NaN,0.08672,NaN
NaN,0.04375,NaN
NaN,0.09036,NaN
NaN,0.1547,NaN
NaN,0.05156,NaN
NaN,-0.09583,NaN
NaN,-0.2497,NaN
NaN,-0.1091,NaN
NaN,-0.0737,NaN
NaN,-0.1182,NaN
NaN,-0.0625,NaN
NaN,-0.0487,NaN
NaN,-0.1115,NaN
NaN,-0.1008,NaN
NaN,-0.09271,NaN
NaN,0.02474,NaN
NaN,-0.2065,NaN
NaN,-0.00964,NaN
NaN,-0.09297,NaN
NaN,-0.1,NaN
NaN,-0.09219,NaN
NaN,0.03151,NaN
NaN,-0.1172,NaN
NaN,-0.1536,NaN
NaN,-0.1102,NaN
NaN,-0.1117,NaN
NaN,-0.05026,NaN
NaN,-0.151,NaN
NaN,-0.04922,NaN
NaN,-0.09609,NaN
NaN,-0.1792,NaN
NaN,0.01693,NaN
NaN,0.02135,NaN
NaN,-0.03333,NaN
NaN,-0.1391,NaN
NaN,-0.06667,NaN
NaN,-0.06563,NaN
NaN,-0.0849,NaN
NaN,-0.06953,NaN
NaN,-0.08958,NaN
NaN,-0.0737,NaN
NaN,-0.08776,NaN
NaN,-0.05026,NaN
NaN,-0.2063,NaN
NaN,-0.237,NaN
NaN,-0.06042,NaN
NaN,0.01198,NaN
NaN,-0.1292,NaN
NaN,-0.01016,NaN
NaN,-0.1237,NaN
NaN,-0.1083,NaN
NaN,-0.00286,NaN
NaN,-0.1435,NaN
NaN,-0.06302,NaN
NaN,-0.09661,NaN
NaN,-0.1266,NaN
NaN,-0.1268,NaN
NaN,-0.00026,NaN
NaN,-0.1055,NaN
NaN,-0.07734,NaN
NaN,-0.02786,NaN
NaN,-0.1107,NaN
NaN,-0.06927,NaN
NaN,-0.1086,NaN
NaN,-0.3091,NaN
NaN,-0.2039,NaN
NaN,-0.09245,NaN
NaN,-0.05703,NaN
NaN,-0.09219,NaN
NaN,-0.07604,NaN
NaN,-0.08281,NaN
NaN,-0.08411,NaN
NaN,-0.05469,NaN
NaN,-0.1117,NaN
NaN,-0.07057,NaN
NaN,-0.0612,NaN
NaN,-0.1346,NaN
NaN,-0.07839,NaN
NaN,-0.08073,NaN
NaN,-0.0901,NaN
NaN,-0.08333,NaN
NaN,-0.08333,NaN
NaN,-0.07266,NaN
NaN,-0.1198,NaN
NaN,-0.1039,NaN
NaN,-0.07292,NaN
NaN,-0.09063,NaN
NaN,-0.09375,NaN
NaN,-0.08542,NaN
NaN,-0.09922,NaN
NaN,-0.07839,NaN
NaN,-0.07578,NaN
NaN,0.4839,NaN
NaN,-0.2516,NaN
NaN,-0.0612,NaN
NaN,-0.05964,NaN
NaN,-0.1216,NaN
NaN,-0.02188,NaN
NaN,-0.1169,NaN
NaN,-0.1607,NaN
NaN,-0.00938,NaN
NaN,-0.1419,NaN
NaN,-0.06146,NaN
NaN,-0.1036,NaN
NaN,-0.0625,NaN
NaN,-0.04453,NaN
NaN,-0.05339,NaN
NaN,-0.1898,NaN
NaN,-0.02422,NaN
NaN,-0.1216,NaN
NaN,-0.05677,NaN
NaN,-0.1039,NaN
NaN,-0.06693,NaN
NaN,0.2701,NaN
NaN,0.00078,NaN
NaN,-0.00208,NaN
NaN,-0.1185,NaN
NaN,-0.06641,NaN
NaN,-0.08698,NaN
NaN,-0.08281,NaN
NaN,-0.08255,NaN
NaN,-0.1206,NaN
NaN,-0.08854,NaN
NaN,-0.09193,NaN
NaN,-0.07734,NaN
NaN,-0.09167,NaN
NaN,-0.08516,NaN
NaN,-0.08359,NaN
NaN,-0.09063,NaN
0,0,0
0.007126935,0.4701,0.000445433
0.016081259,3.28,0.001005079
0.026130362,5.528,0.001633148
0.040080669,7.842,0.002505042
0.056943931,10.31,0.003558996
0.071847755,12.99,0.004490485
0.088089562,15.68,0.005505598
0.109063405,18.29,0.006816463
0.133304838,20.77,0.008331552
0.153594229,23.21,0.009599639
0.176005522,25.47,0.011000345
0.198981907,27.81,0.012436369
0.226561544,30.02,0.014160096
0.242690529,31.61,0.015168158
0.249711089,30.47,0.015606943
0.302196275,31.63,0.018887267
0.318607526,34.5,0.01991297
0.343493948,36.87,0.021468372
0.365108856,39,0.022819304
0.391164948,40.83,0.024447809
0.404320423,42.09,0.025270026
0.426514022,43.68,0.026657126
0.429952,43.23,0.026872
0.434790334,42.44,0.027174396
0.435742112,42.48,0.027233882
0.433932899,42.24,0.027120806
0.433109894,41.98,0.027069368
0.438935325,42.09,0.027433458
0.451598658,40.31,0.028224916
0.441424823,37.28,0.027589051
0.428792742,33.79,0.026799546
0.414233379,30.53,0.025889586
0.385995341,27.31,0.024124709
0.366746481,24.34,0.022921655
0.347736514,21.47,0.021733532
0.333165848,18.65,0.020822865
0.322729017,16.02,0.020170564
0.298796864,13.59,0.018674804
0.285778942,11.31,0.017861184
0.26741774,9.175,0.016713609
0.255082703,6.836,0.015942669
0.243373923,4.6,0.01521087
0.228050904,2.421,0.014253182
0.201678143,0.5263,0.012604884
0.200224311,-0.9299,0.012514019
0.187179438,-2.226,0.011698715
0.175339149,-3.486,0.010958697
0.156175826,-5.421,0.009760989
0.139992003,-7.525,0.0087495
0.125587493,-9.714,0.007849218
0.101306807,-11.95,0.006331675
0.087346623,-14.24,0.005459164
0.060543516,-16.54,0.00378397
0.03717373,-18.74,0.002323358
0.019154004,-20.99,0.001197125
-0.004206991,-23.17,-0.000262937
-0.027147039,-25.27,-0.00169669
-0.055035557,-27.35,-0.003439722
-0.083243217,-29.38,-0.005202701
-0.109406598,-31.33,-0.006837912
-0.138048926,-33.25,-0.008628058
-0.165476899,-35.17,-0.010342306
-0.199809661,-37.05,-0.012488104
-0.224768794,-38.82,-0.01404805
-0.25961568,-40.56,-0.01622598
-0.294992806,-42.23,-0.01843705
-0.324280269,-43.86,-0.020267517
-0.332095292,-43.04,-0.020755956
-0.333485643,-43,-0.020842853
-0.353523073,-38.65,-0.022095192
-0.34929609,-36.95,-0.021831006
-0.329244324,-32.94,-0.02057777
-0.309652919,-29.57,-0.019353307
-0.290423063,-26.31,-0.018151441
-0.268334689,-23.14,-0.016770918
-0.250504772,-20.17,-0.015656548
-0.223517888,-17.28,-0.013969868
-0.204604041,-14.36,-0.012787753
-0.187409214,-11.7,-0.011713076
-0.164150712,-9.057,-0.010259419
-0.147198964,-6.794,-0.009199935
-0.131221736,-4.716,-0.008201358
-0.115285636,-2.709,-0.007205352
-0.091817311,-0.9133,-0.005738582
-0.085129451,0.6586,-0.005320591
-0.077986722,1.731,-0.00487417
-0.066788675,2.897,-0.004174292
-0.049312775,4.521,-0.003082048
-0.035172708,6.367,-0.002198294
-0.020770801,8.274,-0.001298175
0.000226826,10.26,1.42E-05
0.020860633,12.39,0.00130379
0.038925073,14.62,0.002432817
0.060773756,16.86,0.00379836
0.080674178,19.11,0.005042136
0.101318636,21.4,0.006332415
0.124999691,23.61,0.007812481
0.14945069,25.83,0.009340668
0.17161167,28.04,0.010725729
0.19335295,30.25,0.012084559
0.216937135,32.41,0.013558571
0.242669834,34.52,0.015166865
0.267213754,36.59,0.01670086
0.294257814,38.6,0.018391113
0.324094094,40.62,0.020255881
0.352276432,42.57,0.022017277
0.382226745,44.41,0.023889172
0.412428053,46.15,0.025776753
0.442643005,47.79,0.027665188
0.470798785,49.23,0.029424924
0.507405511,50.57,0.031712844
0.511709277,50.47,0.03198183
0.536048151,46.74,0.033503009
0.532970699,47,0.033310669
0.516047622,43.22,0.032252976
0.489068995,39.99,0.030566812
0.468823454,36.9,0.029301466
0.445370719,33.92,0.02783567
0.424026956,31.1,0.026501685
0.407808372,28.4,0.025488023
0.382255644,25.72,0.023890978
