Test unit,SC6,
Reference,Godio et al. (2019),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
0,-0.08662,0
0.0017059,0.00967,0.000189544
0.003386,1.606,0.000376222
0.009211633,3.106,0.001023515
0.016336967,4.555,0.001815219
0.017878133,6.01,0.001986459
0.028543267,7.332,0.003171474
0.0355784,8.639,0.003953156
0.040427167,9.908,0.004491907
0.045047633,11.13,0.005005293
0.057442633,12.38,0.006382515
0.060219967,14.16,0.006691107
0.0663473,15.46,0.007371922
0.074683967,16.7,0.008298219
0.080273967,17.84,0.00891933
0.091242967,19.08,0.010138107
0.105018967,20.84,0.011668774
0.109387633,22.04,0.012154181
0.115064633,23.25,0.012784959
0.131769633,24.37,0.01464107
0.133317633,25.39,0.01481307
0.1360753,25.93,0.015119478
0.142757967,27.03,0.015861996
0.146615633,25.74,0.016290626
0.140429633,24.21,0.015603293
0.1381843,22.67,0.015353811
0.126306633,20.31,0.01403407
0.122861633,18.89,0.013651293
0.115821967,17.38,0.012869107
0.111970967,15.85,0.012441219
0.1067743,14.41,0.011863811
0.101763967,12.86,0.011307107
0.1032183,11.29,0.0114687
0.0885403,9.92,0.009837811
0.089382633,8.439,0.009931404
0.077732967,6.09,0.008636996
0.0683573,4.619,0.007595256
0.064522967,3.323,0.007169219
0.054127633,1.968,0.006014181
0.051293633,0.6397,0.005699293
0.043830633,-0.5747,0.00487007
0.041839033,-1.989,0.004648781
0.0333876,-3.316,0.003709733
0.031030133,-4.665,0.003447793
0.025268033,-5.995,0.002807559
0.015739133,-8.071,0.001748793
0.009685967,-9.319,0.001076219
0.004935433,-10.54,0.000548381
-0.0028818,-11.94,-0.0003202
-0.0114013,-13.16,-0.001266811
-0.0187091,-14.46,-0.002078789
-0.0311749,-15.78,-0.003463878
-0.0361289,-16.83,-0.004014322
-0.043334083,-18.62,-0.004814898
-0.051173043,-19.6,-0.005685894
-0.06189878,-20.82,-0.006877642
-0.075984567,-22.05,-0.00844273
-0.079158367,-23.24,-0.008795374
-0.096174767,-24.82,-0.010686085
-0.095814033,-25.9,-0.010646004
-0.1022047,-26.47,-0.011356078
-0.104122067,-27.05,-0.011569119
-0.116911067,-28.08,-0.012990119
-0.124508,-28.88,-0.013834222
-0.124825633,-27.15,-0.013869515
-0.119463,-25.46,-0.013273667
-0.1086044,-23.74,-0.012067156
-0.105905367,-22.12,-0.011767263
-0.0988105,-20.32,-0.010978944
-0.095750833,-18.69,-0.010638981
-0.086351933,-17.28,-0.009594659
-0.078807467,-15.65,-0.008756385
-0.071880343,-13.29,-0.007986705
-0.066748147,-11.92,-0.007416461
-0.060868765,-10.48,-0.006763196
-0.056701262,-9.144,-0.00630014
-0.049859973,-7.807,-0.005539997
-0.047895097,-6.324,-0.005321677
-0.0342171,-4.93,-0.0038019
-0.024550633,-3.751,-0.002727848
-0.018082967,-2.305,-0.002009219
-0.010997967,-0.8732,-0.001221996
-0.0116416,0.02258,-0.001293511
-0.009875433,0.08258,-0.00109727
-0.010902233,0.1383,-0.001211359
-0.014365667,0.01354,-0.001596185
-0.010504833,-0.08804,-0.001167204
0.132110967,28.82,0.014678996
0.015576633,-1.19,0.001730737
-0.1140251,-28.06,-0.012669456
0.1268413,28.02,0.014093478
-0.1202312,-28.31,-0.013359022
0.122249633,28.6,0.013583293
-0.121537867,-28.33,-0.013504207
0.118211967,28.09,0.013134663
-0.122854433,-28.46,-0.013650493
0.123303967,27.99,0.013700441
-0.1183008,-28.06,-0.013144533
0.120901633,27.8,0.013433515
-0.124304933,-27.53,-0.013811659
0.120686967,28.83,0.013409663
-0.1224849,-28.95,-0.013609433
0.1238743,28.25,0.013763811
-0.1230251,-29.74,-0.013669456
0.125169633,28.9,0.013907737
-0.124202033,-29.25,-0.013800226
0.124747967,28.31,0.013860885
-0.1222767,-29.35,-0.0135863
0.130102633,28.72,0.014455848
-0.1233374,-28.91,-0.013704156
0.121497633,30.58,0.013499737
-0.1281279,-28.77,-0.014236433
0.119753967,27.47,0.013305996
0.011398133,0.4479,0.001266459
-0.120401367,-28.9,-0.01337793
-0.005195967,-0.7315,-0.00057733
0.122699967,28.15,0.01363333
0.0169208,-1.687,0.001880089
-0.1183047,-28.13,-0.013144967
-0.0064927,-0.3246,-0.000721411
0.123427633,28.33,0.013714181
-0.120855333,-0.575,-0.01342837
-0.120842267,-26.98,-0.013426919
-0.010768967,0.163,-0.001196552
0.119004967,28.13,0.013222774
0.0150768,0.1264,0.0016752
-0.122851967,-29,-0.013650219
-0.004701667,0.1314,-0.000522407
0.126756633,27.81,0.01408407
