Test unit;CT02;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
0;0;0
0.0017729;1.983540285;0.000122269
0.001712096;1.998954401;0.000118076
0.001598799;2.021142614;0.000110262
0.001422203;2.047955062;0.0000980829
0.001309881;2.080000197;0.0000903366
0.001220136;2.117967597;0.0000841473
0.001034706;2.162506278;0.000071359
0.000869881;2.209722147;0.0000599918
0.000641767;2.264563947;0.0000442598
0.000476945;2.322529134;0.0000328928
0.000343029;2.381792351;0.0000236572
0.000241995;2.447748539;0.0000166893
0.0000977751;2.520235445;0.00000674311
-0.0000587162;2.595440102;-0.00000404939
-0.000109237;2.675268994;-0.00000753356
-0.000159757;2.75923536;-0.0000110177
-0.000136677;2.845635532;-0.00000942597
-0.000145977;2.935037402;-0.0000100674
-0.000102292;3.029428576;-0.0000070546
-0.0000689086;3.125604544;-0.00000475232
-0.000013934;3.225025588;-0.000000960967
-0.00000263703;3.325663536;-0.000000181864
-0.0000134284;3.424638382;-0.000000926095
-0.0000261919;3.518461668;-0.00000180634
-0.0000698565;3.614150874;-0.00000481769
-0.000114507;3.709231627;-0.00000789702
-0.0000644564;3.801351248;-0.00000444527
-0.00000410494;3.894241574;-0.000000283099
0.000087643;3.98266992;0.00000604435
0.0000743966;4.074262215;0.0000051308
0.0000410406;4.168450573;0.00000283038
-0.0000354998;4.261543716;-0.00000244827
-0.0000899556;4.35463686;-0.00000620384
-0.0000884666;4.452638182;-0.00000610114
-0.0000869718;4.550842321;-0.00000599805
-0.0000535816;4.648519136;-0.00000369528
-0.0000942861;4.746358204;-0.00000650249
-0.0000697364;4.845860374;-0.00000480941
-0.0000245822;4.945403107;-0.00000169533
-0.0000339021;5.042755413;-0.00000233807
0.0000102555;5.140594481;0.000000707275
0.0000657027;5.239204254;0.00000453122
0.000152552;5.336029236;0.0000105208
0.000283077;5.437600142;0.0000195226
0.000370417;5.540063444;0.000025546
0.000415558;5.642770127;0.0000286592
0.000365505;5.746328642;0.0000252072
0.000294849;5.85155026;0.0000203344
0.000276693;5.959124558;0.0000190823
0.000311035;6.065157444;0.0000214507
0.000345376;6.171798782;0.0000238191
0.000400816;6.27844012;0.0000276425
0.000519061;6.383134411;0.0000357973
0.000602453;6.48040559;0.0000415485
0.000589669;6.577271133;0.0000406668
0.000523891;6.673852733;0.0000361304
0.000477731;6.766580803;0.000032947
0.000430591;6.85797028;0.0000296959
0.000341749;6.949887081;0.0000235689
0.000308365;7.047117696;0.0000212665
0.0002112;7.144267183;0.0000145655
0.000166535;7.240767655;0.0000114852
0.000144447;7.34128391;0.00000996187
0.000155239;7.442489743;0.0000107062
0.000240617;7.545196425;0.0000165943
0.000400091;7.649038883;0.0000275925
0.000685165;7.748784431;0.0000472528
0.001035012;7.848895051;0.0000713801
0.001321564;7.951358351;0.0000911424
0.001628225;8.051306717;0.000112291
0.001999172;8.153648327;0.000137874
0.002401023;8.254245708;0.000165588
0.002737591;8.351476322;0.000188799
0.003097728;8.453817932;0.000213636
0.003554534;8.558349969;0.00024514
0.004073642;8.660853833;0.000280941
0.004636423;8.767008408;0.000319753
0.005209506;8.873325237;0.000359276
0.005887589;8.978141217;0.000406041
0.006626493;9.076467044;0.000456999
0.007449781;9.175036252;0.000513778
0.008283368;9.273646023;0.000571267
0.009147371;9.370389875;0.000630853
0.010010388;9.46636302;0.000690372
0.010894011;9.560429684;0.000751311
0.011808542;9.653238879;0.000814382
0.012713755;9.750104421;0.000876811
0.013639085;9.846280384;0.000940627
0.014670405;9.939981976;0.001011752
0.015702217;10.0357523;0.001082912
0.016690842;10.12925108;0.001151093
0.017702553;10.22761747;0.001220866
0.018800131;10.32935062;0.001296561
0.019960016;10.42998857;0.001376553
0.021140014;10.52823327;0.001457932
0.022342096;10.6285467;0.001540834
0.023566277;10.73015817;0.00162526
0.024789956;10.83229696;0.001709652
0.025948838;10.93078504;0.001789575
0.027098907;11.03263988;0.00186889
0.02823918;11.13664459;0.00194753
0.029358352;11.2398786;0.002024714
0.030465722;11.33905626;0.002101084
0.031562292;11.43815279;0.00217671
0.032637763;11.53684368;0.00225088
0.033671029;11.63516951;0.00232214
0.034661603;11.73317083;0.002390455
0.035598677;11.83100989;0.002455081
0.036513654;11.92819994;0.002518183
0.037470821;12.02514661;0.002584195
0.038459385;12.1214037;0.002652371
0.039414558;12.2140912;0.002718245
0.040317244;12.30673814;0.0027805
0.041187525;12.39893888;0.002840519
0.042057807;12.49122075;0.002900538
0.042896192;12.58382713;0.002958358
0.043723288;12.67472984;0.003015399
0.044562186;12.76676833;0.003073254
0.045445275;12.86257922;0.003134157
0.046317065;12.95826842;0.00319428
0.047187856;13.05099649;0.003254335
0.04808075;13.14660456;0.003315914
0.048986944;13.24622842;0.00337841
0.04991524;13.34650129;0.00344243
0.050844043;13.44689585;0.003506486
0.051781625;13.54120589;0.003571147
0.052731516;13.63239255;0.003636656
0.05369271;13.72061807;0.003702946
0.054611197;13.80113654;0.003766289
0.055456599;13.87812598;0.003824593
0.056259298;13.94923372;0.003879952
0.057092883;14.01024117;0.00393744
0.057937772;14.06524522;0.003995708
0.058720375;14.11619292;0.004049681
0.059438673;14.15797329;0.004099219
0.060125074;14.19078912;0.004146557
0.060768774;14.21492438;0.00419095
0.061348174;14.22709342;0.004230909
0.061863786;14.22916216;0.004266468
0.062305307;14.22121172;0.004296918
0.062673238;14.20243084;0.004322292
0.062996956;14.16681612;0.004344618
0.06327647;14.11919462;0.004363894
0.063491683;14.05936352;0.004378737
0.063631282;13.98586253;0.004388364
0.063720408;13.90729111;0.004394511
0.063808531;13.82174277;0.004400588
0.063865261;13.72970429;0.004404501
0.063891608;13.63750354;0.004406318
0.063958634;13.53812307;0.00441094
0.064027175;13.43513244;0.004415667
0.064045745;13.33542746;0.004416948
0.064021117;13.23150388;0.004415249
0.064017586;13.12072507;0.004415006
0.064037173;13.01221782;0.004416357
0.064078862;12.90233141;0.004419232
0.064120551;12.79126866;0.004422107
0.064183843;12.68048985;0.004426472
0.064289327;12.5698733;0.004433747
0.064428222;12.45998689;0.004443326
0.064577414;12.3527371;0.004453615
0.064707025;12.25043606;0.004462553
0.06484794;12.15024431;0.004472272
0.065020754;12.05305427;0.00448419
0.065205383;11.96024507;0.004496923
0.065411106;11.86901785;0.004511111
0.065541725;11.77742556;0.004520119
0.065650235;11.68498144;0.004527602
0.065758744;11.59176661;0.004535086
0.065773082;11.49924136;0.004536075
0.065786411;11.40631047;0.004536994
0.065818312;11.30786296;0.004539194
0.065882109;11.21002389;0.004543594
0.065945907;11.11275272;0.004547994
0.065977299;11.01199308;0.004550159
0.065976798;10.91159852;0.004550124
0.065933597;10.81120396;0.004547145
0.065857994;10.71011982;0.004541931
0.065696997;10.60830554;0.004530827
0.06549229;10.50584224;0.00451671
0.065351885;10.403095;0.004507027
0.065210975;10.3001855;0.004497309
0.065006273;10.19731656;0.004483191
0.064780474;10.09079692;0.004467619
0.064627754;9.982086848;0.004457086
0.064453939;9.873376775;0.004445099
0.064334633;9.768357978;0.004436871
0.064268324;9.662811856;0.004432298
0.064243199;9.55511587;0.004430565
0.064303963;9.448758478;0.004434756
0.064322533;9.344997148;0.004436037
0.064268024;9.243710189;0.004432278
0.06419242;9.142260975;0.004427063
0.064074116;9.041460777;0.004418905
0.063954801;8.939524802;0.004410676
0.063813887;8.837102065;0.004400958
0.063737271;8.734882146;0.004395674
0.063703354;8.632986734;0.004393335
0.063713143;8.531334703;0.00439401
0.063765128;8.429601545;0.004397595
0.063742513;8.327057118;0.004396035
0.063741498;8.224512691;0.004395965
0.063815072;8.12180601;0.004401039
0.063867549;8.021330319;0.004404659
0.063857747;7.922598857;0.004403983
0.063826346;7.823542888;0.004401817
0.063773343;7.720633389;0.004398162
0.063667344;7.618737977;0.004390851
0.063498565;7.518343413;0.004379211
0.063296883;7.417015889;0.004365302
0.063137396;7.311185821;0.004354303
0.0630525;7.205112373;0.004348448
0.062915617;7.101756676;0.004339008
0.062820931;6.999212248;0.004332478
0.062736542;6.896383876;0.004326658
0.062694848;6.793920575;0.004323783
0.062568768;6.69458066;0.004315087
0.062399991;6.595119055;0.004303448
0.062241509;6.495941395;0.004292518
0.062062433;6.396925987;0.004280168
0.061904457;6.297951144;0.004269273
0.061714584;6.198732919;0.004256178
0.061450123;6.099352441;0.00423794
0.061227859;6.000053089;0.004222611
0.060994291;5.90055092;0.004206503
0.060825018;5.801170442;0.004194829
0.060666041;5.702601232;0.004183865
0.060507571;5.603869769;0.004172936
0.060391794;5.505138305;0.004164951
0.060254919;5.406569095;0.004155512
0.060096948;5.310474257;0.004144617
0.059895779;5.214744489;0.004130743
0.059746595;5.114674431;0.004120455
0.059513027;5.013995921;0.004104347
0.059238278;4.915264457;0.004085398
0.058942433;4.81637074;0.004064995
0.058689281;4.71382631;0.004047537
0.058446931;4.611322444;0.004030823
0.058120697;4.509710974;0.004008324
0.057784165;4.410614439;0.003985115
0.05736174;4.309165223;0.003955982
0.056918218;4.207594316;0.003925394
0.056497799;4.107240313;0.0038964
0.055991985;4.00595335;0.003861516
0.055456286;3.905761601;0.003824571
0.054846494;3.807922532;0.003782517
0.054162109;3.707974163;0.003735318
0.053466926;3.60774185;0.003687374
0.052720259;3.511444192;0.00363588
0.0519206;3.415917241;0.003580731
0.051058156;3.320268599;0.003521252
0.050154025;3.224579393;0.003458898
0.049218497;3.130228781;0.003394379
0.048367856;3.035918733;0.003335714
0.047517215;2.941730375;0.003277049
0.046623879;2.847339199;0.00321544
0.045697143;2.751649993;0.003151527
0.044770909;2.656244731;0.003087649
0.043875564;2.559784819;0.003025901
0.042968416;2.45797053;0.002963339
0.04214766;2.358387231;0.002906735
0.041337203;2.25912844;0.002850842
0.040504141;2.157963166;0.002793389
0.039672585;2.058947756;0.00273604
0.038860121;1.957823045;0.002680008
0.038046154;1.850938323;0.002623873
0.037286678;1.74685248;0.002571495
0.036485014;1.642198748;0.002516208
0.035628842;1.52963514;0.002457162
0.034836958;1.416300827;0.002402549
0.034076467;1.302560879;0.002350101
0.033379261;1.18845586;0.002302018
0.032682054;1.073580135;0.002253935
0.031920562;0.956513983;0.002201418
0.03119146;0.839042196;0.002151135
0.030494751;0.724450415;0.002103086
0.029799045;0.612292441;0.002055107
0.028996866;0.499688269;0.001999784
0.028227576;0.389761286;0.001946729
0.027406297;0.284864171;0.001890089
0.026532026;0.180575509;0.001829795
0.025679349;0.076286846;0.00177099
0.024826673;-0.027068857;0.001712184
0.024016184;-0.13018118;0.001656289
0.02320719;-0.231305893;0.001600496
0.022420296;-0.327846935;0.001546227
0.02161081;-0.424387977;0.001490401
0.020865106;-0.519103663;0.001438973
0.020235197;-0.609763003;0.001395531
0.019583194;-0.700097836;0.001350565
0.018931684;-0.787998861;0.001305633
0.018227189;-0.875291434;0.001257047
0.017500603;-0.961285976;0.001206938
0.016806904;-1.044238258;0.001159097
0.016069521;-1.125973637;0.001108243
0.015289444;-1.21208987;0.001054444
0.014477968;-1.297638215;0.000998481
0.013773455;-1.381807401;0.000949893
0.013012974;-1.47185829;0.000897447
0.012347182;-1.565641018;0.00085153
0.011690704;-1.660600086;0.000806255
0.01099302;-1.752030133;0.000758139
0.010316434;-1.841513134;0.000711478
0.009606966;-1.934241211;0.000662549
0.008885216;-2.027942812;0.000612774
0.008111957;-2.119332296;0.000559445
0.00734999;-2.210437835;0.000506896
0.006556625;-2.301867882;0.000452181
0.00568967;-2.392973422;0.000392391
0.00482321;-2.48265924;0.000332635
0.003977351;-2.573724216;0.0002743
0.003132478;-2.664708065;0.000216033
0.002298409;-2.756300367;0.000158511
0.001432445;-2.848014359;0.0000987893
0.000577775;-2.941553707;0.0000398466
-0.000234699;-3.034200658;-0.0000161861
-0.000973091;-3.127131554;-0.0000671097
-0.001743869;-3.220711466;-0.000120267
-0.002470468;-3.311614189;-0.000170377
-0.003270166;-3.401989587;-0.000225529
-0.004110089;-3.489322726;-0.000283454
-0.004973577;-3.583957288;-0.000343005
-0.005859146;-3.683986791;-0.000404079
-0.006701534;-3.781988122;-0.000462175
-0.007553232;-3.880395087;-0.000520913
-0.008365201;-3.986874182;-0.00057691
-0.009166868;-4.094448491;-0.000632198
-0.00996903;-4.201982236;-0.000687519
-0.010803075;-4.310976266;-0.00074504
-0.011648408;-4.423702135;-0.000803339
