Test unit,S2
Reference,Mazzon (2010)
top_displacement,horizontal_force,drift
[mm],[kN],[%]
-1.02,-145.2,-0.072
-1.01,-143.9,-0.071
-1.01,-142.2,-0.071
-1,-140.7,-0.07
-0.98,-139.6,-0.069
-0.96,-138.3,-0.068
-0.96,-136.4,-0.068
-0.95,-134.1,-0.067
-0.94,-131.9,-0.066
-0.93,-130,-0.066
-0.92,-128.6,-0.065
-0.91,-127.1,-0.064
-0.9,-125.1,-0.063
-0.89,-122.6,-0.062
-0.87,-120.6,-0.061
-0.86,-118.7,-0.061
-0.85,-116.7,-0.06
-0.84,-114.7,-0.059
-0.82,-112.6,-0.058
-0.81,-110.5,-0.057
-0.8,-108.5,-0.056
-0.78,-106,-0.055
-0.75,-103.3,-0.053
-0.75,-100.8,-0.053
-0.74,-98.8,-0.052
-0.73,-96.6,-0.051
-0.72,-94,-0.05
-0.7,-91.4,-0.05
-0.69,-89.1,-0.049
-0.67,-86.7,-0.047
-0.66,-84.2,-0.046
-0.64,-81.4,-0.045
-0.62,-78.6,-0.044
-0.61,-76.1,-0.043
-0.59,-73.5,-0.042
-0.57,-70.8,-0.04
-0.56,-68.1,-0.039
-0.54,-65.6,-0.038
-0.51,-63.1,-0.036
-0.5,-60.2,-0.035
-0.48,-56.9,-0.034
-0.47,-53.7,-0.033
-0.45,-51,-0.032
-0.44,-48.7,-0.031
-0.42,-46.1,-0.03
-0.4,-43.4,-0.028
-0.38,-40.5,-0.027
-0.37,-37.3,-0.026
-0.34,-34,-0.024
-0.32,-30.9,-0.023
-0.31,-28.1,-0.021
-0.29,-25.5,-0.02
-0.27,-22.7,-0.019
-0.26,-20,-0.018
-0.24,-17,-0.017
-0.21,-14,-0.015
-0.19,-11.1,-0.014
-0.18,-8.3,-0.013
-0.17,-5.7,-0.012
-0.16,-3.4,-0.011
-0.15,-1.9,-0.011
-0.14,-1.3,-0.01
-0.14,-1,-0.01
-0.14,-0.6,-0.01
-0.13,-0.2,-0.009
-0.12,0.9,-0.009
-0.1,4.1,-0.007
-0.06,10.5,-0.005
-0.02,17.5,-0.002
0.02,24.9,0.002
0.07,32.3,0.005
0.12,36.9,0.008
0.14,38.5,0.01
0.14,39.1,0.01
0.15,40.5,0.01
0.16,43.1,0.011
0.18,46.5,0.013
0.21,50,0.014
0.23,53.4,0.016
0.26,56.6,0.018
0.28,59.1,0.019
0.29,61.4,0.021
0.32,64.2,0.022
0.34,67.1,0.024
0.36,69.4,0.025
0.38,71.9,0.026
0.4,74.8,0.028
0.42,77.3,0.03
0.45,79.5,0.032
0.47,82.3,0.033
0.48,85.2,0.034
0.5,87.8,0.035
0.51,90.1,0.036
0.53,92.6,0.037
0.55,94.9,0.038
0.56,97.3,0.04
0.58,100.2,0.041
0.6,102.9,0.042
0.62,105,0.044
0.64,107.1,0.045
0.66,109.5,0.046
0.67,111.7,0.048
0.69,113.6,0.049
0.71,115.8,0.05
0.73,118.3,0.052
0.76,120.4,0.054
0.77,122.4,0.055
0.78,124.6,0.055
0.79,126.7,0.056
0.81,128.7,0.057
0.82,130.7,0.058
0.84,132.6,0.059
0.85,134.5,0.06
0.87,136.4,0.061
0.88,138.8,0.062
0.9,140.8,0.063
0.91,142.7,0.064
0.92,144.4,0.065
0.94,146,0.066
0.95,147.5,0.067
0.96,149.1,0.068
0.98,150.6,0.069
1,152.2,0.07
1.01,154,0.071
1.02,156,0.072
1.03,157.7,0.073
1.04,158.7,0.073
1.05,159.8,0.074
1.07,161.2,0.075
1.08,162.3,0.076
1.09,163.2,0.077
1.1,164.2,0.078
1.12,165.4,0.079
1.13,166.3,0.08
1.14,167.2,0.081
1.15,168.1,0.081
1.16,169,0.082
1.18,170.6,0.083
1.21,172,0.085
1.22,173.2,0.086
1.22,173.7,0.086
1.22,173.7,0.086
1.22,174,0.086
1.23,175.1,0.087
1.24,176.6,0.088
1.26,177.6,0.088
1.26,177.7,0.089
1.27,178.2,0.09
1.28,179.3,0.09
1.29,180,0.091
1.3,179.9,0.091
1.3,180.3,0.092
1.31,181.2,0.092
1.32,181.6,0.093
1.33,181.8,0.094
1.35,181.9,0.095
1.35,182.1,0.095
1.34,182.2,0.095
1.35,182.5,0.095
1.35,183.1,0.095
1.35,183.5,0.095
1.36,183.6,0.096
1.37,183.5,0.096
1.37,183.2,0.096
1.37,183.1,0.097
1.38,183.5,0.097
1.38,183.3,0.097
1.38,182.6,0.097
1.38,181.3,0.097
1.38,180.3,0.097
1.38,179.4,0.097
1.4,178.6,0.098
1.4,177.9,0.099
1.39,177.9,0.098
1.39,177.9,0.098
1.39,177.8,0.098
1.38,177.2,0.097
1.38,176.4,0.097
1.38,175.8,0.097
1.38,175,0.097
1.39,173.2,0.098
1.39,171.4,0.098
1.38,169.7,0.098
1.39,167.6,0.098
1.39,164.4,0.098
1.38,161.2,0.097
1.39,158.5,0.098
1.39,155.1,0.098
1.4,151.3,0.098
1.39,147.1,0.098
1.37,143.8,0.097
1.36,141.2,0.096
1.35,139.1,0.095
1.35,136.4,0.095
1.34,133.4,0.094
1.33,130.8,0.094
1.33,128.6,0.093
1.32,126.6,0.093
1.31,124.5,0.092
1.3,122.4,0.092
1.3,120.6,0.092
1.29,119.2,0.091
1.29,117.9,0.091
1.28,115.9,0.09
1.28,113.1,0.09
1.28,111,0.09
1.26,109.3,0.089
1.25,107.6,0.088
1.23,105.1,0.087
1.22,102.9,0.086
1.21,101.4,0.085
1.2,100,0.085
1.19,98.3,0.084
1.18,96,0.083
1.17,93.4,0.083
1.16,91.1,0.082
1.15,89.2,0.081
1.14,87.6,0.08
1.14,85.9,0.08
1.13,84.1,0.079
1.12,81.8,0.079
1.11,79.4,0.078
1.1,76.8,0.078
1.08,74.3,0.076
1.06,71.7,0.075
1.04,69.4,0.073
1.02,67.1,0.072
1.01,64.7,0.071
0.99,62.1,0.07
0.98,59.8,0.069
0.96,57.6,0.068
0.95,55.1,0.067
0.93,52.5,0.066
0.92,50,0.065
0.9,47.3,0.063
0.88,44.8,0.062
0.87,42.3,0.061
0.86,39.8,0.06
0.85,37.1,0.06
0.83,34.6,0.059
0.81,32.2,0.057
0.79,29.6,0.056
0.77,27,0.054
0.75,24.4,0.053
0.74,22,0.052
0.72,19.7,0.051
0.7,17.2,0.049
0.68,14.8,0.048
0.67,12.6,0.047
0.65,10.6,0.046
0.64,8.9,0.045
0.62,6.7,0.044
0.6,3.9,0.043
0.59,1.9,0.042
0.59,0.8,0.041
0.59,0.1,0.042
0.58,-0.3,0.041
0.57,-0.7,0.04
0.56,-1.5,0.039
0.54,-3.8,0.038
0.52,-7.9,0.036
0.47,-15.5,0.033
0.41,-24.4,0.029
0.36,-31.4,0.025
0.33,-36.3,0.023
0.31,-38.1,0.022
0.31,-39.1,0.022
0.3,-40.7,0.021
0.28,-43.5,0.02
0.26,-46.8,0.018
0.23,-50.5,0.016
0.22,-54,0.016
0.2,-56.7,0.014
0.18,-59.3,0.012
0.15,-62.3,0.011
0.13,-65.1,0.009
0.11,-67.6,0.008
0.09,-70.1,0.006
0.07,-72.6,0.005
0.06,-74.8,0.004
0.05,-77.3,0.003
0.03,-80.2,0.002
0.01,-83.2,0
-0.01,-86.3,-0.001
-0.04,-89.4,-0.003
-0.06,-92.2,-0.004
-0.08,-94.5,-0.005
-0.09,-96.6,-0.006
-0.1,-99.1,-0.007
-0.12,-101.4,-0.008
-0.15,-104.1,-0.01
-0.17,-107.2,-0.012
-0.2,-110.3,-0.014
-0.22,-113,-0.015
-0.24,-115.3,-0.017
-0.25,-117.3,-0.018
-0.27,-118.8,-0.019
-0.28,-120.5,-0.02
-0.3,-123.1,-0.021
-0.32,-126.2,-0.022
-0.34,-128.9,-0.024
-0.36,-131.1,-0.025
-0.38,-133.4,-0.027
-0.4,-135.7,-0.028
-0.4,-137.9,-0.028
-0.41,-139.8,-0.029
-0.44,-142.1,-0.031
-0.47,-145.3,-0.033
-0.49,-148,-0.035
-0.51,-149.8,-0.036
-0.52,-151.3,-0.037
-0.54,-152.8,-0.038
-0.55,-154.2,-0.039
-0.56,-155.8,-0.039
-0.58,-157.7,-0.041
-0.59,-159.4,-0.042
-0.61,-160.8,-0.043
-0.63,-163.1,-0.044
-0.65,-166,-0.046
-0.67,-168.1,-0.047
-0.68,-169.3,-0.048
-0.68,-170.5,-0.048
-0.69,-171.8,-0.049
-0.71,-173.3,-0.05
-0.74,-175.1,-0.052
-0.75,-176.8,-0.053
-0.77,-178.2,-0.054
-0.78,-179.7,-0.055
-0.8,-180.9,-0.056
-0.8,-181.8,-0.057
-0.82,-182.5,-0.058
-0.83,-184,-0.058
-0.84,-185.2,-0.059
-0.85,-186.7,-0.06
-0.86,-188.6,-0.061
-0.88,-190.1,-0.062
-0.89,-190.8,-0.062
-0.89,-191.4,-0.063
-0.89,-192,-0.062
-0.9,-192.8,-0.063
-0.92,-193.6,-0.065
-0.94,-194.6,-0.066
-0.95,-195.1,-0.067
-0.95,-195.2,-0.067
-0.96,-195.9,-0.067
-0.96,-196.8,-0.068
-0.98,-198.3,-0.069
-0.99,-199.7,-0.07
-1,-200.7,-0.071
-1.01,-201.1,-0.071
-1.02,-201.4,-0.072
-1.03,-201.4,-0.072
-1.03,-201.7,-0.073
-1.04,-202.2,-0.073
-1.04,-202.6,-0.073
-1.04,-202.3,-0.073
-1.04,-202,-0.073
-1.05,-201.7,-0.074
-1.06,-201.7,-0.074
-1.07,-203.3,-0.075
-1.08,-205.1,-0.076
-1.09,-205.9,-0.077
-1.09,-205.3,-0.077
-1.09,-204.2,-0.077
-1.09,-203.4,-0.077
-1.09,-202.9,-0.077
-1.09,-203.7,-0.077
-1.1,-205.9,-0.078
-1.11,-206.9,-0.078
-1.12,-206.7,-0.079
-1.12,-206.3,-0.079
-1.1,-205.5,-0.078
-1.1,-204.3,-0.078
-1.11,-203.3,-0.078
-1.12,-202.3,-0.079
-1.12,-201.8,-0.079
-1.13,-201.6,-0.079
-1.13,-200.8,-0.079
-1.13,-199.7,-0.079
-1.13,-198.6,-0.079
-1.12,-197.3,-0.079
-1.13,-195.5,-0.079
-1.13,-193.6,-0.079
-1.12,-191.9,-0.079
-1.12,-190.2,-0.079
-1.12,-188.2,-0.079
-1.13,-186,-0.079
-1.12,-183.7,-0.079
-1.11,-181.3,-0.078
-1.12,-178.4,-0.079
-1.13,-174.4,-0.079
-1.13,-169.6,-0.08
-1.13,-164.5,-0.08
-1.11,-160.6,-0.079
-1.1,-157.7,-0.078
-1.1,-155.6,-0.077
-1.09,-154.4,-0.077
-1.09,-153.6,-0.077
-1.08,-152.4,-0.076
-1.08,-151,-0.076
-1.06,-149.1,-0.075
-1.05,-147,-0.074
-1.04,-145.7,-0.073
-1.04,-144.5,-0.073
-1.02,-143.3,-0.072
-1,-142.1,-0.07
-1,-141.2,-0.071
-1.01,-140.2,-0.071
-1,-138.6,-0.07
-0.99,-137.1,-0.07
-0.98,-135.3,-0.069
-0.97,-132.8,-0.068
-0.95,-130.1,-0.067
-0.94,-128.1,-0.066
-0.93,-126.7,-0.065
-0.92,-125.4,-0.065
-0.91,-124,-0.064
-0.9,-122.1,-0.063
-0.88,-119.8,-0.062
-0.87,-117.6,-0.061
-0.85,-115.2,-0.06
-0.82,-112.7,-0.058
-0.81,-110.7,-0.057
-0.81,-108.8,-0.057
-0.8,-106.8,-0.056
-0.79,-104.6,-0.056
-0.78,-102.4,-0.055
-0.76,-99.9,-0.054
-0.75,-98,-0.053
-0.74,-96.1,-0.052
-0.72,-93.5,-0.051
-0.71,-91,-0.05
-0.69,-88.7,-0.049
-0.68,-86.3,-0.048
-0.66,-83.5,-0.046
-0.64,-80.8,-0.045
-0.63,-78.1,-0.044
-0.61,-75.8,-0.043
-0.58,-73.4,-0.041
-0.57,-70.8,-0.04
-0.56,-68,-0.039
-0.55,-65.1,-0.038
-0.53,-62.5,-0.037
-0.52,-59.8,-0.037
-0.5,-57.2,-0.035
-0.48,-54.5,-0.034
-0.46,-51.8,-0.033
-0.44,-49,-0.031
-0.42,-46.2,-0.03
-0.4,-43.1,-0.028
-0.38,-40.1,-0.027
-0.36,-37.1,-0.026
-0.35,-34.5,-0.024
-0.33,-31.9,-0.023
-0.3,-29,-0.021
-0.28,-26.3,-0.02
-0.27,-23.6,-0.019
-0.27,-21,-0.019
-0.26,-18.1,-0.018
-0.23,-15.2,-0.016
-0.21,-12.4,-0.015
-0.19,-9.8,-0.014
-0.18,-7.2,-0.012
-0.16,-4.7,-0.011
-0.15,-2.6,-0.01
-0.14,-1.5,-0.01
-0.13,-1.1,-0.009
-0.13,-0.8,-0.009
-0.12,-0.4,-0.009
-0.12,0.3,-0.009
-0.11,2.3,-0.008
-0.06,7.4,-0.005
-0.02,14.3,-0.001
0.02,20.9,0.001
0.06,28.4,0.004
0.1,34.5,0.007
0.13,37.9,0.009
0.14,39.6,0.01
0.16,41.6,0.011
0.18,44.9,0.013
0.21,48.7,0.015
0.24,53.1,0.017
0.27,57.2,0.019
0.3,60.9,0.021
0.33,64.4,0.023
0.36,68.1,0.025
0.38,71.5,0.027
0.42,74.6,0.029
0.45,78,0.032
0.47,81.4,0.033
0.49,84.8,0.035
0.51,88.2,0.036
0.54,91.6,0.038
0.56,95.2,0.039
0.59,99,0.042
0.62,102.3,0.043
0.64,104.8,0.045
0.66,107.6,0.047
0.69,110.7,0.048
0.71,113.7,0.05
0.74,116.7,0.052
0.77,120.3,0.054
0.8,123.6,0.056
0.82,126.2,0.058
0.85,129.2,0.06
0.88,132.2,0.062
0.89,135.1,0.063
0.91,138.1,0.064
0.92,140.9,0.065
0.94,143.5,0.066
0.96,146.1,0.068
0.99,148.9,0.069
1.01,151.4,0.071
1.02,153.6,0.072
1.04,156,0.073
1.07,158.6,0.075
1.09,161,0.077
1.11,163.5,0.078
1.14,165.8,0.08
1.16,167.8,0.082
1.18,169.5,0.083
1.21,171.1,0.085
1.23,172.7,0.086
1.24,174.6,0.088
1.26,177.1,0.089
1.28,179,0.09
1.3,180.6,0.092
1.32,182.6,0.093
1.34,183.9,0.095
1.36,184.8,0.096
1.38,186,0.097
1.39,187.1,0.098
1.41,188.7,0.1
1.44,190.6,0.101
1.46,191.5,0.103
1.47,191.9,0.104
1.49,192.3,0.105
1.51,192.9,0.106
1.53,194.1,0.108
1.55,195.8,0.109
1.56,196.8,0.11
1.57,196.9,0.111
1.58,196.7,0.112
1.59,197,0.112
1.61,198,0.113
1.62,199.1,0.114
1.64,200.1,0.116
1.66,200.6,0.117
1.67,200.9,0.118
1.68,200.8,0.118
1.69,201,0.119
1.7,201.7,0.12
1.72,202.4,0.121
1.73,202.8,0.121
1.75,203.1,0.123
1.76,203.7,0.124
1.76,203.7,0.124
1.76,203.6,0.124
1.77,204,0.125
1.78,204.6,0.125
1.78,204.8,0.126
1.79,204.8,0.126
1.8,205.1,0.127
1.8,205.1,0.127
1.81,205.3,0.128
1.82,205.3,0.128
1.82,205.1,0.128
1.82,204.4,0.128
1.83,204,0.129
1.83,204.5,0.129
1.85,205.2,0.13
1.87,205.1,0.131
1.86,204.1,0.131
1.86,202.1,0.131
1.85,200.8,0.131
1.85,200.3,0.13
1.85,200,0.13
1.85,199.9,0.13
1.85,199.7,0.131
1.85,199.2,0.131
1.85,198.6,0.131
1.86,197.8,0.131
1.86,196.5,0.131
1.86,194.4,0.131
1.86,192,0.131
1.86,189.6,0.131
1.86,186.1,0.131
1.87,182.5,0.131
1.87,178.8,0.132
1.86,174.9,0.131
1.84,171.9,0.13
1.83,169.4,0.129
1.82,167.3,0.128
1.82,165.4,0.128
1.81,162.9,0.127
1.8,160.1,0.127
1.79,157.7,0.126
1.78,155.9,0.126
1.78,154,0.125
1.77,151.9,0.124
1.75,149.9,0.124
1.74,148.2,0.123
1.74,146.7,0.122
1.73,144.7,0.122
1.73,143,0.122
1.72,141.1,0.121
1.7,139,0.12
1.68,136.8,0.118
1.66,134.7,0.117
1.65,132.7,0.116
1.63,130.5,0.115
1.62,128.4,0.114
1.61,126.4,0.113
1.59,124.6,0.112
1.58,122.7,0.111
1.57,120.8,0.11
1.55,118.8,0.109
1.54,116.1,0.108
1.52,113.4,0.107
1.5,111.3,0.106
1.49,108.6,0.105
1.49,105.8,0.105
1.47,103.2,0.104
1.45,100.6,0.102
1.42,97.9,0.1
1.41,95.8,0.099
1.39,93.6,0.098
1.38,90.9,0.097
1.36,87.9,0.096
1.34,84.6,0.094
1.32,81.5,0.093
1.3,78.6,0.092
1.29,76.1,0.091
1.27,73.5,0.09
1.25,70.6,0.088
1.23,67.7,0.087
1.21,64.8,0.085
1.2,61.8,0.085
1.19,58.7,0.084
1.16,55.5,0.081
1.13,52.4,0.079
1.1,49.4,0.078
1.08,46.6,0.076
1.06,43.6,0.074
1.04,40.6,0.073
1.01,37.6,0.071
0.99,34.1,0.069
0.96,30.8,0.068
0.94,27.7,0.066
0.91,24.5,0.064
0.89,21.4,0.063
0.87,18.4,0.061
0.85,15.7,0.06
0.83,13.1,0.058
0.82,10.7,0.058
0.8,8.6,0.057
0.77,5.7,0.054
0.74,2.9,0.052
0.72,1,0.051
0.71,0.2,0.05
0.71,-0.2,0.05
0.7,-0.7,0.049
0.69,-1.5,0.049
0.68,-4.1,0.048
0.65,-8.4,0.046
0.59,-16.6,0.042
0.52,-26.7,0.036
0.45,-36.1,0.031
0.4,-43,0.028
0.37,-45.9,0.026
0.37,-46.6,0.026
0.37,-47.8,0.026
0.34,-50.4,0.024
0.31,-53.9,0.022
0.28,-58.6,0.019
0.24,-63.2,0.017
0.21,-67.2,0.014
0.18,-70.1,0.013
0.16,-72.7,0.011
0.14,-75.4,0.01
0.12,-78.5,0.008
0.09,-82.1,0.007
0.07,-85.5,0.005
0.04,-88.9,0.003
0.01,-92.7,0.001
-0.02,-96.4,-0.001
-0.05,-100,-0.003
-0.07,-103.4,-0.005
-0.09,-106.3,-0.006
-0.12,-108.6,-0.008
-0.15,-111.4,-0.01
-0.17,-114.5,-0.012
-0.2,-117.8,-0.014
-0.23,-121.3,-0.016
-0.26,-124.8,-0.018
-0.28,-127.9,-0.02
-0.31,-130.8,-0.022
-0.33,-134.1,-0.023
-0.36,-137.1,-0.025
-0.38,-139.8,-0.027
-0.41,-142.4,-0.029
-0.43,-144.9,-0.03
-0.45,-147.7,-0.032
-0.47,-150.9,-0.033
-0.49,-153.9,-0.034
-0.51,-156.6,-0.036
-0.55,-159.6,-0.039
-0.58,-162.4,-0.041
-0.61,-164.5,-0.043
-0.63,-166.4,-0.045
-0.65,-168.5,-0.046
-0.67,-170.8,-0.047
-0.7,-173.5,-0.049
-0.72,-176.4,-0.051
-0.75,-179.3,-0.053
-0.77,-181.5,-0.055
-0.79,-183.2,-0.056
-0.81,-185,-0.057
-0.83,-186.9,-0.058
-0.85,-188.8,-0.06
-0.86,-190.8,-0.061
-0.87,-192.7,-0.061
-0.9,-194.7,-0.063
-0.92,-196.6,-0.065
-0.95,-198.3,-0.067
-0.97,-199.8,-0.068
-0.99,-201.4,-0.07
-1.01,-203,-0.071
-1.03,-204.5,-0.072
-1.05,-205.9,-0.074
-1.07,-207.1,-0.075
-1.09,-208.5,-0.076
-1.11,-210.1,-0.078
-1.13,-211.1,-0.079
-1.15,-212.2,-0.081
-1.17,-213.3,-0.082
-1.19,-214.2,-0.084
-1.19,-214.7,-0.084
-1.2,-214.9,-0.085
-1.22,-215.4,-0.086
-1.24,-216.3,-0.087
-1.26,-217.4,-0.089
-1.28,-218.5,-0.09
-1.3,-219.1,-0.091
-1.31,-219.7,-0.092
-1.32,-220.3,-0.093
-1.33,-220.7,-0.094
-1.34,-221.1,-0.095
-1.36,-221.7,-0.095
-1.37,-222.2,-0.096
-1.38,-222.9,-0.097
-1.4,-223.8,-0.098
-1.41,-224.1,-0.099
-1.42,-224,-0.1
-1.41,-224.1,-0.099
-1.42,-224.6,-0.1
-1.44,-225.2,-0.101
-1.46,-225.6,-0.103
-1.47,-225.8,-0.103
-1.48,-226,-0.104
-1.49,-226.3,-0.105
-1.49,-226.5,-0.105
-1.5,-226.5,-0.105
-1.51,-226.5,-0.106
-1.51,-226.9,-0.106
-1.52,-227.5,-0.107
-1.53,-227.8,-0.108
-1.53,-227.6,-0.108
-1.54,-227,-0.108
-1.54,-226.1,-0.108
-1.53,-225.5,-0.108
-1.52,-225.7,-0.107
-1.53,-226.9,-0.108
-1.55,-227.5,-0.109
-1.56,-227.3,-0.11
-1.56,-226.9,-0.11
-1.56,-226.6,-0.11
-1.56,-226.5,-0.11
-1.56,-226.2,-0.11
-1.56,-225.9,-0.11
-1.57,-225.5,-0.11
-1.57,-224.7,-0.11
-1.57,-223.8,-0.11
-1.57,-222.9,-0.11
-1.57,-221.5,-0.11
-1.57,-219.7,-0.11
-1.57,-217.7,-0.111
-1.56,-215.7,-0.11
-1.55,-213.3,-0.109
-1.56,-210.6,-0.11
-1.57,-207.5,-0.111
-1.58,-204.3,-0.111
-1.58,-200.6,-0.111
-1.58,-195.8,-0.112
-1.57,-190.5,-0.111
-1.54,-185.9,-0.109
-1.52,-183.1,-0.107
-1.51,-182.4,-0.107
-1.51,-182.6,-0.106
-1.51,-182.6,-0.106
-1.51,-181.8,-0.106
-1.49,-179.9,-0.105
-1.48,-178,-0.104
-1.46,-176.3,-0.103
-1.44,-175.5,-0.102
-1.44,-174.6,-0.101
-1.44,-172.9,-0.101
-1.43,-171.1,-0.101
-1.42,-169.3,-0.1
-1.4,-167.6,-0.099
-1.39,-165.9,-0.098
-1.37,-164.1,-0.097
-1.36,-162.5,-0.096
-1.35,-160.7,-0.095
-1.33,-158.6,-0.094
-1.31,-156.5,-0.093
-1.3,-154.5,-0.091
-1.28,-152.7,-0.09
-1.27,-150.8,-0.089
-1.26,-148.8,-0.089
-1.24,-147,-0.087
-1.21,-144.8,-0.085
-1.2,-142.3,-0.085
-1.19,-139.7,-0.084
-1.18,-137.2,-0.083
-1.17,-134.9,-0.082
-1.15,-132.7,-0.081
-1.14,-130.5,-0.08
-1.12,-128.1,-0.079
-1.1,-125.3,-0.078
-1.08,-122.5,-0.076
-1.06,-119.7,-0.075
-1.04,-116.7,-0.073
-1.02,-113.6,-0.072
-1,-110.8,-0.07
-0.98,-108.3,-0.069
-0.96,-105.9,-0.068
-0.93,-103.1,-0.065
-0.9,-100.1,-0.063
-0.89,-97.2,-0.062
-0.87,-94.2,-0.061
-0.85,-91.1,-0.06
-0.83,-87.8,-0.059
-0.81,-84.7,-0.057
-0.78,-81.2,-0.055
-0.76,-78.5,-0.054
-0.74,-75.3,-0.052
-0.72,-72,-0.051
-0.7,-69.1,-0.049
-0.68,-66.2,-0.048
-0.65,-62.9,-0.046
-0.63,-59.5,-0.044
-0.61,-56,-0.043
-0.58,-52.5,-0.041
-0.54,-49.1,-0.038
-0.52,-45.9,-0.037
-0.5,-42.5,-0.035
-0.49,-39.3,-0.034
-0.46,-36.4,-0.033
-0.44,-33,-0.031
-0.41,-29.4,-0.029
-0.38,-26,-0.027
-0.36,-22.5,-0.025
-0.33,-19.1,-0.023
-0.31,-15.9,-0.022
-0.28,-12.6,-0.02
-0.26,-9.3,-0.018
-0.24,-6.1,-0.017
-0.21,-3.3,-0.015
-0.2,-1.7,-0.014
-0.19,-1.2,-0.013
-0.17,-0.9,-0.012
-0.18,-0.4,-0.013
-0.18,0.5,-0.013
-0.17,3.2,-0.012
-0.13,9.2,-0.009
-0.08,16.4,-0.005
-0.01,24.5,-0.001
0.06,33.7,0.004
0.11,40.1,0.008
0.13,42.3,0.009
0.14,42.9,0.01
0.16,44.1,0.011
0.18,46.8,0.012
0.21,50.6,0.015
0.24,54.6,0.017
0.27,58.2,0.019
0.32,61.9,0.022
0.35,65.3,0.025
0.37,68.1,0.026
0.39,70.7,0.027
0.41,73.3,0.029
0.43,76.2,0.031
0.46,79.3,0.032
0.49,82.6,0.035
0.52,85.8,0.037
0.55,88.7,0.039
0.57,91.5,0.04
0.6,94.2,0.042
0.62,97.2,0.044
0.65,99.8,0.045
0.67,102.3,0.047
0.7,105.4,0.049
0.73,108.3,0.052
0.77,110.8,0.054
0.79,113.3,0.055
0.81,115.9,0.057
0.83,118.5,0.058
0.85,121.2,0.06
0.87,123.9,0.061
0.9,126.6,0.063
0.93,129.2,0.065
0.95,131.8,0.067
0.97,134,0.068
0.99,136.2,0.07
1.02,138.7,0.072
1.04,141.1,0.073
1.06,142.9,0.075
1.08,144.8,0.076
1.09,146.7,0.077
1.12,149.1,0.079
1.16,151.7,0.081
1.17,154.1,0.082
1.19,156,0.084
1.2,157.4,0.084
1.21,158.9,0.085
1.23,160.6,0.086
1.25,162.5,0.088
1.27,164.5,0.089
1.29,166.3,0.091
1.31,168,0.092
1.33,169.8,0.094
1.35,171.5,0.095
1.37,173.2,0.097
1.39,174.8,0.098
1.41,176.1,0.099
1.43,177.5,0.101
1.47,178.8,0.103
1.48,180,0.104
1.49,181.2,0.105
1.5,182.7,0.106
1.51,183.8,0.107
1.52,184.5,0.107
1.54,185.7,0.108
1.56,187,0.11
1.57,188.2,0.111
1.59,189.1,0.112
1.6,189.8,0.113
1.62,190.8,0.114
1.63,191.8,0.115
1.65,192.4,0.116
1.66,193.1,0.117
1.67,193.8,0.118
1.69,194.6,0.119
1.72,195.5,0.121
1.73,196.2,0.122
1.73,196.6,0.122
1.73,196.9,0.122
1.74,197.6,0.123
1.75,198,0.123
1.76,198.2,0.124
1.77,198.1,0.124
1.78,198.5,0.125
1.79,198.7,0.126
1.8,198.3,0.127
1.8,197.9,0.127
1.8,198.5,0.127
1.81,199.9,0.128
1.83,201.2,0.129
1.83,201.4,0.129
1.85,200.8,0.13
1.85,199.5,0.13
1.84,198.4,0.13
1.84,198.3,0.13
1.84,199.5,0.129
1.85,201.3,0.13
1.86,201.9,0.131
1.86,201.3,0.131
1.86,200.1,0.131
1.86,198.6,0.131
1.86,197.5,0.131
1.86,196.6,0.131
1.86,196.3,0.131
1.86,195.9,0.131
1.87,195.3,0.131
1.87,195.2,0.131
1.87,194.7,0.132
1.88,193.1,0.132
1.88,190.8,0.132
1.87,188.2,0.132
1.87,184.8,0.131
1.86,180.9,0.131
1.86,176.8,0.131
1.85,172.9,0.13
1.84,169.7,0.13
1.84,167.1,0.129
1.83,164.5,0.129
1.82,162.4,0.129
1.82,160.4,0.128
1.81,158.1,0.128
1.81,156.3,0.127
1.8,154.3,0.127
1.79,151.8,0.126
1.79,149.8,0.126
1.79,147.7,0.126
1.77,145.6,0.125
1.75,144,0.123
1.74,142.9,0.123
1.73,141.3,0.122
1.71,139.4,0.121
1.7,137.4,0.12
1.69,135.2,0.119
1.68,133.3,0.118
1.67,131.6,0.117
1.65,129.3,0.116
1.64,127.1,0.115
1.62,124.9,0.114
1.61,122.8,0.114
1.6,120.7,0.113
1.59,118.9,0.112
1.59,117.2,0.112
1.58,115.3,0.111
1.56,113.2,0.11
1.53,110.7,0.108
1.52,108.2,0.107
1.49,105.4,0.105
1.48,102.5,0.104
1.35,101,0.095
1.32,107.8,0.093
1.34,119.8,0.094
1.37,129,0.096
1.38,130.7,0.097
1.39,123.8,0.098
1.4,111.8,0.099
1.38,98.2,0.097
1.35,86.8,0.095
1.3,78.6,0.092
1.28,74,0.09
1.26,72.1,0.089
1.24,70.9,0.087
1.22,69.1,0.086
1.2,66.3,0.085
1.18,62.8,0.083
1.15,59.3,0.081
1.13,55.9,0.079
1.11,53.3,0.078
1.09,50.9,0.077
1.07,48.3,0.075
1.05,45.2,0.074
1.02,42.1,0.072
1,39.1,0.07
0.98,36,0.069
0.95,32.8,0.067
0.93,29.6,0.066
0.91,26.5,0.064
0.88,23.7,0.062
0.85,20.9,0.06
0.82,18.1,0.058
0.8,15.4,0.056
0.78,12.6,0.055
0.75,10.2,0.053
