Test unit,S2
Reference,Mazzon (2010)
top_displacement,horizontal_force,drift
[mm],[kN],[%]
5.71,138.2,0.402
5.63,135,0.397
5.55,131.6,0.391
5.46,128.5,0.385
5.38,125.6,0.379
5.29,122.6,0.372
5.19,118.9,0.366
5.1,115.5,0.359
5.01,112.4,0.353
4.93,109.3,0.347
4.84,106,0.341
4.74,102.5,0.334
4.64,99,0.327
4.54,95.6,0.32
4.45,92.3,0.313
4.35,89.1,0.307
4.25,85.6,0.3
4.14,81.8,0.292
4.04,78.1,0.284
3.95,74.6,0.278
3.84,71.2,0.271
3.73,67.9,0.263
3.63,64.7,0.255
3.52,61.4,0.248
3.42,57.9,0.241
3.31,54.3,0.233
3.2,50.7,0.225
3.09,47.2,0.217
2.98,43.8,0.21
2.87,40.5,0.202
2.76,37.2,0.194
2.66,34,0.187
2.55,30.6,0.18
2.44,27.1,0.172
2.32,23.8,0.164
2.22,20.7,0.156
2.13,17.6,0.15
2.01,14.3,0.141
1.89,11.2,0.133
1.78,8.5,0.125
1.67,5.1,0.117
1.55,2.4,0.109
1.48,1,0.105
1.44,0.5,0.102
1.41,-0.3,0.1
1.38,-1.4,0.097
1.32,-4.4,0.093
1.23,-7.5,0.086
1.09,-12.7,0.077
0.91,-18.9,0.064
0.7,-25.9,0.049
0.46,-33.7,0.033
0.22,-41.5,0.016
0.03,-47,0.002
-0.08,-49.1,-0.005
-0.14,-50.5,-0.01
-0.23,-53.8,-0.016
-0.36,-58.4,-0.025
-0.5,-62.9,-0.035
-0.63,-66.7,-0.044
-0.74,-70,-0.052
-0.85,-73.3,-0.06
-0.96,-76.8,-0.068
-1.09,-80.5,-0.077
-1.21,-84.1,-0.085
-1.33,-87.4,-0.093
-1.44,-90.7,-0.102
-1.55,-94,-0.109
-1.65,-97.3,-0.116
-1.75,-100.7,-0.124
-1.87,-104.2,-0.132
-1.99,-107.8,-0.14
-2.11,-111.2,-0.149
-2.23,-114.5,-0.157
-2.34,-117.6,-0.165
-2.45,-120.7,-0.173
-2.56,-123.9,-0.18
-2.66,-127.1,-0.188
-2.77,-130.5,-0.195
-2.88,-133.8,-0.203
-2.99,-137,-0.21
-3.09,-140.1,-0.218
-3.19,-142.9,-0.225
-3.29,-145.7,-0.232
-3.39,-148.6,-0.239
-3.48,-151.7,-0.245
-3.59,-154.7,-0.252
-3.71,-157.7,-0.261
-3.82,-160.4,-0.269
-3.92,-163.1,-0.276
-4.01,-165.7,-0.283
-4.1,-168.1,-0.289
-4.19,-170.6,-0.295
-4.28,-173.3,-0.301
-4.38,-176,-0.308
-4.48,-178.5,-0.315
-4.56,-180.6,-0.321
-4.65,-182.8,-0.327
-4.73,-185.1,-0.333
-4.83,-187.5,-0.34
-4.92,-189.9,-0.347
-5,-191.8,-0.352
-5.06,-193.6,-0.356
-5.14,-195.7,-0.362
-5.24,-197.8,-0.369
-5.33,-199.9,-0.376
-5.42,-201.7,-0.382
-5.49,-203.3,-0.387
-5.56,-205,-0.392
-5.63,-206.7,-0.397
-5.71,-208.5,-0.402
-5.79,-210.1,-0.407
-5.86,-211.6,-0.412
-5.93,-213,-0.417
-5.99,-214.2,-0.422
-6.05,-215.5,-0.426
-6.11,-216.9,-0.431
-6.18,-218.2,-0.435
-6.23,-219.5,-0.439
-6.28,-220.5,-0.442
-6.34,-221.5,-0.447
-6.41,-222.6,-0.451
-6.47,-223.6,-0.456
-6.53,-224.5,-0.46
-6.58,-225.3,-0.464
-6.63,-226,-0.467
-6.68,-227,-0.471
-6.73,-227.8,-0.474
-6.78,-228.3,-0.477
-6.82,-228.7,-0.48
-6.86,-229.1,-0.483
-6.9,-229.8,-0.486
-6.94,-230.6,-0.489
-6.98,-231.3,-0.492
-7.02,-231.6,-0.494
-7.04,-231.7,-0.495
-7.06,-231.9,-0.497
-7.1,-232.5,-0.5
-7.14,-232.9,-0.503
-7.17,-232.8,-0.505
-7.19,-232.9,-0.506
-7.22,-233.3,-0.508
-7.24,-233.6,-0.51
-7.26,-233.7,-0.511
-7.28,-233.5,-0.512
-7.29,-233.2,-0.513
-7.3,-233.2,-0.514
-7.31,-233.1,-0.515
-7.31,-232.6,-0.515
-7.32,-232.3,-0.515
-7.33,-232.6,-0.516
-7.33,-232.8,-0.516
-7.33,-232.8,-0.516
-7.34,-232.3,-0.517
-7.35,-230.9,-0.518
-7.36,-228.7,-0.518
-7.36,-226.7,-0.518
-7.36,-224.1,-0.518
-7.36,-221.2,-0.518
-7.36,-218,-0.518
-7.35,-214,-0.518
-7.32,-209.5,-0.515
-7.27,-206.2,-0.512
-7.25,-205.3,-0.51
-7.24,-205.5,-0.51
-7.23,-204.8,-0.509
-7.21,-203,-0.508
-7.18,-200.7,-0.505
-7.13,-198.3,-0.502
-7.1,-196.8,-0.5
-7.08,-195.6,-0.499
-7.07,-193.9,-0.498
-7.04,-191.6,-0.496
-7,-188.8,-0.493
-6.96,-186.5,-0.49
-6.92,-184.5,-0.487
-6.89,-182.5,-0.485
-6.84,-180.2,-0.482
-6.8,-177.5,-0.479
-6.76,-175.2,-0.476
-6.72,-172.8,-0.473
-6.66,-169.9,-0.469
-6.61,-167,-0.465
-6.55,-164.2,-0.462
-6.5,-161.7,-0.458
-6.43,-159.1,-0.453
-6.38,-156.4,-0.449
-6.33,-153.5,-0.446
-6.27,-150.4,-0.442
-6.21,-147.3,-0.438
-6.15,-144.4,-0.433
-6.09,-141.4,-0.429
-6.02,-138.3,-0.424
-5.95,-134.9,-0.419
-5.88,-131.7,-0.414
-5.81,-128.9,-0.409
-5.75,-126,-0.405
-5.68,-122.7,-0.4
-5.6,-119.1,-0.395
-5.52,-115.5,-0.389
-5.44,-112.3,-0.383
-5.36,-109.3,-0.377
-5.27,-106,-0.371
-5.19,-102.3,-0.366
-5.11,-98.6,-0.36
-5.03,-95.3,-0.354
-4.95,-92.1,-0.348
-4.86,-88.6,-0.343
-4.77,-84.8,-0.336
-4.68,-81.1,-0.33
-4.59,-77.7,-0.323
-4.5,-74.2,-0.317
-4.41,-70.4,-0.31
-4.32,-66.8,-0.304
-4.22,-63.2,-0.297
-4.13,-59.6,-0.291
-4.04,-56.1,-0.284
-3.93,-52.3,-0.277
-3.81,-48.4,-0.268
-3.71,-44.8,-0.261
-3.62,-41.2,-0.255
-3.53,-37.5,-0.249
-3.43,-33.7,-0.242
-3.33,-29.9,-0.235
-3.23,-26.3,-0.227
-3.12,-22.7,-0.22
-3.02,-19.1,-0.213
-2.91,-15.3,-0.205
-2.8,-11.4,-0.197
-2.69,-7.8,-0.189
-2.59,-4.6,-0.183
-2.51,-2,-0.176
-2.46,-1.1,-0.173
-2.43,-0.7,-0.171
-2.4,-0,-0.169
-2.35,1.3,-0.166
-2.29,4.5,-0.161
-2.17,9.2,-0.153
-2.02,14.1,-0.142
-1.85,19.7,-0.13
-1.64,26.6,-0.115
-1.39,34.1,-0.098
-1.16,40.7,-0.082
-1.01,43.9,-0.071
-0.95,45,-0.067
-0.88,47.4,-0.062
-0.76,51.1,-0.053
-0.61,55.2,-0.043
-0.47,58.8,-0.033
-0.36,61.6,-0.025
-0.25,64.5,-0.018
-0.12,67.6,-0.009
0,71.1,0
0.13,74.6,0.009
0.25,77.8,0.017
0.37,81.2,0.026
0.5,84.9,0.035
0.64,88.7,0.045
0.78,92.3,0.055
0.9,95.7,0.064
1.03,99,0.072
1.16,102.6,0.081
1.29,106.3,0.091
1.43,110.1,0.101
1.57,113.6,0.111
1.7,116.9,0.12
1.82,120.2,0.128
1.95,123.5,0.137
2.1,127.2,0.148
2.22,130.8,0.156
2.34,134.2,0.165
2.47,137.4,0.174
2.59,140.8,0.182
2.71,144.1,0.191
2.85,147.6,0.201
2.97,150.6,0.209
3.1,153.8,0.218
3.23,157.4,0.227
3.36,160.5,0.236
3.48,163.4,0.245
3.6,166.6,0.254
3.73,169.8,0.262
3.84,172.6,0.27
3.95,175.4,0.278
4.08,178.3,0.287
4.21,181.4,0.296
4.32,184.6,0.304
4.44,187.6,0.313
4.56,190.5,0.321
4.68,193.4,0.329
4.78,195.6,0.337
4.88,197.7,0.344
4.98,200,0.351
5.09,202.9,0.359
5.22,205.9,0.367
5.34,208.7,0.376
5.46,211.1,0.384
5.56,212.6,0.392
5.66,214.4,0.398
5.76,216.6,0.406
5.87,219,0.413
5.99,221.1,0.422
6.08,222.2,0.428
6.15,223.4,0.433
6.24,225.5,0.439
6.35,228.1,0.447
6.46,229.8,0.455
6.54,230.4,0.461
6.62,231.6,0.466
6.72,233.8,0.473
6.82,235.5,0.481
6.91,236.2,0.487
6.98,236.5,0.491
7.04,237.3,0.496
7.13,239.3,0.502
7.23,241.2,0.509
7.33,242.3,0.516
7.41,242.2,0.522
7.46,242,0.526
7.51,242.9,0.529
7.58,244.5,0.534
7.66,245.8,0.539
7.74,246.6,0.545
7.81,247.1,0.55
7.88,247.5,0.555
7.93,247.4,0.558
7.97,247.7,0.561
8.04,249.2,0.566
8.12,250.4,0.572
8.18,250,0.576
8.2,248.6,0.578
8.23,248.9,0.579
8.29,250.8,0.584
8.37,252,0.589
8.44,251.8,0.594
8.46,250.7,0.596
8.47,250.1,0.597
8.5,251.1,0.599
8.56,252.5,0.603
8.6,252,0.605
8.62,251.4,0.607
8.64,251.7,0.608
8.67,251.9,0.61
8.7,252.3,0.613
8.73,252.5,0.615
8.75,251.7,0.616
8.76,251.3,0.617
8.78,251.4,0.618
8.8,252.3,0.62
8.82,252,0.621
8.83,251.1,0.622
8.85,250.9,0.623
8.85,250.2,0.623
8.85,249.8,0.623
8.85,249.7,0.623
8.85,249.8,0.623
8.86,250.2,0.624
8.87,250,0.624
8.87,247.7,0.625
8.87,244.4,0.625
8.87,241,0.625
8.85,236.8,0.623
8.82,233.1,0.621
8.79,231.7,0.619
8.79,231.1,0.619
8.77,229.4,0.617
8.73,227.4,0.615
8.71,226.1,0.614
8.7,225.7,0.613
8.67,224.5,0.611
8.63,222.3,0.608
8.58,220.4,0.605
8.55,219.5,0.602
8.53,218.4,0.601
8.49,216.2,0.598
8.45,214.2,0.595
8.4,212.3,0.592
8.35,209.9,0.588
8.3,207.7,0.584
8.26,206.5,0.582
8.22,204.8,0.579
8.16,202.2,0.575
8.11,199.9,0.571
8.05,197.4,0.567
7.99,194.8,0.563
7.94,193.1,0.559
7.87,190.8,0.554
7.8,188.2,0.549
7.73,185.8,0.545
7.66,183.2,0.539
7.58,180.3,0.534
7.51,177.7,0.529
7.45,175.8,0.525
7.38,173.2,0.52
7.29,170.1,0.514
7.22,167.4,0.508
7.15,165.1,0.503
7.06,162,0.497
6.96,158.3,0.49
6.86,155.4,0.483
6.79,153.3,0.478
6.74,151.4,0.474
6.66,148.4,0.469
6.55,144.3,0.461
6.43,140.3,0.453
6.33,137.2,0.446
6.25,134.9,0.44
6.17,132.6,0.435
6.08,129.2,0.428
5.97,125.1,0.42
5.85,121.1,0.412
5.74,118,0.404
5.66,115.6,0.399
5.58,112.4,0.393
5.47,108.7,0.385
5.36,104.8,0.377
5.24,100.7,0.369
5.14,97.5,0.362
5.04,94.4,0.355
4.92,91,0.347
4.8,87,0.338
4.68,83.1,0.329
4.56,79.6,0.321
4.45,76.2,0.314
4.34,72.6,0.305
4.22,68.9,0.297
4.1,65,0.289
3.98,61.1,0.28
3.86,57.5,0.272
3.74,54.3,0.264
3.63,50.8,0.255
3.5,47.1,0.246
3.37,43.3,0.237
3.25,39.6,0.229
3.13,36,0.221
3.01,32.6,0.212
2.89,29.2,0.203
2.77,25.6,0.195
2.64,22.1,0.186
2.51,18.6,0.177
2.38,15.1,0.168
2.25,11.7,0.159
2.14,9,0.151
2.02,5.7,0.142
1.89,2.7,0.133
1.8,1,0.127
1.76,0.5,0.124
1.73,-0.2,0.121
1.69,-1.4,0.119
1.62,-4.4,0.114
1.54,-7.4,0.108
1.4,-12.4,0.099
1.21,-18.4,0.085
0.99,-25.1,0.07
0.74,-32.6,0.052
0.48,-40.5,0.034
0.22,-47.9,0.015
0.04,-52.6,0.003
-0.06,-54.6,-0.004
-0.14,-56.8,-0.01
-0.25,-60.6,-0.018
-0.4,-65.3,-0.028
-0.56,-69.9,-0.04
-0.71,-73.7,-0.05
-0.83,-77.1,-0.058
-0.95,-80.4,-0.067
-1.07,-84.1,-0.075
-1.2,-88,-0.084
-1.33,-91.9,-0.094
-1.48,-95.7,-0.104
-1.61,-99.3,-0.113
-1.73,-102.8,-0.122
-1.86,-106.2,-0.131
-1.98,-109.8,-0.139
-2.12,-113.7,-0.149
-2.25,-117.5,-0.159
-2.38,-120.9,-0.168
-2.5,-124.2,-0.176
-2.62,-127.5,-0.184
-2.74,-131.2,-0.193
-2.87,-135.1,-0.202
-2.99,-138.5,-0.211
-3.11,-141.7,-0.219
-3.22,-144.6,-0.227
-3.33,-147.9,-0.234
-3.46,-151.4,-0.244
-3.6,-154.8,-0.253
-3.73,-158,-0.263
-3.84,-160.7,-0.271
-3.94,-163.3,-0.278
-4.05,-166.3,-0.285
-4.17,-169.5,-0.293
-4.28,-172.7,-0.302
-4.4,-175.4,-0.31
-4.5,-178,-0.317
-4.61,-180.5,-0.324
-4.71,-183.2,-0.332
-4.83,-186,-0.34
-4.94,-188.7,-0.348
-5.04,-191.2,-0.355
-5.13,-193.4,-0.361
-5.23,-195.6,-0.368
-5.33,-197.9,-0.375
-5.44,-200.3,-0.383
-5.55,-202.6,-0.391
-5.64,-204.8,-0.397
-5.74,-206.7,-0.404
-5.82,-208.6,-0.41
-5.91,-210.5,-0.416
-6,-212.6,-0.423
-6.11,-214.6,-0.43
-6.2,-216.2,-0.436
-6.27,-217.4,-0.442
-6.35,-218.9,-0.447
-6.43,-220.5,-0.453
-6.52,-222.1,-0.459
-6.6,-223.6,-0.465
-6.67,-224.9,-0.47
-6.76,-226,-0.476
-6.84,-227.2,-0.482
-6.92,-228.4,-0.487
-7,-229.3,-0.493
-7.06,-230.1,-0.497
-7.13,-231,-0.502
-7.19,-232,-0.507
-7.26,-233,-0.512
-7.33,-233.9,-0.516
-7.4,-234.5,-0.521
-7.45,-234.8,-0.525
-7.5,-235.2,-0.529
-7.56,-236,-0.533
-7.63,-236.9,-0.537
-7.68,-237.3,-0.541
-7.71,-237.2,-0.543
-7.75,-237.3,-0.546
-7.8,-238,-0.549
-7.86,-238.1,-0.553
-7.9,-238.7,-0.556
-7.95,-239.5,-0.56
-8,-239.8,-0.563
-8.03,-239.8,-0.566
-8.06,-239.6,-0.568
-8.09,-239.8,-0.57
-8.12,-240,-0.572
-8.15,-240.2,-0.574
-8.18,-240.1,-0.576
-8.2,-240,-0.577
-8.22,-240.1,-0.579
-8.24,-240.1,-0.58
-8.25,-240,-0.581
-8.25,-239.7,-0.581
-8.27,-239.6,-0.582
-8.29,-239.6,-0.584
-8.31,-239.5,-0.585
-8.32,-239.1,-0.586
-8.33,-238.7,-0.587
-8.33,-238.4,-0.587
-8.33,-237.8,-0.587
-8.33,-236.9,-0.587
-8.33,-235.4,-0.587
-8.33,-233.8,-0.587
-8.33,-232,-0.587
-8.33,-229.5,-0.587
-8.33,-226.3,-0.587
-8.33,-222.5,-0.587
-8.31,-218,-0.585
-8.24,-213.6,-0.58
-8.19,-211.5,-0.577
-8.19,-211.3,-0.577
-8.19,-211,-0.577
-8.18,-209.8,-0.576
-8.15,-207.6,-0.574
-8.11,-205.5,-0.571
-8.08,-203.6,-0.569
-8.05,-202,-0.567
-8.02,-200.2,-0.565
-7.98,-198,-0.562
-7.94,-195.7,-0.559
-7.89,-193.4,-0.556
-7.85,-190.9,-0.553
-7.8,-188.3,-0.549
-7.75,-185.9,-0.546
-7.7,-183.7,-0.543
-7.64,-181.3,-0.538
-7.59,-178.5,-0.535
-7.54,-175,-0.531
-7.48,-171.9,-0.527
-7.43,-169.4,-0.523
-7.38,-167,-0.52
-7.32,-164.3,-0.516
-7.26,-161.1,-0.511
-7.19,-157.8,-0.506
-7.12,-154.7,-0.501
-7.05,-151.5,-0.496
-6.98,-148.6,-0.491
-6.91,-145.8,-0.487
-6.84,-142.7,-0.482
-6.76,-139.2,-0.476
-6.68,-135.6,-0.47
-6.58,-132.1,-0.463
-6.49,-129.1,-0.457
-6.42,-126,-0.452
-6.35,-122.7,-0.447
-6.27,-119.1,-0.441
-6.18,-115.3,-0.435
-6.1,-111.7,-0.429
-6.01,-108.4,-0.423
-5.92,-105.1,-0.417
-5.83,-101.5,-0.41
-5.73,-97.8,-0.403
-5.63,-94.1,-0.396
-5.53,-90.6,-0.389
-5.43,-86.9,-0.382
-5.33,-83.1,-0.375
-5.23,-79.4,-0.368
-5.12,-75.6,-0.361
-5,-71.8,-0.352
-4.89,-68,-0.345
-4.79,-64.2,-0.338
-4.7,-60.6,-0.331
-4.6,-56.8,-0.324
-4.49,-53,-0.316
-4.37,-49.1,-0.308
-4.26,-45.6,-0.3
-4.15,-41.8,-0.292
-4.03,-38,-0.284
-3.91,-34.2,-0.275
-3.79,-30.4,-0.267
-3.68,-26.5,-0.259
-3.56,-22.6,-0.25
-3.44,-18.9,-0.243
-3.33,-15.2,-0.234
-3.2,-11.5,-0.226
-3.07,-7.7,-0.216
-2.96,-4.3,-0.209
-2.87,-1.8,-0.202
-2.83,-1.1,-0.199
-2.8,-0.6,-0.197
-2.78,0.1,-0.196
-2.73,1.8,-0.192
-2.64,5.3,-0.186
-2.49,9.9,-0.175
-2.32,14.8,-0.163
-2.13,20.4,-0.15
-1.9,27.1,-0.134
-1.64,34.3,-0.116
-1.38,41.1,-0.097
-1.2,45.3,-0.084
-1.1,46.9,-0.077
-1.01,48.9,-0.071
-0.89,52.4,-0.062
-0.74,56.4,-0.052
-0.59,60.2,-0.042
-0.45,63.5,-0.032
-0.33,66.5,-0.023
-0.2,69.6,-0.014
-0.07,73,-0.005
0.07,76.3,0.005
0.21,79.8,0.015
0.35,83.2,0.025
0.49,86.4,0.034
0.61,89.5,0.043
0.74,92.7,0.052
0.88,96.1,0.062
1.02,99.5,0.072
1.15,102.7,0.081
1.29,105.8,0.091
1.42,109.1,0.1
1.54,112.4,0.109
1.67,115.7,0.118
1.8,118.6,0.127
1.93,121.7,0.136
2.06,125,0.145
2.2,128.4,0.155
2.33,131.9,0.164
2.46,134.7,0.173
2.58,137.5,0.182
2.7,140.4,0.19
2.82,143.5,0.199
2.96,146.9,0.208
3.09,150.1,0.218
3.22,153,0.227
3.35,155.5,0.236
3.47,158.3,0.245
3.6,161.5,0.253
3.73,164.6,0.262
3.85,167.3,0.271
3.96,169.8,0.279
4.07,172.4,0.287
4.19,175.2,0.295
4.32,178.3,0.304
4.44,181.1,0.313
4.55,183.5,0.321
4.66,185.9,0.328
4.77,188.3,0.336
4.89,190.8,0.344
5,193.3,0.352
5.11,195.8,0.36
5.23,198.2,0.368
5.35,200.4,0.377
5.46,202.5,0.385
5.56,204.4,0.391
5.65,206.3,0.398
5.75,208.3,0.405
5.85,210.5,0.412
5.96,212.6,0.42
6.06,214.2,0.427
6.15,215.5,0.433
6.24,217,0.44
6.34,218.7,0.446
6.43,220.7,0.453
6.54,222.5,0.461
6.64,223.9,0.467
6.72,224.9,0.474
6.8,225.9,0.479
6.89,227.3,0.485
6.99,228.9,0.492
7.07,230.4,0.498
7.16,231.6,0.504
7.23,232.3,0.509
7.3,233,0.514
7.37,234.1,0.519
7.45,235.4,0.525
7.53,236.4,0.53
7.6,237.2,0.535
7.67,237.9,0.54
7.73,238.5,0.545
7.8,239.3,0.549
7.87,240.3,0.554
7.94,240.9,0.559
8,241.3,0.563
8.05,241.4,0.567
8.11,242.2,0.571
8.17,243.1,0.576
8.22,243.7,0.579
8.27,243.9,0.582
8.31,244.1,0.585
8.36,244.4,0.589
8.4,244.7,0.592
8.44,244.9,0.595
8.49,245.5,0.598
8.53,246.1,0.601
8.57,246.2,0.604
8.6,245.8,0.606
8.63,245.7,0.607
8.66,246,0.61
8.69,246.6,0.612
8.72,246.9,0.614
8.74,246.5,0.616
8.77,246,0.618
8.79,246.5,0.619
8.81,246.9,0.62
8.83,246.8,0.622
8.83,246,0.622
8.84,245.4,0.623
8.85,245.7,0.623
8.86,246,0.624
8.87,245.5,0.624
8.87,244.9,0.625
8.87,244.3,0.625
8.87,243.9,0.625
8.87,243.6,0.625
8.87,242.8,0.625
8.88,241.3,0.625
8.88,239,0.625
8.88,236,0.626
8.88,232.2,0.625
8.84,228.3,0.623
8.81,225.3,0.62
8.78,223.5,0.618
8.75,222.3,0.616
8.73,221,0.615
8.7,219.8,0.613
8.68,218.3,0.611
8.64,216.6,0.609
8.61,215.2,0.607
8.59,213.9,0.605
8.55,212.2,0.602
8.51,210,0.599
8.47,208.2,0.596
8.42,206.6,0.593
8.38,204.9,0.59
8.35,203,0.588
8.3,200.9,0.585
8.24,198.6,0.581
8.19,196.5,0.576
8.13,194.2,0.572
8.07,192,0.568
8.01,189.9,0.564
7.95,187.9,0.56
7.89,185.7,0.556
7.83,182.9,0.551
7.75,179.9,0.546
7.69,177.7,0.541
7.62,175.6,0.537
7.56,173.2,0.532
7.49,170.5,0.527
7.41,167.7,0.522
7.34,164.7,0.517
7.27,162,0.512
7.19,159.6,0.506
7.11,157,0.5
7.02,154.1,0.494
6.93,151.2,0.488
6.84,148.3,0.482
6.75,145.4,0.475
6.66,142.5,0.469
6.58,139.5,0.463
6.48,136.2,0.456
6.38,133,0.45
6.3,130.3,0.444
6.21,127.2,0.437
6.11,123.9,0.43
6.01,120.7,0.423
5.91,117.4,0.417
5.82,114.3,0.41
5.73,110.9,0.403
5.62,107.8,0.396
5.5,104.3,0.388
5.39,100.8,0.38
5.28,97.3,0.372
5.17,93.8,0.364
5.06,90.6,0.357
4.96,87.3,0.349
4.84,83.8,0.341
4.73,80.1,0.333
4.61,76.5,0.325
4.5,73.2,0.317
4.39,69.9,0.309
4.27,66.6,0.301
4.16,63.2,0.293
4.04,59.4,0.284
3.92,55.6,0.276
3.78,52.2,0.266
3.66,49,0.258
3.54,45.9,0.249
3.41,42.4,0.24
3.29,38.8,0.231
3.16,35.4,0.223
3.04,32,0.214
2.92,28.8,0.206
2.8,25.5,0.197
2.67,22.1,0.188
2.54,18.7,0.179
2.42,15.5,0.17
2.29,12.4,0.161
2.17,9.7,0.153
2.06,6.8,0.145
1.93,3.6,0.136
1.83,1.5,0.129
1.76,0.7,0.124
1.72,0.1,0.121
1.68,-0.9,0.118
1.63,-2.7,0.115
1.53,-6,0.108
1.42,-9.7,0.1
1.25,-15.3,0.088
1.04,-21.4,0.073
0.8,-28.3,0.056
0.54,-35.7,0.038
0.26,-43,0.019
0.06,-47.8,0.005
-0.04,-49.6,-0.003
-0.11,-51.3,-0.007
-0.21,-54.8,-0.015
-0.35,-59.4,-0.025
-0.52,-63.9,-0.037
-0.67,-67.4,-0.048
-0.8,-70.3,-0.056
-0.91,-73.5,-0.064
-1.04,-77.1,-0.074
-1.19,-80.9,-0.084
-1.32,-84.6,-0.093
-1.45,-87.9,-0.102
-1.58,-91.1,-0.111
-1.7,-94.5,-0.12
-1.83,-98,-0.129
-1.96,-101.4,-0.138
-2.09,-104.8,-0.147
-2.22,-108.2,-0.157
-2.36,-111.6,-0.166
-2.47,-114.8,-0.174
-2.58,-117.9,-0.182
-2.71,-121.2,-0.191
-2.84,-124.7,-0.2
-2.97,-128.2,-0.209
-3.1,-131.5,-0.218
-3.22,-134.5,-0.227
-3.34,-137.4,-0.235
-3.46,-140.5,-0.243
-3.58,-143.6,-0.252
-3.7,-146.7,-0.261
-3.82,-149.8,-0.269
-3.94,-152.7,-0.277
-4.05,-155.5,-0.285
-4.16,-158.3,-0.293
-4.26,-161.2,-0.3
-4.38,-164,-0.308
-4.47,-166.6,-0.315
-4.58,-169.4,-0.323
-4.7,-172,-0.331
-4.82,-174.4,-0.339
-4.92,-176.8,-0.347
-5.03,-179,-0.354
-5.13,-181.2,-0.361
-5.23,-183.5,-0.369
-5.34,-185.9,-0.376
-5.44,-188.2,-0.383
-5.54,-190.3,-0.39
-5.63,-192.3,-0.396
-5.72,-194.5,-0.403
-5.82,-196.6,-0.41
-5.91,-198.5,-0.416
-6,-200.4,-0.423
-6.08,-202.4,-0.428
-6.16,-204.1,-0.434
-6.25,-205.6,-0.44
-6.33,-207.1,-0.446
-6.43,-209,-0.453
-6.52,-210.8,-0.459
-6.61,-212.3,-0.466
-6.69,-213.5,-0.471
-6.76,-214.7,-0.476
-6.83,-216.1,-0.481
-6.91,-217.5,-0.487
-6.99,-218.8,-0.492
-7.06,-219.6,-0.497
-7.12,-220.4,-0.502
-7.19,-221.3,-0.506
-7.25,-222.3,-0.511
-7.32,-223.5,-0.515
-7.38,-224.6,-0.519
-7.43,-225.3,-0.524
-7.5,-225.8,-0.528
-7.56,-226.4,-0.532
-7.61,-227.2,-0.536
-7.68,-228.1,-0.541
-7.73,-228.6,-0.544
-7.77,-229,-0.548
-7.82,-229.4,-0.55
-7.86,-229.8,-0.553
-7.9,-230.3,-0.556
-7.94,-230.8,-0.559
-7.98,-231.3,-0.562
-8.02,-231.7,-0.565
-8.06,-231.9,-0.568
-8.09,-232,-0.57
-8.11,-232.1,-0.571
-8.12,-232.3,-0.572
-8.16,-232.6,-0.575
-8.2,-232.8,-0.577
-8.22,-232.7,-0.579
-8.24,-232.6,-0.581
-8.26,-232.5,-0.582
-8.28,-232.5,-0.583
-8.3,-232.1,-0.584
-8.31,-231.6,-0.585
-8.31,-231.1,-0.585
-8.31,-230.6,-0.586
-8.32,-230.7,-0.586
-8.33,-230.9,-0.587
-8.34,-230.7,-0.587
-8.34,-230,-0.588
-8.34,-228.2,-0.588
-8.33,-225.8,-0.587
-8.32,-223.2,-0.586
-8.33,-220.4,-0.587
-8.34,-217.4,-0.587
-8.34,-213.7,-0.587
-8.32,-209.2,-0.586
-8.26,-205.2,-0.582
-8.23,-203.8,-0.579
-8.22,-203.6,-0.579
-8.21,-202.9,-0.578
-8.19,-201.4,-0.577
-8.16,-199.4,-0.574
-8.12,-197.4,-0.572
-8.09,-195.7,-0.57
-8.06,-194,-0.568
-8.03,-192.2,-0.566
-7.99,-190,-0.563
-7.93,-187.5,-0.558
-7.89,-185.2,-0.555
-7.85,-183,-0.553
-7.81,-180.7,-0.55
-7.77,-178.1,-0.547
-7.72,-175.6,-0.544
-7.67,-173.1,-0.54
-7.62,-170.4,-0.536
-7.57,-167.8,-0.533
-7.51,-165.2,-0.529
-7.46,-162.5,-0.525
-7.4,-159.6,-0.521
-7.34,-156.6,-0.517
-7.27,-153.6,-0.512
-7.21,-150.5,-0.507
-7.14,-147.4,-0.503
-7.07,-144.5,-0.498
-6.99,-141.5,-0.492
-6.92,-138.2,-0.487
-6.85,-135,-0.482
-6.78,-131.7,-0.477
-6.7,-128.5,-0.472
-6.63,-125.4,-0.467
-6.55,-122.2,-0.461
-6.46,-118.8,-0.455
-6.37,-115.3,-0.449
-6.29,-111.9,-0.443
-6.2,-108.6,-0.437
-6.12,-105.3,-0.431
-6.03,-101.6,-0.425
-5.93,-97.9,-0.418
-5.85,-94.5,-0.412
-5.75,-91.1,-0.405
-5.64,-87.6,-0.397
-5.54,-84,-0.39
-5.45,-80.4,-0.384
-5.35,-76.7,-0.377
-5.25,-73.1,-0.37
-5.15,-69.5,-0.363
-5.05,-66,-0.356
-4.95,-62.2,-0.348
-4.83,-58.3,-0.34
-4.72,-54.7,-0.333
-4.62,-51.3,-0.325
-4.51,-47.8,-0.318
-4.4,-44,-0.31
-4.29,-40.4,-0.302
-4.17,-36.8,-0.294
-4.05,-33,-0.285
-3.93,-29.3,-0.276
-3.79,-25.6,-0.267
-3.68,-22,-0.259
-3.58,-18.4,-0.252
-3.47,-14.8,-0.244
-3.36,-11.2,-0.236
-3.24,-7.7,-0.228
-3.13,-4.4,-0.22
