Test unit;I2;
Reference;Ponte et al. (2023);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-0.0166743750000000;-49.6273;-1.33395
-0.0166618750000000;-49.6273;-1.33295
-0.0166493750000000;-49.6272;-1.33195
-0.0166368750000000;-49.6272;-1.33095
-0.0166243750000000;-49.6272;-1.32995
-0.0166118750000000;-49.6271;-1.32895
-0.0165993750000000;-49.6271;-1.32795
-0.0165868750000000;-49.6271;-1.32695
-0.0165743750000000;-49.627;-1.32595
-0.0165618750000000;-49.627;-1.32495
-0.0165493750000000;-49.627;-1.32395
-0.0165368750000000;-49.6269;-1.32295
-0.0165243750000000;-49.6269;-1.32195
-0.0165118750000000;-49.6269;-1.32095
-0.0164993750000000;-49.6268;-1.31995
-0.0164868750000000;-49.6268;-1.31895
-0.0164743750000000;-49.6268;-1.31795
-0.0164618750000000;-49.6267;-1.31695
-0.0164493750000000;-49.6267;-1.31595
-0.0164368750000000;-49.6267;-1.31495
-0.0164243750000000;-49.6266;-1.31395
-0.0164118750000000;-49.6266;-1.31295
-0.0163993750000000;-49.6266;-1.31195
-0.0163868750000000;-49.6266;-1.31095
-0.0163743750000000;-49.6265;-1.30995
-0.0163618750000000;-49.6265;-1.30895
-0.0163493750000000;-49.6265;-1.30795
-0.0163368750000000;-49.6264;-1.30695
-0.0163243750000000;-49.6264;-1.30595
-0.0163118750000000;-49.6264;-1.30495
-0.0162993750000000;-49.6263;-1.30395
-0.0162868750000000;-49.6263;-1.30295
-0.0162743750000000;-49.6263;-1.30195
-0.0162618750000000;-49.6262;-1.30095
-0.0162493750000000;-49.6262;-1.29995
-0.0162368750000000;-49.6262;-1.29895
-0.0162243750000000;-49.6261;-1.29795
-0.0162118750000000;-49.6261;-1.29695
-0.0161993750000000;-49.6261;-1.29595
-0.0161868750000000;-49.626;-1.29495
-0.0161743750000000;-49.626;-1.29395
-0.0161618750000000;-49.626;-1.29295
-0.0161493750000000;-49.6259;-1.29195
-0.0161368750000000;-49.6259;-1.29095
-0.0161243750000000;-49.6259;-1.28995
-0.0161118750000000;-49.6259;-1.28895
-0.0160993750000000;-49.6258;-1.28795
-0.0160868750000000;-49.6258;-1.28695
-0.0160743750000000;-49.6258;-1.28595
-0.0160618750000000;-49.6257;-1.28495
-0.0160493750000000;-49.6257;-1.28395
-0.0160368750000000;-49.6257;-1.28295
-0.0160243750000000;-49.6256;-1.28195
-0.0160118750000000;-49.6256;-1.28095
-0.0159993750000000;-49.6256;-1.27995
-0.0159868750000000;-49.6255;-1.27895
-0.0159743750000000;-49.6255;-1.27795
-0.0159618750000000;-49.6255;-1.27695
-0.0159493750000000;-49.6254;-1.27595
-0.0159368750000000;-49.6254;-1.27495
-0.0159243750000000;-49.6254;-1.27395
-0.0159118750000000;-49.6253;-1.27295
-0.0158993750000000;-49.6253;-1.27195
-0.0158868750000000;-49.6253;-1.27095
-0.0158743750000000;-49.6252;-1.26995
-0.0158618750000000;-49.6252;-1.26895
-0.0158493750000000;-49.6252;-1.26795
-0.0158368750000000;-49.6251;-1.26695
-0.0158243750000000;-49.6251;-1.26595
-0.0158118750000000;-49.6251;-1.26495
-0.0157993750000000;-49.6251;-1.26395
-0.0157868750000000;-49.625;-1.26295
-0.0157743750000000;-49.625;-1.26195
-0.0157618750000000;-49.625;-1.26095
-0.0157493750000000;-49.6249;-1.25995
-0.0157368750000000;-49.6249;-1.25895
-0.0157243750000000;-49.6249;-1.25795
-0.0157118750000000;-49.6248;-1.25695
-0.0156993750000000;-49.6248;-1.25595
-0.0156868750000000;-49.6248;-1.25495
-0.0156743750000000;-49.6247;-1.25395
-0.0156618750000000;-49.6247;-1.25295
-0.0156493750000000;-49.6247;-1.25195
-0.0156368750000000;-49.6246;-1.25095
-0.0156243750000000;-49.6246;-1.24995
-0.0156118750000000;-49.6246;-1.24895
-0.0155993750000000;-49.6245;-1.24795
-0.0155868750000000;-49.6245;-1.24695
-0.0155743750000000;-49.6245;-1.24595
-0.0155618750000000;-49.6244;-1.24495
-0.0155493750000000;-49.6244;-1.24395
-0.0155368750000000;-49.6244;-1.24295
-0.0155243750000000;-49.6243;-1.24195
-0.0155118750000000;-49.6243;-1.24095
-0.0154993750000000;-49.6243;-1.23995
-0.0154868750000000;-49.6243;-1.23895
-0.0154743750000000;-49.6242;-1.23795
-0.0154618750000000;-49.6242;-1.23695
-0.0154493750000000;-49.6242;-1.23595
-0.0154368750000000;-49.6241;-1.23495
-0.0154243750000000;-49.6241;-1.23395
-0.0154118750000000;-49.6241;-1.23295
-0.0153993750000000;-49.624;-1.23195
-0.0153868750000000;-49.624;-1.23095
-0.0153743750000000;-49.624;-1.22995
-0.0153618750000000;-49.6239;-1.22895
-0.0153493750000000;-49.6239;-1.22795
-0.0153368750000000;-49.6239;-1.22695
-0.0153243750000000;-49.6238;-1.22595
-0.0153118750000000;-49.6238;-1.22495
-0.0152993750000000;-49.6238;-1.22395
-0.0152868750000000;-49.6237;-1.22295
-0.0152743750000000;-49.6226;-1.22195
-0.0152618750000000;-49.6073;-1.22095
-0.0152493750000000;-49.5919;-1.21995
-0.0152368750000000;-49.5765;-1.21895
-0.0152243750000000;-49.5611;-1.21795
-0.0152118750000000;-49.5457;-1.21695
-0.0151993750000000;-49.5303;-1.21595
-0.0151868750000000;-49.515;-1.21495
-0.0151743750000000;-49.4996;-1.21395
-0.0151618750000000;-49.4842;-1.21295
-0.0151493750000000;-49.4688;-1.21195
-0.0151368750000000;-49.4534;-1.21095
-0.0151243750000000;-49.4381;-1.20995
-0.0151118750000000;-49.4227;-1.20895
-0.0150993750000000;-49.4073;-1.20795
-0.0150868750000000;-49.3919;-1.20695
-0.0150743750000000;-49.3765;-1.20595
-0.0150618750000000;-49.3611;-1.20495
-0.0150493750000000;-49.3458;-1.20395
-0.0150368750000000;-49.3304;-1.20295
-0.0150243750000000;-49.315;-1.20195
-0.0150118750000000;-49.2996;-1.20095
-0.0149993750000000;-49.2842;-1.19995
-0.0149868750000000;-49.2689;-1.19895
-0.0149743750000000;-49.2535;-1.19795
-0.0149618750000000;-49.2381;-1.19695
-0.0149493750000000;-49.2227;-1.19595
-0.0149368750000000;-49.2073;-1.19495
-0.0149243750000000;-49.1919;-1.19395
-0.0149118750000000;-49.1766;-1.19295
-0.0148993750000000;-49.1612;-1.19195
-0.0148868750000000;-49.1458;-1.19095
-0.0148743750000000;-49.1304;-1.18995
-0.0148618750000000;-49.115;-1.18895
-0.0148493750000000;-49.1114;-1.18795
-0.0148368750000000;-49.1114;-1.18695
-0.0148243750000000;-49.1114;-1.18595
-0.0148118750000000;-49.1113;-1.18495
-0.0147993750000000;-49.1113;-1.18395
-0.0147868750000000;-49.1113;-1.18295
-0.0147743750000000;-49.1112;-1.18195
-0.0147618750000000;-49.1112;-1.18095
-0.0147493750000000;-49.1112;-1.17995
-0.0147368750000000;-49.1112;-1.17895
-0.0147243750000000;-49.1111;-1.17795
-0.0147118750000000;-49.1111;-1.17695
-0.0146993750000000;-49.1111;-1.17595
-0.0146868750000000;-49.111;-1.17495
-0.0146743750000000;-49.111;-1.17395
-0.0146618750000000;-49.111;-1.17295
-0.0146493750000000;-49.1109;-1.17195
-0.0146368750000000;-49.1109;-1.17095
-0.0146243750000000;-49.1109;-1.16995
-0.0146118750000000;-49.1108;-1.16895
-0.0145993750000000;-49.1108;-1.16795
-0.0145868750000000;-49.1108;-1.16695
-0.0145743750000000;-49.1107;-1.16595
-0.0145618750000000;-49.1107;-1.16495
-0.0145493750000000;-49.1107;-1.16395
-0.0145368750000000;-49.1106;-1.16295
-0.0145243750000000;-49.1106;-1.16195
-0.0145118750000000;-49.1106;-1.16095
-0.0144993750000000;-49.1105;-1.15995
-0.0144868750000000;-49.1105;-1.15895
-0.0144743750000000;-49.1105;-1.15795
-0.0144618750000000;-49.1105;-1.15695
-0.0144493750000000;-49.1104;-1.15595
-0.0144368750000000;-49.1104;-1.15495
-0.0144243750000000;-49.1104;-1.15395
-0.0144118750000000;-49.1103;-1.15295
-0.0143993750000000;-49.1103;-1.15195
-0.0143868750000000;-49.1103;-1.15095
-0.0143743750000000;-49.1102;-1.14995
-0.0143618750000000;-49.1102;-1.14895
-0.0143493750000000;-49.1102;-1.14795
-0.0143368750000000;-49.1101;-1.14695
-0.0143243750000000;-49.1101;-1.14595
-0.0143118750000000;-49.1101;-1.14495
-0.0142993750000000;-49.11;-1.14395
-0.0142868750000000;-49.11;-1.14295
-0.0142743750000000;-49.11;-1.14195
-0.0142618750000000;-49.1099;-1.14095
-0.0142493750000000;-49.1099;-1.13995
-0.0142368750000000;-49.1099;-1.13895
-0.0142243750000000;-49.1098;-1.13795
-0.0142118750000000;-49.1098;-1.13695
-0.0141993750000000;-49.1098;-1.13595
-0.0141868750000000;-49.1097;-1.13495
-0.0141743750000000;-49.1097;-1.13395
-0.0141618750000000;-49.1097;-1.13295
-0.0141493750000000;-49.1097;-1.13195
-0.0141368750000000;-49.1096;-1.13095
-0.0141243750000000;-49.1096;-1.12995
-0.0141118750000000;-49.1096;-1.12895
-0.0140993750000000;-49.1095;-1.12795
-0.0140868750000000;-49.1095;-1.12695
-0.0140743750000000;-49.1095;-1.12595
-0.0140618750000000;-49.1094;-1.12495
-0.0140493750000000;-49.1094;-1.12395
-0.0140368750000000;-49.1094;-1.12295
-0.0140243750000000;-49.1093;-1.12195
-0.0140118750000000;-49.1093;-1.12095
-0.0139993750000000;-49.1093;-1.11995
-0.0139868750000000;-49.1092;-1.11895
-0.0139743750000000;-49.1092;-1.11795
-0.0139618750000000;-49.1092;-1.11695
-0.0139493750000000;-49.1091;-1.11595
-0.0139368750000000;-49.1091;-1.11495
-0.0139243750000000;-49.1091;-1.11395
-0.0139118750000000;-49.109;-1.11295
-0.0138993750000000;-49.109;-1.11195
-0.0138868750000000;-49.109;-1.11095
-0.0138743750000000;-49.1089;-1.10995
-0.0138618750000000;-49.1089;-1.10895
-0.0138493750000000;-49.1089;-1.10795
-0.0138368750000000;-49.1089;-1.10695
-0.0138243750000000;-49.1088;-1.10595
-0.0138118750000000;-49.1088;-1.10495
-0.0137993750000000;-49.1088;-1.10395
-0.0137868750000000;-49.1087;-1.10295
-0.0137743750000000;-49.1087;-1.10195
-0.0137618750000000;-49.1087;-1.10095
-0.0137493750000000;-49.1086;-1.09995
-0.0137368750000000;-49.1086;-1.09895
-0.0137243750000000;-49.1086;-1.09795
-0.0137118750000000;-49.1085;-1.09695
-0.0136993750000000;-49.1085;-1.09595
-0.0136868750000000;-49.1085;-1.09495
-0.0136743750000000;-49.1084;-1.09395
-0.0136618750000000;-49.1084;-1.09295
-0.0136493750000000;-49.1084;-1.09195
-0.0136368750000000;-49.1083;-1.09095
-0.0136243750000000;-49.1083;-1.08995
-0.0136118750000000;-49.1083;-1.08895
-0.0135993750000000;-49.1082;-1.08795
-0.0135868750000000;-49.1082;-1.08695
-0.0135743750000000;-49.1082;-1.08595
-0.0135618750000000;-49.1082;-1.08495
-0.0135493750000000;-49.1081;-1.08395
-0.0135368750000000;-49.1081;-1.08295
-0.0135243750000000;-49.1081;-1.08195
-0.0135118750000000;-49.108;-1.08095
-0.0134993750000000;-49.108;-1.07995
-0.0134868750000000;-49.108;-1.07895
-0.0134743750000000;-49.1079;-1.07795
-0.0134618750000000;-49.1079;-1.07695
-0.0134493750000000;-49.1079;-1.07595
-0.0134368750000000;-49.1078;-1.07495
-0.0134243750000000;-49.1078;-1.07395
-0.0134118750000000;-49.1078;-1.07295
-0.0133993750000000;-49.1077;-1.07195
-0.0133868750000000;-49.1077;-1.07095
-0.0133743750000000;-49.1077;-1.06995
-0.0133618750000000;-49.1076;-1.06895
-0.0133493750000000;-49.1076;-1.06795
-0.0133368750000000;-49.1076;-1.06695
-0.0133243750000000;-49.1075;-1.06595
-0.0133118750000000;-49.1075;-1.06495
-0.0132993750000000;-49.1075;-1.06395
-0.0132868750000000;-49.1074;-1.06295
-0.0132743750000000;-49.1074;-1.06195
-0.0132618750000000;-49.1074;-1.06095
-0.0132493750000000;-49.1074;-1.05995
-0.0132368750000000;-49.1073;-1.05895
-0.0132243750000000;-49.1073;-1.05795
-0.0132118750000000;-49.1073;-1.05695
-0.0131993750000000;-49.1072;-1.05595
-0.0131868750000000;-49.1072;-1.05495
-0.0131743750000000;-49.1072;-1.05395
-0.0131618750000000;-49.1071;-1.05295
-0.0131493750000000;-49.1071;-1.05195
-0.0131368750000000;-49.1071;-1.05095
-0.0131243750000000;-49.107;-1.04995
-0.0131118750000000;-49.107;-1.04895
-0.0130993750000000;-49.107;-1.04795
-0.0130868750000000;-49.1069;-1.04695
-0.0130743750000000;-49.1069;-1.04595
-0.0130618750000000;-49.1069;-1.04495
-0.0130493750000000;-49.1068;-1.04395
-0.0130368750000000;-49.1068;-1.04295
-0.0130243750000000;-49.1068;-1.04195
-0.0130118750000000;-49.1067;-1.04095
-0.0129993750000000;-49.1067;-1.03995
-0.0129868750000000;-49.1067;-1.03895
-0.0129743750000000;-49.1066;-1.03795
-0.0129618750000000;-49.1066;-1.03695
-0.0129493750000000;-49.1066;-1.03595
-0.0129368750000000;-49.1066;-1.03495
-0.0129243750000000;-49.1065;-1.03395
-0.0129118750000000;-49.1065;-1.03295
-0.0128993750000000;-49.1065;-1.03195
-0.0128868750000000;-49.1064;-1.03095
-0.0128743750000000;-49.1064;-1.02995
-0.0128618750000000;-49.1064;-1.02895
-0.0128493750000000;-49.1063;-1.02795
-0.0128368750000000;-49.1063;-1.02695
-0.0128243750000000;-49.1063;-1.02595
-0.0128118750000000;-49.1062;-1.02495
-0.0127993750000000;-49.1062;-1.02395
-0.0127868750000000;-49.1062;-1.02295
-0.0127743750000000;-49.1061;-1.02195
-0.0127618750000000;-49.1061;-1.02095
-0.0127493750000000;-49.1061;-1.01995
-0.0127368750000000;-49.106;-1.01895
-0.0127243750000000;-49.106;-1.01795
-0.0127118750000000;-49.106;-1.01695
-0.0126993750000000;-49.1059;-1.01595
-0.0126868750000000;-49.1059;-1.01495
-0.0126743750000000;-49.1059;-1.01395
-0.0126618750000000;-49.1059;-1.01295
-0.0126493750000000;-49.1058;-1.01195
-0.0126368750000000;-49.1058;-1.01095
-0.0126243750000000;-49.1058;-1.00995
-0.0126118750000000;-49.1057;-1.00895
-0.0125993750000000;-49.1057;-1.00795
-0.0125868750000000;-49.1057;-1.00695
-0.0125743750000000;-49.1056;-1.00595
-0.0125618750000000;-49.1056;-1.00495
-0.0125493750000000;-49.1056;-1.00395
-0.0125368750000000;-49.1055;-1.00295
-0.0125243750000000;-49.1055;-1.00195
-0.0125118750000000;-49.1055;-1.00095
-0.0124993750000000;-49.1054;-0.99995
-0.0124868750000000;-49.1054;-0.99895
-0.0124743750000000;-49.1054;-0.99795
-0.0124618750000000;-49.1053;-0.99695
-0.0124493750000000;-49.1053;-0.99595
-0.0124368750000000;-49.1053;-0.99495
-0.0124243750000000;-49.1052;-0.99395
-0.0124118750000000;-49.1052;-0.99295
-0.0123993750000000;-49.1052;-0.99195
-0.0123868750000000;-49.1051;-0.99095
-0.0123743750000000;-49.1051;-0.98995
-0.0123618750000000;-49.1051;-0.98895
-0.0123493750000000;-49.1051;-0.98795
-0.0123368750000000;-49.105;-0.98695
-0.0123243750000000;-49.105;-0.98595
-0.0123118750000000;-49.105;-0.98495
-0.0122993750000000;-49.1049;-0.98395
-0.0122868750000000;-49.1049;-0.98295
-0.0122743750000000;-49.1049;-0.98195
-0.0122618750000000;-49.1048;-0.98095
-0.0122493750000000;-49.1048;-0.97995
-0.0122368750000000;-49.1048;-0.97895
-0.0122243750000000;-49.1047;-0.97795
-0.0122118750000000;-49.1047;-0.97695
-0.0121993750000000;-49.1047;-0.97595
-0.0121868750000000;-49.1046;-0.97495
-0.0121743750000000;-49.1046;-0.97395
-0.0121618750000000;-49.1046;-0.97295
-0.0121493750000000;-49.1045;-0.97195
-0.0121368750000000;-49.1045;-0.97095
-0.0121243750000000;-49.1045;-0.96995
-0.0121118750000000;-49.1044;-0.96895
-0.0120993750000000;-49.1044;-0.96795
-0.0120868750000000;-49.1044;-0.96695
-0.0120743750000000;-49.1043;-0.96595
-0.0120618750000000;-49.1043;-0.96495
-0.0120493750000000;-49.1043;-0.96395
-0.0120368750000000;-49.1043;-0.96295
-0.0120243750000000;-49.1042;-0.96195
-0.0120118750000000;-49.1042;-0.96095
-0.0119993750000000;-49.1042;-0.95995
-0.0119868750000000;-49.1041;-0.95895
-0.0119743750000000;-49.1041;-0.95795
-0.0119618750000000;-49.1041;-0.95695
-0.0119493750000000;-49.104;-0.95595
-0.0119368750000000;-49.104;-0.95495
-0.0119243750000000;-49.104;-0.95395
-0.0119118750000000;-49.1039;-0.95295
-0.0118993750000000;-49.1039;-0.95195
-0.0118868750000000;-49.1039;-0.95095
-0.0118743750000000;-49.1038;-0.94995
-0.0118618750000000;-49.1038;-0.94895
-0.0118493750000000;-49.1038;-0.94795
-0.0118368750000000;-49.1037;-0.94695
-0.0118243750000000;-49.1037;-0.94595
-0.0118118750000000;-49.1037;-0.94495
-0.0117993750000000;-49.1036;-0.94395
-0.0117868750000000;-49.1036;-0.94295
-0.0117743750000000;-49.1036;-0.94195
-0.0117618750000000;-49.1035;-0.94095
-0.0117493750000000;-49.1035;-0.93995
-0.0117368750000000;-49.1035;-0.93895
-0.0117243750000000;-49.1035;-0.93795
-0.0117118750000000;-49.1034;-0.93695
-0.0116993750000000;-49.1034;-0.93595
-0.0116868750000000;-49.1034;-0.93495
-0.0116743750000000;-49.1033;-0.93395
-0.0116618750000000;-49.1033;-0.93295
-0.0116493750000000;-49.1033;-0.93195
-0.0116368750000000;-49.1032;-0.93095
-0.0116243750000000;-49.1032;-0.92995
-0.0116118750000000;-49.1032;-0.92895
-0.0115993750000000;-49.1031;-0.92795
-0.0115868750000000;-49.1031;-0.92695
-0.0115743750000000;-49.1031;-0.92595
-0.0115618750000000;-49.103;-0.92495
-0.0115493750000000;-49.103;-0.92395
-0.0115368750000000;-49.103;-0.92295
-0.0115243750000000;-49.1029;-0.92195
-0.0115118750000000;-49.1029;-0.92095
-0.0114993750000000;-49.1029;-0.91995
-0.0114868750000000;-49.1028;-0.91895
-0.0114743750000000;-49.1028;-0.91795
-0.0114618750000000;-49.1028;-0.91695
-0.0114493750000000;-49.1028;-0.91595
-0.0114368750000000;-49.1027;-0.91495
-0.0114243750000000;-49.1027;-0.91395
-0.0114118750000000;-49.1027;-0.91295
-0.0113993750000000;-49.1026;-0.91195
-0.0113868750000000;-49.1026;-0.91095
-0.0113743750000000;-49.1026;-0.90995
-0.0113618750000000;-49.1025;-0.90895
-0.0113493750000000;-49.1025;-0.90795
-0.0113368750000000;-49.1025;-0.90695
-0.0113243750000000;-49.1024;-0.90595
-0.0113118750000000;-49.1024;-0.90495
-0.0112993750000000;-49.1024;-0.90395
-0.0112868750000000;-49.1023;-0.90295
-0.0112743750000000;-49.1023;-0.90195
-0.0112618750000000;-49.1023;-0.90095
-0.0112493750000000;-49.1022;-0.89995
-0.0112368750000000;-49.1022;-0.89895
-0.0112243750000000;-49.1022;-0.89795
-0.0112118750000000;-49.1021;-0.89695
-0.0111993750000000;-49.1021;-0.89595
-0.0111868750000000;-49.1021;-0.89495
-0.0111743750000000;-49.102;-0.89395
-0.0111618750000000;-49.102;-0.89295
-0.0111493750000000;-49.102;-0.89195
-0.0111368750000000;-49.102;-0.89095
-0.0111243750000000;-49.1017;-0.88995
-0.0111118750000000;-49.0864;-0.88895
-0.0110993750000000;-49.071;-0.88795
-0.0110868750000000;-49.0556;-0.88695
-0.0110743750000000;-49.0402;-0.88595
-0.0110618750000000;-49.0248;-0.88495
-0.0110493750000000;-49.0095;-0.88395
-0.0110368750000000;-48.9941;-0.88295
-0.0110243750000000;-48.9787;-0.88195
-0.0110118750000000;-48.9633;-0.88095
-0.0109993750000000;-48.9479;-0.87995
-0.0109868750000000;-48.9325;-0.87895
-0.0109743750000000;-48.9172;-0.87795
-0.0109618750000000;-48.9018;-0.87695
-0.0109493750000000;-48.8864;-0.87595
-0.0109368750000000;-48.871;-0.87495
-0.0109243750000000;-48.8556;-0.87395
-0.0109118750000000;-48.8403;-0.87295
-0.0108993750000000;-48.8249;-0.87195
-0.0108868750000000;-48.8095;-0.87095
-0.0108743750000000;-48.7941;-0.86995
-0.0108618750000000;-48.7787;-0.86895
-0.0108493750000000;-48.7633;-0.86795
-0.0108368750000000;-48.748;-0.86695
-0.0108243750000000;-48.7326;-0.86595
-0.0108118750000000;-48.7172;-0.86495
-0.0107993750000000;-48.7018;-0.86395
-0.0107868750000000;-48.6864;-0.86295
-0.0107743750000000;-48.671;-0.86195
-0.0107618750000000;-48.6557;-0.86095
-0.0107493750000000;-48.6403;-0.85995
-0.0107368750000000;-48.6249;-0.85895
-0.0107243750000000;-48.6095;-0.85795
-0.0107118750000000;-48.5941;-0.85695
-0.0106993750000000;-48.5897;-0.85595
-0.0106868750000000;-48.5896;-0.85495
-0.0106743750000000;-48.5896;-0.85395
-0.0106618750000000;-48.5896;-0.85295
-0.0106493750000000;-48.5895;-0.85195
-0.0106368750000000;-48.5895;-0.85095
-0.0106243750000000;-48.5895;-0.84995
-0.0106118750000000;-48.5894;-0.84895
-0.0105993750000000;-48.5894;-0.84795
-0.0105868750000000;-48.5894;-0.84695
-0.0105743750000000;-48.5893;-0.84595
-0.0105618750000000;-48.5893;-0.84495
-0.0105493750000000;-48.5893;-0.84395
-0.0105368750000000;-48.5892;-0.84295
-0.0105243750000000;-48.5892;-0.84195
-0.0105118750000000;-48.5892;-0.84095
-0.0104993750000000;-48.5891;-0.83995
-0.0104868750000000;-48.5891;-0.83895
-0.0104743750000000;-48.5891;-0.83795
-0.0104618750000000;-48.589;-0.83695
-0.0104493750000000;-48.589;-0.83595
-0.0104368750000000;-48.589;-0.83495
-0.0104243750000000;-48.5889;-0.83395
-0.0104118750000000;-48.5889;-0.83295
-0.0103993750000000;-48.5889;-0.83195
-0.0103868750000000;-48.5889;-0.83095
-0.0103743750000000;-48.5888;-0.82995
-0.0103618750000000;-48.5888;-0.82895
-0.0103493750000000;-48.5888;-0.82795
-0.0103368750000000;-48.5887;-0.82695
-0.0103243750000000;-48.5887;-0.82595
-0.0103118750000000;-48.5887;-0.82495
-0.0102993750000000;-48.5886;-0.82395
-0.0102868750000000;-48.5807;-0.82295
-0.0102743750000000;-48.5653;-0.82195
-0.0102618750000000;-48.5499;-0.82095
-0.0102493750000000;-48.5346;-0.81995
-0.0102368750000000;-48.5192;-0.81895
-0.0102243750000000;-48.5038;-0.81795
-0.0102118750000000;-48.4884;-0.81695
-0.0101993750000000;-48.473;-0.81595
-0.0101868750000000;-48.4576;-0.81495
-0.0101743750000000;-48.4423;-0.81395
-0.0101618750000000;-48.4269;-0.81295
-0.0101493750000000;-48.4115;-0.81195
-0.0101368750000000;-48.3961;-0.81095
-0.0101243750000000;-48.3807;-0.80995
-0.0101118750000000;-48.3653;-0.80895
-0.0100993750000000;-48.35;-0.80795
-0.0100868750000000;-48.3346;-0.80695
-0.0100743750000000;-48.3192;-0.80595
-0.0100618750000000;-48.3038;-0.80495
-0.0100493750000000;-48.2884;-0.80395
-0.0100368750000000;-48.2731;-0.80295
-0.0100243750000000;-48.2577;-0.80195
-0.0100118750000000;-48.2423;-0.80095
-0.00999937500000000;-48.2269;-0.79995
-0.00998687500000000;-48.2115;-0.79895
-0.00997437500000000;-48.1961;-0.79795
-0.00996187500000000;-48.1808;-0.79695
-0.00994937500000000;-48.1654;-0.79595
-0.00993687500000000;-48.15;-0.79495
-0.00992437500000000;-48.1346;-0.79395
-0.00991187500000000;-48.1192;-0.79295
-0.00989937500000000;-48.1039;-0.79195
-0.00988687500000000;-48.0885;-0.79095
-0.00987437500000000;-48.0764;-0.78995
-0.00986187500000000;-48.0763;-0.78895
-0.00984937500000000;-48.0763;-0.78795
-0.00983687500000000;-48.0763;-0.78695
-0.00982437500000000;-48.0762;-0.78595
-0.00981187500000000;-48.0762;-0.78495
-0.00979937500000000;-48.0762;-0.78395
-0.00978687500000000;-48.0761;-0.78295
-0.00977437500000000;-48.0761;-0.78195
-0.00976187500000000;-48.0761;-0.78095
-0.00974937500000000;-48.076;-0.77995
-0.00973687500000000;-48.076;-0.77895
-0.00972437500000000;-48.076;-0.77795
-0.00971187500000000;-48.0759;-0.77695
-0.00969937500000000;-48.0759;-0.77595
-0.00968687500000000;-48.0759;-0.77495
-0.00967437500000000;-48.0759;-0.77395
-0.00966187500000000;-48.0758;-0.77295
-0.00964937500000000;-48.0758;-0.77195
-0.00963687500000000;-48.0758;-0.77095
-0.00962437500000000;-48.0757;-0.76995
-0.00961187500000000;-48.0757;-0.76895
-0.00959937500000000;-48.0757;-0.76795
-0.00958687500000000;-48.0756;-0.76695
-0.00957437500000000;-48.0756;-0.76595
-0.00956187500000000;-48.0756;-0.76495
-0.00954937500000000;-48.0755;-0.76395
-0.00953687500000000;-48.0755;-0.76295
-0.00952437500000000;-48.0755;-0.76195
-0.00951187500000000;-48.0754;-0.76095
-0.00949937500000000;-48.0754;-0.75995
-0.00948687500000000;-48.0754;-0.75895
-0.00947437500000000;-48.0753;-0.75795
-0.00946187500000000;-48.075;-0.75695
-0.00944937500000000;-48.0596;-0.75595
-0.00943687500000000;-48.0443;-0.75495
-0.00942437500000000;-48.0289;-0.75395
-0.00941187500000000;-48.0135;-0.75295
-0.00939937500000000;-47.9981;-0.75195
-0.00938687500000000;-47.9827;-0.75095
-0.00937437500000000;-47.9674;-0.74995
-0.00936187500000000;-47.952;-0.74895
-0.00934937500000000;-47.9366;-0.74795
-0.00933687500000000;-47.9212;-0.74695
-0.00932437500000000;-47.9058;-0.74595
-0.00931187500000000;-47.8904;-0.74495
-0.00929937500000000;-47.8751;-0.74395
-0.00928687500000000;-47.8597;-0.74295
-0.00927437500000000;-47.8443;-0.74195
-0.00926187500000000;-47.8289;-0.74095
-0.00924937500000000;-47.8135;-0.73995
-0.00923687500000000;-47.7981;-0.73895
-0.00922437500000000;-47.7828;-0.73795
-0.00921187500000000;-47.7674;-0.73695
-0.00919937500000000;-47.752;-0.73595
-0.00918687500000000;-47.7366;-0.73495
-0.00917437500000000;-47.7212;-0.73395
-0.00916187500000000;-47.7059;-0.73295
-0.00914937500000000;-47.6905;-0.73195
-0.00913687500000000;-47.6751;-0.73095
-0.00912437500000000;-47.6597;-0.72995
-0.00911187500000000;-47.6443;-0.72895
-0.00909937500000000;-47.6289;-0.72795
-0.00908687500000000;-47.6136;-0.72695
-0.00907437500000000;-47.5982;-0.72595
-0.00906187500000000;-47.5828;-0.72495
-0.00904937500000000;-47.5674;-0.72395
-0.00903687500000000;-47.563;-0.72295
-0.00902437500000000;-47.563;-0.72195
-0.00901187500000000;-47.563;-0.72095
-0.00899937500000000;-47.5629;-0.71995
-0.00898687500000000;-47.5629;-0.71895
-0.00897437500000000;-47.5629;-0.71795
-0.00896187500000000;-47.5628;-0.71695
-0.00894937500000000;-47.5628;-0.71595
-0.00893687500000000;-47.5628;-0.71495
-0.00892437500000000;-47.5628;-0.71395
-0.00891187500000000;-47.5627;-0.71295
-0.00889937500000000;-47.5627;-0.71195
-0.00888687500000000;-47.5627;-0.71095
-0.00887437500000000;-47.5626;-0.70995
-0.00886187500000000;-47.5626;-0.70895
-0.00884937500000000;-47.5626;-0.70795
-0.00883687500000000;-47.5625;-0.70695
-0.00882437500000000;-47.5625;-0.70595
-0.00881187500000000;-47.5625;-0.70495
-0.00879937500000000;-47.5624;-0.70395
-0.00878687500000000;-47.5624;-0.70295
-0.00877437500000000;-47.5624;-0.70195
-0.00876187500000000;-47.5623;-0.70095
-0.00874937500000000;-47.5623;-0.69995
-0.00873687500000000;-47.5623;-0.69895
