Test unit,RS1,
Reference,Rezaie et al. (2020),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
-21.494,-3.885,-1.3434
-21.43,-3.323,-1.3394
-20.325,-4.134,-1.2703
-18.807,-11.6,-1.1754
-18.474,-12.25,-1.1547
-17.94,-12.47,-1.1212
-17.408,-12.37,-1.088
-16.862,-12.19,-1.0539
-16.331,-12.21,-1.0207
-15.786,-12.04,-0.98665
-15.241,-12.4,-0.95257
-15.059,-16.4,-0.94119
-14.818,-17.53,-0.92611
-14.394,-17.52,-0.89962
-13.956,-17.61,-0.87228
-13.52,-17.63,-0.84501
-13.092,-17.67,-0.81823
-12.666,-17.63,-0.79163
-12.237,-17.47,-0.76482
-12.188,-21.67,-0.76174
-11.819,-22.01,-0.73868
-11.442,-22.14,-0.71515
-11.15,-24.67,-0.69687
-10.897,-24.91,-0.68107
-10.56,-25.09,-0.66001
-10.213,-25.28,-0.63834
-9.8911,-25.26,-0.61819
-9.8089,-25.76,-0.61306
-9.6418,-26.43,-0.60261
-9.3601,-26.54,-0.58501
-9.0705,-26.53,-0.56691
-8.7594,-26.55,-0.54746
-8.4671,-26.38,-0.5292
-8.1661,-26.25,-0.51038
-7.9074,-27.02,-0.49422
-7.9069,-28.12,-0.49418
-7.8229,-28.33,-0.48893
-7.5527,-28.56,-0.47204
-7.3031,-28.63,-0.45644
-7.0492,-28.57,-0.44057
-6.7784,-28.57,-0.42365
-6.6588,-28.63,-0.41618
-6.652,-29.45,-0.41575
-6.5303,-31.84,-0.40814
-6.4919,-32.56,-0.40575
-6.2755,-32.88,-0.39222
-6.068,-32.81,-0.37925
-5.869,-32.83,-0.36681
-5.6599,-32.37,-0.35374
-5.4961,-32.11,-0.3435
-5.4132,-30.68,-0.33832
-5.3953,-30.48,-0.33721
-5.3943,-33.87,-0.33714
-5.3763,-34.55,-0.33602
-5.2204,-34.97,-0.32627
-5.0601,-34.94,-0.31626
-4.9173,-34.93,-0.30733
-4.7878,-34.91,-0.29924
-4.6595,-34.8,-0.29122
-4.543,-34.56,-0.28393
-4.4198,-34.38,-0.27624
-4.3032,-34.11,-0.26895
-4.2072,-34.33,-0.26295
-4.1647,-35.26,-0.26029
-4.1644,-37.71,-0.26027
-4.0354,-38.59,-0.25221
-3.8638,-39.11,-0.24149
-3.7056,-39.63,-0.2316
-3.5444,-39.89,-0.22152
-3.385,-40.33,-0.21156
-3.2419,-40.58,-0.20262
-3.1046,-40.64,-0.19404
-2.9786,-40.62,-0.18616
-2.8722,-40.49,-0.17951
-2.7638,-40.19,-0.17274
-2.689,-39.8,-0.16807
-2.5898,-39.24,-0.16186
-2.5243,-38.49,-0.15777
-2.4926,-36.49,-0.15579
-2.4915,-38.85,-0.15572
-2.4363,-38.46,-0.15227
-2.4315,-36.28,-0.15197
-2.4312,-36.43,-0.15195
-2.428,-36.02,-0.15175
-2.3961,-39.54,-0.14976
-2.3947,-39.89,-0.14967
-2.3943,-40.09,-0.14964
-2.3795,-40.3,-0.14872
-2.3504,-40.5,-0.1469
-2.3335,-40.15,-0.14585
-2.301,-40.31,-0.14381
-2.2835,-39.98,-0.14272
-2.2573,-39.97,-0.14108
-2.2364,-39.95,-0.13978
-2.2142,-39.72,-0.13839
-2.1893,-39.53,-0.13683
-2.1604,-39.53,-0.13502
-2.1405,-39.36,-0.13378
-2.1194,-39.13,-0.13246
-2.0972,-39.06,-0.13108
-2.0671,-38.99,-0.12919
-2.0519,-38.74,-0.12825
-2.0325,-38.58,-0.12703
-2.0144,-38.53,-0.1259
-1.9878,-38.28,-0.12424
-1.9702,-38.23,-0.12314
-1.9521,-37.96,-0.12201
-1.9312,-37.78,-0.1207
-1.9156,-37.69,-0.11972
-1.8887,-37.62,-0.11804
-1.8741,-37.22,-0.11713
-1.8518,-37.25,-0.11574
-1.8334,-36.91,-0.11459
-1.8204,-36.85,-0.11377
-1.8004,-36.57,-0.11252
-1.7784,-36.5,-0.11115
-1.7628,-36.24,-0.11017
-1.7393,-36.19,-0.10871
-1.7222,-35.67,-0.10764
-1.7092,-35.72,-0.10683
-1.688,-35.51,-0.1055
-1.6652,-35.37,-0.10408
-1.6492,-35.03,-0.10308
-1.6312,-34.93,-0.10195
-1.6132,-34.64,-0.10083
-1.5905,-34.48,-0.099407
-1.5762,-34.12,-0.098514
-1.5614,-33.98,-0.097586
-1.5493,-33.96,-0.096831
-1.5265,-33.8,-0.095404
-1.5125,-33.64,-0.094534
-1.4873,-33.45,-0.092954
-1.4782,-33.55,-0.092385
-1.4626,-33.22,-0.091413
-1.4457,-33.02,-0.090359
-1.4247,-33.06,-0.089042
-1.4134,-33.01,-0.088339
-1.3995,-32.7,-0.087472
-1.3786,-32.52,-0.086165
-1.3597,-32.56,-0.084982
-1.3422,-32.45,-0.083886
-1.3235,-32.15,-0.082718
-1.314,-32.02,-0.082124
-1.2929,-32.01,-0.080807
-1.2749,-31.94,-0.079678
-1.254,-31.63,-0.078376
-1.2355,-31.44,-0.077217
-1.2248,-31.59,-0.076549
-1.2043,-31.26,-0.075271
-1.1917,-31.05,-0.074481
-1.171,-30.97,-0.073186
-1.161,-31,-0.072564
-1.1406,-30.63,-0.07129
-1.1309,-30.44,-0.070682
-1.109,-30.48,-0.069311
-1.0945,-30.31,-0.068407
-1.0899,-29,-0.068121
-1.0803,-29.75,-0.067517
-1.0785,-29.71,-0.067406
-1.0636,-29.58,-0.066474
-1.048,-29.43,-0.0655
-1.0312,-29.29,-0.064452
-1.0118,-29.16,-0.063236
-0.99811,-28.94,-0.062382
-0.97897,-28.73,-0.061185
-0.95808,-28.49,-0.05988
-0.94209,-27.04,-0.058881
-0.94167,-27.58,-0.058854
-0.93958,-27.9,-0.058724
-0.93606,-27.91,-0.058504
-0.93546,-28.27,-0.058466
-0.92417,-28.37,-0.057761
-0.91076,-28.25,-0.056923
-0.88707,-28.24,-0.055442
-0.87089,-27.93,-0.054431
-0.85403,-27.71,-0.053377
-0.83812,-27.62,-0.052383
-0.82148,-27.56,-0.051343
-0.79876,-27.38,-0.049922
-0.7929,-27,-0.049556
-0.76973,-26.94,-0.048108
-0.75665,-26.94,-0.04729
-0.72909,-26.69,-0.045568
-0.71168,-26.37,-0.04448
-0.70731,-26.32,-0.044207
-0.68756,-26.29,-0.042973
-0.66576,-25.86,-0.04161
-0.65265,-25.76,-0.040791
-0.63734,-25.77,-0.039834
-0.61516,-25.42,-0.038447
-0.60018,-25.15,-0.037511
-0.58669,-25.2,-0.036668
-0.58294,-20.34,-0.036434
-0.48103,-22.98,-0.030064
-0.4802,-22.6,-0.030013
-0.47219,-23.35,-0.029512
-0.46423,-23.22,-0.029015
-0.46053,-22.76,-0.028783
-0.4128,-22.33,-0.0258
-0.37514,-21.79,-0.023446
-0.33602,-20.84,-0.021001
-0.28855,-20.33,-0.018035
-0.25371,-19.35,-0.015857
-0.21476,-18.29,-0.013422
-0.17257,-17.15,-0.010786
-0.14511,-15.57,-0.0090695
-0.10371,-14.22,-0.0064816
-0.064183,-12.79,-0.0040114
-0.028699,-11.21,-0.0017937
0,0,0
0.014514,0.2789,0.00090715
0.023646,2.014,0.0014778
0.03901,3.414,0.0024381
0.059437,5.335,0.0037148
0.08368,7.264,0.00523
0.1073,9.254,0.0067063
0.12712,11.38,0.0079449
0.15799,13.57,0.0098743
0.18758,15.84,0.011724
0.22581,18.07,0.014113
0.26289,20.2,0.016431
0.2881,21.98,0.018006
0.32717,24,0.020448
0.36353,25.92,0.022721
0.40816,27.62,0.02551
0.44739,29.25,0.027962
0.49275,30.68,0.030797
0.5168,31.62,0.0323
0.51768,30.9,0.032355
0.52552,30.55,0.032845
0.53274,28.94,0.033297
0.55046,38.96,0.034404
0.60256,39.42,0.03766
0.65796,40.1,0.041122
0.69296,39.95,0.04331
0.69756,39.27,0.043597
0.89053,36.68,0.055658
0.8921,37.02,0.055756
0.89653,36.78,0.056033
0.89745,39.4,0.056091
0.91497,39.86,0.057186
0.9366,40.17,0.058537
0.95009,40.64,0.059381
0.97354,40.8,0.060846
0.99028,41.17,0.061892
1.0027,41.52,0.062667
1.0225,41.6,0.063907
1.0455,41.86,0.065342
1.0633,42.15,0.066454
1.0772,42.19,0.067328
1.0935,42.46,0.068344
1.1105,42.46,0.069407
1.1274,42.72,0.070462
1.1417,42.75,0.071355
1.1542,42.91,0.072135
1.1729,42.94,0.073306
1.1865,43.11,0.074159
1.198,43.08,0.074876
1.2073,43.21,0.075459
1.2148,43.16,0.075928
1.2267,43.27,0.076672
1.2328,43.12,0.077049
1.2413,43.1,0.077581
1.2415,43.11,0.077593
1.2508,42.92,0.078178
1.2569,42.64,0.078555
1.2581,42.35,0.078632
1.2602,42.22,0.078762
