Test unit,RS1,
1.2634,42.21,0.078961
1.2649,42.2,0.079056
1.2682,42.27,0.079265
1.2688,42.28,0.079302
1.2734,42.39,0.079589
1.2754,42.46,0.079711
1.2784,42.6,0.079898
1.3469,43.11,0.084183
1.425,43.84,0.089062
1.4254,42.19,0.089088
1.5354,41.53,0.095962
1.6398,41.42,0.10249
1.76,41.42,0.11
1.8803,41.3,0.11752
1.9968,41.17,0.1248
2.1365,40.93,0.13353
2.2023,39.98,0.13764
2.211,37.38,0.13819
2.3067,37.67,0.14417
2.5129,37.76,0.15705
2.6801,37.33,0.16751
2.7716,33.53,0.17322
3.0258,33.8,0.18911
3.2856,33.9,0.20535
3.5586,33.74,0.22241
3.6168,32.75,0.22605
3.6198,30.58,0.22624
3.7291,31.25,0.23307
3.7708,31.14,0.23567
4.1068,31.6,0.25667
4.4393,31.83,0.27745
4.7582,31.99,0.29739
5.0757,32.18,0.31723
5.3985,32.23,0.33741
5.7092,32.18,0.35683
5.8542,31.39,0.36589
5.93,29.03,0.37063
6.2047,28.36,0.38779
6.5771,28.57,0.41107
6.9463,28.69,0.43414
7.3032,28.7,0.45645
7.6654,28.57,0.47909
7.7047,27.24,0.48154
8.0269,23.75,0.50168
8.4267,23.69,0.52667
8.8066,23.76,0.55042
9.2106,23.9,0.57566
9.4144,19.03,0.5884
9.8672,19.12,0.6167
10.303,19.13,0.64396
10.751,19.22,0.67195
11.182,19.19,0.69887
11.623,19.13,0.72644
12.064,19.21,0.75398
12.456,19.18,0.77852
12.528,15.17,0.78299
12.592,14.85,0.78703
13.107,13.5,0.81916
13.641,13.53,0.85255
14.164,13.57,0.88525
14.682,13.59,0.91764
15.213,13.6,0.95082
15.714,13.31,0.98215
15.803,12.23,0.98771
