Test unit,SC6,
-4.477257,-99.970000,-0.497473
-4.400181,-100.760000,-0.488909
-4.361701,-100.800000,-0.484633
-4.260204,-101.130000,-0.473356
-4.162287,-101.170000,-0.462476
-3.974561,-103.880000,-0.441618
-3.827137,-103.080000,-0.425237
-3.759031,-105.100000,-0.417670
-3.631777,-105.080000,-0.403531
-3.533071,-105.290000,-0.392563
-3.451754,-105.860000,-0.383528
-3.343494,-106.040000,-0.371499
-3.209204,-105.140000,-0.356578
-3.072971,-105.490000,-0.341441
-2.977211,-102.520000,-0.330801
-2.840104,-99.920000,-0.315567
-2.795471,-99.690000,-0.310608
-2.092127,-98.450000,-0.232459
-1.738664,-88.360000,-0.193185
-1.733344,-87.220000,-0.192594
-1.733104,-87.560000,-0.192567
-1.731904,-86.230000,-0.192434
-1.724071,-87.830000,-0.191563
-1.713777,-84.460000,-0.190420
-1.701401,-88.940000,-0.189045
-1.705694,-85.130000,-0.189522
-1.699971,-87.380000,-0.188886
-1.679751,-87.710000,-0.186639
-1.662331,-87.420000,-0.184703
-1.661261,-87.060000,-0.184585
-1.654751,-88.240000,-0.183861
-1.647094,-85.670000,-0.183010
-1.646311,-87.490000,-0.182923
-1.641691,-84.920000,-0.182410
-1.641497,-86.330000,-0.182389
-1.639424,-88.400000,-0.182158
-1.638274,-86.510000,-0.182030
-1.628647,-89.110000,-0.180961
-1.627624,-89.320000,-0.180847
-1.623194,-89.160000,-0.180355
-1.617797,-89.130000,-0.179755
-1.608404,-89.280000,-0.178712
-1.615181,-89.260000,-0.179465
-1.604341,-88.620000,-0.178260
-1.600927,-87.740000,-0.177881
-1.598381,-89.510000,-0.177598
-1.580984,-90.040000,-0.175665
-1.587121,-89.700000,-0.176347
-1.580497,-89.720000,-0.175611
-1.558967,-89.070000,-0.173219
-1.580494,-89.900000,-0.175610
-1.534841,-87.210000,-0.170538
-1.531394,-91.230000,-0.170155
-1.504454,-91.330000,-0.167162
-1.496497,-91.440000,-0.166277
-1.492807,-91.460000,-0.165867
-1.480517,-91.860000,-0.164502
-1.478721,-91.690000,-0.164302
-1.447821,-91.890000,-0.160869
-1.450751,-91.160000,-0.161195
-1.447761,-97.090000,-0.160862
-1.175751,-88.650000,-0.130639
-1.066701,-83.760000,-0.118522
-1.056689,-81.790000,-0.117410
-1.053729,-82.310000,-0.117081
-1.045159,-82.090000,-0.116129
-1.041865,-82.050000,-0.115763
-1.041429,-82.640000,-0.115714
-1.036992,-82.850000,-0.115221
-1.037194,-82.980000,-0.115244
-1.035363,-83.260000,-0.115040
-1.031517,-83.120000,-0.114613
-1.030839,-83.530000,-0.114538
-1.029936,-82.230000,-0.114437
-1.027886,-83.390000,-0.114210
-1.019687,-82.200000,-0.113299
-1.016754,-83.290000,-0.112973
-1.014302,-83.850000,-0.112700
-1.011341,-83.250000,-0.112371
-1.007525,-85.000000,-0.111947
-0.996013,-84.400000,-0.110668
-0.995481,-83.210000,-0.110609
-0.995115,-83.650000,-0.110568
-0.993262,-83.340000,-0.110362
-0.993425,-84.610000,-0.110381
-0.986064,-85.140000,-0.109563
-0.985472,-84.700000,-0.109497
-0.982713,-85.860000,-0.109190
-0.966040,-86.240000,-0.107338
-0.965230,-87.550000,-0.107248
-0.959706,-88.330000,-0.106634
-0.895402,-92.540000,-0.099489
-0.717239,-86.890000,-0.079693
-0.600978,-70.630000,-0.066775
-0.596974,-70.000000,-0.066330
-0.590053,-70.790000,-0.065561
-0.586901,-71.000000,-0.065211
-0.585482,-71.480000,-0.065054
-0.583948,-71.620000,-0.064883
-0.576769,-72.070000,-0.064085
-0.575085,-72.050000,-0.063898
-0.567179,-74.130000,-0.063020
-0.535707,-76.130000,-0.059523
-0.461878,-71.990000,-0.051320
-0.393337,-67.390000,-0.043704
-0.333275,-62.260000,-0.037031
-0.275876,-56.480000,-0.030653
-0.222862,-49.930000,-0.024762
-0.170573,-43.670000,-0.018953
-0.124846,-37.330000,-0.013872
-0.077953,-30.940000,-0.008661
-0.031976,-24.640000,-0.003553
0.019193,-18.250000,0.002133
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
-0.016942,2.296000,-0.001882
0.278066,52.240000,0.030896
0.280780,51.050000,0.031198
0.285593,50.000000,0.031733
0.286266,48.920000,0.031807
0.287988,49.190000,0.031999
0.289598,49.500000,0.032178
0.291612,49.520000,0.032401
0.308647,56.740000,0.034294
0.356349,62.760000,0.039594
0.403222,68.280000,0.044802
0.471265,73.180000,0.052363
0.534699,77.350000,0.059411
0.612484,76.800000,0.068054
0.744145,85.200000,0.082683
0.940342,88.880000,0.104482
0.945056,80.710000,0.105006
1.135633,105.100000,0.126181
1.267406,102.740000,0.140823
1.326663,104.250000,0.147407
1.845003,109.010000,0.205000
2.084739,105.170000,0.231638
