Test unit;CT02;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-23.8942970700000;-60.4549839800000;-1.64788255600000
-23.8368926300000;-60.4856500000000;-1.64392363000000
-23.7793768400000;-60.5130709500000;-1.63995702300000
-23.7218333700000;-60.5364355400000;-1.63598850900000
-23.6647118400000;-60.5494158700000;-1.63204909200000
-23.6077721000000;-60.5275115600000;-1.62812221400000
-23.5508335100000;-60.4997661100000;-1.62419541400000
-23.4940075100000;-60.4936004500000;-1.62027638000000
-23.4374925000000;-60.4833784400000;-1.61637879300000
-23.3808015100000;-60.4658550000000;-1.61246907000000
-23.3240746900000;-60.4468712700000;-1.60855687500000
-23.2675172600000;-60.4384340600000;-1.60465636300000
-23.2110372200000;-60.4246424600000;-1.60076118700000
-23.1547113300000;-60.4048474600000;-1.59687664400000
-23.0983592900000;-60.3978705300000;-1.59299029600000
-23.0422976300000;-60.4210728700000;-1.58912397500000
-22.9859882400000;-60.4277252900000;-1.58524056800000
-22.9297642800000;-60.4324306500000;-1.58136305400000
-22.8733908800000;-60.4330796700000;-1.57747523300000
-22.8172696000000;-60.4288610600000;-1.57360480000000
-22.7613613600000;-60.4444374600000;-1.56974905900000
-22.7057197700000;-60.4407056100000;-1.56591170800000
-22.6502370200000;-60.4205861000000;-1.56208531200000
-22.5945982200000;-60.3973837700000;-1.55824815300000
-22.5388799700000;-60.3584427800000;-1.55440551500000
-22.4827806300000;-60.2992200300000;-1.55053659500000
-22.4271855800000;-60.2508683100000;-1.54670245400000
-22.3714383800000;-60.1827215900000;-1.54285782000000
-22.3157743400000;-60.1072734300000;-1.53901892000000
-22.2600737500000;-60.0326365400000;-1.53517750000000
-22.2041850400000;-59.9284694000000;-1.53132310600000
-22.1480202200000;-59.8283586200000;-1.52744967000000
-22.0918157700000;-59.7477183300000;-1.52357350100000
-22.0355617400000;-59.6735682100000;-1.51969391300000
-21.9794755500000;-59.5937391900000;-1.51582590000000
-21.9234498200000;-59.5171552600000;-1.51196205600000
-21.8670964200000;-59.4446276700000;-1.50807561500000
-21.8108114300000;-59.3925441100000;-1.50419389200000
-21.7543443500000;-59.3394870200000;-1.50029961000000
-21.6979358100000;-59.2929200900000;-1.49640936600000
-21.6418491000000;-59.2656614000000;-1.49254131800000
-21.5857612500000;-59.2293164900000;-1.48867319000000
-21.5295173800000;-59.1897264900000;-1.48479430200000
-21.4735613100000;-59.1611697700000;-1.48093526300000
-21.4171950900000;-59.1355336200000;-1.47704793700000
-21.3610801400000;-59.1141160800000;-1.47317794000000
-21.3592829600000;-58.4323244200000;-1.47305399700000
-21.3553597400000;-58.7474218600000;-1.47278343000000
-21.3548874300000;-58.9078911900000;-1.47275085700000
-21.3450271900000;-59.2409988400000;-1.47207084100000
-21.3246289000000;-59.5166685400000;-1.47066406200000
-21.2954375300000;-59.7404169400000;-1.46865086400000
-21.2584038800000;-59.9511850100000;-1.46609681900000
-21.2147105600000;-60.1144126300000;-1.46308348700000
-21.1659589700000;-60.2370767300000;-1.45972130800000
-21.1132076900000;-60.3612011200000;-1.45608328900000
-21.0579987300000;-60.4815936600000;-1.45227577500000
-21.0013814200000;-60.5486046000000;-1.44837113200000
-20.9445230200000;-60.5995523900000;-1.44444986300000
-20.8875924700000;-60.6462815700000;-1.44052361900000
-20.8307345000000;-60.6941465300000;-1.43660238000000
-20.7739619700000;-60.7522335000000;-1.43268703300000
-20.7172267000000;-60.7910122300000;-1.42877425500000
-20.6605034300000;-60.8223272700000;-1.42486230600000
-20.6038281000000;-60.8505594800000;-1.42095366200000
-20.5472379900000;-60.8622417800000;-1.41705089600000
-20.4903834800000;-60.8580231700000;-1.41312989500000
-20.4336493000000;-60.8671094000000;-1.40921719300000
-20.3768665100000;-60.8677584200000;-1.40530113800000
-20.3201676200000;-60.8690564500000;-1.40139087000000
-20.2638180400000;-60.8682451800000;-1.39750469200000
-20.2073236200000;-60.8452051000000;-1.39360852600000
-20.1509838300000;-60.8039925500000;-1.38972302300000
-20.0945003600000;-60.7744623100000;-1.38582761100000
-20.0379941100000;-60.7499619400000;-1.38193062900000
-19.9812572700000;-60.7215674700000;-1.37801774300000
-19.9247987900000;-60.6938220200000;-1.37412405500000
-19.8681351000000;-60.6639672600000;-1.37021621400000
-19.8113024100000;-60.6505001700000;-1.36629671800000
-19.7543850400000;-60.6370330800000;-1.36237138200000
-19.6969142400000;-60.6247017700000;-1.35840787800000
-19.6392853700000;-60.6250262800000;-1.35443347300000
-19.5815525500000;-60.6605599300000;-1.35045190000000
-19.5240107900000;-60.6900901800000;-1.34648350300000
-19.4662972500000;-60.7033950100000;-1.34250325900000
-19.4088135500000;-60.7171866100000;-1.33853886600000
-19.3509677800000;-60.7274086200000;-1.33454950200000
-19.2933377200000;-60.7311404700000;-1.33057501500000
-19.2357702700000;-60.7387664100000;-1.32660484600000
-19.1782761300000;-60.7475281300000;-1.32263973300000
-19.1209721200000;-60.7465546000000;-1.31868773200000
-19.0638144800000;-60.7374683700000;-1.31474582600000
-19.0066063600000;-60.7111832100000;-1.31080043800000
-18.9492922500000;-60.6852225500000;-1.30684774200000
-18.8918610400000;-60.6748382900000;-1.30288696800000
-18.8343085400000;-60.6642917700000;-1.29891783100000
-18.7768506800000;-60.6548810300000;-1.29495521900000
-18.7192295100000;-60.6578016000000;-1.29098134600000
-18.6616300400000;-60.6423874600000;-1.28700896900000
-18.6038457500000;-60.6190228700000;-1.28302384500000
-18.5460297500000;-60.6063670500000;-1.27903653400000
-18.4881399700000;-60.5919264300000;-1.27504413600000
-18.4300546000000;-60.5734294700000;-1.27103824800000
-18.3720171800000;-60.5549325000000;-1.26703566700000
-18.3143006800000;-60.5195611100000;-1.26305521900000
-18.2567052600000;-60.4801333600000;-1.25908312100000
-18.1991462400000;-60.4390830700000;-1.25511353400000
-18.1416015300000;-60.3748304500000;-1.25114493300000
-18.0838407300000;-60.3207998300000;-1.24716143000000
-18.0262821400000;-60.2748819200000;-1.24319187200000
-17.9687443000000;-60.2234473700000;-1.23922374500000
-17.9110374400000;-60.1742843800000;-1.23524396100000
-17.8535353100000;-60.1243101200000;-1.23127829700000
-17.7959119700000;-60.0706040100000;-1.22730427300000
-17.7381838700000;-60.0345836000000;-1.22332302600000
-17.7116723500000;-59.0805295800000;-1.22149464500000
-17.7107523000000;-59.5496061700000;-1.22143119300000
-17.6984966100000;-59.9570262000000;-1.22058597300000
-17.6758395000000;-60.3193396000000;-1.21902341400000
-17.6442268100000;-60.5959828300000;-1.21684322800000
-17.6051766100000;-60.8135655800000;-1.21415011100000
-17.5596514600000;-60.9967504600000;-1.21101044600000
-17.5093570800000;-61.1362889900000;-1.20754186800000
-17.4552314500000;-61.2425654200000;-1.20380906500000
-17.3986978000000;-61.3139572300000;-1.19991019300000
-17.3414719100000;-61.3319674300000;-1.19596358000000
-17.2838817300000;-61.3305071500000;-1.19199184300000
-17.2262072300000;-61.3251527600000;-1.18801429200000
-17.1687953500000;-61.3139572300000;-1.18405485200000
-17.1113554300000;-61.3283978400000;-1.18009347800000
-17.0535778400000;-61.3389443600000;-1.17610881700000
-16.9957908300000;-61.3316429200000;-1.17212350500000
-16.9377888400000;-61.3254772700000;-1.16812336800000
-16.8798711600000;-61.3149307500000;-1.16412904500000
-16.8220091700000;-61.3038974700000;-1.16013856300000
-16.7638198300000;-61.3082783300000;-1.15612550500000
-16.7055551200000;-61.3084405900000;-1.15210724900000
-16.6474302400000;-61.2949735000000;-1.14809863700000
-16.5892406300000;-61.2824799300000;-1.14408556100000
-16.5311726000000;-61.2552212400000;-1.14008086900000
-16.4734792400000;-61.2279625500000;-1.13610201600000
-16.4162839200000;-61.2211478800000;-1.13215751200000
-16.3593307100000;-61.1911308700000;-1.12822970400000
-16.3025926200000;-61.1611138600000;-1.12431673200000
-16.2458825700000;-61.1291498000000;-1.12040569500000
-16.1893946900000;-61.0691157800000;-1.11650997800000
-16.1331332900000;-61.0160586800000;-1.11262988200000
-16.0770138000000;-60.9855549100000;-1.10875957300000
-16.0209128300000;-60.9532663400000;-1.10489054000000
-15.9647558700000;-60.9190307200000;-1.10101764700000
-15.9084302700000;-60.8844706000000;-1.09713312200000
-15.8519338300000;-60.8343340800000;-1.09323681600000
-15.7953011100000;-60.8220027700000;-1.08933111100000
-15.7386217100000;-60.8083734200000;-1.08542218700000
-15.6822250400000;-60.8091846900000;-1.08153276100000
-15.6258987600000;-60.8466653900000;-1.07764819000000
-15.5694000400000;-60.8718147800000;-1.07375172700000
-15.5126440000000;-60.8740863400000;-1.06983751700000
-15.4560566000000;-60.8740863400000;-1.06593493800000
-15.3997221400000;-60.8750598600000;-1.06204980300000
-15.3435181800000;-60.8753843700000;-1.05817366700000
-15.2872890700000;-60.8851196200000;-1.05429579800000
-15.2311024300000;-60.8693809700000;-1.05042085700000
-15.1750159600000;-60.8421222800000;-1.04655282500000
-15.1185630100000;-60.8035058000000;-1.04265951800000
-15.0622201800000;-60.7460678500000;-1.03877380500000
-15.0062353800000;-60.6933352600000;-1.03491278500000
-14.9504624400000;-60.6642917800000;-1.03106637500000
-14.8947509900000;-60.6191851400000;-1.02722420600000
-14.8387253500000;-60.5573663200000;-1.02336036900000
-14.7827683300000;-60.5101503800000;-1.01950126400000
-14.7268353300000;-60.4454109900000;-1.01564381600000
-14.6709244000000;-60.3933274200000;-1.01178789000000
-14.6149050000000;-60.3641216800000;-1.00792448300000
-14.5593221900000;-60.3191772900000;-1.00409118600000
-14.5034405500000;-60.2752064300000;-1.00023728000000
-14.4472985100000;-60.2445404100000;-0.996365414000000
-14.3912570600000;-60.1992715100000;-0.992500487000000
-14.3349239900000;-60.1887249900000;-0.988615448000000
-14.2788050600000;-60.2068974500000;-0.984745176000000
-14.2225404400000;-60.1995960200000;-0.980864858000000
-14.2070010700000;-58.1663899700000;-0.979793178000000
-14.2017724300000;-58.4970638000000;-0.979432581000000
-14.2002563500000;-59.6771378900000;-0.979328024000000
-14.1931111800000;-60.0585972700000;-0.978835254000000
-14.1778005000000;-60.3547110000000;-0.977779345000000
-14.1550221700000;-60.5950093100000;-0.976208426000000
-14.1258425800000;-60.7845221000000;-0.974196040000000
-14.0914648800000;-60.9152989000000;-0.971825164000000
-14.0527242100000;-61.0024293500000;-0.969153394000000
-14.0106792300000;-61.0603540600000;-0.966253740000000
-13.9664719900000;-61.0674932400000;-0.963204965000000
-13.9215677300000;-61.0582447500000;-0.960108119000000
-13.8760125800000;-61.0532148800000;-0.956966385000000
-13.8302978500000;-61.0548374200000;-0.953813645000000
-13.7844067700000;-61.0686290200000;-0.950648743000000
-13.7383930100000;-61.0820961100000;-0.947475380000000
-13.6925019400000;-61.0941029100000;-0.944310478000000
-13.6465576500000;-61.1052984500000;-0.941141907000000
-13.6005916700000;-61.1306100900000;-0.937971839000000
-13.5547100100000;-61.1546237000000;-0.934807587000000
-13.5087753000000;-61.1787995600000;-0.931639676000000
-13.4624973100000;-61.2028131700000;-0.928448090000000
-13.4163249700000;-61.2045979600000;-0.925263791000000
-13.3700126100000;-61.1977832900000;-0.922069835000000
-13.3237845900000;-61.1911308700000;-0.918881696000000
-13.2777252400000;-61.1838294300000;-0.915705189000000
-13.2316592200000;-61.1760412300000;-0.912528222000000
-13.1855812300000;-61.1504050800000;-0.909350429000000
-13.1394396700000;-61.1143846700000;-0.906168253000000
-13.0931294400000;-61.0785265100000;-0.902974444000000
