Test unit;C_1;
Reference;Ponte et al. (2023);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-0.0219060000000000;-49.9449;-1.75248
-0.0218935000000000;-49.9449;-1.75148
-0.0218810000000000;-49.945;-1.75048
-0.0218685000000000;-49.945;-1.74948
-0.0218560000000000;-49.945;-1.74848
-0.0218435000000000;-49.9451;-1.74748
-0.0218310000000000;-49.9451;-1.74648
-0.0218185000000000;-49.9451;-1.74548
-0.0218060000000000;-49.9452;-1.74448
-0.0217935000000000;-49.9452;-1.74348
-0.0217810000000000;-49.9452;-1.74248
-0.0217685000000000;-49.9452;-1.74148
-0.0217560000000000;-49.9453;-1.74048
-0.0217435000000000;-49.9453;-1.73948
-0.0217310000000000;-49.9453;-1.73848
-0.0217185000000000;-49.9454;-1.73748
-0.0217060000000000;-49.9454;-1.73648
-0.0216935000000000;-49.9454;-1.73548
-0.0216810000000000;-49.9455;-1.73448
-0.0216685000000000;-49.9455;-1.73348
-0.0216560000000000;-49.9455;-1.73248
-0.0216435000000000;-49.9456;-1.73148
-0.0216310000000000;-49.9456;-1.73048
-0.0216185000000000;-49.9456;-1.72948
-0.0216060000000000;-49.9457;-1.72848
-0.0215935000000000;-49.9457;-1.72748
-0.0215810000000000;-49.9457;-1.72648
-0.0215685000000000;-49.9458;-1.72548
-0.0215560000000000;-49.9458;-1.72448
-0.0215435000000000;-49.9458;-1.72348
-0.0215310000000000;-49.9459;-1.72248
-0.0215185000000000;-49.9459;-1.72148
-0.0215060000000000;-49.9459;-1.72048
-0.0214935000000000;-49.946;-1.71948
-0.0214810000000000;-49.946;-1.71848
-0.0214685000000000;-49.946;-1.71748
-0.0214560000000000;-49.946;-1.71648
-0.0214435000000000;-49.9461;-1.71548
-0.0214310000000000;-49.9461;-1.71448
-0.0214185000000000;-49.9461;-1.71348
-0.0214060000000000;-49.9462;-1.71248
-0.0213935000000000;-49.9462;-1.71148
-0.0213810000000000;-49.9462;-1.71048
-0.0213685000000000;-49.9463;-1.70948
-0.0213560000000000;-49.9463;-1.70848
-0.0213435000000000;-49.9463;-1.70748
-0.0213310000000000;-49.9464;-1.70648
-0.0213185000000000;-49.9464;-1.70548
-0.0213060000000000;-49.9464;-1.70448
-0.0212935000000000;-49.9465;-1.70348
-0.0212810000000000;-49.9465;-1.70248
-0.0212685000000000;-49.9465;-1.70148
-0.0212560000000000;-49.9466;-1.70048
-0.0212435000000000;-49.9466;-1.69948
-0.0212310000000000;-49.9466;-1.69848
-0.0212185000000000;-49.9467;-1.69748
-0.0212060000000000;-49.9467;-1.69648
-0.0211935000000000;-49.9467;-1.69548
-0.0211810000000000;-49.9468;-1.69448
-0.0211685000000000;-49.9468;-1.69348
-0.0211560000000000;-49.9468;-1.69248
-0.0211435000000000;-49.9468;-1.69148
-0.0211310000000000;-49.9469;-1.69048
-0.0211185000000000;-49.9469;-1.68948
-0.0211060000000000;-49.9469;-1.68848
-0.0210935000000000;-49.947;-1.68748
-0.0210810000000000;-49.947;-1.68648
-0.0210685000000000;-49.947;-1.68548
-0.0210560000000000;-49.9471;-1.68448
-0.0210435000000000;-49.9471;-1.68348
-0.0210310000000000;-49.9471;-1.68248
-0.0210185000000000;-49.9472;-1.68148
-0.0210060000000000;-49.9472;-1.68048
-0.0209935000000000;-49.9472;-1.67948
-0.0209810000000000;-49.9473;-1.67848
-0.0209685000000000;-49.9473;-1.67748
-0.0209560000000000;-49.9473;-1.67648
-0.0209435000000000;-49.9474;-1.67548
-0.0209310000000000;-49.9474;-1.67448
-0.0209185000000000;-49.9474;-1.67348
-0.0209060000000000;-49.9475;-1.67248
-0.0208935000000000;-49.9475;-1.67148
-0.0208810000000000;-49.9475;-1.67048
-0.0208685000000000;-49.9476;-1.66948
-0.0208560000000000;-49.9476;-1.66848
-0.0208435000000000;-49.9476;-1.66748
-0.0208310000000000;-49.9477;-1.66648
-0.0208185000000000;-49.9477;-1.66548
-0.0208060000000000;-49.9477;-1.66448
-0.0207935000000000;-49.9477;-1.66348
-0.0207810000000000;-49.9478;-1.66248
-0.0207685000000000;-49.9478;-1.66148
-0.0207560000000000;-49.9478;-1.66048
-0.0207435000000000;-49.9479;-1.65948
-0.0207310000000000;-49.9479;-1.65848
-0.0207185000000000;-49.9479;-1.65748
-0.0207060000000000;-49.948;-1.65648
-0.0206935000000000;-49.948;-1.65548
-0.0206810000000000;-49.948;-1.65448
-0.0206685000000000;-49.9481;-1.65348
-0.0206560000000000;-49.9481;-1.65248
-0.0206435000000000;-49.9481;-1.65148
-0.0206310000000000;-49.9482;-1.65048
-0.0206185000000000;-49.9482;-1.64948
-0.0206060000000000;-49.9482;-1.64848
-0.0205935000000000;-49.9483;-1.64748
-0.0205810000000000;-49.9483;-1.64648
-0.0205685000000000;-49.9483;-1.64548
-0.0205560000000000;-49.9484;-1.64448
-0.0205435000000000;-49.9484;-1.64348
-0.0205310000000000;-49.9484;-1.64248
-0.0205185000000000;-49.9485;-1.64148
-0.0205060000000000;-49.9485;-1.64048
-0.0204935000000000;-49.9485;-1.63948
-0.0204810000000000;-49.9485;-1.63848
-0.0204685000000000;-49.9486;-1.63748
-0.0204560000000000;-49.9486;-1.63648
-0.0204435000000000;-49.9486;-1.63548
-0.0204310000000000;-49.9487;-1.63448
-0.0204185000000000;-49.9487;-1.63348
-0.0204060000000000;-49.9487;-1.63248
-0.0203935000000000;-49.9488;-1.63148
-0.0203810000000000;-49.9488;-1.63048
-0.0203685000000000;-49.9488;-1.62948
-0.0203560000000000;-49.9489;-1.62848
-0.0203435000000000;-49.9489;-1.62748
-0.0203310000000000;-49.9489;-1.62648
-0.0203185000000000;-49.949;-1.62548
-0.0203060000000000;-49.949;-1.62448
-0.0202935000000000;-49.949;-1.62348
-0.0202810000000000;-49.9491;-1.62248
-0.0202685000000000;-49.9491;-1.62148
-0.0202560000000000;-49.9491;-1.62048
-0.0202435000000000;-49.9492;-1.61948
-0.0202310000000000;-49.9492;-1.61848
-0.0202185000000000;-49.9492;-1.61748
-0.0202060000000000;-49.9493;-1.61648
-0.0201935000000000;-49.9493;-1.61548
-0.0201810000000000;-49.9493;-1.61448
-0.0201685000000000;-49.9493;-1.61348
-0.0201560000000000;-49.9494;-1.61248
-0.0201435000000000;-49.9494;-1.61148
-0.0201310000000000;-49.9494;-1.61048
-0.0201185000000000;-49.9495;-1.60948
-0.0201060000000000;-49.9495;-1.60848
-0.0200935000000000;-49.9495;-1.60748
-0.0200810000000000;-49.9496;-1.60648
-0.0200685000000000;-49.9496;-1.60548
-0.0200560000000000;-49.9496;-1.60448
-0.0200435000000000;-49.9497;-1.60348
-0.0200310000000000;-49.9497;-1.60248
-0.0200185000000000;-49.9497;-1.60148
-0.0200060000000000;-49.9498;-1.60048
-0.0199935000000000;-49.9498;-1.59948
-0.0199810000000000;-49.9498;-1.59848
-0.0199685000000000;-49.9499;-1.59748
-0.0199560000000000;-49.9499;-1.59648
-0.0199435000000000;-49.9499;-1.59548
-0.0199310000000000;-49.95;-1.59448
-0.0199185000000000;-49.95;-1.59348
-0.0199060000000000;-49.95;-1.59248
-0.0198935000000000;-49.9501;-1.59148
-0.0198810000000000;-49.9501;-1.59048
-0.0198685000000000;-49.9501;-1.58948
-0.0198560000000000;-49.9502;-1.58848
-0.0198435000000000;-49.9502;-1.58748
-0.0198310000000000;-49.9502;-1.58648
-0.0198185000000000;-49.9502;-1.58548
-0.0198060000000000;-49.9503;-1.58448
-0.0197935000000000;-49.9503;-1.58348
-0.0197810000000000;-49.9503;-1.58248
-0.0197685000000000;-49.9504;-1.58148
-0.0197560000000000;-49.9504;-1.58048
-0.0197435000000000;-49.9504;-1.57948
-0.0197310000000000;-49.9505;-1.57848
-0.0197185000000000;-49.9505;-1.57748
-0.0197060000000000;-49.9505;-1.57648
-0.0196935000000000;-49.9506;-1.57548
-0.0196810000000000;-49.9506;-1.57448
-0.0196685000000000;-49.9506;-1.57348
-0.0196560000000000;-49.9507;-1.57248
-0.0196435000000000;-49.9507;-1.57148
-0.0196310000000000;-49.9507;-1.57048
-0.0196185000000000;-49.9508;-1.56948
-0.0196060000000000;-49.9508;-1.56848
-0.0195935000000000;-49.9508;-1.56748
-0.0195810000000000;-49.9509;-1.56648
-0.0195685000000000;-49.9509;-1.56548
-0.0195560000000000;-49.9509;-1.56448
-0.0195435000000000;-49.951;-1.56348
-0.0195310000000000;-49.951;-1.56248
-0.0195185000000000;-49.951;-1.56148
-0.0195060000000000;-49.951;-1.56048
-0.0194935000000000;-49.9511;-1.55948
-0.0194810000000000;-49.9511;-1.55848
-0.0194685000000000;-49.9511;-1.55748
-0.0194560000000000;-49.9512;-1.55648
-0.0194435000000000;-49.9512;-1.55548
-0.0194310000000000;-49.9512;-1.55448
-0.0194185000000000;-49.9513;-1.55348
-0.0194060000000000;-49.9513;-1.55248
-0.0193935000000000;-49.9513;-1.55148
-0.0193810000000000;-49.9514;-1.55048
-0.0193685000000000;-49.9514;-1.54948
-0.0193560000000000;-49.9514;-1.54848
-0.0193435000000000;-49.9515;-1.54748
-0.0193310000000000;-49.9515;-1.54648
-0.0193185000000000;-49.9515;-1.54548
-0.0193060000000000;-49.9516;-1.54448
-0.0192935000000000;-49.9516;-1.54348
-0.0192810000000000;-49.9516;-1.54248
-0.0192685000000000;-49.9517;-1.54148
-0.0192560000000000;-49.9517;-1.54048
-0.0192435000000000;-49.9517;-1.53948
-0.0192310000000000;-49.9518;-1.53848
-0.0192185000000000;-49.9518;-1.53748
-0.0192060000000000;-49.9518;-1.53648
-0.0191935000000000;-49.9518;-1.53548
-0.0191810000000000;-49.9519;-1.53448
-0.0191685000000000;-49.9519;-1.53348
-0.0191560000000000;-49.9519;-1.53248
-0.0191435000000000;-49.952;-1.53148
-0.0191310000000000;-49.952;-1.53048
-0.0191185000000000;-49.952;-1.52948
-0.0191060000000000;-49.9521;-1.52848
-0.0190935000000000;-49.9521;-1.52748
-0.0190810000000000;-49.9521;-1.52648
-0.0190685000000000;-49.9522;-1.52548
-0.0190560000000000;-49.9522;-1.52448
-0.0190435000000000;-49.9522;-1.52348
-0.0190310000000000;-49.9523;-1.52248
-0.0190185000000000;-49.9523;-1.52148
-0.0190060000000000;-49.9523;-1.52048
-0.0189935000000000;-49.9524;-1.51948
-0.0189810000000000;-49.9524;-1.51848
-0.0189685000000000;-49.9524;-1.51748
-0.0189560000000000;-49.9525;-1.51648
-0.0189435000000000;-49.9525;-1.51548
-0.0189310000000000;-49.9525;-1.51448
-0.0189185000000000;-49.9526;-1.51348
-0.0189060000000000;-49.9526;-1.51248
-0.0188935000000000;-49.9526;-1.51148
-0.0188810000000000;-49.9527;-1.51048
-0.0188685000000000;-49.9527;-1.50948
-0.0188560000000000;-49.9527;-1.50848
-0.0188435000000000;-49.9527;-1.50748
-0.0188310000000000;-49.9528;-1.50648
-0.0188185000000000;-49.9528;-1.50548
-0.0188060000000000;-49.9528;-1.50448
-0.0187935000000000;-49.9529;-1.50348
-0.0187810000000000;-49.9529;-1.50248
-0.0187685000000000;-49.9529;-1.50148
-0.0187560000000000;-49.953;-1.50048
-0.0187435000000000;-49.953;-1.49948
-0.0187310000000000;-49.953;-1.49848
-0.0187185000000000;-49.9531;-1.49748
-0.0187060000000000;-49.9531;-1.49648
-0.0186935000000000;-49.9531;-1.49548
-0.0186810000000000;-49.9532;-1.49448
-0.0186685000000000;-49.9532;-1.49348
-0.0186560000000000;-49.9532;-1.49248
-0.0186435000000000;-49.9533;-1.49148
-0.0186310000000000;-49.9533;-1.49048
-0.0186185000000000;-49.9533;-1.48948
-0.0186060000000000;-49.9534;-1.48848
-0.0185935000000000;-49.9534;-1.48748
-0.0185810000000000;-49.9534;-1.48648
-0.0185685000000000;-49.9535;-1.48548
-0.0185560000000000;-49.9535;-1.48448
-0.0185435000000000;-49.9535;-1.48348
-0.0185310000000000;-49.9535;-1.48248
-0.0185185000000000;-49.9536;-1.48148
-0.0185060000000000;-49.9536;-1.48048
-0.0184935000000000;-49.9536;-1.47948
-0.0184810000000000;-49.9537;-1.47848
-0.0184685000000000;-49.9537;-1.47748
-0.0184560000000000;-49.9537;-1.47648
-0.0184435000000000;-49.9538;-1.47548
-0.0184310000000000;-49.9538;-1.47448
-0.0184185000000000;-49.9538;-1.47348
-0.0184060000000000;-49.9539;-1.47248
-0.0183935000000000;-49.9539;-1.47148
-0.0183810000000000;-49.9539;-1.47048
-0.0183685000000000;-49.954;-1.46948
-0.0183560000000000;-49.954;-1.46848
-0.0183435000000000;-49.954;-1.46748
-0.0183310000000000;-49.9541;-1.46648
-0.0183185000000000;-49.9541;-1.46548
-0.0183060000000000;-49.9541;-1.46448
-0.0182935000000000;-49.9542;-1.46348
-0.0182810000000000;-49.9542;-1.46248
-0.0182685000000000;-49.9542;-1.46148
-0.0182560000000000;-49.9543;-1.46048
-0.0182435000000000;-49.9543;-1.45948
-0.0182310000000000;-49.9543;-1.45848
-0.0182185000000000;-49.9543;-1.45748
-0.0182060000000000;-49.9544;-1.45648
-0.0181935000000000;-49.9544;-1.45548
-0.0181810000000000;-49.9544;-1.45448
-0.0181685000000000;-49.9545;-1.45348
-0.0181560000000000;-49.9545;-1.45248
-0.0181435000000000;-49.9545;-1.45148
-0.0181310000000000;-49.9546;-1.45048
-0.0181185000000000;-49.9546;-1.44948
-0.0181060000000000;-49.9546;-1.44848
-0.0180935000000000;-49.9547;-1.44748
-0.0180810000000000;-49.9547;-1.44648
-0.0180685000000000;-49.9547;-1.44548
-0.0180560000000000;-49.9548;-1.44448
-0.0180435000000000;-49.9548;-1.44348
-0.0180310000000000;-49.9548;-1.44248
-0.0180185000000000;-49.9549;-1.44148
-0.0180060000000000;-49.9549;-1.44048
-0.0179935000000000;-49.9549;-1.43948
-0.0179810000000000;-49.955;-1.43848
-0.0179685000000000;-49.955;-1.43748
-0.0179560000000000;-49.955;-1.43648
-0.0179435000000000;-49.9551;-1.43548
-0.0179310000000000;-49.9551;-1.43448
-0.0179185000000000;-49.9551;-1.43348
-0.0179060000000000;-49.9552;-1.43248
-0.0178935000000000;-49.9552;-1.43148
-0.0178810000000000;-49.9552;-1.43048
-0.0178685000000000;-49.9552;-1.42948
-0.0178560000000000;-49.9553;-1.42848
-0.0178435000000000;-49.9553;-1.42748
-0.0178310000000000;-49.9553;-1.42648
-0.0178185000000000;-49.9554;-1.42548
-0.0178060000000000;-49.9554;-1.42448
-0.0177935000000000;-49.9554;-1.42348
-0.0177810000000000;-49.9555;-1.42248
-0.0177685000000000;-49.9555;-1.42148
-0.0177560000000000;-49.9555;-1.42048
-0.0177435000000000;-49.9556;-1.41948
-0.0177310000000000;-49.9556;-1.41848
-0.0177185000000000;-49.9556;-1.41748
-0.0177060000000000;-49.9557;-1.41648
-0.0176935000000000;-49.9557;-1.41548
-0.0176810000000000;-49.9557;-1.41448
-0.0176685000000000;-49.9558;-1.41348
-0.0176560000000000;-49.9558;-1.41248
-0.0176435000000000;-49.9558;-1.41148
-0.0176310000000000;-49.9559;-1.41048
-0.0176185000000000;-49.9559;-1.40948
-0.0176060000000000;-49.9559;-1.40848
-0.0175935000000000;-49.956;-1.40748
-0.0175810000000000;-49.956;-1.40648
-0.0175685000000000;-49.956;-1.40548
-0.0175560000000000;-49.956;-1.40448
-0.0175435000000000;-49.9561;-1.40348
-0.0175310000000000;-49.9561;-1.40248
-0.0175185000000000;-49.9561;-1.40148
-0.0175060000000000;-49.9562;-1.40048
-0.0174935000000000;-49.9562;-1.39948
-0.0174810000000000;-49.9562;-1.39848
-0.0174685000000000;-49.9563;-1.39748
-0.0174560000000000;-49.9563;-1.39648
-0.0174435000000000;-49.9563;-1.39548
-0.0174310000000000;-49.9564;-1.39448
-0.0174185000000000;-49.9564;-1.39348
-0.0174060000000000;-49.9564;-1.39248
-0.0173935000000000;-49.9565;-1.39148
-0.0173810000000000;-49.9565;-1.39048
-0.0173685000000000;-49.9565;-1.38948
-0.0173560000000000;-49.9566;-1.38848
-0.0173435000000000;-49.9566;-1.38748
-0.0173310000000000;-49.9566;-1.38648
-0.0173185000000000;-49.9567;-1.38548
-0.0173060000000000;-49.9567;-1.38448
-0.0172935000000000;-49.9567;-1.38348
-0.0172810000000000;-49.9568;-1.38248
-0.0172685000000000;-49.9568;-1.38148
-0.0172560000000000;-49.9568;-1.38048
-0.0172435000000000;-49.9568;-1.37948
-0.0172310000000000;-49.9569;-1.37848
-0.0172185000000000;-49.9569;-1.37748
-0.0172060000000000;-49.9569;-1.37648
-0.0171935000000000;-49.957;-1.37548
-0.0171810000000000;-49.957;-1.37448
-0.0171685000000000;-49.957;-1.37348
-0.0171560000000000;-49.9571;-1.37248
-0.0171435000000000;-49.9571;-1.37148
-0.0171310000000000;-49.9571;-1.37048
-0.0171185000000000;-49.9572;-1.36948
-0.0171060000000000;-49.9572;-1.36848
-0.0170935000000000;-49.9572;-1.36748
-0.0170810000000000;-49.9573;-1.36648
-0.0170685000000000;-49.9573;-1.36548
-0.0170560000000000;-49.9573;-1.36448
-0.0170435000000000;-49.9574;-1.36348
-0.0170310000000000;-49.9574;-1.36248
-0.0170185000000000;-49.9574;-1.36148
-0.0170060000000000;-49.9495;-1.36048
-0.0169935000000000;-49.9341;-1.35948
-0.0169810000000000;-49.9187;-1.35848
-0.0169685000000000;-49.9032;-1.35748
-0.0169560000000000;-49.8878;-1.35648
-0.0169435000000000;-49.8724;-1.35548
-0.0169310000000000;-49.857;-1.35448
-0.0169185000000000;-49.8416;-1.35348
-0.0169060000000000;-49.8262;-1.35248
-0.0168935000000000;-49.8107;-1.35148
-0.0168810000000000;-49.7953;-1.35048
-0.0168685000000000;-49.7799;-1.34948
-0.0168560000000000;-49.7645;-1.34848
-0.0168435000000000;-49.7491;-1.34748
-0.0168310000000000;-49.7337;-1.34648
-0.0168185000000000;-49.7182;-1.34548
-0.0168060000000000;-49.7028;-1.34448
-0.0167935000000000;-49.6874;-1.34348
-0.0167810000000000;-49.672;-1.34248
-0.0167685000000000;-49.6566;-1.34148
-0.0167560000000000;-49.6412;-1.34048
-0.0167435000000000;-49.6257;-1.33948
-0.0167310000000000;-49.6103;-1.33848
-0.0167185000000000;-49.5949;-1.33748
-0.0167060000000000;-49.5795;-1.33648
-0.0166935000000000;-49.5641;-1.33548
-0.0166810000000000;-49.5487;-1.33448
-0.0166685000000000;-49.5332;-1.33348
-0.0166560000000000;-49.5178;-1.33248
-0.0166435000000000;-49.5024;-1.33148
-0.0166310000000000;-49.487;-1.33048
-0.0166185000000000;-49.4716;-1.32948
-0.0166060000000000;-49.4562;-1.32848
-0.0165935000000000;-49.4457;-1.32748
-0.0165810000000000;-49.4457;-1.32648
-0.0165685000000000;-49.4458;-1.32548
-0.0165560000000000;-49.4458;-1.32448
-0.0165435000000000;-49.4458;-1.32348
-0.0165310000000000;-49.4459;-1.32248
-0.0165185000000000;-49.4459;-1.32148
-0.0165060000000000;-49.4459;-1.32048
-0.0164935000000000;-49.446;-1.31948
-0.0164810000000000;-49.446;-1.31848
-0.0164685000000000;-49.446;-1.31748
-0.0164560000000000;-49.446;-1.31648
-0.0164435000000000;-49.4461;-1.31548
-0.0164310000000000;-49.4461;-1.31448
-0.0164185000000000;-49.4461;-1.31348
-0.0164060000000000;-49.4462;-1.31248
-0.0163935000000000;-49.4462;-1.31148
-0.0163810000000000;-49.4462;-1.31048
-0.0163685000000000;-49.4463;-1.30948
-0.0163560000000000;-49.4463;-1.30848
-0.0163435000000000;-49.4463;-1.30748
-0.0163310000000000;-49.4464;-1.30648
-0.0163185000000000;-49.4464;-1.30548
-0.0163060000000000;-49.4464;-1.30448
-0.0162935000000000;-49.4465;-1.30348
-0.0162810000000000;-49.4465;-1.30248
-0.0162685000000000;-49.4465;-1.30148
-0.0162560000000000;-49.4466;-1.30048
-0.0162435000000000;-49.4466;-1.29948
-0.0162310000000000;-49.4466;-1.29848
-0.0162185000000000;-49.4467;-1.29748
-0.0162060000000000;-49.4467;-1.29648
-0.0161935000000000;-49.4467;-1.29548
-0.0161810000000000;-49.4468;-1.29448
-0.0161685000000000;-49.4468;-1.29348
-0.0161560000000000;-49.4468;-1.29248
-0.0161435000000000;-49.4468;-1.29148
-0.0161310000000000;-49.4469;-1.29048
-0.0161185000000000;-49.4469;-1.28948
-0.0161060000000000;-49.4469;-1.28848
-0.0160935000000000;-49.447;-1.28748
-0.0160810000000000;-49.447;-1.28648
-0.0160685000000000;-49.447;-1.28548
-0.0160560000000000;-49.4471;-1.28448
-0.0160435000000000;-49.4471;-1.28348
-0.0160310000000000;-49.4471;-1.28248
-0.0160185000000000;-49.4472;-1.28148
-0.0160060000000000;-49.4472;-1.28048
-0.0159935000000000;-49.4472;-1.27948
-0.0159810000000000;-49.4473;-1.27848
-0.0159685000000000;-49.4473;-1.27748
-0.0159560000000000;-49.4473;-1.27648
-0.0159435000000000;-49.4474;-1.27548
-0.0159310000000000;-49.4474;-1.27448
-0.0159185000000000;-49.4474;-1.27348
-0.0159060000000000;-49.4475;-1.27248
-0.0158935000000000;-49.4475;-1.27148
-0.0158810000000000;-49.4475;-1.27048
-0.0158685000000000;-49.4476;-1.26948
-0.0158560000000000;-49.4476;-1.26848
-0.0158435000000000;-49.4476;-1.26748
-0.0158310000000000;-49.4477;-1.26648
-0.0158185000000000;-49.4477;-1.26548
-0.0158060000000000;-49.4477;-1.26448
-0.0157935000000000;-49.4477;-1.26348
-0.0157810000000000;-49.4478;-1.26248
-0.0157685000000000;-49.4478;-1.26148
-0.0157560000000000;-49.4478;-1.26048
-0.0157435000000000;-49.4479;-1.25948
-0.0157310000000000;-49.4479;-1.25848
-0.0157185000000000;-49.4479;-1.25748
-0.0157060000000000;-49.448;-1.25648
-0.0156935000000000;-49.448;-1.25548
-0.0156810000000000;-49.448;-1.25448
-0.0156685000000000;-49.4481;-1.25348
-0.0156560000000000;-49.4481;-1.25248
-0.0156435000000000;-49.4481;-1.25148
-0.0156310000000000;-49.4482;-1.25048
-0.0156185000000000;-49.4482;-1.24948
-0.0156060000000000;-49.4482;-1.24848
-0.0155935000000000;-49.4483;-1.24748
-0.0155810000000000;-49.4483;-1.24648
-0.0155685000000000;-49.4483;-1.24548
-0.0155560000000000;-49.4484;-1.24448
-0.0155435000000000;-49.4484;-1.24348
-0.0155310000000000;-49.4484;-1.24248
-0.0155185000000000;-49.4485;-1.24148
-0.0155060000000000;-49.4485;-1.24048
-0.0154935000000000;-49.4485;-1.23948
-0.0154810000000000;-49.4485;-1.23848
-0.0154685000000000;-49.4486;-1.23748
-0.0154560000000000;-49.4486;-1.23648
-0.0154435000000000;-49.4486;-1.23548
-0.0154310000000000;-49.4487;-1.23448
-0.0154185000000000;-49.4487;-1.23348
-0.0154060000000000;-49.4487;-1.23248
-0.0153935000000000;-49.4488;-1.23148
-0.0153810000000000;-49.4488;-1.23048
-0.0153685000000000;-49.4488;-1.22948
-0.0153560000000000;-49.4489;-1.22848
-0.0153435000000000;-49.4489;-1.22748
-0.0153310000000000;-49.4489;-1.22648
-0.0153185000000000;-49.449;-1.22548
-0.0153060000000000;-49.449;-1.22448
-0.0152935000000000;-49.449;-1.22348
-0.0152810000000000;-49.4491;-1.22248
-0.0152685000000000;-49.4491;-1.22148
-0.0152560000000000;-49.4491;-1.22048
-0.0152435000000000;-49.4492;-1.21948
-0.0152310000000000;-49.4492;-1.21848
-0.0152185000000000;-49.4492;-1.21748
-0.0152060000000000;-49.4493;-1.21648
-0.0151935000000000;-49.4493;-1.21548
-0.0151810000000000;-49.4493;-1.21448
-0.0151685000000000;-49.4493;-1.21348
-0.0151560000000000;-49.4494;-1.21248
-0.0151435000000000;-49.4494;-1.21148
-0.0151310000000000;-49.4494;-1.21048
-0.0151185000000000;-49.4495;-1.20948
-0.0151060000000000;-49.4495;-1.20848
-0.0150935000000000;-49.4495;-1.20748
-0.0150810000000000;-49.4496;-1.20648
-0.0150685000000000;-49.4496;-1.20548
-0.0150560000000000;-49.4496;-1.20448
-0.0150435000000000;-49.4497;-1.20348
-0.0150310000000000;-49.4497;-1.20248
-0.0150185000000000;-49.4497;-1.20148
-0.0150060000000000;-49.4498;-1.20048
-0.0149935000000000;-49.4498;-1.19948
-0.0149810000000000;-49.4498;-1.19848
-0.0149685000000000;-49.4499;-1.19748
-0.0149560000000000;-49.4499;-1.19648
-0.0149435000000000;-49.4499;-1.19548
-0.0149310000000000;-49.4583;-1.19448
-0.0149185000000000;-49.4738;-1.19348
-0.0149060000000000;-49.4893;-1.19248
-0.0148935000000000;-49.5048;-1.19148
-0.0148810000000000;-49.5202;-1.19048
-0.0148685000000000;-49.5357;-1.18948
-0.0148560000000000;-49.5512;-1.18848
-0.0148435000000000;-49.5667;-1.18748
-0.0148310000000000;-49.5822;-1.18648
-0.0148185000000000;-49.5976;-1.18548
-0.0148060000000000;-49.6131;-1.18448
-0.0147935000000000;-49.6286;-1.18348
-0.0147810000000000;-49.6441;-1.18248
-0.0147685000000000;-49.6596;-1.18148
-0.0147560000000000;-49.675;-1.18048
-0.0147435000000000;-49.6905;-1.17948
-0.0147310000000000;-49.706;-1.17848
-0.0147185000000000;-49.7215;-1.17748
-0.0147060000000000;-49.737;-1.17648
-0.0146935000000000;-49.7524;-1.17548
-0.0146810000000000;-49.7679;-1.17448
-0.0146685000000000;-49.7834;-1.17348
-0.0146560000000000;-49.7989;-1.17248
-0.0146435000000000;-49.8144;-1.17148
-0.0146310000000000;-49.8298;-1.17048
-0.0146185000000000;-49.8453;-1.16948
-0.0146060000000000;-49.8608;-1.16848
-0.0145935000000000;-49.8763;-1.16748
-0.0145810000000000;-49.8918;-1.16648
-0.0145685000000000;-49.9073;-1.16548
-0.0145560000000000;-49.9227;-1.16448
-0.0145435000000000;-49.9382;-1.16348
-0.0145310000000000;-49.9537;-1.16248
-0.0145185000000000;-49.9638;-1.16148
-0.0145060000000000;-49.9639;-1.16048
-0.0144935000000000;-49.9639;-1.15948
-0.0144810000000000;-49.9639;-1.15848
-0.0144685000000000;-49.964;-1.15748
-0.0144560000000000;-49.964;-1.15648
-0.0144435000000000;-49.964;-1.15548
-0.0144310000000000;-49.9641;-1.15448
-0.0144185000000000;-49.9641;-1.15348
-0.0144060000000000;-49.9641;-1.15248
-0.0143935000000000;-49.9642;-1.15148
-0.0143810000000000;-49.9642;-1.15048
-0.0143685000000000;-49.9642;-1.14948
-0.0143560000000000;-49.9643;-1.14848
-0.0143435000000000;-49.9643;-1.14748
-0.0143310000000000;-49.9643;-1.14648
-0.0143185000000000;-49.9643;-1.14548
-0.0143060000000000;-49.9644;-1.14448
-0.0142935000000000;-49.9644;-1.14348
-0.0142810000000000;-49.9644;-1.14248
-0.0142685000000000;-49.9645;-1.14148
-0.0142560000000000;-49.9645;-1.14048
-0.0142435000000000;-49.9645;-1.13948
-0.0142310000000000;-49.9646;-1.13848
-0.0142185000000000;-49.9646;-1.13748
-0.0142060000000000;-49.9646;-1.13648
-0.0141935000000000;-49.9647;-1.13548
-0.0141810000000000;-49.9647;-1.13448
-0.0141685000000000;-49.9647;-1.13348
-0.0141560000000000;-49.9648;-1.13248
-0.0141435000000000;-49.9648;-1.13148
-0.0141310000000000;-49.9648;-1.13048
-0.0141185000000000;-49.9649;-1.12948
-0.0141060000000000;-49.9649;-1.12848
-0.0140935000000000;-49.9649;-1.12748
-0.0140810000000000;-49.965;-1.12648
-0.0140685000000000;-49.965;-1.12548
-0.0140560000000000;-49.965;-1.12448
-0.0140435000000000;-49.9651;-1.12348
-0.0140310000000000;-49.9651;-1.12248
-0.0140185000000000;-49.9651;-1.12148
-0.0140060000000000;-49.9652;-1.12048
-0.0139935000000000;-49.9652;-1.11948
-0.0139810000000000;-49.9652;-1.11848
-0.0139685000000000;-49.9652;-1.11748
