Test unit;G1;
-0.0289457500000000;-52.799;-2.31566
-0.0289332500000000;-52.8453;-2.31466
-0.0289207500000000;-52.8916;-2.31366
-0.0289082500000000;-52.9379;-2.31266
-0.0288957500000000;-52.9842;-2.31166
-0.0288832500000000;-53.0305;-2.31066
-0.0288707500000000;-53.0768;-2.30966
-0.0288582500000000;-53.1231;-2.30866
-0.0288457500000000;-53.1694;-2.30766
-0.0288332500000000;-53.2156;-2.30666
-0.0288207500000000;-53.2619;-2.30566
-0.0288082500000000;-53.3082;-2.30466
-0.0287957500000000;-53.3545;-2.30366
-0.0287832500000000;-53.4008;-2.30266
-0.0287707500000000;-53.4376;-2.30166
-0.0287582500000000;-53.4684;-2.30066
-0.0287457500000000;-53.4993;-2.29966
-0.0287332500000000;-53.5302;-2.29866
-0.0287207500000000;-53.561;-2.29766
-0.0287082500000000;-53.5919;-2.29666
-0.0286957500000000;-53.6228;-2.29566
-0.0286832500000000;-53.6536;-2.29466
-0.0286707500000000;-53.6845;-2.29366
-0.0286582500000000;-53.7153;-2.29266
-0.0286457500000000;-53.7462;-2.29166
-0.0286332500000000;-53.7771;-2.29066
-0.0286207500000000;-53.8079;-2.28966
-0.0286082500000000;-53.8388;-2.28866
-0.0285957500000000;-53.8697;-2.28766
-0.0285832500000000;-53.9005;-2.28666
-0.0285707500000000;-53.9314;-2.28566
-0.0285582500000000;-53.9623;-2.28466
-0.0285457500000000;-53.9931;-2.28366
-0.0285332500000000;-54.024;-2.28266
-0.0285207500000000;-54.0548;-2.28166
-0.0285082500000000;-54.0857;-2.28066
-0.0284957500000000;-54.1166;-2.27966
-0.0284832500000000;-54.1474;-2.27866
-0.0284707500000000;-54.1783;-2.27766
-0.0284582500000000;-54.2092;-2.27666
-0.0284457500000000;-54.24;-2.27566
-0.0284332500000000;-54.2709;-2.27466
-0.0284207500000000;-54.3017;-2.27366
-0.0284082500000000;-54.3326;-2.27266
-0.0283957500000000;-54.3635;-2.27166
-0.0283832500000000;-54.3943;-2.27066
-0.0283707500000000;-54.4252;-2.26966
-0.0283582500000000;-54.4485;-2.26866
-0.0283457500000000;-54.4639;-2.26766
-0.0283332500000000;-54.4793;-2.26666
-0.0283207500000000;-54.4948;-2.26566
-0.0283082500000000;-54.5102;-2.26466
-0.0282957500000000;-54.5256;-2.26366
-0.0282832500000000;-54.5411;-2.26266
-0.0282707500000000;-54.5565;-2.26166
-0.0282582500000000;-54.5719;-2.26066
-0.0282457500000000;-54.5874;-2.25966
-0.0282332500000000;-54.6028;-2.25866
-0.0282207500000000;-54.6182;-2.25766
-0.0282082500000000;-54.6336;-2.25666
-0.0281957500000000;-54.6491;-2.25566
-0.0281832500000000;-54.6645;-2.25466
-0.0281707500000000;-54.6799;-2.25366
-0.0281582500000000;-54.6954;-2.25266
-0.0281457500000000;-54.7108;-2.25166
-0.0281332500000000;-54.7262;-2.25066
-0.0281207500000000;-54.7417;-2.24966
-0.0281082500000000;-54.7571;-2.24866
-0.0280957500000000;-54.7725;-2.24766
-0.0280832500000000;-54.788;-2.24666
-0.0280707500000000;-54.8034;-2.24566
-0.0280582500000000;-54.8188;-2.24466
-0.0280457500000000;-54.8343;-2.24366
-0.0280332500000000;-54.8497;-2.24266
-0.0280207500000000;-54.8651;-2.24166
-0.0280082500000000;-54.8806;-2.24066
-0.0279957500000000;-54.896;-2.23966
-0.0279832500000000;-54.9114;-2.23866
-0.0279707500000000;-54.9268;-2.23766
-0.0279582500000000;-54.9423;-2.23666
-0.0279457500000000;-54.9521;-2.23566
-0.0279332500000000;-54.9521;-2.23466
-0.0279207500000000;-54.9521;-2.23366
-0.0279082500000000;-54.9521;-2.23266
-0.0278957500000000;-54.9521;-2.23166
-0.0278832500000000;-54.9521;-2.23066
-0.0278707500000000;-54.9521;-2.22966
-0.0278582500000000;-54.9521;-2.22866
-0.0278457500000000;-54.9521;-2.22766
-0.0278332500000000;-54.9521;-2.22666
-0.0278207500000000;-54.9521;-2.22566
-0.0278082500000000;-54.9521;-2.22466
-0.0277957500000000;-54.9521;-2.22366
-0.0277832500000000;-54.9521;-2.22266
-0.0277707500000000;-54.9521;-2.22166
-0.0277582500000000;-54.9521;-2.22066
-0.0277457500000000;-54.9521;-2.21966
-0.0277332500000000;-54.9521;-2.21866
-0.0277207500000000;-54.9521;-2.21766
-0.0277082500000000;-54.9521;-2.21666
-0.0276957500000000;-54.9521;-2.21566
-0.0276832500000000;-54.9521;-2.21466
-0.0276707500000000;-54.9521;-2.21366
-0.0276582500000000;-54.9521;-2.21266
-0.0276457500000000;-54.9521;-2.21166
-0.0276332500000000;-54.9521;-2.21066
-0.0276207500000000;-54.9521;-2.20966
-0.0276082500000000;-54.9521;-2.20866
-0.0275957500000000;-54.9521;-2.20766
-0.0275832500000000;-54.9521;-2.20666
-0.0275707500000000;-54.9521;-2.20566
-0.0275582500000000;-54.9521;-2.20466
-0.0275457500000000;-54.9521;-2.20366
-0.0275332500000000;-54.9558;-2.20266
-0.0275207500000000;-54.9712;-2.20166
-0.0275082500000000;-54.9866;-2.20066
-0.0274957500000000;-55.0021;-2.19966
-0.0274832500000000;-55.0175;-2.19866
-0.0274707500000000;-55.0329;-2.19766
-0.0274582500000000;-55.0483;-2.19666
-0.0274457500000000;-55.0638;-2.19566
-0.0274332500000000;-55.0792;-2.19466
-0.0274207500000000;-55.0946;-2.19366
-0.0274082500000000;-55.1101;-2.19266
-0.0273957500000000;-55.1255;-2.19166
-0.0273832500000000;-55.1409;-2.19066
-0.0273707500000000;-55.1564;-2.18966
-0.0273582500000000;-55.1718;-2.18866
-0.0273457500000000;-55.1872;-2.18766
-0.0273332500000000;-55.2027;-2.18666
-0.0273207500000000;-55.2181;-2.18566
-0.0273082500000000;-55.2335;-2.18466
-0.0272957500000000;-55.249;-2.18366
-0.0272832500000000;-55.2644;-2.18266
-0.0272707500000000;-55.2798;-2.18166
-0.0272582500000000;-55.2952;-2.18066
-0.0272457500000000;-55.3107;-2.17966
-0.0272332500000000;-55.3261;-2.17866
-0.0272207500000000;-55.3415;-2.17766
-0.0272082500000000;-55.357;-2.17666
-0.0271957500000000;-55.3724;-2.17566
-0.0271832500000000;-55.3878;-2.17466
-0.0271707500000000;-55.4033;-2.17366
-0.0271582500000000;-55.4187;-2.17266
-0.0271457500000000;-55.4341;-2.17166
-0.0271332500000000;-55.4496;-2.17066
-0.0271207500000000;-55.4633;-2.16966
-0.0271082500000000;-55.4633;-2.16866
-0.0270957500000000;-55.4633;-2.16766
-0.0270832500000000;-55.4633;-2.16666
-0.0270707500000000;-55.4633;-2.16566
-0.0270582500000000;-55.4633;-2.16466
-0.0270457500000000;-55.4633;-2.16366
-0.0270332500000000;-55.4633;-2.16266
-0.0270207500000000;-55.4633;-2.16166
-0.0270082500000000;-55.4633;-2.16066
-0.0269957500000000;-55.4633;-2.15966
-0.0269832500000000;-55.4633;-2.15866
-0.0269707500000000;-55.4633;-2.15766
-0.0269582500000000;-55.4633;-2.15666
-0.0269457500000000;-55.4633;-2.15566
-0.0269332500000000;-55.4633;-2.15466
-0.0269207500000000;-55.4633;-2.15366
-0.0269082500000000;-55.4633;-2.15266
-0.0268957500000000;-55.4633;-2.15166
-0.0268832500000000;-55.4633;-2.15066
-0.0268707500000000;-55.4633;-2.14966
-0.0268582500000000;-55.4633;-2.14866
-0.0268457500000000;-55.4633;-2.14766
-0.0268332500000000;-55.4633;-2.14666
-0.0268207500000000;-55.4633;-2.14566
-0.0268082500000000;-55.4633;-2.14466
-0.0267957500000000;-55.4633;-2.14366
-0.0267832500000000;-55.4633;-2.14266
-0.0267707500000000;-55.4633;-2.14166
-0.0267582500000000;-55.4633;-2.14066
-0.0267457500000000;-55.4633;-2.13966
-0.0267332500000000;-55.4633;-2.13866
-0.0267207500000000;-55.4633;-2.13766
-0.0267082500000000;-55.4633;-2.13666
-0.0266957500000000;-55.4785;-2.13566
-0.0266832500000000;-55.4939;-2.13466
-0.0266707500000000;-55.5093;-2.13366
-0.0266582500000000;-55.5248;-2.13266
-0.0266457500000000;-55.5402;-2.13166
-0.0266332500000000;-55.5556;-2.13066
-0.0266207500000000;-55.5711;-2.12966
-0.0266082500000000;-55.5865;-2.12866
-0.0265957500000000;-55.6019;-2.12766
-0.0265832500000000;-55.6174;-2.12666
-0.0265707500000000;-55.6328;-2.12566
-0.0265582500000000;-55.6482;-2.12466
-0.0265457500000000;-55.6636;-2.12366
-0.0265332500000000;-55.6791;-2.12266
-0.0265207500000000;-55.6945;-2.12166
-0.0265082500000000;-55.7099;-2.12066
-0.0264957500000000;-55.7254;-2.11966
-0.0264832500000000;-55.7408;-2.11866
-0.0264707500000000;-55.7562;-2.11766
-0.0264582500000000;-55.7717;-2.11666
-0.0264457500000000;-55.7871;-2.11566
-0.0264332500000000;-55.8025;-2.11466
-0.0264207500000000;-55.818;-2.11366
-0.0264082500000000;-55.8334;-2.11266
-0.0263957500000000;-55.8488;-2.11166
-0.0263832500000000;-55.8643;-2.11066
-0.0263707500000000;-55.8797;-2.10966
-0.0263582500000000;-55.8951;-2.10866
-0.0263457500000000;-55.9106;-2.10766
-0.0263332500000000;-55.926;-2.10666
-0.0263207500000000;-55.9414;-2.10566
-0.0263082500000000;-55.9568;-2.10466
-0.0262957500000000;-55.9723;-2.10366
-0.0262832500000000;-55.9744;-2.10266
-0.0262707500000000;-55.9744;-2.10166
-0.0262582500000000;-55.9744;-2.10066
-0.0262457500000000;-55.9744;-2.09966
-0.0262332500000000;-55.9744;-2.09866
-0.0262207500000000;-55.9744;-2.09766
-0.0262082500000000;-55.9744;-2.09666
-0.0261957500000000;-55.9744;-2.09566
-0.0261832500000000;-55.9744;-2.09466
-0.0261707500000000;-55.9744;-2.09366
-0.0261582500000000;-55.9744;-2.09266
-0.0261457500000000;-55.9744;-2.09166
-0.0261332500000000;-55.9744;-2.09066
-0.0261207500000000;-55.9744;-2.08966
-0.0261082500000000;-55.9744;-2.08866
-0.0260957500000000;-55.9744;-2.08766
-0.0260832500000000;-55.9744;-2.08666
-0.0260707500000000;-55.9744;-2.08566
-0.0260582500000000;-55.9744;-2.08466
-0.0260457500000000;-55.9744;-2.08366
-0.0260332500000000;-55.9744;-2.08266
-0.0260207500000000;-55.9744;-2.08166
-0.0260082500000000;-55.9744;-2.08066
-0.0259957500000000;-55.9744;-2.07966
-0.0259832500000000;-55.9744;-2.07866
-0.0259707500000000;-55.9744;-2.07766
-0.0259582500000000;-55.9744;-2.07666
-0.0259457500000000;-55.9744;-2.07566
-0.0259332500000000;-55.9744;-2.07466
-0.0259207500000000;-55.9744;-2.07366
-0.0259082500000000;-55.9744;-2.07266
-0.0258957500000000;-55.9744;-2.07166
-0.0258832500000000;-55.9744;-2.07066
-0.0258707500000000;-55.9744;-2.06966
-0.0258582500000000;-55.9744;-2.06866
-0.0258457500000000;-55.9744;-2.06766
-0.0258332500000000;-55.9744;-2.06666
-0.0258207500000000;-55.9744;-2.06566
-0.0258082500000000;-55.9744;-2.06466
-0.0257957500000000;-55.9744;-2.06366
-0.0257832500000000;-55.9744;-2.06266
-0.0257707500000000;-55.9744;-2.06166
-0.0257582500000000;-55.9744;-2.06066
-0.0257457500000000;-55.9744;-2.05966
-0.0257332500000000;-55.9744;-2.05866
-0.0257207500000000;-55.9744;-2.05766
-0.0257082500000000;-55.9744;-2.05666
-0.0256957500000000;-55.9744;-2.05566
-0.0256832500000000;-55.9744;-2.05466
-0.0256707500000000;-55.9744;-2.05366
-0.0256582500000000;-55.9744;-2.05266
-0.0256457500000000;-55.9744;-2.05166
-0.0256332500000000;-55.9744;-2.05066
-0.0256207500000000;-55.9744;-2.04966
-0.0256082500000000;-55.9744;-2.04866
-0.0255957500000000;-55.9744;-2.04766
-0.0255832500000000;-55.9744;-2.04666
-0.0255707500000000;-55.9744;-2.04566
-0.0255582500000000;-55.9744;-2.04466
-0.0255457500000000;-55.9744;-2.04366
-0.0255332500000000;-55.9744;-2.04266
-0.0255207500000000;-55.9744;-2.04166
-0.0255082500000000;-55.9744;-2.04066
-0.0254957500000000;-55.9744;-2.03966
-0.0254832500000000;-55.9744;-2.03866
-0.0254707500000000;-55.9744;-2.03766
-0.0254582500000000;-55.9651;-2.03666
-0.0254457500000000;-55.9496;-2.03566
-0.0254332500000000;-55.9342;-2.03466
-0.0254207500000000;-55.9188;-2.03366
-0.0254082500000000;-55.9033;-2.03266
-0.0253957500000000;-55.8879;-2.03166
-0.0253832500000000;-55.8725;-2.03066
-0.0253707500000000;-55.8571;-2.02966
-0.0253582500000000;-55.8416;-2.02866
-0.0253457500000000;-55.8262;-2.02766
-0.0253332500000000;-55.8108;-2.02666
-0.0253207500000000;-55.7953;-2.02566
-0.0253082500000000;-55.7799;-2.02466
-0.0252957500000000;-55.7645;-2.02366
-0.0252832500000000;-55.749;-2.02266
-0.0252707500000000;-55.7336;-2.02166
-0.0252582500000000;-55.7182;-2.02066
-0.0252457500000000;-55.7027;-2.01966
-0.0252332500000000;-55.6873;-2.01866
-0.0252207500000000;-55.6719;-2.01766
-0.0252082500000000;-55.6564;-2.01666
-0.0251957500000000;-55.641;-2.01566
-0.0251832500000000;-55.6256;-2.01466
-0.0251707500000000;-55.6102;-2.01366
-0.0251582500000000;-55.5947;-2.01266
-0.0251457500000000;-55.5793;-2.01166
-0.0251332500000000;-55.5639;-2.01066
-0.0251207500000000;-55.5484;-2.00966
-0.0251082500000000;-55.533;-2.00866
-0.0250957500000000;-55.5176;-2.00766
-0.0250832500000000;-55.5021;-2.00666
-0.0250707500000000;-55.4867;-2.00566
-0.0250582500000000;-55.4713;-2.00466
-0.0250457500000000;-55.4633;-2.00366
-0.0250332500000000;-55.4633;-2.00266
-0.0250207500000000;-55.4633;-2.00166
-0.0250082500000000;-55.4633;-2.00066
-0.0249957500000000;-55.4633;-1.99966
-0.0249832500000000;-55.4633;-1.99866
-0.0249707500000000;-55.4633;-1.99766
-0.0249582500000000;-55.4633;-1.99666
-0.0249457500000000;-55.4633;-1.99566
-0.0249332500000000;-55.4633;-1.99466
-0.0249207500000000;-55.4633;-1.99366
-0.0249082500000000;-55.4633;-1.99266
-0.0248957500000000;-55.4633;-1.99166
-0.0248832500000000;-55.4633;-1.99066
-0.0248707500000000;-55.4633;-1.98966
-0.0248582500000000;-55.4633;-1.98866
-0.0248457500000000;-55.4633;-1.98766
-0.0248332500000000;-55.4633;-1.98666
-0.0248207500000000;-55.4633;-1.98566
-0.0248082500000000;-55.4633;-1.98466
-0.0247957500000000;-55.4633;-1.98366
-0.0247832500000000;-55.4633;-1.98266
-0.0247707500000000;-55.4633;-1.98166
-0.0247582500000000;-55.4633;-1.98066
-0.0247457500000000;-55.4633;-1.97966
-0.0247332500000000;-55.4633;-1.97866
-0.0247207500000000;-55.4633;-1.97766
-0.0247082500000000;-55.4633;-1.97666
-0.0246957500000000;-55.4633;-1.97566
-0.0246832500000000;-55.4633;-1.97466
-0.0246707500000000;-55.4633;-1.97366
-0.0246582500000000;-55.4633;-1.97266
-0.0246457500000000;-55.4633;-1.97166
-0.0246332500000000;-55.4633;-1.97066
-0.0246207500000000;-55.4633;-1.96966
-0.0246082500000000;-55.4633;-1.96866
-0.0245957500000000;-55.4633;-1.96766
-0.0245832500000000;-55.4633;-1.96666
-0.0245707500000000;-55.4633;-1.96566
-0.0245582500000000;-55.4633;-1.96466
-0.0245457500000000;-55.4633;-1.96366
-0.0245332500000000;-55.4633;-1.96266
-0.0245207500000000;-55.4633;-1.96166
-0.0245082500000000;-55.4633;-1.96066
-0.0244957500000000;-55.4633;-1.95966
-0.0244832500000000;-55.4633;-1.95866
-0.0244707500000000;-55.4633;-1.95766
-0.0244582500000000;-55.4633;-1.95666
-0.0244457500000000;-55.4633;-1.95566
-0.0244332500000000;-55.4633;-1.95466
-0.0244207500000000;-55.4633;-1.95366
-0.0244082500000000;-55.4633;-1.95266
-0.0243957500000000;-55.4633;-1.95166
-0.0243832500000000;-55.4633;-1.95066
-0.0243707500000000;-55.4633;-1.94966
-0.0243582500000000;-55.4633;-1.94866
-0.0243457500000000;-55.4633;-1.94766
-0.0243332500000000;-55.4633;-1.94666
-0.0243207500000000;-55.4633;-1.94566
-0.0243082500000000;-55.4633;-1.94466
-0.0242957500000000;-55.4633;-1.94366
-0.0242832500000000;-55.4633;-1.94266
-0.0242707500000000;-55.4633;-1.94166
-0.0242582500000000;-55.4633;-1.94066
-0.0242457500000000;-55.4633;-1.93966
-0.0242332500000000;-55.4633;-1.93866
-0.0242207500000000;-55.4633;-1.93766
-0.0242082500000000;-55.4633;-1.93666
-0.0241957500000000;-55.4633;-1.93566
-0.0241832500000000;-55.4633;-1.93466
-0.0241707500000000;-55.4633;-1.93366
-0.0241582500000000;-55.4633;-1.93266
-0.0241457500000000;-55.4633;-1.93166
-0.0241332500000000;-55.4633;-1.93066
-0.0241207500000000;-55.4633;-1.92966
-0.0241082500000000;-55.4633;-1.92866
-0.0240957500000000;-55.4633;-1.92766
-0.0240832500000000;-55.4633;-1.92666
-0.0240707500000000;-55.4633;-1.92566
-0.0240582500000000;-55.4633;-1.92466
-0.0240457500000000;-55.4633;-1.92366
-0.0240332500000000;-55.4633;-1.92266
-0.0240207500000000;-55.4633;-1.92166
-0.0240082500000000;-55.4633;-1.92066
-0.0239957500000000;-55.4633;-1.91966
-0.0239832500000000;-55.4633;-1.91866
-0.0239707500000000;-55.4633;-1.91766
-0.0239582500000000;-55.4633;-1.91666
-0.0239457500000000;-55.4633;-1.91566
-0.0239332500000000;-55.4633;-1.91466
-0.0239207500000000;-55.4633;-1.91366
-0.0239082500000000;-55.4633;-1.91266
-0.0238957500000000;-55.4633;-1.91166
-0.0238832500000000;-55.4633;-1.91066
-0.0238707500000000;-55.4633;-1.90966
-0.0238582500000000;-55.4633;-1.90866
-0.0238457500000000;-55.4633;-1.90766
-0.0238332500000000;-55.4633;-1.90666
-0.0238207500000000;-55.4633;-1.90566
-0.0238082500000000;-55.4633;-1.90466
-0.0237957500000000;-55.4633;-1.90366
-0.0237832500000000;-55.4633;-1.90266
-0.0237707500000000;-55.4633;-1.90166
-0.0237582500000000;-55.4633;-1.90066
-0.0237457500000000;-55.4633;-1.89966
-0.0237332500000000;-55.4633;-1.89866
-0.0237207500000000;-55.4633;-1.89766
-0.0237082500000000;-55.4633;-1.89666
-0.0236957500000000;-55.4633;-1.89566
-0.0236832500000000;-55.4633;-1.89466
-0.0236707500000000;-55.4633;-1.89366
-0.0236582500000000;-55.4633;-1.89266
-0.0236457500000000;-55.4633;-1.89166
-0.0236332500000000;-55.4633;-1.89066
-0.0236207500000000;-55.4633;-1.88966
-0.0236082500000000;-55.4633;-1.88866
-0.0235957500000000;-55.4633;-1.88766
-0.0235832500000000;-55.4633;-1.88666
-0.0235707500000000;-55.4633;-1.88566
-0.0235582500000000;-55.4633;-1.88466
-0.0235457500000000;-55.4633;-1.88366
-0.0235332500000000;-55.4633;-1.88266
-0.0235207500000000;-55.4633;-1.88166
-0.0235082500000000;-55.4633;-1.88066
-0.0234957500000000;-55.4633;-1.87966
-0.0234832500000000;-55.4633;-1.87866
-0.0234707500000000;-55.4633;-1.87766
-0.0234582500000000;-55.4633;-1.87666
-0.0234457500000000;-55.4633;-1.87566
-0.0234332500000000;-55.4633;-1.87466
-0.0234207500000000;-55.4633;-1.87366
-0.0234082500000000;-55.4633;-1.87266
-0.0233957500000000;-55.4633;-1.87166
-0.0233832500000000;-55.4633;-1.87066
-0.0233707500000000;-55.4633;-1.86966
-0.0233582500000000;-55.4633;-1.86866
-0.0233457500000000;-55.4633;-1.86766
-0.0233332500000000;-55.4633;-1.86666
-0.0233207500000000;-55.4633;-1.86566
-0.0233082500000000;-55.4633;-1.86466
-0.0232957500000000;-55.4633;-1.86366
-0.0232832500000000;-55.4633;-1.86266
-0.0232707500000000;-55.4633;-1.86166
-0.0232582500000000;-55.4633;-1.86066
-0.0232457500000000;-55.4633;-1.85966
-0.0232332500000000;-55.4633;-1.85866
-0.0232207500000000;-55.4633;-1.85766
-0.0232082500000000;-55.4633;-1.85666
-0.0231957500000000;-55.4633;-1.85566
-0.0231832500000000;-55.4633;-1.85466
-0.0231707500000000;-55.4633;-1.85366
-0.0231582500000000;-55.4633;-1.85266
-0.0231457500000000;-55.4633;-1.85166
-0.0231332500000000;-55.4633;-1.85066
-0.0231207500000000;-55.4633;-1.84966
-0.0231082500000000;-55.4633;-1.84866
-0.0230957500000000;-55.4633;-1.84766
-0.0230832500000000;-55.4633;-1.84666
-0.0230707500000000;-55.4633;-1.84566
-0.0230582500000000;-55.4633;-1.84466
-0.0230457500000000;-55.4633;-1.84366
-0.0230332500000000;-55.4633;-1.84266
-0.0230207500000000;-55.4633;-1.84166
-0.0230082500000000;-55.4633;-1.84066
-0.0229957500000000;-55.4633;-1.83966
-0.0229832500000000;-55.4633;-1.83866
-0.0229707500000000;-55.4633;-1.83766
-0.0229582500000000;-55.4633;-1.83666
-0.0229457500000000;-55.4633;-1.83566
-0.0229332500000000;-55.4633;-1.83466
-0.0229207500000000;-55.4633;-1.83366
-0.0229082500000000;-55.4633;-1.83266
-0.0228957500000000;-55.4633;-1.83166
-0.0228832500000000;-55.4633;-1.83066
-0.0228707500000000;-55.4633;-1.82966
-0.0228582500000000;-55.4633;-1.82866
-0.0228457500000000;-55.4633;-1.82766
-0.0228332500000000;-55.4633;-1.82666
-0.0228207500000000;-55.4633;-1.82566
-0.0228082500000000;-55.4633;-1.82466
-0.0227957500000000;-55.4633;-1.82366
-0.0227832500000000;-55.4633;-1.82266
-0.0227707500000000;-55.4633;-1.82166
-0.0227582500000000;-55.4633;-1.82066
-0.0227457500000000;-55.4633;-1.81966
-0.0227332500000000;-55.4633;-1.81866
-0.0227207500000000;-55.4633;-1.81766
-0.0227082500000000;-55.4633;-1.81666
-0.0226957500000000;-55.4633;-1.81566
-0.0226832500000000;-55.4633;-1.81466
-0.0226707500000000;-55.4633;-1.81366
-0.0226582500000000;-55.4633;-1.81266
-0.0226457500000000;-55.4633;-1.81166
-0.0226332500000000;-55.4633;-1.81066
-0.0226207500000000;-55.4633;-1.80966
-0.0226082500000000;-55.4633;-1.80866
-0.0225957500000000;-55.4633;-1.80766
-0.0225832500000000;-55.4633;-1.80666
-0.0225707500000000;-55.4633;-1.80566
-0.0225582500000000;-55.4744;-1.80466
-0.0225457500000000;-55.4898;-1.80366
-0.0225332500000000;-55.5053;-1.80266
-0.0225207500000000;-55.5207;-1.80166
-0.0225082500000000;-55.5361;-1.80066
-0.0224957500000000;-55.5516;-1.79966
-0.0224832500000000;-55.567;-1.79866
-0.0224707500000000;-55.5824;-1.79766
-0.0224582500000000;-55.5979;-1.79666
-0.0224457500000000;-55.6133;-1.79566
-0.0224332500000000;-55.6287;-1.79466
-0.0224207500000000;-55.6442;-1.79366
-0.0224082500000000;-55.6596;-1.79266
-0.0223957500000000;-55.675;-1.79166
-0.0223832500000000;-55.6905;-1.79066
-0.0223707500000000;-55.7059;-1.78966
-0.0223582500000000;-55.7213;-1.78866
-0.0223457500000000;-55.7367;-1.78766
-0.0223332500000000;-55.7522;-1.78666
-0.0223207500000000;-55.7676;-1.78566
-0.0223082500000000;-55.783;-1.78466
-0.0222957500000000;-55.7985;-1.78366
-0.0222832500000000;-55.8139;-1.78266
-0.0222707500000000;-55.8293;-1.78166
-0.0222582500000000;-55.8448;-1.78066
-0.0222457500000000;-55.8602;-1.77966
-0.0222332500000000;-55.8756;-1.77866
-0.0222207500000000;-55.8911;-1.77766
-0.0222082500000000;-55.9065;-1.77666
-0.0221957500000000;-55.9219;-1.77566
-0.0221832500000000;-55.9374;-1.77466
-0.0221707500000000;-55.9528;-1.77366
-0.0221582500000000;-55.9682;-1.77266
-0.0221457500000000;-55.9744;-1.77166
-0.0221332500000000;-55.9744;-1.77066
-0.0221207500000000;-55.9744;-1.76966
-0.0221082500000000;-55.9744;-1.76866
