Test unit;CT01;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-25.4754844000000;-45.2540504700000;-1.75692995900000
-25.4752410200000;-45.7823495000000;-1.75691317400000
-25.4671607500000;-46.2261142000000;-1.75635591400000
-25.4447209800000;-46.5657118400000;-1.75480834400000
-25.4129353700000;-46.8185035800000;-1.75261623200000
-25.3706356700000;-46.9836781600000;-1.74969901200000
-25.3226895300000;-47.0841133900000;-1.74639238100000
-25.2696323800000;-47.1284087400000;-1.74273326700000
-25.2134112600000;-47.1336008700000;-1.73885594900000
-25.1555351600000;-47.1141303800000;-1.73486449400000
-25.1011637500000;-47.1011500600000;-1.73111474100000
-25.0460621900000;-47.0876829800000;-1.72731463400000
-24.9853628600000;-47.0537718900000;-1.72312847300000
-24.9336199700000;-47.0487420100000;-1.71955999800000
-24.8825098700000;-47.0518248400000;-1.71603516400000
-24.8238062800000;-47.0323543600000;-1.71198664000000
-24.7651026800000;-47.0175892400000;-1.70793811600000
-24.7063504100000;-47.0073672400000;-1.70388623500000
-24.6472574000000;-47.0003903200000;-1.69981085500000
-24.5942976100000;-47.0188872700000;-1.69615845600000
-24.5398775300000;-47.0373842300000;-1.69240534700000
-24.4801517300000;-47.0403048100000;-1.68828632600000
-24.4231518100000;-47.0547454100000;-1.68435529700000
-24.3609435200000;-47.0529606200000;-1.68006507000000
-24.2979077400000;-47.0438743900000;-1.67571777500000
-24.2389120900000;-47.0487420100000;-1.67164911000000
-24.1714954500000;-47.0231058800000;-1.66699968600000
-24.1035433700000;-46.9922776100000;-1.66231333600000
-24.0356886400000;-46.9591777900000;-1.65763369900000
-23.9549347000000;-46.8848654500000;-1.65206446200000
-23.8751056100000;-46.8125001600000;-1.64655900700000
-23.8038435400000;-46.7708008700000;-1.64164438200000
-23.7325328000000;-46.7334824500000;-1.63672640000000
-23.6606866200000;-46.6992468500000;-1.63177149100000
-23.5887917600000;-46.6706901400000;-1.62681322500000
-23.5215698300000;-46.6585210900000;-1.62217723000000
-23.4696809200000;-46.7015184100000;-1.61859868400000
-23.4171592200000;-46.7480853100000;-1.61497649800000
-23.3695538300000;-46.8120133900000;-1.61169336800000
-23.3377195500000;-46.9247799400000;-1.60949790000000
-23.3017477800000;-47.0216455900000;-1.60701708800000
-23.2563328200000;-47.0824908400000;-1.60388502200000
-23.2099443400000;-47.1342498800000;-1.60068581600000
-23.1634585000000;-47.1791942400000;-1.59747989700000
-23.1173620800000;-47.2187842200000;-1.59430083300000
-23.0706815300000;-47.2552913800000;-1.59108148500000
-23.0129514800000;-47.2497747400000;-1.58710010200000
-22.9506458600000;-47.2228405700000;-1.58280316300000
-22.8851276000000;-47.1826015800000;-1.57828466200000
-22.8112370300000;-47.1133191100000;-1.57318876100000
-22.7396342400000;-47.0492287700000;-1.56825063700000
-22.6781074400000;-47.0169402200000;-1.56400741000000
-22.6090845000000;-46.9590155400000;-1.55924720700000
-22.5414731700000;-46.9038491700000;-1.55458435600000
-22.4785834300000;-46.8640969400000;-1.55024713300000
-22.4081488800000;-46.7965992600000;-1.54538957800000
-22.3437988600000;-46.7471117900000;-1.54095164600000
-22.2889893900000;-46.7278035600000;-1.53717168200000
-22.2271218600000;-46.6852930100000;-1.53290495600000
-22.1662765300000;-46.6437559800000;-1.52870872600000
-22.1102988300000;-46.6173085700000;-1.52484819500000
-22.0494048300000;-46.5741490000000;-1.52064860900000
-22.0033570900000;-46.5780431000000;-1.51747290300000
-21.9540480400000;-46.5733377300000;-1.51407227800000
-21.8956365200000;-46.5374795900000;-1.51004389800000
-21.8382958900000;-46.5037307600000;-1.50608937200000
-21.7773532200000;-46.4594354100000;-1.50188642900000
-21.7083302800000;-46.3869078700000;-1.49712622700000
-21.6501134800000;-46.3489404300000;-1.49311127500000
-21.5848873000000;-46.2900422200000;-1.48861291700000
-21.5268196300000;-45.1773043200000;-1.48460825000000
-21.5163668200000;-45.7489251800000;-1.48388736700000
-21.5151664900000;-46.2845257300000;-1.48380458600000
-21.5136482100000;-46.9285119100000;-1.48369987600000
-21.5019542800000;-50.4943687900000;-1.48289339800000
-21.5018564000000;-51.0741024700000;-1.48288664800000
-21.4910619100000;-51.5779012600000;-1.48214220000000
-21.4701131800000;-52.0059274200000;-1.48069746100000
-21.4405957500000;-52.3299487500000;-1.47866177600000
-21.4037617600000;-52.6022110300000;-1.47612150100000
-21.3604981600000;-52.8257971100000;-1.47313780400000
-21.3121074000000;-52.9771801300000;-1.46980051000000
-21.2596472900000;-53.0745325600000;-1.46618257200000
-21.2052215300000;-53.1159073400000;-1.46242907100000
-21.1493133900000;-53.1167186200000;-1.45857333700000
-21.0926693400000;-53.1139603000000;-1.45466685100000
-21.0359646300000;-53.0852413300000;-1.45075618200000
-20.9794667900000;-53.0276411400000;-1.44685977800000
-20.9228919100000;-53.0073593900000;-1.44295806200000
-20.8660043300000;-52.9719880000000;-1.43903478100000
-20.8090489900000;-52.9244475600000;-1.43510682700000
-20.7522079200000;-52.9186064200000;-1.43118675300000
-20.6957946200000;-52.8978379000000;-1.42729618100000
-20.6391430800000;-52.8623042600000;-1.42338917800000
-20.5826134000000;-52.8259593500000;-1.41949057900000
-20.5259062600000;-52.7621935100000;-1.41557974200000
-20.4691519200000;-52.7084874200000;-1.41166564900000
-20.4122601500000;-52.6833380400000;-1.40774207900000
-20.3551751900000;-52.6129197800000;-1.40380518600000
-20.2981279900000;-52.5421770100000;-1.39987089600000
-20.2410878500000;-52.4709474800000;-1.39593709300000
-20.1838157900000;-52.3492569400000;-1.39198729600000
-20.1261078100000;-52.2519045000000;-1.38800743500000
-20.0684087800000;-52.1840823100000;-1.38402819200000
-20.0105023700000;-52.1175581400000;-1.38003464600000
-19.9529202400000;-52.0935445400000;-1.37606346500000
-19.8953619900000;-52.0690441800000;-1.37209393000000
-19.8377170800000;-52.0206924700000;-1.36811842000000
-19.7802601900000;-52.0216659900000;-1.36415587500000
-19.7228416400000;-52.0215037400000;-1.36019597500000
-19.6652993900000;-52.0206924700000;-1.35622754400000
-19.6078690000000;-52.0632030300000;-1.35226682700000
-19.5505816900000;-52.0758588500000;-1.34831597800000
-19.4931603000000;-52.0632030300000;-1.34435588300000
-19.4356409500000;-52.0591466800000;-1.34038903100000
-19.3776451500000;-52.0325370200000;-1.33638932100000
-19.3193716000000;-52.0052783400000;-1.33237045500000
-19.2611222300000;-51.9909999800000;-1.32835325700000
-19.2027457000000;-51.9343733200000;-1.32432729000000
-19.1443691700000;-51.8783956700000;-1.32030132200000
-19.0859010100000;-51.8256631100000;-1.31626903500000
-19.0273435900000;-51.7398307100000;-1.31223059300000
-18.9686880700000;-51.6819060200000;-1.30818538400000
-18.9101678100000;-51.6429650400000;-1.30414950400000
-18.8517447100000;-51.5903947300000;-1.30012032500000
-18.7935286100000;-51.5389602000000;-1.29610542200000
-18.7353113100000;-51.4914197600000;-1.29209043500000
-18.6769647400000;-51.4453396100000;-1.28806653400000
-18.6184695200000;-51.4289519500000;-1.28403238100000
-18.5597277100000;-51.4133755600000;-1.27998122100000
-18.5009855000000;-51.3981236800000;-1.27593003500000
-18.4420108500000;-51.4063986300000;-1.27186281700000
-18.3832161400000;-51.3896864700000;-1.26780801000000
-18.3242719200000;-51.3637258200000;-1.26374289100000
-18.2652648300000;-51.3646993500000;-1.25967343700000
-18.2062634200000;-51.3651861100000;-1.25560437400000
-18.1474179200000;-51.3646993500000;-1.25154606400000
-18.0889544300000;-51.3637258200000;-1.24751409800000
-18.0306882400000;-51.3322485400000;-1.24349574100000
-17.9726344500000;-51.2962281400000;-1.23949203100000
-17.9574169100000;-50.8706359200000;-1.23844254600000
-17.9569914000000;-51.4589690800000;-1.23841320000000
-17.9530410900000;-54.4965273200000;-1.23814076500000
-17.9512681700000;-57.2814562800000;-1.23801849500000
-17.9461716200000;-57.8868262600000;-1.23766700900000
-17.9302552300000;-58.4026319900000;-1.23656932600000
-17.9046068300000;-58.8369861800000;-1.23480047100000
-17.8700618500000;-59.2210416000000;-1.23241805900000
-17.8281971500000;-59.5775138400000;-1.22953083800000
-17.7804910300000;-59.8513987500000;-1.22624076100000
-17.7281491200000;-60.0827730900000;-1.22263097400000
-17.6729053600000;-60.2927298900000;-1.21882105900000
-17.6158216600000;-60.4598516200000;-1.21488425200000
-17.5574138800000;-60.5732672300000;-1.21085613000000
-17.4984458200000;-60.6488776400000;-1.20678936700000
-17.4393995300000;-60.7210807200000;-1.20271720900000
-17.3804437100000;-60.7885784200000;-1.19865129100000
-17.3216848900000;-60.8591589600000;-1.19459895800000
-17.2628547400000;-60.9071861700000;-1.19054170600000
-17.2037378600000;-60.9443423600000;-1.18646468000000
-17.1446362400000;-60.9628393300000;-1.18238870600000
-17.0851459600000;-60.9617035500000;-1.17828592800000
-17.0254873200000;-60.9579717100000;-1.17417154000000
-16.9658575000000;-60.9662466700000;-1.17005913800000
-16.9062220800000;-60.9694917500000;-1.16594635100000
-16.8462547200000;-60.9703030200000;-1.16181067000000
-16.7859954900000;-60.9686804800000;-1.15765486100000
-16.7254053700000;-60.9513192900000;-1.15347623300000
-16.6647110200000;-60.9073484300000;-1.14929041500000
-16.6039270900000;-60.8731128100000;-1.14509842000000
-16.5430433000000;-60.8440693300000;-1.14089953800000
-16.4823566900000;-60.8121052700000;-1.13671425400000
-16.4216700800000;-60.7765716200000;-1.13252897100000
-16.3609887000000;-60.7399021900000;-1.12834404800000
-16.3001433200000;-60.7090739100000;-1.12414781500000
-16.2393413600000;-60.6728912400000;-1.11995457700000
-16.1784951700000;-60.6320032100000;-1.11575828800000
-16.1179504300000;-60.5875455800000;-1.11158278800000
-16.0573821600000;-60.5812176700000;-1.10740566600000
-15.9968938900000;-60.5711579200000;-1.10323406200000
-15.9360775100000;-60.5602868900000;-1.09903982800000
-15.8752210800000;-60.5502271400000;-1.09484283300000
-15.8143245900000;-60.5411409100000;-1.09064307500000
-15.7534401100000;-60.5093391000000;-1.08644414600000
-15.6927152600000;-60.4875970500000;-1.08225622500000
-15.6320175300000;-60.4793221000000;-1.07807017400000
-15.5715521100000;-60.4444374700000;-1.07390014500000
-15.5108773300000;-60.4098773400000;-1.06971567800000
-15.4502194100000;-60.3495188200000;-1.06553237300000
-15.3897344100000;-60.2851039400000;-1.06136099400000
-15.3298591700000;-60.2455139400000;-1.05723166700000
-15.2704484600000;-60.2044636500000;-1.05313437600000
-15.2114216300000;-60.1556251700000;-1.04906356100000
-15.1529124800000;-60.1442673800000;-1.04502844700000
-15.0946969900000;-60.1269061900000;-1.04101358600000
-15.0370059000000;-60.0840711100000;-1.03703489000000
-14.9794511600000;-60.0913725400000;-1.03306559700000
-14.9225653500000;-60.0957534000000;-1.02914243800000
-14.8663919200000;-60.0881274600000;-1.02526840800000
-14.8106529700000;-60.0665476600000;-1.02142434300000
-14.7553649100000;-60.0005102400000;-1.01761137300000
-14.6998201700000;-59.9347973300000;-1.01378070100000
-14.6443985400000;-59.8720050000000;-1.00995852000000
-14.5888719400000;-59.7894176600000;-1.00612909900000
-14.5336151200000;-59.6803829000000;-1.00231828400000
-14.4782218200000;-59.5838417100000;-0.998498056000000
-14.4228870200000;-59.4593928200000;-0.994681864000000
-14.3759921600000;-64.3361027700000;-0.991447735000000
-14.3742531000000;-65.0128647300000;-0.991327800000000
-14.3631656200000;-65.5906516700000;-0.990563146000000
-14.3436765900000;-66.0410691300000;-0.989219075000000
-14.3169235100000;-66.3545441000000;-0.987374035000000
-14.3136367200000;-67.7525260300000;-0.987147360000000
-14.3090500500000;-68.3984597900000;-0.986831038000000
-14.2959659100000;-68.9296798800000;-0.985928683000000
-14.2753874100000;-69.3810709300000;-0.984509477000000
-14.2483156700000;-69.7492256100000;-0.982642460000000
-14.2158284300000;-70.0093190200000;-0.980401961000000
-14.1789623700000;-70.1942887700000;-0.977859474000000
-14.1390018400000;-70.3393440000000;-0.975103575000000
-14.0972356900000;-70.4274480100000;-0.972223151000000
-14.0541557800000;-70.4840747200000;-0.969252123000000
-14.0103215300000;-70.5145785000000;-0.966229071000000
-13.9661940700000;-70.5296681400000;-0.963185798000000
-13.9221597600000;-70.5398901500000;-0.960148949000000
-13.8782383000000;-70.5585493900000;-0.957119882000000
-13.8344858200000;-70.5702316900000;-0.954102470000000
-13.7905730000000;-70.5622812300000;-0.951074000000000
