Test unit;CS01;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
Displacement,Force,Drift
1.709793,15.181867,0.094989
1.719499,15.195818,0.095528
1.729166,15.205868,0.096065
1.738885,15.225069,0.096605
1.748398,15.229273,0.097133
1.757910,15.215774,0.097662
1.766847,15.203052,0.098158
1.774800,15.181376,0.098600
1.781487,15.144757,0.098971
1.786177,15.088730,0.099232
1.788426,15.012866,0.099357
1.793731,15.572337,0.099652
1.804325,15.686138,0.100240
1.814995,15.782228,0.100833
1.825704,15.876659,0.101428
1.836322,15.951588,0.102018
1.846717,16.009424,0.102595
1.857113,16.066207,0.103173
1.867516,16.121935,0.103751
1.878003,16.176306,0.104334
1.888437,16.219429,0.104913
1.898764,16.244857,0.105487
1.909090,16.272683,0.106061
1.919501,16.299603,0.106639
1.929828,16.325326,0.107213
1.940177,16.360643,0.107788
1.950657,16.394302,0.108370
1.961152,16.417612,0.108953
1.971716,16.443916,0.109540
1.982387,16.485205,0.110133
1.993121,16.531286,0.110729
2.003961,16.584105,0.111331
2.015063,16.657596,0.111948
2.025911,16.731094,0.112551
2.036852,16.802634,0.113158
2.047915,16.872814,0.113773
2.058879,16.945242,0.114382
2.069735,17.033859,0.114985
2.080530,17.114979,0.115585
2.091485,17.164761,0.116194
2.102610,17.215129,0.116812
2.113827,17.264740,0.117435
2.124790,17.283788,0.118044
2.135798,17.302383,0.118655
2.146999,17.320966,0.119278
2.158247,17.339096,0.119903
2.169755,17.355713,0.120542
2.181332,17.356591,0.121185
2.192985,17.349224,0.121832
2.204517,17.371830,0.122473
2.215887,17.391746,0.123105
2.227126,17.411068,0.123729
2.238620,17.458541,0.124368
2.250375,17.501351,0.125021
2.261730,17.533694,0.125652
2.273008,17.561395,0.126278
2.284033,17.588059,0.126891
2.295035,17.621613,0.127502
2.305945,17.664906,0.128108
2.316601,17.687240,0.128700
2.327249,17.703583,0.129292
2.337904,17.728161,0.129884
2.348245,17.738078,0.130458
2.358317,17.751604,0.131018
2.368613,17.783086,0.131590
2.378794,17.831046,0.132155
2.388976,17.879451,0.132721
2.399166,17.927852,0.133287
2.409362,17.975352,0.133853
2.419614,18.032728,0.134423
2.429873,18.102527,0.134993
2.440216,18.154350,0.135568
2.450851,18.205854,0.136158
2.461701,18.256595,0.136761
2.472542,18.290565,0.137363
2.483389,18.296239,0.137966
2.494274,18.300564,0.138571
2.505074,18.304444,0.139171
2.515913,18.308471,0.139773
2.526982,18.302158,0.140388
2.537959,18.281630,0.140998
2.548798,18.278623,0.141600
2.559514,18.275923,0.142195
2.570107,18.273379,0.142784
2.580671,18.285803,0.143371
2.591353,18.326053,0.143964
2.601958,18.364959,0.144553
2.612479,18.401173,0.145138
2.622616,18.431870,0.145701
2.632185,18.463196,0.146233
2.641210,18.497245,0.146734
2.649151,18.497390,0.147175
2.655533,18.478472,0.147530
2.660012,18.436922,0.147778
2.662277,18.357496,0.147904
2.666207,17.847537,0.148123
2.678140,17.907919,0.148786
2.689840,17.953499,0.149436
2.701403,17.998484,0.150078
2.713127,18.042710,0.150729
2.724760,18.086040,0.151376
2.736555,18.128759,0.152031
2.748263,18.161459,0.152681
2.760245,18.176192,0.153347
2.772414,18.207365,0.154023
2.784666,18.237335,0.154704
2.796842,18.266709,0.155380
2.809457,18.307122,0.156081
2.822041,18.345889,0.156780
2.834125,18.384083,0.157451
2.846170,18.421977,0.158121
2.858008,18.458984,0.158778
2.869895,18.503012,0.159439
2.881468,18.563501,0.160082
2.893042,18.621893,0.160725
2.904532,18.679538,0.161363
2.916137,18.736424,0.162008
2.927465,18.786745,0.162637
2.938831,18.837209,0.163268
2.950599,18.894972,0.163922
2.962236,18.960958,0.164569
2.973933,19.011242,0.165219
2.985567,19.057640,0.165865
2.997331,19.094910,0.166518
3.008916,19.110815,0.167162
3.020454,19.125825,0.167803
3.031876,19.140243,0.168438
3.043253,19.154065,0.169070
3.054630,19.166989,0.169702
3.065788,19.164086,0.170322
3.077121,19.141747,0.170951
3.088505,19.148096,0.171584
3.099804,19.152954,0.172211
3.111026,19.157518,0.172835
3.122420,19.188815,0.173468
3.133822,19.219213,0.174101
3.145093,19.249317,0.174727
3.156449,19.278966,0.175358
3.167597,19.308178,0.175978
3.178926,19.349027,0.176607
3.190124,19.409599,0.177229
3.201110,19.442248,0.177839
3.212388,19.474578,0.178466
3.223958,19.506440,0.179109
3.235608,19.511860,0.179756
3.247199,19.521913,0.180400
3.258913,19.539275,0.181051
3.270535,19.562316,0.181696
3.282412,19.585489,0.182356
3.293964,19.603006,0.182998
3.305607,19.602299,0.183645
3.317430,19.615468,0.184302
3.328793,19.628365,0.184933
3.339902,19.639783,0.185550
3.350692,19.666747,0.186150
3.361593,19.684595,0.186755
3.372592,19.685417,0.187366
3.383689,19.675037,0.187983
3.394694,19.666156,0.188594
3.405928,19.652485,0.189218
3.417063,19.644941,0.189837
3.428147,19.647401,0.190453
3.439484,19.650591,0.191082
3.450782,19.653635,0.191710
3.462197,19.663536,0.192344
3.473384,19.677630,0.192966
3.484265,19.697710,0.193570
3.494717,19.719606,0.194151
3.504585,19.731538,0.194699
3.513867,19.742461,0.195215
3.522220,19.748366,0.195679
3.529340,19.716744,0.196074
3.534933,19.665521,0.196385
3.538454,19.592193,0.196581
3.539474,19.469778,0.196637
3.552731,19.668316,0.197374
3.566221,19.685695,0.198123
3.579997,19.710217,0.198889
3.593651,19.713262,0.199647
3.607298,19.707058,0.200405
3.620724,19.711459,0.201151
3.634052,19.729439,0.201892
3.647498,19.749947,0.202639
3.661216,19.792213,0.203401
3.675453,19.850402,0.204192
3.689899,19.908125,0.204994
3.704390,19.964349,0.205799
3.718751,20.020576,0.206597
3.733592,20.086610,0.207422
3.748551,20.170524,0.208253
3.763834,20.227570,0.209102
3.779305,20.268348,0.209961
3.794647,20.310620,0.210814
3.809943,20.325311,0.211663
3.824842,20.325564,0.212491
3.839657,20.325674,0.213314
3.854505,20.323992,0.214139
3.869391,20.323203,0.214966
3.883920,20.307083,0.215773
3.898423,20.272336,0.216579
3.912737,20.253999,0.217374
3.927084,20.236256,0.218171
3.941561,20.215080,0.218976
3.956266,20.209687,0.219793
3.971152,20.194449,0.220620
3.985965,20.168935,0.221443
4.000903,20.147885,0.222272
4.015834,20.133691,0.223102
4.030843,20.125751,0.223936
4.045801,20.128988,0.224767
4.060978,20.131615,0.225610
4.075961,20.123826,0.226442
4.090963,20.131827,0.227276
4.105707,20.146247,0.228095
4.120471,20.166920,0.228915
4.135261,20.198909,0.229737
4.149816,20.224803,0.230545
4.164547,20.233856,0.231364
4.179311,20.244394,0.232184
4.194159,20.252395,0.233009
4.208780,20.258623,0.233821
4.223423,20.280483,0.234635
4.238063,20.275094,0.235448
4.252923,20.251975,0.236273
4.267588,20.229466,0.237088
4.282213,20.206366,0.237901
4.296938,20.192193,0.238719
4.311331,20.187569,0.239518
4.325685,20.183692,0.240316
4.339818,20.179977,0.241101
4.353802,20.168980,0.241878
4.367505,20.145648,0.242639
4.380625,20.135749,0.243368
4.392850,20.135282,0.244047
4.404179,20.122817,0.244677
4.414152,20.092283,0.245231
4.422110,20.039854,0.245673
4.427794,19.959446,0.245989
4.430472,19.869852,0.246137
4.430938,20.014604,0.246163
4.438260,19.842885,0.246570
4.455627,19.863537,0.247535
4.473079,19.882545,0.248504
4.490661,19.901989,0.249481
4.508360,19.932432,0.250464
4.526065,19.963466,0.251448
4.543906,19.982588,0.252439
4.561735,20.005576,0.253430
4.579558,20.030346,0.254420
4.597094,20.052157,0.255394
4.614832,20.070533,0.256380
4.632649,20.088009,0.257369
4.650252,20.104307,0.258347
4.668024,20.118659,0.259335
4.685695,20.110715,0.260316
4.703282,20.102478,0.261293
4.720924,20.116985,0.262274
4.738493,20.133427,0.263250
4.755854,20.148988,0.264214
4.773300,20.166029,0.265183
4.790576,20.189618,0.266143
4.807768,20.211129,0.267098
4.825208,20.234108,0.268067
4.842395,20.255912,0.269022
4.859603,20.293909,0.269978
4.876755,20.335174,0.270931
4.893733,20.347324,0.271874
4.910790,20.351444,0.272822
4.927976,20.353773,0.273776
4.945286,20.356538,0.274738
4.962596,20.346083,0.275700
4.979906,20.332509,0.276661
4.997052,20.317907,0.277614
5.014368,20.305078,0.278576
5.031864,20.282585,0.279548
5.049495,20.256373,0.280528
5.067312,20.245893,0.281517
5.085213,20.238676,0.282512
5.103075,20.232502,0.283504
5.120846,20.224404,0.284491
5.138821,20.235298,0.285490
5.156970,20.253157,0.286498
5.175327,20.270407,0.287518
5.193555,20.288406,0.288531
5.211440,20.317705,0.289524
5.229240,20.346264,0.290513
5.246709,20.372170,0.291484
5.263630,20.395139,0.292424
5.279951,20.421854,0.293331
5.295550,20.444753,0.294197
5.309697,20.427083,0.294983
5.321732,20.379724,0.295652
5.331110,20.314731,0.296173
5.337662,20.228998,0.296537
5.340882,20.103119,0.296716
5.362260,20.616912,0.297903
5.384355,20.652285,0.299131
5.406541,20.688241,0.300363
5.428771,20.724336,0.301598
5.451125,20.759825,0.302840
5.473609,20.794856,0.304089
5.496013,20.840861,0.305334
5.518879,20.886978,0.306604
5.541756,20.921670,0.307875
5.564599,20.957100,0.309144
5.587317,20.991791,0.310407
5.610151,20.997412,0.311675
5.632986,21.002736,0.312944
5.655899,21.007164,0.314217
5.678813,21.010257,0.315490
5.701692,21.000458,0.316761
5.724689,20.987391,0.318038
5.747518,20.973597,0.319307
5.770347,20.958618,0.320575
5.792962,20.941285,0.321831
5.815745,20.914461,0.323097
5.838454,20.915201,0.324359
5.861157,20.924236,0.325620
5.883821,20.932829,0.326879
5.906525,20.940528,0.328140
5.929253,20.969996,0.329403
5.951942,20.999759,0.330663
5.974507,21.028637,0.331917
5.997071,21.056622,0.333171
6.019795,21.083112,0.334433
6.042513,21.126180,0.335695
6.065461,21.154570,0.336970
6.088463,21.168297,0.338248
6.111550,21.181721,0.339531
6.134641,21.194846,0.340813
6.157787,21.197013,0.342099
6.180893,21.200515,0.343383
6.204208,21.204001,0.344678
6.227523,21.208227,0.345973
6.250808,21.215117,0.347267
6.274182,21.213568,0.348566
6.297400,21.197087,0.349856
6.320609,21.180461,0.351145
6.343774,21.163840,0.352432
6.366894,21.147815,0.353716
6.390103,21.119512,0.355006
6.413431,21.088543,0.356302
6.436631,21.058326,0.357591
6.459915,21.027221,0.358884
6.483194,20.994198,0.360177
6.506220,20.952918,0.361457
6.529258,20.941503,0.362737
6.552252,20.945319,0.364014
6.575250,20.949133,0.365292
6.598537,20.952484,0.366585
6.621642,20.978161,0.367869
6.644712,21.004577,0.369151
6.668035,21.030528,0.370446
6.691273,21.055889,0.371737
6.714592,21.080355,0.373033
6.738155,21.120609,0.374342
6.761572,21.145207,0.375643
6.784998,21.151781,0.376944
6.808379,21.157765,0.378243
6.831476,21.163176,0.379526
6.854706,21.156616,0.380817
6.878012,21.160388,0.382112
6.901194,21.164758,0.383400
6.924384,21.157463,0.384688
6.947369,21.150477,0.385965
6.970360,21.135077,0.387242
6.993478,21.104615,0.388527
7.016419,21.075053,0.389801
7.038724,21.037568,0.391040
7.059545,20.986018,0.392197
7.078339,20.916898,0.393241
7.094399,20.808859,0.394133
7.106871,20.679520,0.394826
7.115272,20.551929,0.395293
7.119069,20.403687,0.395504
7.119665,20.395385,0.395537
7.148518,20.396639,0.397140
7.177383,20.384172,0.398744
7.206421,20.355174,0.400357
7.235677,20.314367,0.401982
7.264964,20.279022,0.403609
7.294038,20.255052,0.405224
7.323161,20.222678,0.406842
7.352218,20.211546,0.408457
7.381224,20.214573,0.410068
7.410398,20.218473,0.411689
7.439657,20.220302,0.413314
7.468937,20.250429,0.414941
7.498300,20.289241,0.416572
7.527454,20.331300,0.418192
7.556657,20.370548,0.419814
7.586116,20.388703,0.421451
7.615524,20.422916,0.423085
7.645024,20.452256,0.424724
7.674668,20.453593,0.426370
7.703934,20.456132,0.427996
7.733156,20.457201,0.429620
7.762389,20.443984,0.431244
7.791612,20.435629,0.432867
7.821205,20.438147,0.434511
7.850637,20.426689,0.436146
7.880072,20.423475,0.437782
7.909595,20.411278,0.439422
7.938875,20.383792,0.441049
7.968103,20.368675,0.442672
7.997670,20.351479,0.444315
8.027239,20.335757,0.445958
8.056599,20.317697,0.447589
8.085933,20.288315,0.449219
8.114940,20.239836,0.450830
8.143970,20.215044,0.452443
8.172955,20.192465,0.454053
8.202065,20.167971,0.455670
8.231496,20.161693,0.457305
8.260842,20.157039,0.458936
8.289810,20.152409,0.460545
8.318778,20.143811,0.462154
8.347967,20.121383,0.463776
8.377099,20.108222,0.465394
8.406265,20.112108,0.467015
8.435442,20.109968,0.468636
8.464487,20.105632,0.470249
8.493197,20.103668,0.471844
8.521664,20.090702,0.473426
8.550087,20.077447,0.475005
8.578755,20.068878,0.476597
8.607459,20.072499,0.478192
8.636019,20.092135,0.479779
8.664548,20.106335,0.481364
8.692871,20.109094,0.482937
8.720909,20.091315,0.484495
8.748521,20.075034,0.486029
8.775542,20.060115,0.487530
8.801343,20.027954,0.488964
8.825124,19.976994,0.490285
8.845915,19.903774,0.491440
8.862743,19.800288,0.492375
8.874930,19.676556,0.493052
8.881625,19.533363,0.493424
8.882410,19.371901,0.493467
8.908503,20.039240,0.494917
8.941953,20.039475,0.496775
8.975769,20.048048,0.498654
9.009751,20.072303,0.500542
9.043614,20.079840,0.502423
9.077395,20.087527,0.504300
9.111049,20.094780,0.506169
9.144626,20.084881,0.508035
9.177912,20.075589,0.509884
9.211283,20.066733,0.511738
9.244779,20.057577,0.513599
9.278596,20.069214,0.515478
9.312296,20.072209,0.517350
9.346165,20.058781,0.519231
9.380203,20.049740,0.521122
9.414407,20.040398,0.523023
9.448613,20.030470,0.524923
9.482983,20.028736,0.526832
9.517524,20.021573,0.528751
9.552278,20.006051,0.530682
9.587451,19.998704,0.532636
9.622463,19.980828,0.534581
9.657514,19.966905,0.536529
9.692437,19.968508,0.538469
9.727436,19.985764,0.540413
9.762183,20.003471,0.542344
9.797097,20.021895,0.544283
9.831888,20.040761,0.546216
9.866712,20.068982,0.548151
9.901409,20.112563,0.550078
9.935857,20.139770,0.551992
9.970389,20.167110,0.553911
10.004881,20.194886,0.555827
10.039294,20.207455,0.557739
10.073673,20.208328,0.559649
10.108178,20.208315,0.561565
10.142686,20.208009,0.563483
10.177400,20.207104,0.565411
10.212083,20.197142,0.567338
10.247061,20.172114,0.569281
10.282124,20.150299,0.571229
10.317271,20.128483,0.573182
10.352585,20.106222,0.575144
10.388105,20.091109,0.577117
10.423372,20.072657,0.579076
10.458347,20.043130,0.581019
10.492643,20.015111,0.582925
10.525753,19.987174,0.584764
10.557042,19.947388,0.586502
10.584656,19.895873,0.588036
10.607999,19.842446,0.589333
10.625980,19.768349,0.590332
10.637501,19.671168,0.590972
10.641762,19.552119,0.591209
10.674910,20.032447,0.593051
10.714854,20.029765,0.595270
10.754968,20.027364,0.597498
10.795043,20.010089,0.599725
10.835245,19.992954,0.601958
10.875491,19.975675,0.604194
10.915822,19.958249,0.606435
10.956282,19.938777,0.608682
10.996777,19.938257,0.610932
11.037442,19.937288,0.613191
11.078148,19.935733,0.615453
11.119103,19.943196,0.617728
11.160014,19.951387,0.620001
11.201006,19.975157,0.622278
11.241789,19.998788,0.624544
11.282318,20.021845,0.626795
11.322720,20.043885,0.629040
11.362911,20.069135,0.631273
11.403189,20.084764,0.633511
11.443426,20.099227,0.635746
11.483621,20.113397,0.637979
11.523776,20.126256,0.640210
11.563847,20.137225,0.642436
11.603839,20.133501,0.644658
11.643956,20.119443,0.646886
11.684157,20.105527,0.649120
11.724568,20.091455,0.651365
11.765190,20.076064,0.653622
11.805600,20.059817,0.655867
11.845969,20.040233,0.658109
11.886168,20.020229,0.660343
11.926237,20.011137,0.662569
11.966181,20.001909,0.664788
12.006247,19.994709,0.667014
12.046270,20.007271,0.669237
12.086505,20.018508,0.671472
12.126697,20.029600,0.673705
12.166509,20.038533,0.675917
12.205773,20.044014,0.678098
12.244020,20.042734,0.680223
12.279779,20.024773,0.682210
12.311823,19.976570,0.683990
12.339097,19.906037,0.685505
12.359995,19.818358,0.686666
12.373886,19.701091,0.687438
12.379501,19.562146,0.687750
12.415884,19.008620,0.689771
12.461609,19.015136,0.692312
12.507500,19.030778,0.694861
12.553305,19.049030,0.697406
12.599070,19.042915,0.699948
12.644918,19.033751,0.702495
12.690807,19.024442,0.705045
12.736655,19.013832,0.707592
12.782460,19.003082,0.710137
12.828308,18.986101,0.712684
12.874367,18.970415,0.715243
12.920551,18.964431,0.717808
12.966526,18.953247,0.720363
13.012629,18.936119,0.722924
13.058773,18.937818,0.725487
13.104790,18.952700,0.728044
13.150807,18.967431,0.730600
13.196824,18.981723,0.733157
13.242968,18.996291,0.735720
13.289153,19.005064,0.738286
13.335255,19.018034,0.740847
13.381104,19.036946,0.743395
13.426952,19.046017,0.745942
13.473010,19.057095,0.748501
13.519112,19.071638,0.751062
13.565382,19.070117,0.753632
13.611483,19.067883,0.756194
13.657457,19.066524,0.758748
13.703475,19.065017,0.761304
13.749070,19.073650,0.763837
13.794537,19.073620,0.766363
13.840173,19.061011,0.768898
13.885724,19.056932,0.771429
13.930390,19.049152,0.773911
13.973704,19.012579,0.776317
14.014191,18.974167,0.778566
14.050751,18.916514,0.780597
14.082077,18.839417,0.782338
14.106731,18.742675,0.783707
14.124461,18.618653,0.784692
14.133920,18.484312,0.785218
14.186773,18.985032,0.788154
14.243811,18.993536,0.791323
14.301102,19.002307,0.794506
14.358435,19.011505,0.797691
14.415853,19.020837,0.800881
14.473269,19.022523,0.804071
14.530563,19.037908,0.807253
14.588068,19.061631,0.810448
14.645785,19.093110,0.813655
14.703758,19.127010,0.816875
14.761519,19.166094,0.820084
14.819320,19.191048,0.823296
14.876868,19.215719,0.826493
14.934164,19.240107,0.829676
14.991413,19.260027,0.832856
15.048751,19.288997,0.836042
15.106124,19.290620,0.839229
15.163453,19.275270,0.842414
15.220785,19.267403,0.845599
15.277821,19.260419,0.848768
15.334854,19.230004,0.851936
15.391635,19.201482,0.855091
15.448543,19.172531,0.858252
15.505746,19.143284,0.861430
15.562997,19.120938,0.864611
15.620076,19.096456,0.867782
15.677116,19.085481,0.870951
15.734114,19.082266,0.874117
15.791063,19.062832,0.877281
15.848263,19.040518,0.880459
15.905640,19.035420,0.883647
15.963272,19.041066,0.886848
16.020818,19.046571,0.890045
16.078151,19.052086,0.893231
16.135441,19.053441,0.896413
16.192770,19.046908,0.899598
16.250278,19.053265,0.902793
16.307916,19.068208,0.905995
16.365516,19.091314,0.909195
16.422862,19.115572,0.912381
16.480164,19.145694,0.915565
16.537377,19.162922,0.918743
16.594675,19.180566,0.921926
16.652140,19.198192,0.925119
16.709816,19.216226,0.928323
16.767712,19.245829,0.931540
16.825460,19.248961,0.934748
16.883204,19.234355,0.937956
16.941030,19.218889,0.941168
16.999068,19.203128,0.944393
17.057148,19.167069,0.947619
17.115185,19.135599,0.950844
17.173226,19.102853,0.954068
17.231353,19.069541,0.957297
17.289311,19.035537,0.960517
17.347090,18.989272,0.963727
17.404634,18.955746,0.966924
17.460791,18.926600,0.970044
17.514080,18.878224,0.973004
17.562682,18.807743,0.975705
17.604822,18.724688,0.978046
17.639407,18.613432,0.979967
17.665125,18.481044,0.981396
17.680670,18.335444,0.982259
17.685026,18.166122,0.982501
17.721235,18.917767,0.984513
17.793213,18.912212,0.988512
17.865228,18.902805,0.992513
17.937420,18.900375,0.996523
18.009906,18.896644,1.000550
18.082139,18.892642,1.004563
18.154841,18.883911,1.008602
18.227666,18.873038,1.012648
18.300543,18.866009,1.016697
18.373461,18.858695,1.020748
18.446420,18.851094,1.024801
18.519375,18.842926,1.028854
18.592257,18.841166,1.032903
18.665095,18.850073,1.036950
18.737933,18.859827,1.040996
18.811069,18.869698,1.045059
18.883907,18.881854,1.049106
18.956782,18.890448,1.053155
19.029665,18.903865,1.057204
19.102464,18.920687,1.061248
19.175339,18.929401,1.065297
19.247791,18.938278,1.069322
19.320196,18.944738,1.073344
19.392254,18.933196,1.077347
19.464188,18.920955,1.081344
19.535696,18.909312,1.085316
19.607292,18.898092,1.089294
19.678733,18.891279,1.093263
19.749983,18.875692,1.097221
19.821194,18.852888,1.101177
19.892124,18.846257,1.105118
19.963356,18.838475,1.109075
20.034588,18.829988,1.113033
20.106132,18.837902,1.117007
20.177418,18.845686,1.120968
20.249002,18.853021,1.124945
20.320497,18.860073,1.128917
20.392108,18.864143,1.132895
20.464079,18.876952,1.136893
20.536136,18.902611,1.140896
20.608318,18.920758,1.144907
20.680457,18.939886,1.148914
20.752640,18.959989,1.152924
20.824673,18.962579,1.156926
20.896915,18.965011,1.160940
20.969117,18.967019,1.164951
21.041100,18.969602,1.168950
21.113008,18.973315,1.172945
21.184722,18.968291,1.176929
21.256475,18.944651,1.180915
21.328223,18.919892,1.184901
21.399882,18.894443,1.188882
21.471484,18.862244,1.192860
21.543023,18.838796,1.196835
21.614781,18.815203,1.200821
21.686455,18.791343,1.204803
21.758140,18.762000,1.208786
21.828547,18.720643,1.212697
21.895463,18.664320,1.216415
21.956592,18.595148,1.219811
22.010289,18.504510,1.222794
22.055036,18.393067,1.225280
22.089419,18.271169,1.227190
22.112312,18.135499,1.228462
22.121995,17.975461,1.229000
22.202589,18.718304,1.233477
22.288121,18.729059,1.238229
22.373731,18.735445,1.242985
22.459334,18.741544,1.247741
22.545119,18.761808,1.252507
22.631039,18.785839,1.257280
22.717005,18.812377,1.262056
22.803042,18.834122,1.266836
22.889138,18.841402,1.271619
22.975449,18.848941,1.276414
23.061767,18.854229,1.281209
23.148331,18.856413,1.286018
23.234908,18.872742,1.290828
23.321583,18.891994,1.295644
23.408453,18.886996,1.300470
23.495484,18.883807,1.305305
23.582692,18.879627,1.310150
23.669945,18.878101,1.314997
23.757141,18.885667,1.319841
23.843862,18.891158,1.324659
23.930500,18.898046,1.329472
24.017014,18.907869,1.334279
24.103474,18.901202,1.339082
24.189745,18.886028,1.343875
24.275784,18.884278,1.348655
24.361661,18.882955,1.353426
24.447109,18.885284,1.358173
24.532381,18.885249,1.362910
24.617722,18.887437,1.367651
24.703270,18.882637,1.372404
24.788835,18.891357,1.377158
24.874332,18.911498,1.381907
24.959920,18.938446,1.386662
25.045824,18.970368,1.391435
25.131776,19.013962,1.396210
25.217720,19.055718,1.400984
25.304217,19.094908,1.405790
25.390937,19.135449,1.410608
25.477720,19.178324,1.415429
25.564782,19.236862,1.420266
25.652018,19.270891,1.425112
25.739397,19.278767,1.429967
25.826984,19.288843,1.434832
25.914479,19.297944,1.439693
26.001969,19.279411,1.444554
26.089391,19.258253,1.449411
26.174863,19.223771,1.454159
26.256237,19.167930,1.458680
26.331168,19.079523,1.462843
26.397292,18.951232,1.466516
26.452993,18.804800,1.469611
26.496655,18.660832,1.472036
26.526432,18.488801,1.473691
26.540806,18.292524,1.474489
26.550399,18.867281,1.475022
26.556855,19.471719,1.475381
26.671731,19.500822,1.481763
26.786428,19.515508,1.488135
26.901105,19.548449,1.494506
27.015897,19.572082,1.500883
27.130903,19.578250,1.507272
27.246012,19.580945,1.513667
27.361338,19.581822,1.520074
27.476541,19.578280,1.526475
27.592035,19.570434,1.532891
27.707584,19.545883,1.539310
27.823183,19.542591,1.545732
27.938765,19.563159,1.552154
28.054569,19.573211,1.558587
28.170327,19.578843,1.565018
28.286023,19.606511,1.571446
28.401710,19.648061,1.577873
28.517313,19.687376,1.584295
28.632773,19.729004,1.590710
28.748074,19.769228,1.597115
28.863311,19.815195,1.603517
28.978652,19.845994,1.609925
29.094166,19.861088,1.616343
29.209481,19.889363,1.622749
29.324737,19.919536,1.629152
29.440013,19.929505,1.635556
29.555361,19.920798,1.641965
29.670662,19.907982,1.648370
29.786130,19.889949,1.654785
29.901718,19.871506,1.661207
30.017357,19.837727,1.667631
30.132888,19.804113,1.674049
30.248404,19.767646,1.680467
30.363924,19.706439,1.686885
30.479394,19.641037,1.693300
30.594643,19.585538,1.699702
30.709662,19.538154,1.706092
30.824753,19.488063,1.712486
30.939722,19.432962,1.718873
31.054557,19.377634,1.725253
31.169320,19.340221,1.731629
31.284009,19.296289,1.738000
31.398468,19.249947,1.744359
31.512830,19.225990,1.750713
31.627058,19.197968,1.757059
31.741429,19.157289,1.763413
31.855983,19.121116,1.769777
31.970379,19.085656,1.776132
32.084909,19.054969,1.782495
32.199379,19.030831,1.788854
32.313835,18.991213,1.795213
32.428148,18.962497,1.801564
32.542331,18.955263,1.807907
32.656357,18.936908,1.814242
32.770540,18.923028,1.820586
32.884417,18.933996,1.826912
32.998015,18.950663,1.833223
33.111515,18.966504,1.839529
33.224698,18.984786,1.845817
33.337735,19.003058,1.852096
33.450593,19.035807,1.858366
33.563698,19.051323,1.864650
33.676953,19.040569,1.870942
33.790461,19.029394,1.877248
33.903870,19.021203,1.883548
34.017703,18.988664,1.889872
34.131670,18.945196,1.896204
34.245769,18.903232,1.902543
34.360029,18.863714,1.908891
34.474488,18.826232,1.915249
34.589255,18.775673,1.921625
34.703896,18.741062,1.927994
34.818539,18.726281,1.934363
34.930783,18.698729,1.940599
35.037837,18.652271,1.946546
35.136271,18.598317,1.952015
35.223917,18.519786,1.956884
35.298307,18.421019,1.961017
35.357246,18.299736,1.964291
35.398356,18.152585,1.966575
35.419231,17.984810,1.967735
35.421821,18.464833,1.967879
35.422709,18.250436,1.967928
35.483021,20.024609,1.971279
35.656702,19.943855,1.980928
35.830447,19.858747,1.990580
36.003803,19.799788,2.000211
36.176580,19.770430,2.009810
36.349158,19.739633,2.019398
36.522022,19.705222,2.029001
36.694297,19.674626,2.038572
36.866065,19.648637,2.048115
37.037727,19.628689,2.057652
37.209927,19.619673,2.067218
37.382146,19.597030,2.076786
37.554315,19.570531,2.086351
37.726787,19.530157,2.095933
37.899650,19.472191,2.105536
38.072645,19.417071,2.115147
38.245285,19.377872,2.124738
38.418278,19.340147,2.134349
38.591642,19.297241,2.143980
38.764789,19.262496,2.153599
38.937209,19.239252,2.163178
39.109203,19.217776,2.172734
39.281247,19.205463,2.182292
39.452902,19.198217,2.191828
39.624416,19.181831,2.201356
39.796085,19.167295,2.210894
39.968008,19.146921,2.220445
40.139611,19.127637,2.229978
40.311076,19.111942,2.239504
40.482688,19.083954,2.249038
40.654734,19.041168,2.258596
40.827284,19.017257,2.268182
40.999665,18.991790,2.277759
41.172435,18.964732,2.287357
41.345064,18.962204,2.296948
41.517402,18.958762,2.306522
41.689552,18.952693,2.316086
41.861935,18.945549,2.325663
42.034545,18.939830,2.335253
42.207435,18.948795,2.344857
42.380245,18.968240,2.354458
42.552900,18.962735,2.364050
42.725724,18.955114,2.373651
42.898326,18.946456,2.383240
43.071178,18.912245,2.392843
43.244133,18.877140,2.402452
43.417193,18.841925,2.412066
43.590378,18.806601,2.421688
43.763397,18.765439,2.431300
43.936238,18.707356,2.440902
44.108985,18.639684,2.450499
44.281655,18.595160,2.460092
44.454188,18.551078,2.469677
44.626657,18.507169,2.479259
44.798661,18.485714,2.488815
44.970536,18.454526,2.498363
45.142144,18.417271,2.507897
45.313341,18.379165,2.517408
45.484294,18.343185,2.526905
45.654962,18.314778,2.536387
45.825618,18.291191,2.545868
45.996165,18.251169,2.555343
46.166704,18.212219,2.564817
46.337221,18.174858,2.574290
46.508257,18.128958,2.583792
46.679382,18.102614,2.593299
46.850713,18.091389,2.602817
47.022097,18.083905,2.612339
47.193421,18.083904,2.621857
47.364961,18.095480,2.631387
47.536579,18.113853,2.640921
47.708133,18.132580,2.650452
47.879471,18.152186,2.659971
48.051116,18.173149,2.669506
48.222442,18.182266,2.679025
48.393723,18.182754,2.688540
48.564927,18.177711,2.698052
48.736216,18.170988,2.707568
48.907717,18.155268,2.717095
