Test unit;CS01;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
Displacement,Force,Drift
-6.661122,-17.355820,-0.370062
-6.638467,-17.354242,-0.368804
-6.615691,-17.352228,-0.367538
-6.592791,-17.362339,-0.366266
-6.569878,-17.356489,-0.364993
-6.546823,-17.343846,-0.363712
-6.523722,-17.358256,-0.362429
-6.500897,-17.373984,-0.361161
-6.478001,-17.391492,-0.359889
-6.455154,-17.408260,-0.358620
-6.432142,-17.412914,-0.357341
-6.408997,-17.418759,-0.356055
-6.385937,-17.423416,-0.354774
-6.362966,-17.410912,-0.353498
-6.339950,-17.407728,-0.352219
-6.317098,-17.413113,-0.350950
-6.294109,-17.391583,-0.349673
-6.271013,-17.368723,-0.348390
-6.248059,-17.346739,-0.347114
-6.225154,-17.324454,-0.345842
-6.202281,-17.318885,-0.344571
-6.179457,-17.314793,-0.343303
-6.156668,-17.311290,-0.342037
-6.133911,-17.327618,-0.340773
-6.111199,-17.339653,-0.339511
-6.088504,-17.343843,-0.338250
-6.066237,-17.374214,-0.337013
-6.044126,-17.403100,-0.335785
-6.021824,-17.430815,-0.334546
-5.999483,-17.473936,-0.333305
-5.977265,-17.499286,-0.332070
-5.954953,-17.513982,-0.330831
-5.932690,-17.528381,-0.329594
-5.910369,-17.532416,-0.328354
-5.888074,-17.537636,-0.327115
-5.865740,-17.545673,-0.325874
-5.843230,-17.525277,-0.324624
-5.820685,-17.504435,-0.323371
-5.798477,-17.482979,-0.322138
-5.776262,-17.432626,-0.320903
-5.753927,-17.387014,-0.319663
-5.731745,-17.357985,-0.318430
-5.709430,-17.330293,-0.317191
-5.687199,-17.302000,-0.315955
-5.664919,-17.273112,-0.314718
-5.642484,-17.243340,-0.313471
-5.619900,-17.242182,-0.312217
-5.597159,-17.241033,-0.310953
-5.574165,-17.239008,-0.309676
-5.551371,-17.263958,-0.308410
-5.528731,-17.303881,-0.307152
-5.506117,-17.333872,-0.305895
-5.483841,-17.361920,-0.304658
-5.461432,-17.389386,-0.303413
-5.439023,-17.416708,-0.302168
-5.416854,-17.443723,-0.300936
-5.395049,-17.455293,-0.299725
-5.373557,-17.465958,-0.298531
-5.351980,-17.476035,-0.297332
-5.336308,-17.017801,-0.296462
-5.333113,-17.114864,-0.296284
-5.326528,-17.188220,-0.295918
-5.316865,-17.253435,-0.295381
-5.304716,-17.288664,-0.294706
-5.290626,-17.314355,-0.293924
-5.275364,-17.331948,-0.293076
-5.259391,-17.338599,-0.292188
-5.242827,-17.339494,-0.291268
-5.225997,-17.337731,-0.290333
-5.209094,-17.347996,-0.289394
-5.192514,-17.370268,-0.288473
-5.175706,-17.393000,-0.287539
-5.158789,-17.428509,-0.286599
-5.141968,-17.480495,-0.285665
-5.125207,-17.516449,-0.284734
-5.108484,-17.543494,-0.283805
-5.091423,-17.570264,-0.282857
-5.074567,-17.597917,-0.281920
-5.057434,-17.627072,-0.280969
-5.040303,-17.640191,-0.280017
-5.023004,-17.636388,-0.279056
-5.006007,-17.628558,-0.278111
-4.989083,-17.608097,-0.277171
-4.972099,-17.579170,-0.276228
-4.955116,-17.558113,-0.275284
-4.937830,-17.542864,-0.274324
-4.921039,-17.515701,-0.273391
-4.904177,-17.487053,-0.272454
-4.887760,-17.458823,-0.271542
-4.871186,-17.420346,-0.270621
-4.854492,-17.391382,-0.269694
-4.837543,-17.372534,-0.268752
-4.820631,-17.352790,-0.267813
-4.803827,-17.333187,-0.266879
-4.787180,-17.312533,-0.265954
-4.770749,-17.303459,-0.265042
-4.753955,-17.318188,-0.264109
-4.737065,-17.331882,-0.263170
-4.719886,-17.343809,-0.262216
-4.702658,-17.382204,-0.261259
-4.685441,-17.420900,-0.260302
-4.668479,-17.444569,-0.259360
-4.651396,-17.466759,-0.258411
-4.634240,-17.488807,-0.257458
-4.616880,-17.510422,-0.256493
-4.599737,-17.519535,-0.255541
-4.582570,-17.510059,-0.254587
-4.565585,-17.492987,-0.253644
-4.548636,-17.485579,-0.252702
-4.531832,-17.463882,-0.251768
-4.515160,-17.442325,-0.250842
-4.498091,-17.428968,-0.249894
-4.481093,-17.401920,-0.248950
-4.464011,-17.374723,-0.248001
-4.456212,-16.604280,-0.247567
-4.454451,-16.712689,-0.247470
-4.453671,-17.561416,-0.247426
-4.452586,-17.685416,-0.247366
-4.448256,-17.771059,-0.247125
-4.441416,-17.816522,-0.246745
-4.432358,-17.840980,-0.246242
-4.421622,-17.844551,-0.245646
-4.409536,-17.832721,-0.244974
-4.396775,-17.839381,-0.244265
-4.383483,-17.830593,-0.243527
-4.369624,-17.809186,-0.242757
-4.355752,-17.784950,-0.241986
-4.341772,-17.741517,-0.241210
-4.327779,-17.701355,-0.240432
-4.313751,-17.678906,-0.239653
-4.299746,-17.657793,-0.238875
-4.285368,-17.635358,-0.238076
-4.271122,-17.614254,-0.237285
-4.256514,-17.578280,-0.236473
-4.241882,-17.553918,-0.235660
-4.227046,-17.548175,-0.234836
-4.212137,-17.541096,-0.234008
-4.197229,-17.563202,-0.233179
-4.182298,-17.590076,-0.232350
-4.167028,-17.601186,-0.231502
-4.151650,-17.610217,-0.230647
-4.136633,-17.620123,-0.229813
-4.121568,-17.629288,-0.228976
-4.106818,-17.638288,-0.228157
-4.092006,-17.631204,-0.227334
-4.077580,-17.606819,-0.226532
-4.063323,-17.598958,-0.225740
-4.048993,-17.575011,-0.224944
-4.034711,-17.550166,-0.224151
-4.020793,-17.546305,-0.223377
-4.006765,-17.532915,-0.222598
-3.992592,-17.511187,-0.221811
-3.978346,-17.488120,-0.221019
-3.964064,-17.462817,-0.220226
-3.949866,-17.448386,-0.219437
-3.935452,-17.446633,-0.218636
-3.920819,-17.414191,-0.217823
-3.906354,-17.373837,-0.217020
-3.891780,-17.338255,-0.216210
-3.876999,-17.278236,-0.215389
-3.862558,-17.236378,-0.214587
-3.847961,-17.210327,-0.213776
-3.833594,-17.185900,-0.212977
-3.819336,-17.166385,-0.212185
-3.805092,-17.153726,-0.211394
-3.790944,-17.135693,-0.210608
-3.776929,-17.133455,-0.209829
-3.762808,-17.149713,-0.209045
-3.748843,-17.153438,-0.208269
-3.735010,-17.162823,-0.207501
-3.721069,-17.162670,-0.206726
-3.707476,-17.153551,-0.205971
-3.693617,-17.144295,-0.205201
-3.679587,-17.126398,-0.204422
-3.665544,-17.090154,-0.203641
-3.651366,-17.048991,-0.202854
-3.637069,-17.020063,-0.202059
-3.622699,-16.979948,-0.201261
-3.608161,-16.945507,-0.200453
-3.593540,-16.926135,-0.199641
-3.578641,-16.895736,-0.198813
-3.563548,-16.861464,-0.197975
-3.562206,-17.558448,-0.197900
-3.559540,-17.689443,-0.197752
-3.554015,-17.788221,-0.197445
-3.546353,-17.860561,-0.197020
-3.536979,-17.914199,-0.196499
-3.526291,-17.948217,-0.195905
-3.515169,-17.969130,-0.195287
-3.503624,-17.981263,-0.194646
-3.492190,-17.976080,-0.194011
-3.480922,-17.952084,-0.193385
-3.469631,-17.926893,-0.192757
-3.458244,-17.909317,-0.192125
-3.447111,-17.890980,-0.191506
-3.436073,-17.872337,-0.190893
-3.425120,-17.854584,-0.190284
-3.414263,-17.839959,-0.189681
-3.403333,-17.825188,-0.189074
-3.392619,-17.810703,-0.188479
-3.381469,-17.798778,-0.187859
-3.369948,-17.808520,-0.187219
-3.358364,-17.817669,-0.186576
-3.346950,-17.827406,-0.185942
-3.335535,-17.836995,-0.185307
-3.323904,-17.846596,-0.184661
-3.312078,-17.853371,-0.184004
-3.300267,-17.866866,-0.183348
-3.288154,-17.880528,-0.182675
-3.275979,-17.881351,-0.181999
-3.263925,-17.880525,-0.181329
-3.252015,-17.868192,-0.180667
-3.240009,-17.856311,-0.180000
-3.227690,-17.843699,-0.179316
-3.215130,-17.831100,-0.178618
-3.202944,-17.818031,-0.177941
-3.190746,-17.808995,-0.177264
-3.178498,-17.781139,-0.176583
-3.166503,-17.751922,-0.175917
-3.154368,-17.746614,-0.175243
-3.142353,-17.741447,-0.174575
-3.130461,-17.736573,-0.173914
-3.118689,-17.730496,-0.173260
-3.107156,-17.724256,-0.172620
-3.095938,-17.717848,-0.171997
-3.084563,-17.710852,-0.171365
-3.073273,-17.699965,-0.170737
-3.061923,-17.708955,-0.170107
-3.050526,-17.718695,-0.169474
-3.039184,-17.705269,-0.168844
-3.027673,-17.690955,-0.168204
-3.016041,-17.676198,-0.167558
-3.004358,-17.654119,-0.166909
-2.992641,-17.640710,-0.166258
-2.980782,-17.629699,-0.165599
-2.968848,-17.612263,-0.164936
-2.956926,-17.595573,-0.164274
-2.945089,-17.567516,-0.163616
-2.933214,-17.538413,-0.162956
-2.921344,-17.523210,-0.162297
-2.909726,-17.507095,-0.161651
-2.898194,-17.490078,-0.161011
-2.886738,-17.486960,-0.160374
-2.875257,-17.464107,-0.159736
-2.863783,-17.433925,-0.159099
-2.852360,-17.415401,-0.158464
-2.841048,-17.396571,-0.157836
-2.829783,-17.378036,-0.157210
-2.818567,-17.358749,-0.156587
-2.807504,-17.331527,-0.155972
-2.796224,-17.304464,-0.155346
-2.784776,-17.277707,-0.154710
-2.773276,-17.237041,-0.154071
-2.761933,-17.215809,-0.153441
-2.750522,-17.199963,-0.152807
-2.739180,-17.170799,-0.152177
-2.727669,-17.141343,-0.151537
-2.715952,-17.110251,-0.150886
-2.704272,-17.079004,-0.150237
-2.692391,-17.060483,-0.149577
-2.680583,-17.045995,-0.148921
-2.669003,-17.025210,-0.148278
-2.658331,-16.554624,-0.147685
-2.655746,-16.628968,-0.147541
-2.651144,-16.685612,-0.147286
-2.644784,-16.724992,-0.146932
-2.636903,-16.750387,-0.146495
-2.628057,-16.759523,-0.146003
-2.618546,-16.757173,-0.145475
-2.608697,-16.745861,-0.144928
-2.598478,-16.745043,-0.144360
-2.587705,-16.741560,-0.143761
-2.576652,-16.735846,-0.143147
-2.565746,-16.746138,-0.142541
-2.554735,-16.742218,-0.141930
-2.543767,-16.728716,-0.141320
-2.533056,-16.724331,-0.140725
-2.522056,-16.719960,-0.140114
-2.510997,-16.714693,-0.139500
-2.499780,-16.709285,-0.138877
-2.488632,-16.687405,-0.138257
-2.477674,-16.660126,-0.137649
-2.466911,-16.634032,-0.137051
-2.456159,-16.598953,-0.136453
-2.445381,-16.570760,-0.135854
-2.434423,-16.546916,-0.135246
-2.423428,-16.517982,-0.134635
-2.412723,-16.495919,-0.134040
-2.402151,-16.474446,-0.133453
-2.391700,-16.452816,-0.132872
-2.381154,-16.444067,-0.132286
-2.370649,-16.445200,-0.131703
-2.359913,-16.442900,-0.131106
-2.348960,-16.440910,-0.130498
-2.338166,-16.439211,-0.129898
-2.327577,-16.437502,-0.129310
-2.316941,-16.445231,-0.128719
-2.306221,-16.439784,-0.128123
-2.295379,-16.433894,-0.127521
-2.284394,-16.436548,-0.126911
-2.273326,-16.431717,-0.126296
-2.262130,-16.417005,-0.125674
-2.251045,-16.405882,-0.125058
-2.240225,-16.394745,-0.124457
-2.229245,-16.383315,-0.123847
-2.218182,-16.371140,-0.123232
-2.206981,-16.338294,-0.122610
-2.195838,-16.307541,-0.121991
-2.184721,-16.275886,-0.121373
-2.173578,-16.234939,-0.120754
-2.162519,-16.196983,-0.120140
-2.151524,-16.162916,-0.119529
-2.140529,-16.126600,-0.118918
-2.129281,-16.091042,-0.118293
-2.118106,-16.054580,-0.117673
-2.106763,-16.017823,-0.117042
-2.095625,-15.991995,-0.116424
-2.084408,-15.980408,-0.115800
-2.073250,-15.968517,-0.115181
-2.062297,-15.955417,-0.114572
-2.051382,-15.941264,-0.113966
-2.040551,-15.926356,-0.113364
-2.029747,-15.920291,-0.112764
-2.019270,-15.909862,-0.112182
-2.008756,-15.898984,-0.111598
-1.998533,-15.887042,-0.111030
-1.988157,-15.872258,-0.110453
-1.977859,-15.835279,-0.109881
-1.967467,-15.797402,-0.109304
-1.956879,-15.759683,-0.108716
-1.946339,-15.721958,-0.108130
-1.935714,-15.683786,-0.107540
-1.925036,-15.626119,-0.106946
-1.914003,-15.561717,-0.106334
-1.902981,-15.495810,-0.105721
-1.892022,-15.441744,-0.105112
-1.881328,-15.388111,-0.104518
-1.870576,-15.344376,-0.103921
-1.859833,-15.298988,-0.103324
-1.849128,-15.252096,-0.102729
-1.838302,-15.203556,-0.102128
-1.827438,-15.154114,-0.101524
-1.816537,-15.110221,-0.100919
-1.805737,-15.082672,-0.100319
-1.795085,-15.055414,-0.099727
-1.784241,-15.001459,-0.099125
-1.773154,-14.945711,-0.098509
-1.763055,-15.586364,-0.097947
-1.762156,-15.705683,-0.097898
-1.759103,-15.771246,-0.097728
-1.754323,-15.809287,-0.097462
-1.748023,-15.822047,-0.097112
-1.740311,-15.785063,-0.096684
-1.731586,-15.723518,-0.096199
-1.722344,-15.666346,-0.095686
-1.712882,-15.611883,-0.095160
-1.702961,-15.553236,-0.094609
-1.692702,-15.487399,-0.094039
-1.682264,-15.420967,-0.093459
-1.671718,-15.383499,-0.092873
-1.661124,-15.342429,-0.092285
-1.650868,-15.302992,-0.091715
-1.641001,-15.290099,-0.091167
-1.631319,-15.293857,-0.090629
-1.621404,-15.280966,-0.090078
-1.611277,-15.258777,-0.089515
-1.601392,-15.233723,-0.088966
-1.591761,-15.210758,-0.088431
-1.582252,-15.187786,-0.087903
-1.572999,-15.140180,-0.087389
-1.563851,-15.084010,-0.086881
-1.554253,-15.023053,-0.086347
-1.544310,-14.947245,-0.085795
-1.534293,-14.860927,-0.085239
-1.524361,-14.784208,-0.084687
-1.514624,-14.710329,-0.084146
-1.504935,-14.635242,-0.083607
-1.495114,-14.558204,-0.083062
-1.485171,-14.476962,-0.082510
-1.475069,-14.398275,-0.081948
-1.464890,-14.334904,-0.081383
-1.455160,-14.274213,-0.080842
-1.445525,-14.209008,-0.080307
-1.435974,-14.143045,-0.079776
-1.426572,-14.071064,-0.079254
-1.417217,-13.996523,-0.078734
-1.407815,-13.919127,-0.078212
-1.398433,-13.839021,-0.077691
-1.389369,-13.760400,-0.077187
-1.380434,-13.691532,-0.076691
-1.371556,-13.611842,-0.076198
-1.362388,-13.530358,-0.075688
-1.356352,-13.467066,-0.075353
-1.356175,-13.583194,-0.075343
-1.354364,-13.684519,-0.075242
-1.350834,-13.768041,-0.075046
-1.346027,-13.822776,-0.074779
-1.340160,-13.854123,-0.074453
-1.333741,-13.843280,-0.074097
-1.326768,-13.825098,-0.073709
-1.319691,-13.806019,-0.073316
-1.311996,-13.769687,-0.072889
-1.303830,-13.729918,-0.072435
-1.295449,-13.678887,-0.071969
-1.286956,-13.615838,-0.071498
-1.278508,-13.565405,-0.071028
-1.269817,-13.513628,-0.070545
-1.261041,-13.460649,-0.070058
-1.252122,-13.437577,-0.069562
-1.243223,-13.400527,-0.069068
-1.234136,-13.344548,-0.068563
-1.225237,-13.308996,-0.068069
-1.216422,-13.272537,-0.067579
-1.207542,-13.235027,-0.067086
-1.198578,-13.196767,-0.066588
-1.189401,-13.129505,-0.066078
-1.180516,-13.062078,-0.065584
-1.171714,-12.993292,-0.065095
-1.162897,-12.892486,-0.064605
-1.153976,-12.803102,-0.064110
-1.144791,-12.730710,-0.063600
-1.135636,-12.636215,-0.063091
-1.126734,-12.540503,-0.062596
-1.117945,-12.444179,-0.062108
-1.109239,-12.346945,-0.061624
-1.100831,-12.276756,-0.061157
-1.092254,-12.204915,-0.060681
-1.083799,-12.132766,-0.060211
-1.075679,-12.082251,-0.059760
-1.067796,-12.019094,-0.059322
-1.060419,-11.938174,-0.058912
-1.052975,-11.878003,-0.058499
-1.045400,-11.818585,-0.058078
-1.037797,-11.751647,-0.057655
-1.030335,-11.674626,-0.057241
-1.022735,-11.568734,-0.056819
-1.015426,-11.462677,-0.056413
-1.007968,-11.356169,-0.055998
-1.000161,-11.250120,-0.055565
-0.992130,-11.149036,-0.055118
-0.983976,-11.054869,-0.054665
-0.975963,-10.948811,-0.054220
-0.967876,-10.839442,-0.053771
-0.959854,-10.743150,-0.053325
-0.951681,-10.664155,-0.052871
-0.943685,-10.597936,-0.052427
-0.935483,-10.530516,-0.051971
-0.927346,-10.460986,-0.051519
-0.919510,-10.366321,-0.051084
-0.912003,-10.275854,-0.050667
-0.904308,-10.193210,-0.050239
-0.896490,-10.098382,-0.049805
-0.888795,-10.002943,-0.049377
-0.881062,-9.898174,-0.048948
-0.874917,-9.771537,-0.048606
-0.874812,-9.895806,-0.048601
-0.873271,-10.007031,-0.048515
-0.870350,-10.075573,-0.048353
-0.866464,-10.108491,-0.048137
-0.861554,-10.130007,-0.047864
-0.856090,-10.132133,-0.047561
-0.850186,-10.105687,-0.047233
-0.843775,-10.055182,-0.046876
-0.836718,-9.984533,-0.046484
-0.829361,-9.905765,-0.046076
-0.821929,-9.826093,-0.045663
-0.814403,-9.737242,-0.045245
-0.806971,-9.642666,-0.044832
-0.799520,-9.536047,-0.044418
-0.792314,-9.436790,-0.044017
-0.785145,-9.338882,-0.043619
-0.778004,-9.247139,-0.043222
-0.771012,-9.164117,-0.042834
-0.764134,-9.065586,-0.042452
-0.757424,-8.966746,-0.042079
-0.750452,-8.865049,-0.041692
-0.743443,-8.750707,-0.041302
-0.736255,-8.641181,-0.040903
-0.728954,-8.549112,-0.040497
-0.721456,-8.445002,-0.040081
-0.713846,-8.336075,-0.039658
-0.706067,-8.228501,-0.039226
-0.698166,-8.118065,-0.038787
-0.690227,-8.032161,-0.038346
-0.682082,-7.944903,-0.037893
-0.674143,-7.858388,-0.037452
-0.666326,-7.784361,-0.037018
-0.658668,-7.708068,-0.036593
-0.651246,-7.616712,-0.036180
-0.644104,-7.527603,-0.035784
-0.637085,-7.441348,-0.035394
-0.630112,-7.352679,-0.035006
-0.623149,-7.271986,-0.034619
-0.616383,-7.185715,-0.034243
-0.609833,-7.097929,-0.033880
-0.603311,-7.001858,-0.033517
-0.596742,-6.899611,-0.033152
-0.590220,-6.800520,-0.032790
-0.583473,-6.709411,-0.032415
-0.576557,-6.613483,-0.032031
-0.569613,-6.518003,-0.031645
-0.562829,-6.424624,-0.031268
-0.556232,-6.323558,-0.030902
-0.549513,-6.206979,-0.030529
-0.542747,-6.095817,-0.030153
-0.536028,-6.001667,-0.029779
-0.529432,-5.897722,-0.029413
-0.522947,-5.786542,-0.029053
-0.516791,-5.677762,-0.028711
-0.510776,-5.576656,-0.028376
-0.504920,-5.474188,-0.028051
-0.499196,-5.370359,-0.027733
-0.493519,-5.271797,-0.027418
-0.487992,-5.187538,-0.027111
-0.482680,-5.099357,-0.026816
-0.477425,-5.003189,-0.026524
-0.472114,-4.929763,-0.026229
-0.466681,-4.867183,-0.025927
-0.461060,-4.800988,-0.025614
-0.455392,-4.731025,-0.025300
-0.449639,-4.662869,-0.024980
-0.443727,-4.593809,-0.024652
-0.437637,-4.514053,-0.024313
-0.431405,-4.439870,-0.023967
-0.424949,-4.371864,-0.023608
-0.418436,-4.287284,-0.023246
-0.411933,-4.188839,-0.022885
-0.405448,-4.084968,-0.022525
-0.399028,-3.982597,-0.022168
-0.392835,-3.891219,-0.021824
-0.386679,-3.798330,-0.021482
-0.380401,-3.707548,-0.021133
-0.374161,-3.632885,-0.020787
-0.368099,-3.547669,-0.020450
-0.362028,-3.452505,-0.020113
-0.355957,-3.385968,-0.019775
-0.350017,-3.315810,-0.019445
-0.344171,-3.234347,-0.019121
-0.338146,-3.146253,-0.018786
-0.331698,-3.040226,-0.018428
-0.325090,-2.932540,-0.018061
-0.318567,-2.821984,-0.017698
-0.312024,-2.703588,-0.017335
-0.305115,-2.578710,-0.016951
-0.298226,-2.456238,-0.016568
-0.291026,-2.320198,-0.016168
-0.283432,-2.195309,-0.015746
-0.275407,-2.090311,-0.015300
-0.267467,-1.992693,-0.014859
-0.259555,-1.903360,-0.014420
-0.251672,-1.816735,-0.013982
-0.243573,-1.729807,-0.013532
-0.235370,-1.625539,-0.013076
-0.227440,-1.537847,-0.012636
-0.219322,-1.460703,-0.012185
-0.211505,-1.369987,-0.011750
-0.203697,-1.272181,-0.011316
-0.196170,-1.165474,-0.010898
-0.188493,-1.057105,-0.010472
-0.180705,-0.965466,-0.010039
-0.172916,-0.872164,-0.009606
-0.165212,-0.780667,-0.009178
-0.157434,-0.707560,-0.008746
-0.149092,-0.618317,-0.008283
-0.140701,-0.511277,-0.007817
-0.132077,-0.428057,-0.007338
-0.123575,-0.347546,-0.006865
-0.114753,-0.264317,-0.006375
-0.105940,-0.180179,-0.005886
-0.097341,-0.067534,-0.005408
-0.088583,0.051792,-0.004921
-0.079862,0.182759,-0.004437
-0.071300,0.319625,-0.003961
-0.063508,0.439464,-0.003528
-0.056074,0.538283,-0.003115
-0.048658,0.660198,-0.002703
-0.041411,0.781587,-0.002301
-0.034492,0.899325,-0.001916
-0.027798,1.030085,-0.001544
-0.021162,1.145557,-0.001176
-0.014554,1.246785,-0.000809
-0.007843,1.337763,-0.000436
-0.001022,1.421617,-0.000057
0.006411,1.514547,0.000356
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
-0.004492,4.257893,-0.000250
0.004393,4.358085,0.000244
0.013404,4.457993,0.000745
0.022432,4.560740,0.001246
0.031440,4.662189,0.001747
0.040468,4.763030,0.002248
0.049520,4.867075,0.002751
0.058530,4.968849,0.003252
0.067495,5.069690,0.003750
0.076374,5.170003,0.004243
0.085201,5.269181,0.004733
0.093946,5.364586,0.005219
0.102698,5.459018,0.005705
0.111432,5.556573,0.006191
0.120156,5.653641,0.006675
0.128859,5.749695,0.007159
0.137574,5.849157,0.007643
0.146268,5.948862,0.008126
0.154974,6.047553,0.008610
0.163586,6.144905,0.009088
0.172144,6.240513,0.009564
0.180583,6.337095,0.010032
0.188798,6.431527,0.010489
0.196890,6.519387,0.010938
0.204873,6.603191,0.011382
0.212592,6.682168,0.011811
0.220012,6.751694,0.012223
0.227149,6.815135,0.012619
0.233928,6.872167,0.012996
0.240361,6.921777,0.013353
0.246383,6.963435,0.013688
0.252003,6.997265,0.014000
0.257141,7.022901,0.014286
0.261807,7.039613,0.014545
0.265914,7.047807,0.014773
0.269545,7.046955,0.014975
0.272534,7.036287,0.015141
0.274943,7.016249,0.015275
0.276697,6.986516,0.015372
0.277849,6.947007,0.015436
0.278369,6.897641,0.015465
0.282673,7.905869,0.015704
0.287329,7.974633,0.015963
0.292071,8.043543,0.016226
0.296999,8.111392,0.016500
0.302124,8.177576,0.016785
0.307430,8.257768,0.017079
0.312716,8.336603,0.017373
0.318142,8.413622,0.017675
0.323775,8.487168,0.017987
0.329500,8.567339,0.018306
0.335328,8.634998,0.018629
0.341203,8.699036,0.018956
0.347191,8.763069,0.019288
0.353162,8.829058,0.019620
0.359048,8.900623,0.019947
0.364753,8.961191,0.020264
0.370573,9.014069,0.020587
0.376543,9.066489,0.020919
0.382391,9.120417,0.021244
0.388117,9.169826,0.021562
0.393683,9.225566,0.021871
0.399249,9.283263,0.022180
0.404719,9.335085,0.022484
0.410226,9.383891,0.022790
0.415743,9.429381,0.023097
0.421364,9.482097,0.023409
0.427145,9.539778,0.023730
0.432804,9.596708,0.024045
0.438641,9.653932,0.024369
0.444722,9.713556,0.024707
0.451142,9.758858,0.025063
0.457768,9.801138,0.025432
0.464566,9.854107,0.025809
0.471305,9.910389,0.026184
0.478214,9.967267,0.026567
0.485376,10.020067,0.026965
0.492349,10.081907,0.027353
0.499283,10.144048,0.027738
0.506256,10.204980,0.028125
0.513220,10.262747,0.028512
0.520091,10.335876,0.028894
0.526953,10.417285,0.029275
0.533803,10.491011,0.029656
0.540927,10.552376,0.030052
0.548090,10.610122,0.030449
0.555176,10.671182,0.030843
0.562545,10.715062,0.031253
0.570214,10.757425,0.031679
0.577760,10.796778,0.032098
0.585388,10.821973,0.032522
0.593079,10.831655,0.032949
0.600665,10.823724,0.033370
0.608449,10.815033,0.033803
0.616195,10.824864,0.034233
0.624005,10.826712,0.034667
0.631701,10.813508,0.035094
0.639333,10.821234,0.035519
0.646788,10.829869,0.035933
0.654488,10.837892,0.036360
0.662229,10.872560,0.036791
0.669924,10.913701,0.037218
0.677863,10.964767,0.037659
0.685726,11.013124,0.038096
0.693590,11.049285,0.038533
0.701372,11.098543,0.038965
0.709345,11.166155,0.039408
0.717360,11.207272,0.039853
0.725599,11.247928,0.040311
0.733724,11.285274,0.040762
0.741790,11.299593,0.041211
0.750000,11.316616,0.041667
0.758172,11.331983,0.042121
0.766381,11.345693,0.042577
0.774599,11.359402,0.043033
0.782805,11.366189,0.043489
0.790913,11.353265,0.043940
0.798818,11.358707,0.044379
0.806538,11.363855,0.044808
0.814249,11.372614,0.045236
0.821897,11.393262,0.045661
0.829300,11.413917,0.046072
0.836572,11.434877,0.046476
0.843514,11.457954,0.046862
0.850288,11.476221,0.047238
0.857175,11.497944,0.047621
0.864114,11.534257,0.048006
0.871305,11.570711,0.048406
0.878543,11.608214,0.048808
0.885629,11.642261,0.049202
0.892525,11.664128,0.049585
0.899269,11.677125,0.049959
0.905743,11.688475,0.050319
0.912077,11.699981,0.050671
0.917913,11.698417,0.050995
0.922491,11.673583,0.051249
0.925611,11.615861,0.051423
0.926654,11.518051,0.051481
0.934683,11.276050,0.051927
0.943056,11.329908,0.052392
0.951320,11.392791,0.052851
0.959575,11.454167,0.053310
0.967783,11.513136,0.053766
0.976081,11.591499,0.054227
0.984172,11.667610,0.054676
0.992263,11.740709,0.055126
1.000307,11.812002,0.055573
1.008799,11.867485,0.056044
1.017519,11.925964,0.056529
1.026290,12.002182,0.057016
1.035246,12.063503,0.057514
1.044296,12.123313,0.058016
1.053269,12.182070,0.058515
1.062322,12.216914,0.059018
1.071451,12.251152,0.059525
1.080602,12.293356,0.060033
1.089715,12.343677,0.060540
1.098519,12.400321,0.061029
1.107049,12.453816,0.061503
1.115680,12.496330,0.061982
1.124180,12.545311,0.062454
1.132655,12.604211,0.062925
1.140970,12.663866,0.063387
1.149175,12.734345,0.063843
1.157388,12.804670,0.064299
1.165635,12.868527,0.064757
1.173851,12.910738,0.065214
1.182152,12.952493,0.065675
1.190576,12.994090,0.066143
1.198868,13.036291,0.066604
1.207237,13.077736,0.067069
1.215601,13.097237,0.067533
1.224447,13.113712,0.068025
1.233423,13.129730,0.068524
1.242392,13.145146,0.069022
1.251251,13.156359,0.069514
1.260102,13.178840,0.070006
1.269000,13.201169,0.070500
1.277813,13.223049,0.070990
1.286574,13.234262,0.071476
1.295343,13.246225,0.071963
1.304202,13.274110,0.072456
1.312731,13.313875,0.072930
1.321138,13.353494,0.073397
1.329507,13.392361,0.073862
1.337846,13.431978,0.074325
1.346139,13.468290,0.074785
1.354192,13.505511,0.075233
1.361853,13.546803,0.075659
1.369275,13.588553,0.076071
1.375974,13.615161,0.076443
1.381646,13.621983,0.076758
1.386068,13.584847,0.077004
1.388839,13.521344,0.077158
1.389667,13.427282,0.077204
1.392765,13.611002,0.077376
1.402770,13.646030,0.077932
1.412776,13.680755,0.078488
1.422820,13.722535,0.079046
1.432918,13.743135,0.079607
1.443131,13.773039,0.080174
1.453365,13.819910,0.080743
1.463515,13.865881,0.081306
1.473628,13.910649,0.081868
1.483876,13.969373,0.082438
1.494432,14.018921,0.083024
1.505051,14.061556,0.083614
1.515768,14.116797,0.084209
1.526240,14.163636,0.084791
1.536704,14.219781,0.085372
1.547344,14.290027,0.085964
1.557860,14.364327,0.086548
1.568415,14.437871,0.087134
1.578924,14.510811,0.087718
1.589480,14.583293,0.088304
1.599766,14.670945,0.088876
1.609728,14.770013,0.089429
1.619447,14.840717,0.089969
1.629081,14.910971,0.090504
1.638584,14.981076,0.091032
1.647636,15.024033,0.091535
1.656658,15.056784,0.092037
1.665434,15.088793,0.092524
1.674218,15.120050,0.093012
1.682795,15.150265,0.093489
1.691426,15.164418,0.093968
1.700418,15.165649,0.094468
