Test unit;CS02;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-53.3982796100000;-21.9975497000000;-2.96657108900000
-53.3973301900000;-22.3467579300000;-2.96651834400000
-53.3629635100000;-22.6513474900000;-2.96460908400000
-53.2987849000000;-22.9161006500000;-2.96104360600000
-53.2081114000000;-23.1354221500000;-2.95600618900000
-53.0944062100000;-23.3064825100000;-2.94968923400000
-52.9613899700000;-23.4308252000000;-2.94229944300000
-52.8127416600000;-23.5256293500000;-2.93404120300000
-52.6525688300000;-23.5957913800000;-2.92514271300000
-52.4843426400000;-23.6266275100000;-2.91579681300000
-52.3124986700000;-23.6331116600000;-2.90624992600000
-52.1396032700000;-23.6333259200000;-2.89664462600000
-51.9666992300000;-23.6256421000000;-2.88703884600000
-51.7935996100000;-23.6170813400000;-2.87742220100000
-51.6204629000000;-23.6187585300000;-2.86780349400000
-51.4475415400000;-23.6195540800000;-2.85819675200000
-51.2744404400000;-23.6204984000000;-2.84858002400000
-51.1011948000000;-23.6196885700000;-2.83895526700000
-50.9278268500000;-23.6147818500000;-2.82932371400000
-50.7545782500000;-23.6256798300000;-2.81969879200000
-50.5815585100000;-23.6364296000000;-2.81008658400000
-50.4085997500000;-23.6452769300000;-2.80047776400000
-50.2357243000000;-23.6574921800000;-2.79087357200000
-50.0629445900000;-23.6698545600000;-2.78127469900000
-49.8901660400000;-23.6765071300000;-2.77167589100000
-49.7173279000000;-23.6836010500000;-2.76207377200000
-49.5446314400000;-23.6887891600000;-2.75247952400000
-49.3721645800000;-23.6929484500000;-2.74289803200000
-49.1997228300000;-23.7078046000000;-2.73331793500000
-49.0273769400000;-23.7138689700000;-2.72374316300000
-48.8548949700000;-23.7175912600000;-2.71416083200000
-48.6827170400000;-23.7199894700000;-2.70459539100000
-48.5106816100000;-23.7281027800000;-2.69503786700000
-48.3387318500000;-23.7400280900000;-2.68548510300000
-48.1669522400000;-23.7522460500000;-2.67594179100000
-47.9952072900000;-23.7651989600000;-2.66640040500000
-47.8235355300000;-23.7759529600000;-2.65686308500000
-47.6517869000000;-23.7861233500000;-2.64732149500000
-47.4803186100000;-23.7891021300000;-2.63779547800000
-47.3086985900000;-23.7988328600000;-2.62826103300000
-47.1369834500000;-23.8069526300000;-2.61872130300000
-46.9651413600000;-23.8149289900000;-2.60917452000000
-46.7932248200000;-23.8256966000000;-2.59962360100000
-46.6215695300000;-23.8255988600000;-2.59008719600000
-46.4500127500000;-23.8187453500000;-2.58055626400000
-46.2786238300000;-23.8127677500000;-2.57103465700000
-46.1072087600000;-23.8075227400000;-2.56151159800000
-45.9360378200000;-23.8012437000000;-2.55200210100000
-45.7648749200000;-23.7858556000000;-2.54249305100000
-45.5942073200000;-23.7589967300000;-2.53301151800000
-45.4237668500000;-23.7325678500000;-2.52354260300000
-45.2534022000000;-23.7046614700000;-2.51407790000000
-45.0831959200000;-23.6629316400000;-2.50462199500000
-44.9127603500000;-23.6288375300000;-2.49515335300000
-44.7421140000000;-23.5982658500000;-2.48567300000000
-44.5714353000000;-23.5682748300000;-2.47619085000000
-44.4009511800000;-23.5406252400000;-2.46671951000000
-44.2303825600000;-23.5112053600000;-2.45724347500000
-44.0595056000000;-23.4954592200000;-2.44775031100000
-43.8882245600000;-23.4878043700000;-2.43823469800000
-43.7169962600000;-23.4829409300000;-2.42872201500000
-43.5456024300000;-23.4763130600000;-2.41920013500000
-43.3738682600000;-23.4833713000000;-2.40965934800000
-43.2021298100000;-23.4914606400000;-2.40011832300000
-43.0306176900000;-23.5011663400000;-2.39058987200000
-42.8587987200000;-23.5144109900000;-2.38104437300000
-42.6868653200000;-23.5357558300000;-2.37149251800000
-42.5149319200000;-23.5571050800000;-2.36194066200000
-42.3432462900000;-23.5654982700000;-2.35240257100000
-42.1716430700000;-23.5750694500000;-2.34286905900000
-41.9999014300000;-23.5852335600000;-2.33332785700000
-41.8281821700000;-23.5964300500000;-2.32378789800000
-41.6569368400000;-23.6018760200000;-2.31427426900000
-41.4857506300000;-23.6092368000000;-2.30476392400000
-41.3141962400000;-23.6177833700000;-2.29523312500000
-41.1426118400000;-23.6197008500000;-2.28570065800000
-40.9708328600000;-23.6138105800000;-2.27615738100000
-40.7988283100000;-23.6130805600000;-2.26660157300000
-40.6266547400000;-23.6191331700000;-2.25703637400000
-40.4543159900000;-23.6269583500000;-2.24746199900000
-40.2819476300000;-23.6355224100000;-2.23788598000000
-40.1094959000000;-23.6451214200000;-2.22830532800000
-39.9367376900000;-23.6553169700000;-2.21870764900000
-39.7636988300000;-23.6662563300000;-2.20909438000000
-39.5907456600000;-23.6783763400000;-2.19948587000000
-39.4181593600000;-23.6925579800000;-2.18989774200000
-39.2455733300000;-23.6999551300000;-2.18030962900000
-39.0729314200000;-23.7083872500000;-2.17071841200000
-38.9003752500000;-23.7181475400000;-2.16113195800000
-38.7278448600000;-23.7175770400000;-2.15154693700000
-38.5553159600000;-23.7143485800000;-2.14196199800000
-38.3830130400000;-23.7179062100000;-2.13238961300000
-38.2106248500000;-23.7129015500000;-2.12281249200000
-38.0386880300000;-23.7071492800000;-2.11326044600000
-37.8671193000000;-23.7021274100000;-2.10372885000000
-37.6954673500000;-23.6976958700000;-2.09419263000000
-37.5239582900000;-23.7080325800000;-2.08466434900000
-37.3527043800000;-23.7180714200000;-2.07515024300000
-37.1812528200000;-23.7300360500000;-2.06562515700000
-37.0100616000000;-23.7575150000000;-2.05611453300000
-36.8387316500000;-23.7932784400000;-2.04659620300000
-36.6672326600000;-23.8198882100000;-2.03706848100000
-36.4958158400000;-23.8587719500000;-2.02754532400000
-36.3240071300000;-23.8947137600000;-2.01800039600000
-36.1517447100000;-23.9311144800000;-2.00843026200000
-35.9792564600000;-23.9752166700000;-1.99884758100000
-35.8065983300000;-24.0104575900000;-1.98925546300000
-35.6605271600000;-23.3700440600000;-1.98114039800000
-35.6426146400000;-23.1598498200000;-1.98014525800000
-35.6214304000000;-23.4171191300000;-1.97896835500000
-35.6114743700000;-23.8443183600000;-1.97841524300000
-35.5897944500000;-24.1147762800000;-1.97721080300000
-35.5487293300000;-24.3367527800000;-1.97492940700000
-35.4905403000000;-24.5300370700000;-1.97169668300000
-35.4171424800000;-24.6906055900000;-1.96761902700000
-35.3309537200000;-24.8194526400000;-1.96283076200000
-35.2343081100000;-24.9106176300000;-1.95746156200000
-35.1296861700000;-24.9582815800000;-1.95164923200000
-35.0193727800000;-24.9816337100000;-1.94552071000000
-34.9062149600000;-24.9840235300000;-1.93923416400000
-34.7921457700000;-24.9602328700000;-1.93289698700000
-34.6779844100000;-24.9269669200000;-1.92655468900000
-34.5638513800000;-24.9005040800000;-1.92021396500000
-34.4495209500000;-24.8835144600000;-1.91386227500000
-34.3355247800000;-24.8666641900000;-1.90752915500000
-34.2216423500000;-24.8490687400000;-1.90120235300000
-34.1079125000000;-24.8483477000000;-1.89488402800000
-33.9940973800000;-24.8565126500000;-1.88856096500000
-33.8802521500000;-24.8645310000000;-1.88223623000000
-33.7667207400000;-24.8725449400000;-1.87592893000000
-33.6533069700000;-24.8916666000000;-1.86962816500000
-33.5402110000000;-24.9242652200000;-1.86334505500000
-33.4270965200000;-24.9605724300000;-1.85706091800000
-33.3143144800000;-24.9783603000000;-1.85079524900000
-33.2012542800000;-24.9963035700000;-1.84451412700000
-33.0880554300000;-25.0142517200000;-1.83822530200000
-32.9746231300000;-25.0247970500000;-1.83192350700000
-32.8609433500000;-25.0414241000000;-1.82560796400000
-32.7473778000000;-25.0581996800000;-1.81929876700000
-32.6335837200000;-25.0755744000000;-1.81297687300000
-32.5193203200000;-25.0990371700000;-1.80662890600000
-32.4047743100000;-25.1136135200000;-1.80026524000000
-32.2902397900000;-25.1216683900000;-1.79390221000000
-32.1753118300000;-25.1390718900000;-1.78751732400000
-32.0604384300000;-25.1551423500000;-1.78113546800000
-31.9455658100000;-25.1713633200000;-1.77475365600000
-31.8306308000000;-25.1852147700000;-1.76836837800000
-31.7157738500000;-25.1860150600000;-1.76198743600000
-31.6006633500000;-25.1871161900000;-1.75559240800000
-31.4853611500000;-25.1871821400000;-1.74918673100000
-31.3704286000000;-25.1712196100000;-1.74280158900000
-31.2554883700000;-25.1525838700000;-1.73641602100000
-31.1403311100000;-25.1363225900000;-1.73001839500000
-31.0254440200000;-25.1288084800000;-1.72363577900000
-30.9105258300000;-25.1214418000000;-1.71725143500000
-30.7956617600000;-25.1142211200000;-1.71087009800000
-30.6809825000000;-25.1096673700000;-1.70449902800000
-30.5664714800000;-25.1108985300000;-1.69813730400000
-30.4521075100000;-25.1124239200000;-1.69178375000000
-30.3380737100000;-25.1137951000000;-1.68544853900000
-30.2238634200000;-25.1251164900000;-1.67910352400000
-30.1095453200000;-25.1468346800000;-1.67275251800000
-29.9954157200000;-25.1695921500000;-1.66641198400000
-29.8812604200000;-25.1749786400000;-1.66007002300000
-29.7670513300000;-25.1806636100000;-1.65372507400000
-29.6529267400000;-25.1863477100000;-1.64738481900000
-29.5388787600000;-25.1901001000000;-1.64104882000000
-29.4247558100000;-25.1993503400000;-1.63470865600000
-29.3107401300000;-25.2084513000000;-1.62837445200000
-29.1965335300000;-25.2174081000000;-1.62202964000000
-29.0824447100000;-25.2294842100000;-1.61569137300000
-28.9684721600000;-25.2326442100000;-1.60935956500000
-28.8545242600000;-25.2326832500000;-1.60302912500000
-28.7403099000000;-25.2409005600000;-1.59668388300000
-28.6260636600000;-25.2494166600000;-1.59033687000000
-28.5115113100000;-25.2577904500000;-1.58397285000000
-28.3967054400000;-25.2658723200000;-1.57759474600000
-28.2819741300000;-25.2639933400000;-1.57122078500000
-28.1669893000000;-25.2619694700000;-1.56483273900000
-28.0518362400000;-25.2586096900000;-1.55843534700000
-27.9365249400000;-25.2446941300000;-1.55202916300000
-27.8212989200000;-25.2376153100000;-1.54562771800000
-27.7059047800000;-25.2326200800000;-1.53921693200000
-27.5908172400000;-25.2273209800000;-1.53282318000000
-27.4757089400000;-25.2224673300000;-1.52642827500000
-27.3607704400000;-25.2168658700000;-1.52004280200000
-27.2460729200000;-25.2063496600000;-1.51367071800000
-27.1311732200000;-25.2063984600000;-1.50728740100000
-27.0164552900000;-25.2067414100000;-1.50091418300000
-26.9022194300000;-25.2002307600000;-1.49456774600000
-26.7882355600000;-25.1992206500000;-1.48823530900000
-26.7562386000000;-24.2629519600000;-1.48645770000000
-26.7524036400000;-24.0189505400000;-1.48624464700000
-26.7474172300000;-24.2788734300000;-1.48596762400000
-26.7445139400000;-24.3348783700000;-1.48580633000000
-26.7368915700000;-24.5929134400000;-1.48538286500000
-26.7134577000000;-24.8073170100000;-1.48408098300000
-26.6759620100000;-24.9825288500000;-1.48199789000000
-26.6259175200000;-25.1274549300000;-1.47921764000000
-26.5652690800000;-25.2422110800000;-1.47584828200000
-26.4961688500000;-25.3117252100000;-1.47200938100000
-26.4200739000000;-25.3568063700000;-1.46778188300000
-26.3385626000000;-25.3899283900000;-1.46325347800000
-26.2541978700000;-25.3976466500000;-1.45856654800000
-26.1688830600000;-25.3961516000000;-1.45382683700000
-26.0836656300000;-25.3912300900000;-1.44909253500000
-25.9984420100000;-25.3837766900000;-1.44435788900000
-25.9133356100000;-25.3791494200000;-1.43962975600000
-25.8282298000000;-25.3804780000000;-1.43490165600000
-25.7428906000000;-25.3819595400000;-1.43016058900000
-25.6569919900000;-25.3897059200000;-1.42538844400000
-25.5707875700000;-25.3971604700000;-1.42059930900000
-25.4846219000000;-25.4013381600000;-1.41581232800000
-25.3982537400000;-25.4068603100000;-1.41101409700000
-25.3119514300000;-25.4125307600000;-1.40621952400000
-25.2254669400000;-25.4205884800000;-1.40141483000000
-25.1390743100000;-25.4413090600000;-1.39661523900000
-25.0527007700000;-25.4615846000000;-1.39181670900000
-24.9665483300000;-25.4681503100000;-1.38703046300000
-24.8807008700000;-25.4735192300000;-1.38226115900000
-24.7951069600000;-25.4802253500000;-1.37750594200000
-24.7097666000000;-25.4854373900000;-1.37276481100000
-24.6244731500000;-25.4831972000000;-1.36802628600000
-24.5392962200000;-25.4821469100000;-1.36329423400000
-24.4544766000000;-25.4800467200000;-1.35858203400000
-24.3699764000000;-25.4716799200000;-1.35388757800000
-24.2855651700000;-25.4442292900000;-1.34919806500000
-24.2010176100000;-25.4178212500000;-1.34450097800000
