Test unit;CS02;
-24.1163343500000;-25.3999103900000;-1.33979635300000
-24.0314814800000;-25.3833421200000;-1.33508230400000
-23.9465774700000;-25.3663253100000;-1.33036541500000
-23.8616734700000;-25.3494554800000;-1.32564852600000
-23.7767214000000;-25.3346720800000;-1.32092896700000
-23.6917511700000;-25.3204836300000;-1.31620839900000
-23.6061893400000;-25.3131640600000;-1.31145496300000
-23.5202230100000;-25.3086842900000;-1.30667905600000
-23.4340690700000;-25.3147973000000;-1.30189272600000
-23.3479151300000;-25.3189716800000;-1.29710639600000
-23.2618462700000;-25.3271726500000;-1.29232479300000
-23.1755733400000;-25.3449257400000;-1.28753185200000
-23.0892673100000;-25.3619353600000;-1.28273707300000
-23.0029612900000;-25.3805880300000;-1.27794229400000
-22.9164001500000;-25.4120792900000;-1.27313334200000
-22.8301439000000;-25.4381968900000;-1.26834132800000
-22.7441411900000;-25.4517777800000;-1.26356339900000
-22.6582731100000;-25.4665516600000;-1.25879295000000
-22.5724050200000;-25.4807301000000;-1.25402250100000
-22.4866214500000;-25.4961026000000;-1.24925674700000
-22.4007539500000;-25.4972981600000;-1.24448633000000
-22.3151577600000;-25.4793821300000;-1.23973098600000
-22.3107258300000;-25.0023839400000;-1.23948476800000
-22.2984372600000;-25.2014263800000;-1.23880207000000
-22.2973650200000;-25.1671118000000;-1.23874250100000
-22.2857353800000;-25.3776402100000;-1.23809641000000
-22.2613431800000;-25.5610769900000;-1.23674128800000
-22.2253719100000;-25.7156134100000;-1.23474288400000
-22.1792421900000;-25.8315223300000;-1.23218012200000
-22.1243569300000;-25.9272898500000;-1.22913094000000
-22.0623721500000;-25.9955704100000;-1.22568734100000
-21.9950964200000;-26.0354335200000;-1.22194980100000
-21.9252513100000;-26.0644461200000;-1.21806951700000
-21.8545114800000;-26.0875045300000;-1.21413952700000
-21.7836871400000;-26.0960819000000;-1.21020484100000
-21.7127446700000;-26.1179527600000;-1.20626359300000
-21.6417176800000;-26.1399764600000;-1.20231764900000
-21.5707243400000;-26.1606574500000;-1.19837357500000
-21.4998492100000;-26.1822343300000;-1.19443606700000
-21.4291422100000;-26.1845424200000;-1.19050790000000
-21.3582319600000;-26.1855099200000;-1.18656844200000
-21.2874404600000;-26.1875209000000;-1.18263558100000
-21.2165129000000;-26.1717576800000;-1.17869516100000
-21.1457191500000;-26.1388104300000;-1.17476217500000
-21.0748910900000;-26.1184099600000;-1.17082728300000
-21.0042161900000;-26.0891897300000;-1.16690090000000
-20.9334725900000;-26.0613125100000;-1.16297070000000
-20.8628135100000;-26.0335804000000;-1.15904519500000
-20.7919008900000;-25.9983786200000;-1.15510560500000
-20.7208360700000;-25.9736364300000;-1.15115755900000
-20.6499586300000;-25.9538199900000;-1.14721992400000
-20.5788781600000;-25.9392358100000;-1.14327100900000
-20.5079502500000;-25.9313729400000;-1.13933057000000
-20.4370054300000;-25.9332246100000;-1.13538919100000
-20.3661637700000;-25.9270030900000;-1.13145354300000
-20.2952193700000;-25.9310966500000;-1.12751218700000
-20.2242433300000;-25.9350415600000;-1.12356907400000
-20.1530982500000;-25.9386907200000;-1.11961657000000
-20.0819531700000;-25.9565425900000;-1.11566406500000
-20.0106927200000;-25.9827704900000;-1.11170515100000
-19.9393790000000;-26.0006289700000;-1.10774327800000
-19.8680305600000;-26.0057803500000;-1.10377947500000
-19.7964633000000;-26.0116836300000;-1.09980351600000
-19.7247115200000;-26.0171420300000;-1.09581730700000
-19.6527718400000;-26.0238005100000;-1.09182065800000
-19.5807471500000;-26.0156555100000;-1.08781928600000
-19.5087731200000;-26.0055644300000;-1.08382072900000
-19.4367494300000;-25.9968192100000;-1.07981941300000
-19.3645915900000;-25.9759599800000;-1.07581064400000
-19.2925289200000;-25.9355019200000;-1.07180716200000
-19.2202669300000;-25.9010267700000;-1.06779260700000
-19.1479548800000;-25.8801621000000;-1.06377527100000
-19.0757628200000;-25.8595923500000;-1.05976460100000
-19.0035507400000;-25.8378239300000;-1.05575281900000
-18.9314082400000;-25.8159024000000;-1.05174490200000
-18.8590467500000;-25.8058027500000;-1.04772481900000
-18.7865661500000;-25.7957040700000;-1.04369811900000
-18.7142199700000;-25.7844048000000;-1.03967888700000
-18.6421069400000;-25.7798342800000;-1.03567260800000
-18.5698999700000;-25.7936722400000;-1.03166111000000
-18.4976236300000;-25.8033221500000;-1.02764575700000
-18.4255163200000;-25.7990507500000;-1.02363979600000
-18.3533888400000;-25.7953778700000;-1.01963271300000
-18.2813801500000;-25.7918520900000;-1.01563223100000
-18.2092661300000;-25.7869804900000;-1.01162589600000
-18.1376592000000;-25.7752132900000;-1.00764773300000
-18.0661721100000;-25.7641912500000;-1.00367622800000
-17.9944806300000;-25.7521236100000;-0.999693368000000
-17.9227959900000;-25.7358624000000;-0.995710889000000
-17.8822277500000;-25.3690010600000;-0.993457097000000
-17.8803746400000;-25.5879293600000;-0.993354147000000
-17.8669072300000;-25.7799618500000;-0.992605957000000
-17.8431992900000;-25.9398376200000;-0.991288849000000
-17.8101596900000;-26.0796705200000;-0.989453316000000
-17.7688934100000;-26.1949501100000;-0.987160745000000
-17.7207315600000;-26.2829570900000;-0.984485087000000
-17.6672385900000;-26.3553421300000;-0.981513255000000
-17.6112311800000;-26.4119039300000;-0.978401732000000
-17.5544279800000;-26.4485665900000;-0.975245999000000
-17.4973931000000;-26.4903281200000;-0.972077395000000
-17.4402737000000;-26.5310459500000;-0.968904095000000
-17.3832735600000;-26.5666723800000;-0.965737420000000
-17.3262876400000;-26.5969091400000;-0.962571536000000
-17.2694486300000;-26.6150128300000;-0.959413813000000
-17.2126100100000;-26.6344659600000;-0.956256112000000
-17.1558785400000;-26.6509226200000;-0.953104363000000
-17.0991040300000;-26.6555467800000;-0.949950224000000
-17.0422942900000;-26.6568760500000;-0.946794127000000
-16.9855914600000;-26.6589524800000;-0.943643970000000
-16.9287471500000;-26.6535405100000;-0.940485953000000
-16.8718896900000;-26.6574175400000;-0.937327205000000
-16.8151258300000;-26.6672863800000;-0.934173657000000
-16.7580727200000;-26.6699689200000;-0.931004040000000
-16.7008721200000;-26.6822442700000;-0.927826229000000
-16.6441659900000;-26.6907652800000;-0.924675888000000
-16.5875490100000;-26.6938904600000;-0.921530500000000
-16.5310873600000;-26.6953645000000;-0.918393742000000
-16.4744208500000;-26.6884497300000;-0.915245603000000
-16.4174918200000;-26.6810895000000;-0.912082879000000
-16.3609363200000;-26.6669773000000;-0.908940906000000
-16.3045761500000;-26.6347243900000;-0.905809786000000
-16.2482429800000;-26.5969225100000;-0.902680166000000
-16.1923193000000;-26.5678042300000;-0.899573295000000
-16.1365393500000;-26.5356830300000;-0.896474408000000
-16.0801582500000;-26.4987731100000;-0.893342125000000
-16.0237634300000;-26.4593120200000;-0.890209079000000
-15.9673560500000;-26.4325911400000;-0.887075336000000
-15.9112738700000;-26.4196553500000;-0.883959659000000
-15.8553835100000;-26.3999682100000;-0.880854639000000
-15.7989263800000;-26.3846377800000;-0.877718132000000
-15.7422746700000;-26.3804052800000;-0.874570815000000
-15.6854302000000;-26.3695781400000;-0.871412789000000
-15.6282242700000;-26.3527584200000;-0.868234682000000
-15.5708515300000;-26.3305417700000;-0.865047307000000
-15.5138160900000;-26.3053179800000;-0.861878671000000
-15.4565266800000;-26.2866954100000;-0.858695927000000
-15.3989243300000;-26.2538291000000;-0.855495796000000
-15.3411654400000;-26.2049148100000;-0.852286969000000
-15.2832982800000;-26.1625980000000;-0.849072127000000
-15.2255504600000;-26.1232755600000;-0.845863915000000
-15.1679119400000;-26.0803480200000;-0.842661774000000
-15.1103691200000;-26.0423655400000;-0.839464951000000
-15.0528618200000;-26.0150302300000;-0.836270101000000
-14.9953659000000;-25.9933931800000;-0.833075884000000
-14.9376038100000;-25.9780600500000;-0.829866878000000
-14.8800349200000;-25.9643725600000;-0.826668607000000
-14.8224170900000;-25.9640379200000;-0.823467616000000
-14.7646545100000;-25.9802102700000;-0.820258584000000
-14.7068911500000;-25.9950334000000;-0.817049508000000
-14.6494294800000;-26.0067011800000;-0.813857193000000
-14.5917863800000;-26.0180728700000;-0.810654799000000
-14.5340711100000;-26.0369498800000;-0.807448395000000
-14.4764169100000;-26.0496743200000;-0.804245384000000
-14.4190035200000;-26.0517399800000;-0.801055751000000
-14.3671819000000;-25.9427964700000;-0.798176772000000
-14.3667854800000;-26.1878869900000;-0.798154749000000
-14.3565971800000;-26.3881284600000;-0.797588732000000
-14.3376919400000;-26.5435045800000;-0.796538441000000
-14.3112149600000;-26.6636012300000;-0.795067498000000
-14.2780732100000;-26.7499028100000;-0.793226290000000
-14.2390632800000;-26.8047952100000;-0.791059071000000
-14.1962865900000;-26.8315405000000;-0.788682588000000
-14.1518179900000;-26.8236441800000;-0.786212111000000
-14.1067943700000;-26.8058502900000;-0.783710798000000
-14.0612749600000;-26.7864130300000;-0.781181942000000
-14.0156573200000;-26.7570685500000;-0.778647629000000
-13.9700027400000;-26.7275727500000;-0.776111263000000
-13.9242639500000;-26.7088857300000;-0.773570219000000
-13.8783579400000;-26.6936535500000;-0.771019885000000
-13.8322943700000;-26.6794741700000;-0.768460798000000
-13.7860506500000;-26.6649968400000;-0.765891703000000
-13.7396014900000;-26.6493210900000;-0.763311194000000
-13.6931546000000;-26.6497103500000;-0.760730811000000
-13.6463810000000;-26.6501054900000;-0.758132278000000
-13.6000441000000;-26.6495917500000;-0.755558006000000
-13.5536252900000;-26.6667988300000;-0.752979183000000
-13.5073052600000;-26.6945170000000;-0.750405848000000
-13.4609964500000;-26.7081203000000;-0.747833136000000
-13.4144199800000;-26.7179747900000;-0.745245554000000
-13.3678800200000;-26.7261771600000;-0.742660001000000
-13.3215681900000;-26.7339252900000;-0.740087122000000
-13.2752563700000;-26.7401719300000;-0.737514243000000
-13.2287872200000;-26.7354573300000;-0.734932623000000
-13.1824760500000;-26.7262334400000;-0.732359781000000
-13.1356908100000;-26.7095071500000;-0.729760601000000
-13.0889647600000;-26.6815127800000;-0.727164709000000
-13.0420549400000;-26.6463095000000;-0.724558608000000
-12.9950602800000;-26.6178654300000;-0.721947794000000
-12.9485140300000;-26.5883598200000;-0.719361890000000
-12.9021103500000;-26.5495354000000;-0.716783908000000
-12.8555373200000;-26.5107115400000;-0.714196518000000
-12.8088902600000;-26.4714357800000;-0.711605014000000
-12.7625179300000;-26.4265934800000;-0.709028774000000
-12.7161829600000;-26.3894103900000;-0.706454609000000
-12.6702859300000;-26.3630354200000;-0.703904774000000
-12.6246424500000;-26.3383070900000;-0.701369025000000
-12.5889746400000;-26.0312055800000;-0.699387480000000
-12.5823450700000;-26.2153954000000;-0.699019171000000
-12.5676020200000;-26.3660727000000;-0.698200112000000
-12.5451779000000;-26.4847338600000;-0.696954328000000
-12.5165631000000;-26.5805189100000;-0.695364617000000
-12.4822646400000;-26.6481589700000;-0.693459147000000
-12.4441629900000;-26.6865668700000;-0.691342388000000
-12.4044450900000;-26.7026140300000;-0.689135839000000
-12.3643786500000;-26.7144603300000;-0.686909925000000
-12.3243598300000;-26.7153352200000;-0.684686657000000
-12.2841083100000;-26.7135090300000;-0.682450461000000
-12.2440999300000;-26.7110771100000;-0.680227774000000
-12.2041287700000;-26.7093958600000;-0.678007154000000
-12.1645122200000;-26.7081589800000;-0.675806234000000
-12.1247105900000;-26.6976061100000;-0.673595033000000
-12.0848822800000;-26.6793870900000;-0.671382349000000
-12.0449049000000;-26.6610194200000;-0.669161383000000
-12.0048808400000;-26.6488147800000;-0.666937824000000
-11.9644444100000;-26.6327083900000;-0.664691356000000
-11.9239234600000;-26.6208118600000;-0.662440192000000
-11.8832329100000;-26.6107217200000;-0.660179606000000
-11.8423834500000;-26.5952216300000;-0.657910191000000
-11.8014595700000;-26.5791206200000;-0.655636643000000
-11.7602180400000;-26.5631747400000;-0.653345447000000
-11.7189112400000;-26.5430192500000;-0.651050624000000
-11.6777732100000;-26.5296255700000;-0.648765178000000
-11.6367268600000;-26.5177330500000;-0.646484825000000
-11.5958129400000;-26.4990710700000;-0.644211830000000
-11.5552271500000;-26.4807028700000;-0.641957064000000
-11.5143878100000;-26.4608344400000;-0.639688212000000
-11.4738571900000;-26.4484781600000;-0.637436511000000
-11.4333542000000;-26.4467976900000;-0.635186344000000
-11.3929354400000;-26.4431605800000;-0.632940858000000
-11.3525068900000;-26.4392226200000;-0.630694827000000
-11.3122455400000;-26.4488167800000;-0.628458086000000
-11.2718429300000;-26.4540524500000;-0.626213496000000
-11.2314600300000;-26.4546255700000;-0.623970002000000
-11.1910120000000;-26.4541470100000;-0.621722889000000
-11.1502355500000;-26.4535238600000;-0.619457531000000
-11.1096657200000;-26.4527465200000;-0.617203651000000
-11.0688996900000;-26.4426467200000;-0.614938872000000
-11.0281528100000;-26.4226181300000;-0.612675156000000
-10.9872742400000;-26.3980779700000;-0.610404124000000
-10.9466026100000;-26.3790986300000;-0.608144590000000
-10.9059505200000;-26.3513926700000;-0.605886140000000
-10.8653081700000;-26.3274459300000;-0.603628231000000
-10.8246187000000;-26.3048526500000;-0.601367705000000
-10.8166858700000;-25.7169107400000;-0.600926993000000
-10.8135376000000;-26.0064192500000;-0.600752089000000
-10.8079026500000;-26.1363518900000;-0.600439036000000
-10.7992067400000;-26.4819278900000;-0.599955930000000
-10.7977231100000;-26.6558692800000;-0.599873506000000
-10.7886789400000;-26.7942926000000;-0.599371052000000
-10.7724978100000;-26.9039617600000;-0.598472101000000
-10.7501466400000;-26.9871164800000;-0.597230369000000
-10.7226489300000;-27.0309493500000;-0.595702718000000
-10.6911312200000;-27.0384471200000;-0.593951734000000
-10.6576509400000;-27.0322893000000;-0.592091719000000
-10.6236164700000;-27.0129005700000;-0.590200915000000
-10.5894597400000;-26.9900524100000;-0.588303319000000
-10.5554250600000;-26.9662981200000;-0.586412503000000
-10.5213993700000;-26.9443482300000;-0.584522187000000
-10.4871864500000;-26.9347398100000;-0.582621470000000
-10.4530956000000;-26.9257306300000;-0.580727533000000
-10.4188824200000;-26.9171746700000;-0.578826801000000
-10.3844534800000;-26.9208117100000;-0.576914082000000
-10.3499033300000;-26.9399516500000;-0.574994630000000
-10.3151467900000;-26.9551833800000;-0.573063710000000
-10.2802590300000;-26.9686122100000;-0.571125502000000
-10.2453331900000;-26.9736142500000;-0.569185177000000
-10.2102761800000;-26.9787693900000;-0.567237566000000
-10.1750699900000;-26.9866366400000;-0.565281666000000
-10.1400889300000;-26.9878775700000;-0.563338274000000
-10.1052681800000;-26.9882125100000;-0.561403788000000
-10.0706075400000;-26.9883939800000;-0.559478197000000
-10.0358420200000;-26.9816533000000;-0.557546779000000
-10.0012548900000;-26.9669311200000;-0.555625272000000
-9.96672318100000;-26.9520566700000;-0.553706843000000
-9.93223827000000;-26.9413955900000;-0.551791015000000
-9.89743561800000;-26.9472988400000;-0.549857534000000
-9.86264175000000;-26.9529010900000;-0.547924542000000
-9.82786565300000;-26.9469113600000;-0.545992536000000
-9.79283599300000;-26.9406248500000;-0.544046444000000
-9.75731667400000;-26.9338952700000;-0.542073149000000
-9.72163699700000;-26.9267166000000;-0.540090944000000
-9.68617623900000;-26.9213402700000;-0.538120902000000
-9.65047057000000;-26.9149141700000;-0.536137254000000
-9.61488702000000;-26.9023123100000;-0.534160390000000
-9.57921894200000;-26.8874528000000;-0.532178830000000
-9.54381347500000;-26.8637039700000;-0.530211860000000
-9.50853039800000;-26.8396505900000;-0.528251689000000
-9.47328519900000;-26.8217691300000;-0.526293622000000
