Test unit;URM 1;
Reference;Ponte et al. (2023);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-0.00754025000000000;-47.2677;-0.60322
-0.00752775000000000;-47.2522;-0.60222
-0.00751525000000000;-47.2368;-0.60122
-0.00750275000000000;-47.2213;-0.60022
-0.00749025000000000;-47.2059;-0.59922
-0.00747775000000000;-47.1905;-0.59822
-0.00746525000000000;-47.1795;-0.59722
-0.00745275000000000;-47.1795;-0.59622
-0.00744025000000000;-47.1795;-0.59522
-0.00742775000000000;-47.1795;-0.59422
-0.00741525000000000;-47.1795;-0.59322
-0.00740275000000000;-47.1795;-0.59222
-0.00739025000000000;-47.1795;-0.59122
-0.00737775000000000;-47.1795;-0.59022
-0.00736525000000000;-47.1795;-0.58922
-0.00735275000000000;-47.1795;-0.58822
-0.00734025000000000;-47.1795;-0.58722
-0.00732775000000000;-47.1795;-0.58622
-0.00731525000000000;-47.1795;-0.58522
-0.00730275000000000;-47.1795;-0.58422
-0.00729025000000000;-47.1795;-0.58322
-0.00727775000000000;-47.1795;-0.58222
-0.00726525000000000;-47.1795;-0.58122
-0.00725275000000000;-47.1795;-0.58022
-0.00724025000000000;-47.1795;-0.57922
-0.00722775000000000;-47.1795;-0.57822
-0.00721525000000000;-47.1795;-0.57722
-0.00720275000000000;-47.1795;-0.57622
-0.00719025000000000;-47.1795;-0.57522
-0.00717775000000000;-47.1795;-0.57422
-0.00716525000000000;-47.1795;-0.57322
-0.00715275000000000;-47.1795;-0.57222
-0.00714025000000000;-47.1795;-0.57122
-0.00712775000000000;-47.1795;-0.57022
-0.00711525000000000;-47.1795;-0.56922
-0.00710275000000000;-47.1795;-0.56822
-0.00709025000000000;-47.1795;-0.56722
-0.00707775000000000;-47.1795;-0.56622
-0.00706525000000000;-47.1795;-0.56522
-0.00705275000000000;-47.1795;-0.56422
-0.00704025000000000;-47.1795;-0.56322
-0.00702775000000000;-47.1795;-0.56222
-0.00701525000000000;-47.1795;-0.56122
-0.00700275000000000;-47.1795;-0.56022
-0.00699025000000000;-47.1795;-0.55922
-0.00697775000000000;-47.1795;-0.55822
-0.00696525000000000;-47.1795;-0.55722
-0.00695275000000000;-47.1795;-0.55622
-0.00694025000000000;-47.1795;-0.55522
-0.00692775000000000;-47.1795;-0.55422
-0.00691525000000000;-47.1795;-0.55322
-0.00690275000000000;-47.1795;-0.55222
-0.00689025000000000;-47.1795;-0.55122
-0.00687775000000000;-47.1795;-0.55022
-0.00686525000000000;-47.1795;-0.54922
-0.00685275000000000;-47.1795;-0.54822
-0.00684025000000000;-47.1795;-0.54722
-0.00682775000000000;-47.1795;-0.54622
-0.00681525000000000;-47.1795;-0.54522
-0.00680275000000000;-47.1795;-0.54422
-0.00679025000000000;-47.1795;-0.54322
-0.00677775000000000;-47.1795;-0.54222
-0.00676525000000000;-47.1795;-0.54122
-0.00675275000000000;-47.1795;-0.54022
-0.00674025000000000;-47.1795;-0.53922
-0.00672775000000000;-47.1795;-0.53822
-0.00671525000000000;-47.1795;-0.53722
-0.00670275000000000;-47.1795;-0.53622
-0.00669025000000000;-47.1795;-0.53522
-0.00667775000000000;-47.1795;-0.53422
-0.00666525000000000;-47.1795;-0.53322
-0.00665275000000000;-47.1795;-0.53222
-0.00664025000000000;-47.1795;-0.53122
-0.00662775000000000;-47.1795;-0.53022
-0.00661525000000000;-47.1795;-0.52922
-0.00660275000000000;-47.1795;-0.52822
-0.00659025000000000;-47.1795;-0.52722
-0.00657775000000000;-47.1795;-0.52622
-0.00656525000000000;-47.1795;-0.52522
-0.00655275000000000;-47.1795;-0.52422
-0.00654025000000000;-47.1795;-0.52322
-0.00652775000000000;-47.1795;-0.52222
-0.00651525000000000;-47.1795;-0.52122
-0.00650275000000000;-47.1795;-0.52022
-0.00649025000000000;-47.1795;-0.51922
-0.00647775000000000;-47.1795;-0.51822
-0.00646525000000000;-47.1795;-0.51722
-0.00645275000000000;-47.1795;-0.51622
-0.00644025000000000;-47.1795;-0.51522
-0.00642775000000000;-47.1795;-0.51422
-0.00641525000000000;-47.1795;-0.51322
-0.00640275000000000;-47.1795;-0.51222
-0.00639025000000000;-47.1795;-0.51122
-0.00637775000000000;-47.1795;-0.51022
-0.00636525000000000;-47.1795;-0.50922
-0.00635275000000000;-47.1795;-0.50822
-0.00634025000000000;-47.1795;-0.50722
-0.00632775000000000;-47.1795;-0.50622
-0.00631525000000000;-47.1795;-0.50522
-0.00630275000000000;-47.1795;-0.50422
-0.00629025000000000;-47.1795;-0.50322
-0.00627775000000000;-47.1795;-0.50222
-0.00626525000000000;-47.1795;-0.50122
-0.00625275000000000;-47.1795;-0.50022
-0.00624025000000000;-47.1795;-0.49922
-0.00622775000000000;-47.1795;-0.49822
-0.00621525000000000;-47.1686;-0.49722
-0.00620275000000000;-47.1531;-0.49622
-0.00619025000000000;-47.1377;-0.49522
-0.00617775000000000;-47.1222;-0.49422
-0.00616525000000000;-47.1068;-0.49322
-0.00615275000000000;-47.0913;-0.49222
-0.00614025000000000;-47.0759;-0.49122
-0.00612775000000000;-47.0605;-0.49022
-0.00611525000000000;-47.045;-0.48922
-0.00610275000000000;-47.0296;-0.48822
-0.00609025000000000;-47.0141;-0.48722
-0.00607775000000000;-46.9987;-0.48622
-0.00606525000000000;-46.9832;-0.48522
-0.00605275000000000;-46.9678;-0.48422
-0.00604025000000000;-46.9523;-0.48322
-0.00602775000000000;-46.9369;-0.48222
-0.00601525000000000;-46.9214;-0.48122
-0.00600275000000000;-46.906;-0.48022
-0.00599025000000000;-46.8905;-0.47922
-0.00597775000000000;-46.8751;-0.47822
-0.00596525000000000;-46.8596;-0.47722
-0.00595275000000000;-46.8442;-0.47622
-0.00594025000000000;-46.8287;-0.47522
-0.00592775000000000;-46.8133;-0.47422
-0.00591525000000000;-46.7978;-0.47322
-0.00590275000000000;-46.7824;-0.47222
-0.00589025000000000;-46.7669;-0.47122
-0.00587775000000000;-46.7515;-0.47022
-0.00586525000000000;-46.736;-0.46922
-0.00585275000000000;-46.7206;-0.46822
-0.00584025000000000;-46.7051;-0.46722
-0.00582775000000000;-46.6897;-0.46622
-0.00581525000000000;-46.6742;-0.46522
-0.00580275000000000;-46.6667;-0.46422
-0.00579025000000000;-46.6667;-0.46322
-0.00577775000000000;-46.6667;-0.46222
-0.00576525000000000;-46.6667;-0.46122
-0.00575275000000000;-46.6667;-0.46022
-0.00574025000000000;-46.6667;-0.45922
-0.00572775000000000;-46.6667;-0.45822
-0.00571525000000000;-46.6667;-0.45722
-0.00570275000000000;-46.6667;-0.45622
-0.00569025000000000;-46.6667;-0.45522
-0.00567775000000000;-46.6667;-0.45422
-0.00566525000000000;-46.6667;-0.45322
-0.00565275000000000;-46.6667;-0.45222
-0.00564025000000000;-46.6667;-0.45122
-0.00562775000000000;-46.6667;-0.45022
-0.00561525000000000;-46.6667;-0.44922
-0.00560275000000000;-46.6667;-0.44822
-0.00559025000000000;-46.6667;-0.44722
-0.00557775000000000;-46.6667;-0.44622
-0.00556525000000000;-46.6667;-0.44522
-0.00555275000000000;-46.6667;-0.44422
-0.00554025000000000;-46.6667;-0.44322
-0.00552775000000000;-46.6667;-0.44222
-0.00551525000000000;-46.6667;-0.44122
-0.00550275000000000;-46.6667;-0.44022
-0.00549025000000000;-46.6667;-0.43922
-0.00547775000000000;-46.6667;-0.43822
-0.00546525000000000;-46.6667;-0.43722
-0.00545275000000000;-46.6667;-0.43622
-0.00544025000000000;-46.6667;-0.43522
-0.00542775000000000;-46.6667;-0.43422
-0.00541525000000000;-46.6667;-0.43322
-0.00540275000000000;-46.6667;-0.43222
-0.00539025000000000;-46.6667;-0.43122
-0.00537775000000000;-46.6667;-0.43022
-0.00536525000000000;-46.6667;-0.42922
-0.00535275000000000;-46.6667;-0.42822
-0.00534025000000000;-46.6667;-0.42722
-0.00532775000000000;-46.6667;-0.42622
-0.00531525000000000;-46.6667;-0.42522
-0.00530275000000000;-46.6667;-0.42422
-0.00529025000000000;-46.6667;-0.42322
-0.00527775000000000;-46.6667;-0.42222
-0.00526525000000000;-46.6667;-0.42122
-0.00525275000000000;-46.6667;-0.42022
-0.00524025000000000;-46.6667;-0.41922
-0.00522775000000000;-46.6667;-0.41822
-0.00521525000000000;-46.6667;-0.41722
-0.00520275000000000;-46.6667;-0.41622
-0.00519025000000000;-46.6667;-0.41522
-0.00517775000000000;-46.6667;-0.41422
-0.00516525000000000;-46.6667;-0.41322
-0.00515275000000000;-46.6667;-0.41222
-0.00514025000000000;-46.6667;-0.41122
-0.00512775000000000;-46.6667;-0.41022
-0.00511525000000000;-46.6667;-0.40922
-0.00510275000000000;-46.6667;-0.40822
-0.00509025000000000;-46.6667;-0.40722
-0.00507775000000000;-46.6667;-0.40622
-0.00506525000000000;-46.6667;-0.40522
-0.00505275000000000;-46.6667;-0.40422
-0.00504025000000000;-46.6667;-0.40322
-0.00502775000000000;-46.6667;-0.40222
-0.00501525000000000;-46.6667;-0.40122
-0.00500275000000000;-46.6667;-0.40022
-0.00499025000000000;-46.6667;-0.39922
-0.00497775000000000;-46.6667;-0.39822
-0.00496525000000000;-46.6667;-0.39722
-0.00495275000000000;-46.6667;-0.39622
-0.00494025000000000;-46.6667;-0.39522
-0.00492775000000000;-46.6667;-0.39422
-0.00491525000000000;-46.6667;-0.39322
-0.00490275000000000;-46.6667;-0.39222
-0.00489025000000000;-46.6667;-0.39122
-0.00487775000000000;-46.6667;-0.39022
-0.00486525000000000;-46.6667;-0.38922
-0.00485275000000000;-46.6667;-0.38822
-0.00484025000000000;-46.6667;-0.38722
-0.00482775000000000;-46.6667;-0.38622
-0.00481525000000000;-46.6667;-0.38522
-0.00480275000000000;-46.6667;-0.38422
-0.00479025000000000;-46.6667;-0.38322
-0.00477775000000000;-46.6667;-0.38222
-0.00476525000000000;-46.6667;-0.38122
-0.00475275000000000;-46.6667;-0.38022
-0.00474025000000000;-46.6667;-0.37922
-0.00472775000000000;-46.6667;-0.37822
-0.00471525000000000;-46.6667;-0.37722
-0.00470275000000000;-46.6667;-0.37622
-0.00469025000000000;-46.6667;-0.37522
-0.00467775000000000;-46.6667;-0.37422
-0.00466525000000000;-46.6667;-0.37322
-0.00465275000000000;-46.6667;-0.37222
-0.00464025000000000;-46.6667;-0.37122
-0.00462775000000000;-46.6667;-0.37022
-0.00461525000000000;-46.6667;-0.36922
-0.00460275000000000;-46.6667;-0.36822
-0.00459025000000000;-46.6667;-0.36722
-0.00457775000000000;-46.6667;-0.36622
-0.00456525000000000;-46.6667;-0.36522
-0.00455275000000000;-46.6524;-0.36422
-0.00454025000000000;-46.6369;-0.36322
-0.00452775000000000;-46.6215;-0.36222
-0.00451525000000000;-46.606;-0.36122
-0.00450275000000000;-46.5906;-0.36022
-0.00449025000000000;-46.5751;-0.35922
-0.00447775000000000;-46.5597;-0.35822
-0.00446525000000000;-46.5442;-0.35722
-0.00445275000000000;-46.5288;-0.35622
-0.00444025000000000;-46.5133;-0.35522
-0.00442775000000000;-46.4979;-0.35422
-0.00441525000000000;-46.4824;-0.35322
-0.00440275000000000;-46.467;-0.35222
-0.00439025000000000;-46.4515;-0.35122
-0.00437775000000000;-46.4361;-0.35022
-0.00436525000000000;-46.4206;-0.34922
-0.00435275000000000;-46.4052;-0.34822
-0.00434025000000000;-46.3897;-0.34722
-0.00432775000000000;-46.3743;-0.34622
-0.00431525000000000;-46.3588;-0.34522
-0.00430275000000000;-46.3434;-0.34422
-0.00429025000000000;-46.328;-0.34322
-0.00427775000000000;-46.3125;-0.34222
-0.00426525000000000;-46.2971;-0.34122
-0.00425275000000000;-46.2816;-0.34022
-0.00424025000000000;-46.2662;-0.33922
-0.00422775000000000;-46.2507;-0.33822
-0.00421525000000000;-46.2353;-0.33722
-0.00420275000000000;-46.2198;-0.33622
-0.00419025000000000;-46.2044;-0.33522
-0.00417775000000000;-46.1889;-0.33422
-0.00416525000000000;-46.1735;-0.33322
-0.00415275000000000;-46.158;-0.33222
-0.00414025000000000;-46.1426;-0.33122
-0.00412775000000000;-46.1271;-0.33022
-0.00411525000000000;-46.1117;-0.32922
-0.00410275000000000;-46.0962;-0.32822
-0.00409025000000000;-46.0808;-0.32722
-0.00407775000000000;-46.0653;-0.32622
-0.00406525000000000;-46.0499;-0.32522
-0.00405275000000000;-46.0344;-0.32422
-0.00404025000000000;-46.019;-0.32322
-0.00402775000000000;-46.0035;-0.32222
-0.00401525000000000;-45.9881;-0.32122
-0.00400275000000000;-45.9726;-0.32022
-0.00399025000000000;-45.9572;-0.31922
-0.00397775000000000;-45.9417;-0.31822
-0.00396525000000000;-45.9263;-0.31722
-0.00395275000000000;-45.9108;-0.31622
-0.00394025000000000;-45.8954;-0.31522
-0.00392775000000000;-45.8799;-0.31422
-0.00391525000000000;-45.8645;-0.31322
-0.00390275000000000;-45.849;-0.31222
-0.00389025000000000;-45.8336;-0.31122
-0.00387775000000000;-45.8181;-0.31022
-0.00386525000000000;-45.8027;-0.30922
-0.00385275000000000;-45.7872;-0.30822
-0.00384025000000000;-45.7718;-0.30722
-0.00382775000000000;-45.7563;-0.30622
-0.00381525000000000;-45.7409;-0.30522
-0.00380275000000000;-45.7255;-0.30422
-0.00379025000000000;-45.71;-0.30322
-0.00377775000000000;-45.6946;-0.30222
-0.00376525000000000;-45.6791;-0.30122
-0.00375275000000000;-45.6637;-0.30022
-0.00374025000000000;-45.6482;-0.29922
-0.00372775000000000;-45.6245;-0.29822
-0.00371525000000000;-45.5936;-0.29722
-0.00370275000000000;-45.5627;-0.29622
-0.00369025000000000;-45.5318;-0.29522
-0.00367775000000000;-45.5009;-0.29422
-0.00366525000000000;-45.47;-0.29322
-0.00365275000000000;-45.4391;-0.29222
-0.00364025000000000;-45.4082;-0.29122
-0.00362775000000000;-45.3773;-0.29022
-0.00361525000000000;-45.3464;-0.28922
-0.00360275000000000;-45.3155;-0.28822
-0.00359025000000000;-45.2846;-0.28722
-0.00357775000000000;-45.2537;-0.28622
-0.00356525000000000;-45.2228;-0.28522
-0.00355275000000000;-45.1919;-0.28422
-0.00354025000000000;-45.161;-0.28322
-0.00352775000000000;-45.1301;-0.28222
-0.00351525000000000;-45.0992;-0.28122
-0.00350275000000000;-45.0683;-0.28022
-0.00349025000000000;-45.0374;-0.27922
-0.00347775000000000;-45.0065;-0.27822
-0.00346525000000000;-44.9756;-0.27722
-0.00345275000000000;-44.9447;-0.27622
-0.00344025000000000;-44.9138;-0.27522
-0.00342775000000000;-44.883;-0.27422
-0.00341525000000000;-44.8521;-0.27322
-0.00340275000000000;-44.8212;-0.27222
-0.00339025000000000;-44.7903;-0.27122
-0.00337775000000000;-44.7594;-0.27022
-0.00336525000000000;-44.7285;-0.26922
-0.00335275000000000;-44.6976;-0.26822
-0.00334025000000000;-44.6667;-0.26722
-0.00332775000000000;-44.6358;-0.26622
-0.00331525000000000;-44.5944;-0.26522
-0.00330275000000000;-44.5326;-0.26422
-0.00329025000000000;-44.4708;-0.26322
-0.00327775000000000;-44.409;-0.26222
-0.00326525000000000;-44.3472;-0.26122
-0.00325275000000000;-44.2854;-0.26022
-0.00324025000000000;-44.2236;-0.25922
-0.00322775000000000;-44.1618;-0.25822
-0.00321525000000000;-44.1;-0.25722
-0.00320275000000000;-44.0382;-0.25622
-0.00319025000000000;-43.9764;-0.25522
-0.00317775000000000;-43.9146;-0.25422
-0.00316525000000000;-43.8528;-0.25322
-0.00315275000000000;-43.791;-0.25222
-0.00314025000000000;-43.7292;-0.25122
-0.00312775000000000;-43.6674;-0.25022
-0.00311525000000000;-43.6056;-0.24922
-0.00310275000000000;-43.5439;-0.24822
-0.00309025000000000;-43.4821;-0.24722
-0.00307775000000000;-43.4203;-0.24622
-0.00306525000000000;-43.3585;-0.24522
-0.00305275000000000;-43.2967;-0.24422
-0.00304025000000000;-43.2349;-0.24322
-0.00302775000000000;-43.1731;-0.24222
-0.00301525000000000;-43.1113;-0.24122
-0.00300275000000000;-43.0495;-0.24022
-0.00299025000000000;-42.9877;-0.23922
-0.00297775000000000;-42.9259;-0.23822
-0.00296525000000000;-42.8641;-0.23722
-0.00295275000000000;-42.8023;-0.23622
-0.00294025000000000;-42.7405;-0.23522
-0.00292775000000000;-42.6787;-0.23422
-0.00291525000000000;-42.6169;-0.23322
-0.00290275000000000;-42.5551;-0.23222
-0.00289025000000000;-42.4933;-0.23122
-0.00287775000000000;-42.4315;-0.23022
-0.00286525000000000;-42.3697;-0.22922
-0.00285275000000000;-42.308;-0.22822
-0.00284025000000000;-42.2462;-0.22722
-0.00282775000000000;-42.1844;-0.22622
-0.00281525000000000;-42.1226;-0.22522
-0.00280275000000000;-42.0608;-0.22422
-0.00279025000000000;-41.999;-0.22322
-0.00277775000000000;-41.9372;-0.22222
-0.00276525000000000;-41.8754;-0.22122
-0.00275275000000000;-41.8136;-0.22022
-0.00274025000000000;-41.7518;-0.21922
-0.00272775000000000;-41.69;-0.21822
-0.00271525000000000;-41.6282;-0.21722
-0.00270275000000000;-41.5664;-0.21622
-0.00269025000000000;-41.5046;-0.21522
-0.00267775000000000;-41.4428;-0.21422
-0.00266525000000000;-41.381;-0.21322
-0.00265275000000000;-41.3192;-0.21222
-0.00264025000000000;-41.2574;-0.21122
-0.00262775000000000;-41.1956;-0.21022
-0.00261525000000000;-41.1339;-0.20922
-0.00260275000000000;-41.0721;-0.20822
-0.00259025000000000;-41.0103;-0.20722
-0.00257775000000000;-40.9485;-0.20622
-0.00256525000000000;-40.8867;-0.20522
-0.00255275000000000;-40.8249;-0.20422
-0.00254025000000000;-40.7631;-0.20322
-0.00252775000000000;-40.7013;-0.20222
-0.00251525000000000;-40.6395;-0.20122
-0.00250275000000000;-40.5777;-0.20022
-0.00249025000000000;-40.5159;-0.19922
-0.00247775000000000;-40.4248;-0.19822
-0.00246525000000000;-40.3321;-0.19722
-0.00245275000000000;-40.2394;-0.19622
-0.00244025000000000;-40.1467;-0.19522
-0.00242775000000000;-40.054;-0.19422
-0.00241525000000000;-39.9613;-0.19322
-0.00240275000000000;-39.8686;-0.19222
-0.00239025000000000;-39.7759;-0.19122
-0.00237775000000000;-39.6832;-0.19022
-0.00236525000000000;-39.5905;-0.18922
-0.00235275000000000;-39.4978;-0.18822
-0.00234025000000000;-39.4051;-0.18722
-0.00232775000000000;-39.3124;-0.18622
-0.00231525000000000;-39.2198;-0.18522
-0.00230275000000000;-39.1271;-0.18422
-0.00229025000000000;-39.0344;-0.18322
-0.00227775000000000;-38.9417;-0.18222
-0.00226525000000000;-38.849;-0.18122
-0.00225275000000000;-38.7563;-0.18022
-0.00224025000000000;-38.6636;-0.17922
-0.00222775000000000;-38.5709;-0.17822
-0.00221525000000000;-38.4782;-0.17722
-0.00220275000000000;-38.3855;-0.17622
-0.00219025000000000;-38.2928;-0.17522
-0.00217775000000000;-38.2001;-0.17422
-0.00216525000000000;-38.1074;-0.17322
-0.00215275000000000;-38.0148;-0.17222
-0.00214025000000000;-37.9221;-0.17122
-0.00212775000000000;-37.8294;-0.17022
-0.00211525000000000;-37.7367;-0.16922
-0.00210275000000000;-37.644;-0.16822
-0.00209025000000000;-37.5513;-0.16722
-0.00207775000000000;-37.4586;-0.16622
-0.00206525000000000;-37.3076;-0.16522
-0.00205275000000000;-37.1376;-0.16422
-0.00204025000000000;-36.9677;-0.16322
-0.00202775000000000;-36.7978;-0.16222
-0.00201525000000000;-36.6278;-0.16122
-0.00200275000000000;-36.4579;-0.16022
-0.00199025000000000;-36.288;-0.15922
-0.00197775000000000;-36.118;-0.15822
-0.00196525000000000;-35.9481;-0.15722
-0.00195275000000000;-35.7782;-0.15622
-0.00194025000000000;-35.6082;-0.15522
-0.00192775000000000;-35.4383;-0.15422
-0.00191525000000000;-35.2683;-0.15322
-0.00190275000000000;-35.0984;-0.15222
-0.00189025000000000;-34.9285;-0.15122
-0.00187775000000000;-34.7585;-0.15022
-0.00186525000000000;-34.5886;-0.14922
-0.00185275000000000;-34.4187;-0.14822
-0.00184025000000000;-34.2487;-0.14722
-0.00182775000000000;-34.0788;-0.14622
-0.00181525000000000;-33.9089;-0.14522
-0.00180275000000000;-33.7389;-0.14422
-0.00179025000000000;-33.569;-0.14322
-0.00177775000000000;-33.3991;-0.14222
-0.00176525000000000;-33.2291;-0.14122
-0.00175275000000000;-33.0592;-0.14022
-0.00174025000000000;-32.8892;-0.13922
-0.00172775000000000;-32.7193;-0.13822
-0.00171525000000000;-32.5494;-0.13722
-0.00170275000000000;-32.3794;-0.13622
-0.00169025000000000;-32.2095;-0.13522
-0.00167775000000000;-32.0396;-0.13422
-0.00166525000000000;-31.8696;-0.13322
-0.00165275000000000;-31.6737;-0.13222
-0.00164025000000000;-31.4575;-0.13122
-0.00162775000000000;-31.2412;-0.13022
-0.00161525000000000;-31.0249;-0.12922
-0.00160275000000000;-30.8086;-0.12822
-0.00159025000000000;-30.5923;-0.12722
-0.00157775000000000;-30.376;-0.12622
-0.00156525000000000;-30.1598;-0.12522
-0.00155275000000000;-29.9435;-0.12422
-0.00154025000000000;-29.7272;-0.12322
-0.00152775000000000;-29.5109;-0.12222
-0.00151525000000000;-29.2946;-0.12122
-0.00150275000000000;-29.0784;-0.12022
-0.00149025000000000;-28.8621;-0.11922
-0.00147775000000000;-28.6458;-0.11822
-0.00146525000000000;-28.4295;-0.11722
-0.00145275000000000;-28.2132;-0.11622
-0.00144025000000000;-27.9969;-0.11522
-0.00142775000000000;-27.7807;-0.11422
-0.00141525000000000;-27.5644;-0.11322
-0.00140275000000000;-27.3481;-0.11222
-0.00139025000000000;-27.1318;-0.11122
-0.00137775000000000;-26.9155;-0.11022
-0.00136525000000000;-26.6992;-0.10922
-0.00135275000000000;-26.483;-0.10822
-0.00134025000000000;-26.2667;-0.10722
-0.00132775000000000;-26.0504;-0.10622
-0.00131525000000000;-25.8341;-0.10522
-0.00130275000000000;-25.6178;-0.10422
-0.00129025000000000;-25.4016;-0.10322
-0.00127775000000000;-25.1853;-0.10222
-0.00126525000000000;-24.969;-0.10122
-0.00125275000000000;-24.7527;-0.10022
-0.00124025000000000;-24.1247;-0.09922
-0.00122775000000000;-22.7807;-0.09822
-0.00121525000000000;-21.4367;-0.09722
-0.00120275000000000;-20.0926;-0.09622
-0.00119025000000000;-18.7486;-0.09522
-0.00117775000000000;-17.4045;-0.09422
-0.00116525000000000;-16.0605;-0.09322
-0.00115275000000000;-14.7165;-0.09222
-0.00114025000000000;-13.3724;-0.09122
-0.00112775000000000;-12.0284;-0.09022
-0.00111525000000000;-10.6843;-0.08922
-0.00110275000000000;-9.3403;-0.08822
-0.00109025000000000;-7.99627;-0.08722
-0.00107775000000000;-6.65223;-0.08622
-0.00106525000000000;-5.30819;-0.08522
-0.00105275000000000;-3.96415;-0.08422
-0.00104025000000000;-2.62011;-0.08322
-0.00102775000000000;-1.27607;-0.08222
-0.00101525000000000;0.0679654;-0.08122
-0.00100275000000000;1.412;-0.08022
-0.000990250000000000;2.75604;-0.07922
-0.000977750000000000;4.10008;-0.07822
-0.000965250000000000;5.44412;-0.07722
-0.000952750000000000;6.78816;-0.07622
-0.000940250000000000;8.1322;-0.07522
-0.000927750000000000;9.47623;-0.07422
-0.000915250000000000;10.8203;-0.07322
-0.000902750000000000;12.1643;-0.07222
-0.000890250000000000;13.5083;-0.07122
-0.000877750000000000;14.8524;-0.07022
-0.000865250000000000;16.1964;-0.06922
-0.000852750000000000;17.5405;-0.06822
-0.000840250000000000;18.8845;-0.06722
-0.000827750000000000;20.0105;-0.06622
-0.000815250000000000;20.0723;-0.06522
-0.000802750000000000;20.1341;-0.06422
-0.000790250000000000;20.1959;-0.06322
-0.000777750000000000;20.2577;-0.06222
-0.000765250000000000;20.3195;-0.06122
-0.000752750000000000;20.3813;-0.06022
-0.000740250000000000;20.4431;-0.05922
-0.000727750000000000;20.5049;-0.05822
-0.000715250000000000;20.5667;-0.05722
-0.000702750000000000;20.6285;-0.05622
-0.000690250000000000;20.6903;-0.05522
-0.000677750000000000;20.752;-0.05422
-0.000665250000000000;20.8138;-0.05322
-0.000652750000000000;20.8756;-0.05222
-0.000640250000000000;20.9374;-0.05122
-0.000627750000000000;20.9992;-0.05022
-0.000615250000000000;21.061;-0.04922
-0.000602750000000000;21.1228;-0.04822
-0.000590250000000000;21.1846;-0.04722
-0.000577750000000000;21.2464;-0.04622
-0.000565250000000000;21.3082;-0.04522
-0.000552750000000000;21.37;-0.04422
-0.000540250000000000;21.4318;-0.04322
-0.000527750000000000;21.4936;-0.04222
-0.000515250000000000;21.5554;-0.04122
-0.000502750000000000;21.6172;-0.04022
-0.000490250000000000;21.679;-0.03922
-0.000477750000000000;21.7408;-0.03822
-0.000465250000000000;21.8026;-0.03722
-0.000452750000000000;21.8644;-0.03622
-0.000440250000000000;21.9261;-0.03522
-0.000427750000000000;21.9879;-0.03422
-0.000415250000000000;22.0497;-0.03322
-0.000402750000000000;22.0513;-0.03222
-0.000390250000000000;22.0513;-0.03122
-0.000377750000000000;22.0513;-0.03022
-0.000365250000000000;22.0513;-0.02922
-0.000352750000000000;22.0513;-0.02822
-0.000340250000000000;22.0513;-0.02722
-0.000327750000000000;22.0513;-0.02622
-0.000315250000000000;22.0513;-0.02522
-0.000302750000000000;22.0513;-0.02422
-0.000290250000000000;22.0513;-0.02322
-0.000277750000000000;22.0513;-0.02222
-0.000265250000000000;22.0513;-0.02122
-0.000252750000000000;22.0513;-0.02022
-0.000240250000000000;22.0513;-0.01922
-0.000227750000000000;22.0513;-0.01822
-0.000215250000000000;22.0513;-0.01722
-0.000202750000000000;22.0513;-0.01622
-0.000190250000000000;22.0513;-0.01522
-0.000177750000000000;22.0513;-0.01422
-0.000165250000000000;22.0513;-0.01322
-0.000152750000000000;22.0513;-0.01222
-0.000140250000000000;22.0513;-0.01122
-0.000127750000000000;22.0513;-0.01022
-0.000115250000000000;22.0513;-0.00922
-0.000102750000000000;22.0513;-0.00822
-9.02500000000000e-05;22.0513;-0.00722
-7.77500000000000e-05;22.0513;-0.00622
-6.52500000000000e-05;22.0513;-0.00522
-5.27500000000000e-05;22.0513;-0.00422
-4.02500000000000e-05;22.0513;-0.00322
-2.77500000000000e-05;22.0513;-0.00222
-1.52500000000000e-05;22.0513;-0.00122
-2.75000000000000e-06;22.0513;-0.00022
9.75000000000000e-06;22.5333;0.00078
2.22500000000000e-05;23.1512;0.00178
3.47500000000000e-05;23.7692;0.00278
4.72500000000000e-05;24.3871;0.00378
5.97500000000000e-05;25.0051;0.00478
7.22500000000000e-05;25.623;0.00578
8.47500000000000e-05;26.241;0.00678
9.72500000000000e-05;26.8589;0.00778
0.000109750000000000;27.4769;0.00878
0.000122250000000000;28.0948;0.00978
0.000134750000000000;28.7128;0.01078
0.000147250000000000;29.3307;0.01178
0.000159750000000000;29.9487;0.01278
0.000172250000000000;30.5666;0.01378
0.000184750000000000;31.1846;0.01478
0.000197250000000000;31.8025;0.01578
0.000209750000000000;32.4205;0.01678
0.000222250000000000;33.0384;0.01778
0.000234750000000000;33.6564;0.01878
0.000247250000000000;34.2743;0.01978
0.000259750000000000;34.8923;0.02078
0.000272250000000000;35.5102;0.02178
0.000284750000000000;36.1282;0.02278
0.000297250000000000;36.7461;0.02378
0.000309750000000000;37.3641;0.02478
0.000322250000000000;37.982;0.02578
0.000334750000000000;38.5999;0.02678
0.000347250000000000;39.2179;0.02778
0.000359750000000000;39.8358;0.02878
0.000372250000000000;40.4538;0.02978
0.000384750000000000;41.0717;0.03078
0.000397250000000000;41.6897;0.03178
0.000409750000000000;42.3076;0.03278
0.000422250000000000;42.5912;0.03378
0.000434750000000000;42.6376;0.03478
0.000447250000000000;42.6839;0.03578
0.000459750000000000;42.7303;0.03678
0.000472250000000000;42.7766;0.03778
0.000484750000000000;42.8229;0.03878
