Test unit;C2;
Reference;Ponte et al. (2023);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
0.00981362500000000;47.8475;0.78509
0.00993862500000000;48.0012;0.79509
0.0100636250000000;48.1549;0.80509
0.0101886250000000;48.2546;0.81509
0.0103136250000000;48.254;0.82509
0.0104386250000000;48.2533;0.83509
0.0105636250000000;48.2584;0.84509
0.0106886250000000;48.4121;0.85509
0.0108136250000000;48.5658;0.86509
0.0109386250000000;48.7194;0.87509
0.0110636250000000;48.8731;0.88509
0.0111886250000000;49.0268;0.89509
0.0113136250000000;49.1805;0.90509
0.0114386250000000;49.3341;0.91509
0.0115636250000000;49.4878;0.92509
0.0116886250000000;49.6415;0.93509
0.0118136250000000;49.7799;0.94509
0.0119386250000000;49.7792;0.95509
0.0120636250000000;49.7786;0.96509
0.0121886250000000;49.7779;0.97509
0.0123136250000000;49.7773;0.98509
0.0124386250000000;49.7767;0.99509
0.0125636250000000;49.776;1.00509
0.0126886250000000;49.7754;1.01509
0.0128136250000000;49.7748;1.02509
0.0129386250000000;49.7741;1.03509
0.0130636250000000;49.7735;1.04509
0.0131886250000000;49.7728;1.05509
0.0133136250000000;49.7722;1.06509
0.0134386250000000;49.7716;1.07509
0.0135636250000000;49.7709;1.08509
0.0136886250000000;49.7703;1.09509
0.0138136250000000;49.7696;1.10509
0.0139386250000000;49.769;1.11509
0.0140636250000000;49.7684;1.12509
0.0141886250000000;49.7677;1.13509
0.0143136250000000;49.8015;1.14509
0.0144386250000000;49.9552;1.15509
0.0145636250000000;50.1089;1.16509
0.0146886250000000;50.2626;1.17509
0.0148136250000000;50.2757;1.18509
0.0149386250000000;50.2751;1.19509
0.0150636250000000;50.2744;1.20509
0.0151886250000000;50.2738;1.21509
0.0153136250000000;50.2732;1.22509
0.0154386250000000;50.2725;1.23509
0.0155636250000000;50.2719;1.24509
0.0156886250000000;50.2712;1.25509
0.0158136250000000;50.2706;1.26509
0.0159386250000000;50.27;1.27509
0.0160636250000000;50.1192;1.28509
0.0161886250000000;49.9643;1.29509
0.0163136250000000;49.8093;1.30509
0.0164386250000000;49.6544;1.31509
0.0165636250000000;49.4994;1.32509
0.0166886250000000;49.3445;1.33509
0.0168136250000000;49.2431;1.34509
0.0169386250000000;49.2425;1.35509
0.0170636250000000;49.2418;1.36509
0.0171886250000000;49.2412;1.37509
0.0173136250000000;49.2406;1.38509
0.0174386250000000;49.2399;1.39509
0.0175636250000000;49.2393;1.40509
0.0176886250000000;49.2387;1.41509
0.0178136250000000;49.238;1.42509
0.0179386250000000;49.2374;1.43509
0.0180636250000000;49.2367;1.44509
0.0181886250000000;49.2361;1.45509
0.0183136250000000;49.2355;1.46509
0.0184386250000000;49.2348;1.47509
0.0185636250000000;49.2342;1.48509
0.0186886250000000;49.2335;1.49509
0.0188136250000000;49.2329;1.50509
0.0189386250000000;49.2323;1.51509
0.0190636250000000;49.2316;1.52509
0.0191886250000000;49.231;1.53509
0.0193136250000000;49.2303;1.54509
0.0194386250000000;49.2297;1.55509
0.0195636250000000;49.2291;1.56509
0.0196886250000000;49.2284;1.57509
0.0198136250000000;49.2278;1.58509
0.0199386250000000;49.2272;1.59509
0.0200636250000000;49.2265;1.60509
0.0201886250000000;49.3565;1.61509
0.0203136250000000;49.5102;1.62509
0.0204386250000000;49.6638;1.63509
0.0205636250000000;49.7351;1.64509
0.0206886250000000;49.7345;1.65509
0.0208136250000000;49.7339;1.66509
0.0209386250000000;49.7332;1.67509
0.0210636250000000;49.7326;1.68509
0.0211886250000000;49.7319;1.69509
0.0213136250000000;49.7313;1.70509
0.0214386250000000;49.8709;1.71509
0.0215636250000000;50.0245;1.72509
0.0216886250000000;50.1782;1.73509
0.0218136250000000;50.2399;1.74509
0.0219386250000000;50.2393;1.75509
0.0220636250000000;50.2387;1.76509
0.0221886250000000;50.2817;1.77509
0.0223136250000000;50.4354;1.78509
0.0224386250000000;50.5891;1.79509
0.0225636250000000;50.7428;1.80509
0.0226886250000000;50.7466;1.81509
0.0228136250000000;50.746;1.82509
0.0229386250000000;50.7454;1.83509
0.0230636250000000;50.7447;1.84509
0.0231886250000000;50.7441;1.85509
0.0233136250000000;50.7434;1.86509
0.0234386250000000;50.7428;1.87509
0.0235636250000000;50.7422;1.88509
0.0236886250000000;50.7415;1.89509
0.0238136250000000;50.7409;1.90509
0.0239386250000000;50.7402;1.91509
0.0240636250000000;50.7396;1.92509
0.0241886250000000;50.739;1.93509
0.0243136250000000;50.8495;1.94509
0.0244386250000000;51.0031;1.95509
0.0245636250000000;51.1568;1.96509
0.0246886250000000;51.2476;1.97509
0.0248136250000000;51.247;1.98509
0.0249386250000000;51.2463;1.99509
0.0250636250000000;51.2603;2.00509
0.0251886250000000;51.414;2.01509
0.0253136250000000;51.5677;2.02509
0.0254386250000000;51.7214;2.03509
0.0255636250000000;51.7543;2.04509
0.0256886250000000;51.7537;2.05509
0.0258136250000000;51.753;2.06509
0.0259386250000000;51.7524;2.07509
0.0260636250000000;51.7518;2.08509
0.0261886250000000;51.7511;2.09509
0.0263136250000000;51.7505;2.10509
0.0264386250000000;51.7498;2.11509
0.0265636250000000;51.7492;2.12509
0.0266886250000000;51.7486;2.13509
0.0268136250000000;51.7479;2.14509
0.0269386250000000;51.7473;2.15509
0.0270636250000000;51.7466;2.16509
0.0271886250000000;51.8281;2.17509
0.0273136250000000;51.9817;2.18509
0.0274386250000000;52.1354;2.19509
0.0275636250000000;52.2553;2.20509
0.0276886250000000;52.2546;2.21509
0.0278136250000000;52.254;2.22509
0.0279386250000000;52.2533;2.23509
0.0280636250000000;52.1128;2.24509
0.0281886250000000;51.9579;2.25509
0.0283136250000000;51.8029;2.26509
0.0284386250000000;51.7396;2.27509
0.0285636250000000;51.739;2.28509
0.0286886250000000;51.7383;2.29509
0.0288136250000000;51.6943;2.30509
0.0289386250000000;51.5393;2.31509
0.0290636250000000;51.3844;2.32509
0.0291886250000000;51.2294;2.33509
0.0293136250000000;51.0745;2.34509
0.0294386250000000;50.9195;2.35509
0.0295636250000000;50.7646;2.36509
0.0296886250000000;50.7109;2.37509
0.0298136250000000;50.7102;2.38509
0.0299386250000000;50.7096;2.39509
0.0300636250000000;50.7089;2.40509
0.0301886250000000;50.7083;2.41509
0.0303136250000000;50.7077;2.42509
0.0304386250000000;50.707;2.43509
0.0305636250000000;50.7064;2.44509
0.0306886250000000;50.7057;2.45509
0.0308136250000000;50.7051;2.46509
0.0309386250000000;50.7045;2.47509
0.0310636250000000;50.7038;2.48509
0.0311886250000000;50.7032;2.49509
0.0313136250000000;50.7026;2.50509
0.0314386250000000;50.7019;2.51509
0.0315636250000000;50.7013;2.52509
0.0316886250000000;50.6863;2.53509
0.0318136250000000;50.5314;2.54509
0.0319386250000000;50.3764;2.55509
0.0320636250000000;50.2214;2.56509
0.0321886250000000;50.1869;2.57509
0.0323136250000000;50.1863;2.58509
0.0324386250000000;50.1856;2.59509
0.0325636250000000;50.185;2.60509
0.0326886250000000;50.1843;2.61509
0.0328136250000000;50.1837;2.62509
0.0329386250000000;50.1831;2.63509
0.0330636250000000;50.1824;2.64509
0.0331886250000000;50.1818;2.65509
0.0333136250000000;50.1811;2.66509
0.0334386250000000;50.1805;2.67509
0.0335636250000000;50.1799;2.68509
0.0336886250000000;50.1792;2.69509
0.0338136250000000;50.1786;2.70509
0.0339386250000000;50.1779;2.71509
0.0340636250000000;50.1773;2.72509
0.0341886250000000;50.1767;2.73509
0.0343136250000000;50.176;2.74509
0.0344386250000000;50.1754;2.75509
0.0345636250000000;50.1748;2.76509
0.0346886250000000;50.1741;2.77509
0.0348136250000000;50.1735;2.78509
0.0349386250000000;50.1728;2.79509
0.0350636250000000;50.1722;2.80509
0.0351886250000000;50.1716;2.81509
0.0353136250000000;50.1709;2.82509
0.0354386250000000;50.1272;2.83509
0.0355636250000000;49.9722;2.84509
0.0356886250000000;49.8173;2.85509
0.0358136250000000;49.6623;2.86509
0.0359386250000000;49.6565;2.87509
0.0360636250000000;49.6559;2.88509
0.0361886250000000;49.6553;2.89509
0.0363136250000000;49.6546;2.90509
0.0364386250000000;49.654;2.91509
0.0365636250000000;49.6533;2.92509
0.0366886250000000;49.6527;2.93509
0.0368136250000000;49.6521;2.94509
0.0369386250000000;49.6514;2.95509
0.0370636250000000;49.6508;2.96509
0.0371886250000000;49.6502;2.97509
0.0373136250000000;49.6495;2.98509
0.0374386250000000;49.6489;2.99509
0.0375636250000000;49.6482;3.00509
0.0376886250000000;49.6476;3.01509
0.0378136250000000;49.647;3.02509
0.0379386250000000;49.6463;3.03509
0.0380636250000000;49.6457;3.04509
0.0381886250000000;49.645;3.05509
0.0383136250000000;49.6444;3.06509
0.0384386250000000;49.6438;3.07509
0.0385636250000000;49.6431;3.08509
0.0386886250000000;49.6425;3.09509
0.0388136250000000;49.6418;3.10509
0.0389386250000000;49.6412;3.11509
0.0390636250000000;49.6406;3.12509
0.0391886250000000;49.6399;3.13509
0.0393136250000000;49.6393;3.14509
0.0394386250000000;49.6387;3.15509
0.0395636250000000;49.638;3.16509
0.0396886250000000;49.6374;3.17509
0.0398136250000000;49.6367;3.18509
0.0399386250000000;49.6361;3.19509
0.0400636250000000;49.6355;3.20509
0.0401886250000000;49.6348;3.21509
0.0403136250000000;49.6342;3.22509
0.0404386250000000;49.6335;3.23509
0.0405636250000000;49.6329;3.24509
0.0406886250000000;49.6323;3.25509
0.0408136250000000;49.6316;3.26509
0.0409386250000000;49.631;3.27509
0.0410636250000000;49.6303;3.28509
0.0411886250000000;49.6297;3.29509
0.0413136250000000;49.6291;3.30509
0.0414386250000000;49.6284;3.31509
0.0415636250000000;49.6278;3.32509
0.0416886250000000;49.6272;3.33509
0.0418136250000000;49.6265;3.34509
0.0419386250000000;49.6259;3.35509
0.0420636250000000;49.6252;3.36509
0.0421886250000000;49.6246;3.37509
0.0423136250000000;49.624;3.38509
0.0424386250000000;49.6233;3.39509
0.0425636250000000;49.7715;3.40509
0.0426886250000000;49.9252;3.41509
0.0428136250000000;50.0789;3.42509
0.0429386250000000;50.1319;3.43509
0.0430636250000000;50.1313;3.44509
0.0431886250000000;50.1307;3.45509
0.0433136250000000;50.0777;3.46509
0.0434386250000000;49.9227;3.47509
0.0435636250000000;49.7678;3.48509
0.0436886250000000;49.6169;3.49509
0.0438136250000000;49.6163;3.50509
0.0439386250000000;49.6156;3.51509
0.0440636250000000;49.615;3.52509
0.0441886250000000;49.5042;3.53509
0.0443136250000000;49.3492;3.54509
0.0444386250000000;49.1943;3.55509
0.0445636250000000;49.0393;3.56509
0.0446886250000000;48.8844;3.57509
0.0448136250000000;48.7294;3.58509
0.0449386250000000;48.5882;3.59509
0.0450636250000000;48.5875;3.60509
0.0451886250000000;48.5869;3.61509
0.0453136250000000;48.5863;3.62509
0.0454386250000000;48.5856;3.63509
0.0455636250000000;48.585;3.64509
0.0456886250000000;48.5843;3.65509
0.0458136250000000;48.5837;3.66509
0.0459386250000000;48.5831;3.67509
0.0460636250000000;48.5824;3.68509
0.0461886250000000;48.5585;3.69509
0.0463136250000000;48.4036;3.70509
0.0464386250000000;48.2486;3.71509
0.0465636250000000;48.0937;3.72509
0.0466886250000000;48.068;3.73509
0.0468136250000000;48.0674;3.74509
0.0469386250000000;48.0668;3.75509
0.0470636250000000;48.0661;3.76509
0.0471886250000000;48.0655;3.77509
0.0473136250000000;48.0649;3.78509
0.0474386250000000;48.0642;3.79509
0.0475636250000000;48.0636;3.80509
0.0476886250000000;48.0629;3.81509
0.0478136250000000;48.0623;3.82509
0.0479386250000000;48.0617;3.83509
0.0480636250000000;48.061;3.84509
0.0481886250000000;48.0604;3.85509
0.0483136250000000;47.9691;3.86509
0.0484386250000000;47.8141;3.87509
0.0485636250000000;47.6591;3.88509
0.0486886250000000;47.5466;3.89509
0.0488136250000000;47.546;3.90509
0.0489386250000000;47.5454;3.91509
0.0490636250000000;47.5447;3.92509
0.0491886250000000;47.5441;3.93509
0.0493136250000000;47.5434;3.94509
0.0494386250000000;47.5428;3.95509
0.0495636250000000;47.5422;3.96509
0.0496886250000000;47.5415;3.97509
0.0498136250000000;47.5409;3.98509
0.0499386250000000;47.5402;3.99509
0.0500636250000000;47.5396;4.00509
0.0501886250000000;47.539;4.01509
0.0503136250000000;47.5383;4.02509
0.0504386250000000;47.5377;4.03509
0.0505636250000000;47.5371;4.04509
0.0506886250000000;47.5364;4.05509
0.0508136250000000;47.5358;4.06509
0.0509386250000000;47.5351;4.07509
0.0510636250000000;47.5345;4.08509
0.0511886250000000;47.5339;4.09509
0.0513136250000000;47.5332;4.10509
0.0514386250000000;47.5326;4.11509
0.0515636250000000;47.5453;4.12509
0.0516886250000000;47.699;4.13509
0.0518136250000000;47.8527;4.14509
0.0519386250000000;48.0063;4.15509
0.0520636250000000;48.0406;4.16509
0.0521886250000000;48.0399;4.17509
0.0523136250000000;48.0393;4.18509
0.0524386250000000;48.0387;4.19509
0.0525636250000000;48.038;4.20509
0.0526886250000000;48.0374;4.21509
0.0528136250000000;48.0367;4.22509
0.0529386250000000;48.0361;4.23509
0.0530636250000000;48.0355;4.24509
0.0531886250000000;48.0348;4.25509
0.0533136250000000;48.1632;4.26509
0.0534386250000000;48.3169;4.27509
0.0535636250000000;48.4706;4.28509
0.0536886250000000;48.5434;4.29509
0.0538136250000000;48.5428;4.30509
0.0539386250000000;48.5422;4.31509
0.0540636250000000;48.5415;4.32509
0.0541886250000000;48.5409;4.33509
0.0543136250000000;48.5402;4.34509
0.0544386250000000;48.5396;4.35509
0.0545636250000000;48.539;4.36509
0.0546886250000000;48.5383;4.37509
0.0548136250000000;48.5377;4.38509
0.0549386250000000;48.5371;4.39509
0.0550636250000000;48.5364;4.40509
0.0551886250000000;48.5358;4.41509
0.0553136250000000;48.493;4.42509
0.0554386250000000;48.3381;4.43509
0.0555636250000000;48.1831;4.44509
0.0556886250000000;48.0282;4.45509
0.0558136250000000;47.725;4.46509
0.0559386250000000;47.4157;4.47509
0.0560636250000000;47.1065;4.48509
0.0561886250000000;46.8972;4.49509
0.0563136250000000;46.7422;4.50509
0.0564386250000000;46.5873;4.51509
0.0565636250000000;46.484;4.52509
0.0566886250000000;46.4834;4.53509
0.0568136250000000;46.4827;4.54509
0.0569386250000000;46.4821;4.55509
0.0570636250000000;46.4815;4.56509
0.0571886250000000;46.4808;4.57509
0.0573136250000000;46.4802;4.58509
0.0574386250000000;46.4795;4.59509
0.0575636250000000;46.4789;4.60509
0.0576886250000000;46.4783;4.61509
0.0578136250000000;46.4776;4.62509
0.0579386250000000;46.477;4.63509
0.0580636250000000;46.4764;4.64509
0.0581886250000000;46.4627;4.65509
0.0583136250000000;46.3077;4.66509
0.0584386250000000;46.1528;4.67509
0.0585636250000000;45.9978;4.68509
0.0586886250000000;45.962;4.69509
0.0588136250000000;45.9613;4.70509
0.0589386250000000;45.9607;4.71509
0.0590636250000000;45.9601;4.72509
0.0591886250000000;45.9594;4.73509
0.0593136250000000;45.9588;4.74509
0.0594386250000000;45.9581;4.75509
0.0595636250000000;45.9575;4.76509
0.0596886250000000;45.9569;4.77509
0.0598136250000000;45.9562;4.78509
0.0599386250000000;45.9556;4.79509
0.0600636250000000;45.9549;4.80509
0.0601886250000000;45.9543;4.81509
0.0603136250000000;45.8732;4.82509
0.0604386250000000;45.7183;4.83509
0.0605636250000000;45.5633;4.84509
0.0606886250000000;45.4406;4.85509
0.0608136250000000;45.4399;4.86509
0.0609386250000000;45.4393;4.87509
0.0610636250000000;45.4387;4.88509
0.0611886250000000;45.438;4.89509
0.0613136250000000;45.4374;4.90509
0.0614386250000000;45.4367;4.91509
0.0615636250000000;45.346;4.92509
0.0616886250000000;45.1911;4.93509
0.0618136250000000;45.0361;4.94509
0.0619386250000000;44.923;4.95509
0.0620636250000000;44.9224;4.96509
0.0621886250000000;44.9217;4.97509
0.0623136250000000;44.9211;4.98509
0.0624386250000000;44.9204;4.99509
0.0625636250000000;44.9198;5.00509
0.0626886250000000;44.9192;5.01509
0.0628136250000000;44.9185;5.02509
0.0629386250000000;44.9179;5.03509
0.0630636250000000;44.9172;5.04509
0.0631886250000000;44.9166;5.05509
0.0633136250000000;44.916;5.06509
0.0634386250000000;44.9153;5.07509
0.0635636250000000;44.9147;5.08509
0.0636886250000000;44.9141;5.09509
0.0638136250000000;44.9134;5.10509
0.0639386250000000;44.9128;5.11509
0.0640636250000000;44.9121;5.12509
0.0641886250000000;44.9115;5.13509
0.0643136250000000;44.9109;5.14509
0.0644386250000000;44.9102;5.15509
0.0645636250000000;44.9096;5.16509
0.0646886250000000;44.9089;5.17509
0.0648136250000000;44.9083;5.18509
0.0649386250000000;44.9077;5.19509
0.0650636250000000;44.907;5.20509
0.0651886250000000;44.9064;5.21509
0.0653136250000000;44.7869;5.22509
0.0654386250000000;44.632;5.23509
0.0655636250000000;44.477;5.24509
0.0656886250000000;44.3926;5.25509
0.0658136250000000;44.392;5.26509
0.0659386250000000;44.3914;5.27509
0.0660636250000000;44.3907;5.28509
0.0661886250000000;44.3901;5.29509
0.0663136250000000;44.3895;5.30509
0.0664386250000000;44.3888;5.31509
0.0665636250000000;44.3882;5.32509
0.0666886250000000;44.3875;5.33509
0.0668136250000000;44.3869;5.34509
0.0669386250000000;44.3061;5.35509
0.0670636250000000;44.1512;5.36509
0.0671886250000000;43.9962;5.37509
0.0673136250000000;43.8732;5.38509
0.0674386250000000;43.8725;5.39509
0.0675636250000000;43.8719;5.40509
0.0676886250000000;43.8712;5.41509
0.0678136250000000;43.7326;5.42509
0.0679386250000000;43.5777;5.43509
0.0680636250000000;43.4227;5.44509
0.0681886250000000;43.3575;5.45509
0.0683136250000000;43.3569;5.46509
0.0684386250000000;43.3562;5.47509
0.0685636250000000;43.3141;5.48509
0.0686886250000000;43.1591;5.49509
0.0688136250000000;43.0042;5.50509
0.0689386250000000;42.8492;5.51509
0.0690636250000000;42.8418;5.52509
0.0691886250000000;42.8412;5.53509
0.0693136250000000;42.8406;5.54509
0.0694386250000000;42.8399;5.55509
0.0695636250000000;42.8393;5.56509
0.0696886250000000;42.8387;5.57509
0.0698136250000000;42.838;5.58509
0.0699386250000000;42.8374;5.59509
0.0700636250000000;42.8367;5.60509
0.0701886250000000;42.8361;5.61509
0.0703136250000000;42.8355;5.62509
0.0704386250000000;42.8348;5.63509
0.0705636250000000;42.8342;5.64509
0.0706886250000000;42.9424;5.65509
0.0708136250000000;43.0961;5.66509
0.0709386250000000;43.2498;5.67509
0.0710636250000000;43.3428;5.68509
0.0711886250000000;43.3422;5.69509
0.0713136250000000;43.3415;5.70509
0.0714386250000000;43.3285;5.71509
0.0715636250000000;43.1735;5.72509
0.0716886250000000;43.0186;5.73509
0.0718136250000000;42.8636;5.74509
0.0719386250000000;42.8272;5.75509
0.0720636250000000;42.8265;5.76509
0.0721886250000000;42.8259;5.77509
0.0723136250000000;42.755;5.78509
0.0724386250000000;42.6;5.79509
0.0725636250000000;42.4451;5.80509
0.0726886250000000;42.3121;5.81509
0.0728136250000000;42.3115;5.82509
0.0729386250000000;42.3109;5.83509
0.0730636250000000;42.3102;5.84509
0.0731886250000000;42.1815;5.85509
0.0733136250000000;42.0266;5.86509
0.0734386250000000;41.8716;5.87509
0.0735636250000000;41.6368;5.88509
0.0736886250000000;41.3276;5.89509
0.0738136250000000;41.0183;5.90509
