Test unit,RS5,
16.607,45.07,1.0379
17.112,45.16,1.0695
17.62,45.17,1.1013
18.136,45.22,1.1335
18.64,45.27,1.165
19.15,45.32,1.1969
19.658,45.36,1.2286
20.168,45.39,1.2605
20.257,44.56,1.266
20.266,44.55,1.2666
20.702,44.07,1.2939
21.344,44.12,1.334
21.988,44.21,1.3743
22.63,44.26,1.4144
23.273,44.29,1.4546
23.919,44.35,1.4949
24.569,44.35,1.5355
25.213,44.25,1.5758
25.857,44.05,1.6161
26.491,44.16,1.6557
26.507,42.86,1.6567
26.511,42.87,1.6569
