Test unit,RS5,
Reference,Rezaie et al. (2020),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
-25.196,-36.68,-1.5747
-25.19,-36.65,-1.5744
-25.173,-38.37,-1.5733
-24.672,-39.05,-1.542
-24.068,-39.1,-1.5043
-23.46,-39.12,-1.4662
-22.852,-39.12,-1.4283
-22.248,-39.06,-1.3905
-21.64,-39.07,-1.3525
-21.029,-38.95,-1.3143
-20.42,-38.91,-1.2763
-20.264,-39.5,-1.2665
-20.264,-39.5,-1.2665
-20.263,-39.94,-1.2664
-19.973,-40.64,-1.2483
-19.478,-40.66,-1.2174
-18.992,-40.65,-1.187
-18.506,-40.64,-1.1566
-18.013,-40.63,-1.1258
-17.527,-40.58,-1.0955
-17.034,-40.54,-1.0646
-16.545,-40.52,-1.0341
-16.057,-40.48,-1.0036
-15.561,-40.42,-0.97255
-15.067,-40.35,-0.94166
-14.555,-42.14,-0.90971
-14.068,-42.06,-0.87922
-13.574,-41.96,-0.84836
-13.469,-41.44,-0.84181
-13.453,-41.82,-0.84084
-13.423,-41.42,-0.83895
-13.421,-41.77,-0.83882
-13.407,-42.06,-0.83797
-13.365,-42.54,-0.83532
-12.961,-42.48,-0.81006
-12.555,-42.36,-0.78469
-12.142,-42.3,-0.7589
-11.73,-42.19,-0.7331
-11.32,-42.06,-0.70749
-10.908,-41.88,-0.68177
-10.722,-41.03,-0.6701
-10.713,-41.6,-0.66954
-10.533,-42.32,-0.65834
-10.216,-42.22,-0.6385
-9.8844,-42.11,-0.61778
-9.5597,-42.01,-0.59748
-9.2268,-41.87,-0.57668
-8.9023,-41.69,-0.55639
-8.5716,-41.54,-0.53572
-8.2462,-41.27,-0.51539
-8.0642,-40.21,-0.50401
-7.8278,-41.49,-0.48924
-7.5446,-41.31,-0.47154
-7.2564,-41.08,-0.45352
-6.9684,-40.79,-0.43553
-6.6888,-40.42,-0.41805
-6.6835,-39.35,-0.41772
-6.5491,-40.31,-0.40932
-6.5289,-39.53,-0.40806
-6.4903,-40.7,-0.40564
-6.2445,-40.53,-0.39028
-5.993,-40.24,-0.37456
-5.7537,-39.94,-0.35961
-5.5026,-39.56,-0.34391
-5.3557,-38.91,-0.33473
-5.2696,-39.96,-0.32935
-5.0691,-39.72,-0.31682
-4.8621,-39.4,-0.30388
-4.654,-39.04,-0.29088
-4.4552,-38.54,-0.27845
-4.2482,-38.08,-0.26551
-4.0416,-37.64,-0.2526
-3.9862,-38.7,-0.24914
-3.8274,-38.32,-0.23922
-3.6611,-37.77,-0.22882
-3.5053,-37.36,-0.21908
-3.347,-36.63,-0.20919
-3.3436,-36.27,-0.20897
-3.3332,-37.04,-0.20832
-3.2163,-37.06,-0.20102
-3.0936,-36.69,-0.19335
-2.9738,-36.25,-0.18586
-2.8574,-35.76,-0.17859
-2.7331,-35.17,-0.17082
-2.6806,-33.99,-0.16754
-2.6765,-33.8,-0.16728
-2.6698,-33.68,-0.16686
-2.6675,-33.94,-0.16672
-2.6624,-35.01,-0.1664
-2.5857,-35.01,-0.16161
-2.5063,-34.66,-0.15664
-2.4292,-34.28,-0.15183
-2.3471,-33.85,-0.14669
-2.268,-33.36,-0.14175
-2.1904,-32.8,-0.1369
-2.1097,-32.23,-0.13186
-2.0286,-31.61,-0.12679
-2.0169,-30.33,-0.12606
-2.0036,-29.98,-0.12523
-1.9649,-31.56,-0.12281
-1.8788,-31.1,-0.11743
-1.8073,-30.62,-0.11295
-1.7257,-30.12,-0.10785
-1.6474,-29.58,-0.10296
-1.5653,-29.01,-0.097829
-1.4998,-28.4,-0.093739
-1.4234,-27.73,-0.088965
-1.3445,-26.99,-0.084033
-1.336,-25.26,-0.083502
-1.3316,-26.24,-0.083226
-1.3156,-24.83,-0.082225
-1.2918,-26.16,-0.080738
-1.2537,-25.85,-0.078355
-1.2179,-25.53,-0.076118
-1.1841,-25.2,-0.074006
-1.142,-24.86,-0.071373
-1.1045,-24.5,-0.06903
-1.0656,-24.12,-0.0666
-1.0267,-23.73,-0.064171
-0.99221,-23.35,-0.062013
-0.95529,-22.94,-0.059706
-0.91483,-22.54,-0.057177
-0.87127,-22.13,-0.054455
-0.8385,-21.71,-0.052406
-0.80268,-21.26,-0.050167
-0.77141,-20.78,-0.048213
-0.73506,-20.28,-0.045942
-0.70257,-19.74,-0.043911
-0.66323,-19.2,-0.041452
-0.65788,-16.37,-0.041117
-0.65764,-17.45,-0.041103
-0.64764,-17.45,-0.040477
-0.6176,-17.24,-0.0386
-0.58288,-16.7,-0.03643
-0.54901,-16.15,-0.034313
-0.51082,-15.59,-0.031926
-0.47724,-15,-0.029827
-0.44108,-14.38,-0.027567
-0.4094,-13.73,-0.025588
-0.36665,-13.05,-0.022916
-0.34356,-12.35,-0.021472
-0.33725,-9.953,-0.021078
-0.33404,-11.01,-0.020877
-0.2972,-10.66,-0.018575
-0.26856,-10.08,-0.016785
-0.23442,-9.48,-0.014651
-0.19479,-8.857,-0.012174
-0.16346,-8.21,-0.010216
-0.13223,-7.57,-0.0082646
-0.097429,-6.907,-0.0060893
-0.061655,-6.234,-0.0038534
-0.039463,-5.529,-0.0024664
-0.0013605,-4.803,-8.5031e-05
0,0,0
0.022804,1.317,0.0014252
0.047749,2.23,0.0029843
0.077475,3.089,0.0048422
0.095813,3.913,0.0059883
0.12891,4.716,0.0080566
0.15902,5.481,0.0099386
0.18963,6.202,0.011852
0.21862,6.873,0.013664
0.2484,7.526,0.015525
0.28339,8.154,0.017712
0.31316,8.738,0.019572
0.33143,8.991,0.020714
0.33572,10.47,0.020982
0.36884,11.11,0.023052
0.40687,11.69,0.025429
0.43978,12.26,0.027487
0.47047,12.8,0.029405
0.5093,13.34,0.031832
0.54319,13.85,0.03395
0.58239,14.37,0.036399
0.6185,14.87,0.038656
0.65087,15.34,0.040679
0.67217,15.55,0.04201
0.68064,14.67,0.04254
0.69485,16.56,0.043428
0.73242,17.11,0.045776
0.77037,17.65,0.048148
0.80559,18.16,0.050349
0.84218,18.66,0.052636
0.87921,19.12,0.054951
0.91249,19.56,0.057031
0.95401,20.01,0.059626
0.98839,20.45,0.061775
1.0215,20.89,0.063846
1.061,21.35,0.066309
1.0975,21.78,0.068592
1.1343,22.21,0.070893
1.1695,22.62,0.073095
1.2057,23.04,0.075359
1.2464,23.45,0.077901
1.2837,23.87,0.08023
1.3158,24.28,0.082235
1.3542,24.68,0.08464
1.3617,24.6,0.085108
1.3627,23.39,0.085169
1.3683,23.43,0.085519
1.3767,25.78,0.086043
1.4444,26.74,0.090275
1.5224,27.6,0.095152
1.5983,28.3,0.099891
1.669,29.16,0.10432
1.747,29.81,0.10919
1.8174,30.5,0.11358
1.8936,31.15,0.11835
1.9655,31.75,0.12284
2.0138,32.05,0.12586
2.0198,30.94,0.12624
2.071,32.81,0.12944
2.149,33.54,0.13431
2.2258,34.2,0.13911
2.3079,34.8,0.14424
2.3801,35.35,0.14876
2.46,35.86,0.15375
2.5298,36.33,0.15811
2.611,36.79,0.16319
2.6744,37.23,0.16715
2.6818,36.6,0.16761
2.726,37.17,0.17037
2.8494,38.01,0.17808
2.9631,38.66,0.18519
3.0775,39.2,0.19234
3.1985,39.68,0.19991
3.3188,40.13,0.20743
3.3828,40.04,0.21142
3.5134,40.33,0.21959
3.6827,40.94,0.23017
3.8415,41.47,0.2401
3.9986,41.88,0.24991
4.0532,41.62,0.25332
4.0576,40.77,0.2536
4.0705,41.27,0.2544
4.2794,41.95,0.26746
4.4829,42.41,0.28018
4.6843,42.8,0.29277
4.8931,43.11,0.30582
5.0909,43.35,0.31818
5.2986,43.6,0.33116
5.3289,42.52,0.33306
5.4105,42.97,0.33816
5.6587,43.37,0.35367
5.9032,43.66,0.36895
6.1548,43.91,0.38467
6.3955,44.1,0.39972
6.6458,44.28,0.41536
6.7075,43.41,0.41922
6.9075,43.82,0.43172
7.1929,44.09,0.44956
7.487,44.29,0.46794
7.7727,44.51,0.48579
8.0239,43.89,0.50149
8.0271,44.14,0.50169
8.13,43.8,0.50813
8.466,44.1,0.52913
8.801,44.29,0.55006
9.1342,44.46,0.57089
9.4646,44.61,0.59154
9.7991,44.75,0.61244
10.137,44.83,0.63358
10.464,44.94,0.65403
10.717,44.29,0.66979
10.787,44.35,0.67417
11.169,44.53,0.69808
11.581,44.73,0.72384
11.998,44.85,0.74988
12.418,44.88,0.77612
12.828,45.03,0.80176
13.258,45.11,0.82862
13.542,44.31,0.8464
13.545,44.29,0.84659
13.563,44.56,0.84767
13.565,44.43,0.8478
13.566,43.77,0.84787
13.58,44.42,0.84876
14.077,44.64,0.87978
14.588,44.62,0.91173
15.092,44.74,0.94323
15.592,44.82,0.97451
16.103,44.97,1.0064
