Test unit,RS3,
Reference,Rezaie et al. (2020),
top_displacement,horizontal_force,drift
[mm],[kN],[%]
-13.40253467,-23.41,-0.837658417
-13.37977513,-27.04,-0.836235946
-13.06902861,-28.25,-0.816814288
-12.6464024,-28.22,-0.79040015
-12.22516653,-28.23,-0.764072908
-11.79502767,-28.15,-0.737189229
-11.38091531,-28.05,-0.711307207
-10.9622221,-27.93,-0.685138881
-10.85882588,-32.65,-0.678676618
-10.47662166,-32.92,-0.654788854
-10.10447753,-32.75,-0.631529846
-9.725695569,-32.63,-0.607855973
-9.347625538,-32.47,-0.584226596
-9.056315166,-30.79,-0.566019698
-8.93540537,-33.53,-0.558462836
-8.928227166,-33.56,-0.558014198
-8.909881152,-35.77,-0.556867572
-8.652551141,-36.31,-0.540784446
-8.327596579,-36.12,-0.520474786
-8.005054239,-35.93,-0.50031589
-7.671733557,-35.69,-0.479483347
-7.360348795,-35.31,-0.4600218
-7.22205089,-34.06,-0.451378181
-7.16211257,-37.16,-0.447632036
-7.151426087,-38.59,-0.44696413
-7.150293508,-39.49,-0.446893344
-6.869805454,-39.85,-0.429362841
-6.60078707,-39.67,-0.412549192
-6.327516991,-39.39,-0.395469812
-6.058594043,-39.05,-0.378662128
-5.78387772,-38.63,-0.361492358
-5.517969385,-38.17,-0.344873087
-5.403981276,-36.58,-0.33774883
-5.39944313,-39.05,-0.337465196
-5.335475943,-39.16,-0.333467246
-5.332182262,-38.83,-0.333261391
-5.32049275,-41.68,-0.332530797
-5.154069489,-42.55,-0.322129343
-4.947526615,-42.24,-0.309220413
-4.731738257,-41.85,-0.295733641
-4.508641076,-41.36,-0.281790067
-4.478455638,-42.75,-0.279903477
-4.476857069,-42.38,-0.279803567
-4.46704704,-45.59,-0.27919044
-4.317890326,-46.2,-0.269868145
-4.15644952,-45.98,-0.259778095
-3.991259679,-45.69,-0.24945373
-3.837476119,-45.38,-0.239842257
-3.68081322,-44.95,-0.230050826
-3.597832966,-45.65,-0.22486456
-3.540596326,-49.44,-0.22128727
-3.444936976,-49.32,-0.215308561
-3.331355714,-49.17,-0.208209732
-3.221194616,-49,-0.201324664
-3.11405138,-48.78,-0.194628211
-3.010228075,-48.52,-0.188139255
-2.905607648,-48.23,-0.181600478
-2.796163996,-47.84,-0.17476025
-2.78354482,-46.08,-0.173971551
-2.766729968,-49.34,-0.172920623
-2.674119128,-50.8,-0.167132446
-2.596919149,-51.77,-0.162307447
-2.489491174,-51.55,-0.155593198
-2.384262517,-51.28,-0.149016407
-2.275578448,-51.31,-0.142223653
-2.163443274,-50.96,-0.135215205
-2.067883573,-50.61,-0.129242723
-1.961115255,-50.2,-0.122569703
-1.881937009,-47.7,-0.117621063
-1.857211381,-50.02,-0.116075711
-1.858139937,-50.96,-0.116133746
-1.80355957,-51.36,-0.112722473
-1.752935598,-51.17,-0.109558475
-1.700714559,-50.96,-0.10629466
-1.645492868,-50.86,-0.102843304
-1.594405168,-50.79,-0.099650323
-1.542068207,-50.63,-0.096379263
-1.484979226,-50.5,-0.092811202
-1.435601167,-50.3,-0.089725073
-1.385064924,-50.04,-0.086566558
-1.329181957,-49.85,-0.083073872
-1.280499541,-49.47,-0.080031221
-1.229506232,-49.16,-0.07684414
-1.182038087,-48.88,-0.07387738
-1.125417644,-48.6,-0.070338603
-1.07640778,-48.29,-0.067275486
-1.021839807,-47.85,-0.063864988
-0.980888348,-47.48,-0.061305522
-0.931051773,-46.83,-0.058190736
-0.886049018,-46.36,-0.055378064
-0.848546439,-45.73,-0.053034152
-0.844487482,-39.23,-0.052780468
-0.815936808,-41.46,-0.050996051
-0.820022851,-41.38,-0.051251428
-0.787016657,-41.94,-0.049188541
-0.752484984,-41.04,-0.047030312
-0.707508283,-40.09,-0.044219268
-0.663972196,-39.18,-0.041498262
-0.623833968,-38.22,-0.038989623
-0.579005418,-37.12,-0.036187839
-0.540301101,-35.97,-0.033768819
-0.498813359,-34.78,-0.031175835
-0.470382624,-27.42,-0.029398914
0,0,0
0,0,0
0.0000819,1.5,5.11875E-06
0.01414173,3.326,0.000883858
0.033498403,4.96,0.00209365
0.053455666,6.47,0.003340979
0.076255134,7.943,0.004765946
0.099151236,9.353,0.006196952
0.129340812,10.75,0.008083801
0.158434261,12.12,0.009902141
0.19766774,13.45,0.012354234
0.229552943,14.71,0.014347059
0.262882528,15.94,0.016430158
0.297903697,17.13,0.018618981
0.337043553,18.29,0.021065222
0.36424508,19.38,0.022765318
0.388378441,20.44,0.024273653
0.431494712,21.26,0.02696842
0.445545837,21.83,0.027846615
0.467177266,20.33,0.029198579
0.497740042,26.89,0.031108753
0.531917698,27.93,0.033244856
0.569347319,28.94,0.035584207
0.60569823,29.92,0.037856139
0.645486837,30.85,0.040342927
0.687308561,31.75,0.042956785
0.724812456,32.61,0.045300779
0.764795333,33.43,0.047799708
0.814377886,34.24,0.050898618
0.822970594,34.01,0.051435662
0.847968354,32.35,0.052998022
0.849298829,36.95,0.053081177
0.896402174,37.87,0.056025136
0.929088573,38.81,0.058068036
0.971047622,39.69,0.060690476
1.014289541,40.51,0.063393096
1.05038626,41.28,0.065649141
1.098797987,42.01,0.068674874
1.142257938,42.65,0.071391121
1.187445984,43.28,0.074215374
1.238206881,43.91,0.07738793
1.284468084,44.44,0.080279255
1.326281097,45.1,0.082892569
1.371363125,45.59,0.085710195
1.416202452,46.11,0.088512653
1.468475737,46.71,0.091779734
1.51523453,47.12,0.094702158
1.566593818,47.57,0.097912114
1.604496295,48.03,0.100281018
1.65731091,48.42,0.103581932
1.693839178,48.8,0.105864949
1.726038093,44.59,0.107877381
1.76988495,50.34,0.110617809
1.86578233,51.24,0.116611396
1.958412255,52.01,0.122400766
2.058921645,52.68,0.128682603
2.154789486,53.15,0.134674343
2.252311518,53.51,0.14076947
2.347687386,53.84,0.146730462
2.452181278,54.04,0.15326133
2.555835008,54.27,0.159739688
2.607948261,53.37,0.162996766
2.628478193,50.92,0.164279887
2.649463953,50.44,0.165591497
2.743506189,50.92,0.171469137
2.827941523,51.33,0.176746345
2.938250185,51.69,0.183640637
3.03229722,51.99,0.189518576
3.127351745,52.33,0.195459484
3.229682946,52.61,0.201855184
3.330039217,52.86,0.208127451
3.402441677,52.63,0.212652605
3.42990601,49.48,0.214369126
3.496405098,48.67,0.218525319
3.64145675,49.11,0.227591047
3.798564127,49.47,0.237410258
3.953079507,49.75,0.247067469
4.11146426,49.97,0.256966516
4.265603489,50.1,0.266600218
4.288263642,47.04,0.268016478
4.32759556,45.55,0.270474723
4.526574786,45.97,0.282910924
4.746024742,46.42,0.296626546
4.948550424,46.69,0.309284402
5.110571353,46.01,0.31941071
5.147665255,43.85,0.321729078
5.1520174,40.67,0.322001088
5.305323122,41.77,0.331582695
5.554446946,42.2,0.347152934
5.817036171,42.49,0.363564761
6.082563946,42.79,0.380160247
6.334839513,43,0.39592747
6.596845966,43.19,0.412302873
6.860291358,43.29,0.42876821
6.883366521,40.62,0.430210408
6.991881696,36.39,0.436992606
7.306801232,36.62,0.456675077
7.603281404,36.84,0.475205088
7.908259355,37.01,0.49426621
8.206304134,37.1,0.512894008
8.300102325,35.84,0.518756395
8.324072017,34.38,0.520254501
8.377157764,32.33,0.52357236
8.72625382,32.68,0.545390864
9.09091218,32.91,0.568182011
9.445995562,33.13,0.590374723
9.801780884,33.37,0.612611305
9.837381539,30.04,0.614836346
9.902672878,29.48,0.618917055
10.332806,29.77,0.645800375
10.76057934,29.84,0.672536209
11.18725921,29.94,0.699203701
11.61836781,30,0.726147988
12.04107812,30.17,0.752567383
12.45988111,30.25,0.778742569
12.8983835,30.3,0.806148969
13.33115383,30.39,0.833197114
13.51472823,29.75,0.844670514
13.543688,25.91,0.8464805
14.07614433,22.83,0.879759021
14.71765605,20.69,0.919853503
15.5615073,20.37,0.972594206
16.18398671,19.34,1.011499169
16.91558616,17.95,1.057224135
17.78121206,16.27,1.111325754
18.85070643,13.28,1.178169152
20.49774887,9.244,1.281109304
22.07440283,7.647,1.379650177
