Test unit;I1;
-0.0507922500000000;-55.1747;-4.06338
-0.0507797500000000;-55.1902;-4.06238
-0.0507672500000000;-55.2056;-4.06138
-0.0507547500000000;-55.2211;-4.06038
-0.0507422500000000;-55.2365;-4.05938
-0.0507297500000000;-55.252;-4.05838
-0.0507172500000000;-55.2674;-4.05738
-0.0507047500000000;-55.2828;-4.05638
-0.0506922500000000;-55.2983;-4.05538
-0.0506797500000000;-55.3137;-4.05438
-0.0506672500000000;-55.3292;-4.05338
-0.0506547500000000;-55.3446;-4.05238
-0.0506422500000000;-55.3601;-4.05138
-0.0506297500000000;-55.3755;-4.05038
-0.0506172500000000;-55.3846;-4.04938
-0.0506047500000000;-55.3846;-4.04838
-0.0505922500000000;-55.3846;-4.04738
-0.0505797500000000;-55.3846;-4.04638
-0.0505672500000000;-55.3846;-4.04538
-0.0505547500000000;-55.3846;-4.04438
-0.0505422500000000;-55.3846;-4.04338
-0.0505297500000000;-55.3846;-4.04238
-0.0505172500000000;-55.3846;-4.04138
-0.0505047500000000;-55.3846;-4.04038
-0.0504922500000000;-55.3846;-4.03938
-0.0504797500000000;-55.3846;-4.03838
-0.0504672500000000;-55.3846;-4.03738
-0.0504547500000000;-55.3846;-4.03638
-0.0504422500000000;-55.3846;-4.03538
-0.0504297500000000;-55.3846;-4.03438
-0.0504172500000000;-55.3846;-4.03338
-0.0504047500000000;-55.3846;-4.03238
-0.0503922500000000;-55.3846;-4.03138
-0.0503797500000000;-55.3846;-4.03038
-0.0503672500000000;-55.3846;-4.02938
-0.0503547500000000;-55.3846;-4.02838
-0.0503422500000000;-55.3846;-4.02738
-0.0503297500000000;-55.3846;-4.02638
-0.0503172500000000;-55.3846;-4.02538
-0.0503047500000000;-55.3846;-4.02438
-0.0502922500000000;-55.3846;-4.02338
-0.0502797500000000;-55.3846;-4.02238
-0.0502672500000000;-55.3846;-4.02138
-0.0502547500000000;-55.3846;-4.02038
-0.0502422500000000;-55.3846;-4.01938
-0.0502297500000000;-55.3846;-4.01838
-0.0502172500000000;-55.3846;-4.01738
-0.0502047500000000;-55.3846;-4.01638
-0.0501922500000000;-55.3846;-4.01538
-0.0501797500000000;-55.3846;-4.01438
-0.0501672500000000;-55.3846;-4.01338
-0.0501547500000000;-55.3846;-4.01238
-0.0501422500000000;-55.3846;-4.01138
-0.0501297500000000;-55.3846;-4.01038
-0.0501172500000000;-55.3846;-4.00938
-0.0501047500000000;-55.3846;-4.00838
-0.0500922500000000;-55.3846;-4.00738
-0.0500797500000000;-55.3846;-4.00638
-0.0500672500000000;-55.3846;-4.00538
-0.0500547500000000;-55.3846;-4.00438
-0.0500422500000000;-55.3846;-4.00338
-0.0500297500000000;-55.3846;-4.00238
-0.0500172500000000;-55.3846;-4.00138
-0.0500047500000000;-55.3846;-4.00038
-0.0499922500000000;-55.3846;-3.99938
-0.0499797500000000;-55.3846;-3.99838
-0.0499672500000000;-55.3846;-3.99738
-0.0499547500000000;-55.3846;-3.99638
-0.0499422500000000;-55.3846;-3.99538
-0.0499297500000000;-55.3846;-3.99438
-0.0499172500000000;-55.3846;-3.99338
-0.0499047500000000;-55.3846;-3.99238
-0.0498922500000000;-55.3846;-3.99138
-0.0498797500000000;-55.3846;-3.99038
-0.0498672500000000;-55.3846;-3.98938
-0.0498547500000000;-55.3846;-3.98838
-0.0498422500000000;-55.3846;-3.98738
-0.0498297500000000;-55.3846;-3.98638
-0.0498172500000000;-55.3846;-3.98538
-0.0498047500000000;-55.3846;-3.98438
-0.0497922500000000;-55.3846;-3.98338
-0.0497797500000000;-55.3846;-3.98238
-0.0497672500000000;-55.3846;-3.98138
-0.0497547500000000;-55.3846;-3.98038
-0.0497422500000000;-55.3846;-3.97938
-0.0497297500000000;-55.3846;-3.97838
-0.0497172500000000;-55.3846;-3.97738
-0.0497047500000000;-55.3846;-3.97638
-0.0496922500000000;-55.3846;-3.97538
-0.0496797500000000;-55.3846;-3.97438
-0.0496672500000000;-55.3846;-3.97338
-0.0496547500000000;-55.3846;-3.97238
-0.0496422500000000;-55.3846;-3.97138
-0.0496297500000000;-55.3846;-3.97038
-0.0496172500000000;-55.3846;-3.96938
-0.0496047500000000;-55.3846;-3.96838
-0.0495922500000000;-55.3846;-3.96738
-0.0495797500000000;-55.3846;-3.96638
-0.0495672500000000;-55.3846;-3.96538
-0.0495547500000000;-55.3846;-3.96438
-0.0495422500000000;-55.3846;-3.96338
-0.0495297500000000;-55.3846;-3.96238
-0.0495172500000000;-55.3846;-3.96138
-0.0495047500000000;-55.3846;-3.96038
-0.0494922500000000;-55.3846;-3.95938
-0.0494797500000000;-55.3846;-3.95838
-0.0494672500000000;-55.3846;-3.95738
-0.0494547500000000;-55.3846;-3.95638
-0.0494422500000000;-55.3846;-3.95538
-0.0494297500000000;-55.3846;-3.95438
-0.0494172500000000;-55.3846;-3.95338
-0.0494047500000000;-55.3846;-3.95238
-0.0493922500000000;-55.3846;-3.95138
-0.0493797500000000;-55.3846;-3.95038
-0.0493672500000000;-55.3846;-3.94938
-0.0493547500000000;-55.3846;-3.94838
-0.0493422500000000;-55.3846;-3.94738
-0.0493297500000000;-55.3846;-3.94638
-0.0493172500000000;-55.3846;-3.94538
-0.0493047500000000;-55.3846;-3.94438
-0.0492922500000000;-55.3846;-3.94338
-0.0492797500000000;-55.3846;-3.94238
-0.0492672500000000;-55.3846;-3.94138
-0.0492547500000000;-55.3846;-3.94038
-0.0492422500000000;-55.3846;-3.93938
-0.0492297500000000;-55.3846;-3.93838
-0.0492172500000000;-55.3846;-3.93738
-0.0492047500000000;-55.3846;-3.93638
-0.0491922500000000;-55.3846;-3.93538
-0.0491797500000000;-55.3846;-3.93438
-0.0491672500000000;-55.3846;-3.93338
-0.0491547500000000;-55.3846;-3.93238
-0.0491422500000000;-55.3846;-3.93138
-0.0491297500000000;-55.3846;-3.93038
-0.0491172500000000;-55.3846;-3.92938
-0.0491047500000000;-55.3846;-3.92838
-0.0490922500000000;-55.3846;-3.92738
-0.0490797500000000;-55.3846;-3.92638
-0.0490672500000000;-55.3846;-3.92538
-0.0490547500000000;-55.3846;-3.92438
-0.0490422500000000;-55.3846;-3.92338
-0.0490297500000000;-55.3846;-3.92238
-0.0490172500000000;-55.3846;-3.92138
-0.0490047500000000;-55.3846;-3.92038
-0.0489922500000000;-55.3846;-3.91938
-0.0489797500000000;-55.3846;-3.91838
-0.0489672500000000;-55.3846;-3.91738
-0.0489547500000000;-55.3846;-3.91638
-0.0489422500000000;-55.3846;-3.91538
-0.0489297500000000;-55.3846;-3.91438
-0.0489172500000000;-55.3846;-3.91338
-0.0489047500000000;-55.3846;-3.91238
-0.0488922500000000;-55.3846;-3.91138
-0.0488797500000000;-55.3846;-3.91038
-0.0488672500000000;-55.3846;-3.90938
-0.0488547500000000;-55.3846;-3.90838
-0.0488422500000000;-55.3846;-3.90738
-0.0488297500000000;-55.3846;-3.90638
-0.0488172500000000;-55.3846;-3.90538
-0.0488047500000000;-55.3846;-3.90438
-0.0487922500000000;-55.3846;-3.90338
-0.0487797500000000;-55.3846;-3.90238
-0.0487672500000000;-55.3846;-3.90138
-0.0487547500000000;-55.3846;-3.90038
-0.0487422500000000;-55.3846;-3.89938
-0.0487297500000000;-55.3846;-3.89838
-0.0487172500000000;-55.3846;-3.89738
-0.0487047500000000;-55.3846;-3.89638
-0.0486922500000000;-55.3846;-3.89538
-0.0486797500000000;-55.3846;-3.89438
-0.0486672500000000;-55.3846;-3.89338
-0.0486547500000000;-55.3846;-3.89238
-0.0486422500000000;-55.3846;-3.89138
-0.0486297500000000;-55.3846;-3.89038
-0.0486172500000000;-55.3846;-3.88938
-0.0486047500000000;-55.3846;-3.88838
-0.0485922500000000;-55.3846;-3.88738
-0.0485797500000000;-55.3846;-3.88638
-0.0485672500000000;-55.3846;-3.88538
-0.0485547500000000;-55.3846;-3.88438
-0.0485422500000000;-55.3846;-3.88338
-0.0485297500000000;-55.3846;-3.88238
-0.0485172500000000;-55.3846;-3.88138
-0.0485047500000000;-55.3846;-3.88038
-0.0484922500000000;-55.3846;-3.87938
-0.0484797500000000;-55.3846;-3.87838
-0.0484672500000000;-55.3846;-3.87738
-0.0484547500000000;-55.3846;-3.87638
-0.0484422500000000;-55.3846;-3.87538
-0.0484297500000000;-55.3846;-3.87438
-0.0484172500000000;-55.3846;-3.87338
-0.0484047500000000;-55.3846;-3.87238
-0.0483922500000000;-55.3846;-3.87138
-0.0483797500000000;-55.3846;-3.87038
-0.0483672500000000;-55.3846;-3.86938
-0.0483547500000000;-55.3846;-3.86838
-0.0483422500000000;-55.3846;-3.86738
-0.0483297500000000;-55.3846;-3.86638
-0.0483172500000000;-55.3846;-3.86538
-0.0483047500000000;-55.3846;-3.86438
-0.0482922500000000;-55.3846;-3.86338
-0.0482797500000000;-55.3846;-3.86238
-0.0482672500000000;-55.3846;-3.86138
-0.0482547500000000;-55.3846;-3.86038
-0.0482422500000000;-55.3846;-3.85938
-0.0482297500000000;-55.3846;-3.85838
-0.0482172500000000;-55.3846;-3.85738
-0.0482047500000000;-55.3846;-3.85638
-0.0481922500000000;-55.3846;-3.85538
-0.0481797500000000;-55.3846;-3.85438
-0.0481672500000000;-55.3846;-3.85338
-0.0481547500000000;-55.3846;-3.85238
-0.0481422500000000;-55.3846;-3.85138
-0.0481297500000000;-55.3846;-3.85038
-0.0481172500000000;-55.3846;-3.84938
-0.0481047500000000;-55.3846;-3.84838
-0.0480922500000000;-55.3846;-3.84738
-0.0480797500000000;-55.3846;-3.84638
-0.0480672500000000;-55.3846;-3.84538
-0.0480547500000000;-55.3846;-3.84438
-0.0480422500000000;-55.3846;-3.84338
-0.0480297500000000;-55.3846;-3.84238
-0.0480172500000000;-55.3846;-3.84138
-0.0480047500000000;-55.3846;-3.84038
-0.0479922500000000;-55.3846;-3.83938
-0.0479797500000000;-55.3846;-3.83838
-0.0479672500000000;-55.3846;-3.83738
-0.0479547500000000;-55.3846;-3.83638
-0.0479422500000000;-55.3846;-3.83538
-0.0479297500000000;-55.3846;-3.83438
-0.0479172500000000;-55.3846;-3.83338
-0.0479047500000000;-55.3846;-3.83238
-0.0478922500000000;-55.3846;-3.83138
-0.0478797500000000;-55.3846;-3.83038
-0.0478672500000000;-55.3846;-3.82938
-0.0478547500000000;-55.3846;-3.82838
-0.0478422500000000;-55.3846;-3.82738
-0.0478297500000000;-55.3846;-3.82638
-0.0478172500000000;-55.3846;-3.82538
-0.0478047500000000;-55.3846;-3.82438
-0.0477922500000000;-55.3846;-3.82338
-0.0477797500000000;-55.3846;-3.82238
-0.0477672500000000;-55.3846;-3.82138
-0.0477547500000000;-55.3846;-3.82038
-0.0477422500000000;-55.3846;-3.81938
-0.0477297500000000;-55.3846;-3.81838
-0.0477172500000000;-55.3846;-3.81738
-0.0477047500000000;-55.3846;-3.81638
-0.0476922500000000;-55.3846;-3.81538
-0.0476797500000000;-55.3846;-3.81438
-0.0476672500000000;-55.3846;-3.81338
-0.0476547500000000;-55.3846;-3.81238
-0.0476422500000000;-55.3846;-3.81138
-0.0476297500000000;-55.3846;-3.81038
-0.0476172500000000;-55.3846;-3.80938
-0.0476047500000000;-55.3846;-3.80838
-0.0475922500000000;-55.3846;-3.80738
-0.0475797500000000;-55.3846;-3.80638
-0.0475672500000000;-55.3846;-3.80538
-0.0475547500000000;-55.3846;-3.80438
-0.0475422500000000;-55.3846;-3.80338
-0.0475297500000000;-55.3846;-3.80238
-0.0475172500000000;-55.3846;-3.80138
-0.0475047500000000;-55.3846;-3.80038
-0.0474922500000000;-55.3846;-3.79938
-0.0474797500000000;-55.3846;-3.79838
-0.0474672500000000;-55.3846;-3.79738
-0.0474547500000000;-55.3846;-3.79638
-0.0474422500000000;-55.3846;-3.79538
-0.0474297500000000;-55.3846;-3.79438
-0.0474172500000000;-55.3846;-3.79338
-0.0474047500000000;-55.3846;-3.79238
-0.0473922500000000;-55.3846;-3.79138
-0.0473797500000000;-55.3846;-3.79038
-0.0473672500000000;-55.3846;-3.78938
-0.0473547500000000;-55.3846;-3.78838
-0.0473422500000000;-55.3846;-3.78738
-0.0473297500000000;-55.3846;-3.78638
-0.0473172500000000;-55.3846;-3.78538
-0.0473047500000000;-55.3846;-3.78438
-0.0472922500000000;-55.3846;-3.78338
-0.0472797500000000;-55.3846;-3.78238
-0.0472672500000000;-55.3846;-3.78138
-0.0472547500000000;-55.3846;-3.78038
-0.0472422500000000;-55.3846;-3.77938
-0.0472297500000000;-55.3846;-3.77838
-0.0472172500000000;-55.3846;-3.77738
-0.0472047500000000;-55.3846;-3.77638
-0.0471922500000000;-55.3846;-3.77538
-0.0471797500000000;-55.3846;-3.77438
-0.0471672500000000;-55.3846;-3.77338
-0.0471547500000000;-55.3846;-3.77238
-0.0471422500000000;-55.3846;-3.77138
-0.0471297500000000;-55.3846;-3.77038
-0.0471172500000000;-55.3846;-3.76938
-0.0471047500000000;-55.3846;-3.76838
-0.0470922500000000;-55.3846;-3.76738
-0.0470797500000000;-55.3846;-3.76638
-0.0470672500000000;-55.3846;-3.76538
-0.0470547500000000;-55.3846;-3.76438
-0.0470422500000000;-55.3846;-3.76338
-0.0470297500000000;-55.3846;-3.76238
-0.0470172500000000;-55.3846;-3.76138
-0.0470047500000000;-55.3846;-3.76038
-0.0469922500000000;-55.3846;-3.75938
-0.0469797500000000;-55.3846;-3.75838
-0.0469672500000000;-55.3846;-3.75738
-0.0469547500000000;-55.3846;-3.75638
-0.0469422500000000;-55.3846;-3.75538
-0.0469297500000000;-55.3846;-3.75438
-0.0469172500000000;-55.3846;-3.75338
-0.0469047500000000;-55.3846;-3.75238
-0.0468922500000000;-55.3846;-3.75138
-0.0468797500000000;-55.3846;-3.75038
-0.0468672500000000;-55.3846;-3.74938
-0.0468547500000000;-55.3846;-3.74838
-0.0468422500000000;-55.3846;-3.74738
-0.0468297500000000;-55.3846;-3.74638
-0.0468172500000000;-55.3846;-3.74538
-0.0468047500000000;-55.3846;-3.74438
-0.0467922500000000;-55.3846;-3.74338
-0.0467797500000000;-55.3846;-3.74238
-0.0467672500000000;-55.3846;-3.74138
-0.0467547500000000;-55.3846;-3.74038
-0.0467422500000000;-55.3846;-3.73938
-0.0467297500000000;-55.3846;-3.73838
-0.0467172500000000;-55.3846;-3.73738
-0.0467047500000000;-55.3846;-3.73638
-0.0466922500000000;-55.3846;-3.73538
-0.0466797500000000;-55.3846;-3.73438
-0.0466672500000000;-55.3846;-3.73338
-0.0466547500000000;-55.3846;-3.73238
-0.0466422500000000;-55.3846;-3.73138
-0.0466297500000000;-55.3846;-3.73038
-0.0466172500000000;-55.3846;-3.72938
-0.0466047500000000;-55.3846;-3.72838
-0.0465922500000000;-55.3846;-3.72738
-0.0465797500000000;-55.3846;-3.72638
-0.0465672500000000;-55.3846;-3.72538
-0.0465547500000000;-55.3846;-3.72438
-0.0465422500000000;-55.3846;-3.72338
-0.0465297500000000;-55.3846;-3.72238
-0.0465172500000000;-55.3846;-3.72138
-0.0465047500000000;-55.3846;-3.72038
-0.0464922500000000;-55.3846;-3.71938
-0.0464797500000000;-55.3846;-3.71838
-0.0464672500000000;-55.3846;-3.71738
-0.0464547500000000;-55.3846;-3.71638
-0.0464422500000000;-55.3846;-3.71538
-0.0464297500000000;-55.3846;-3.71438
-0.0464172500000000;-55.3846;-3.71338
-0.0464047500000000;-55.3846;-3.71238
-0.0463922500000000;-55.3846;-3.71138
-0.0463797500000000;-55.3846;-3.71038
-0.0463672500000000;-55.3846;-3.70938
-0.0463547500000000;-55.3846;-3.70838
-0.0463422500000000;-55.3846;-3.70738
-0.0463297500000000;-55.3846;-3.70638
-0.0463172500000000;-55.3846;-3.70538
-0.0463047500000000;-55.3846;-3.70438
-0.0462922500000000;-55.3846;-3.70338
-0.0462797500000000;-55.3846;-3.70238
-0.0462672500000000;-55.3846;-3.70138
-0.0462547500000000;-55.3846;-3.70038
-0.0462422500000000;-55.3846;-3.69938
-0.0462297500000000;-55.3846;-3.69838
-0.0462172500000000;-55.3846;-3.69738
-0.0462047500000000;-55.3846;-3.69638
-0.0461922500000000;-55.3846;-3.69538
-0.0461797500000000;-55.3846;-3.69438
-0.0461672500000000;-55.3846;-3.69338
-0.0461547500000000;-55.3846;-3.69238
-0.0461422500000000;-55.3846;-3.69138
-0.0461297500000000;-55.3846;-3.69038
-0.0461172500000000;-55.3846;-3.68938
-0.0461047500000000;-55.3846;-3.68838
-0.0460922500000000;-55.3846;-3.68738
-0.0460797500000000;-55.3846;-3.68638
-0.0460672500000000;-55.3846;-3.68538
-0.0460547500000000;-55.3846;-3.68438
-0.0460422500000000;-55.3846;-3.68338
-0.0460297500000000;-55.3846;-3.68238
-0.0460172500000000;-55.3846;-3.68138
-0.0460047500000000;-55.3846;-3.68038
-0.0459922500000000;-55.3846;-3.67938
-0.0459797500000000;-55.3846;-3.67838
-0.0459672500000000;-55.3846;-3.67738
-0.0459547500000000;-55.3846;-3.67638
-0.0459422500000000;-55.3846;-3.67538
-0.0459297500000000;-55.3846;-3.67438
-0.0459172500000000;-55.3846;-3.67338
-0.0459047500000000;-55.3846;-3.67238
-0.0458922500000000;-55.3846;-3.67138
-0.0458797500000000;-55.3846;-3.67038
-0.0458672500000000;-55.3846;-3.66938
-0.0458547500000000;-55.3846;-3.66838
-0.0458422500000000;-55.3846;-3.66738
-0.0458297500000000;-55.3846;-3.66638
-0.0458172500000000;-55.3846;-3.66538
-0.0458047500000000;-55.3846;-3.66438
-0.0457922500000000;-55.3846;-3.66338
-0.0457797500000000;-55.3846;-3.66238
-0.0457672500000000;-55.3846;-3.66138
-0.0457547500000000;-55.3846;-3.66038
-0.0457422500000000;-55.3846;-3.65938
-0.0457297500000000;-55.3846;-3.65838
-0.0457172500000000;-55.3846;-3.65738
-0.0457047500000000;-55.3846;-3.65638
-0.0456922500000000;-55.3846;-3.65538
-0.0456797500000000;-55.3846;-3.65438
-0.0456672500000000;-55.3846;-3.65338
-0.0456547500000000;-55.3846;-3.65238
-0.0456422500000000;-55.3835;-3.65138
-0.0456297500000000;-55.368;-3.65038
-0.0456172500000000;-55.3526;-3.64938
-0.0456047500000000;-55.3372;-3.64838
-0.0455922500000000;-55.3217;-3.64738
-0.0455797500000000;-55.3063;-3.64638
-0.0455672500000000;-55.2908;-3.64538
-0.0455547500000000;-55.2754;-3.64438
-0.0455422500000000;-55.2599;-3.64338
-0.0455297500000000;-55.2445;-3.64238
-0.0455172500000000;-55.229;-3.64138
-0.0455047500000000;-55.2136;-3.64038
-0.0454922500000000;-55.1981;-3.63938
-0.0454797500000000;-55.1827;-3.63838
-0.0454672500000000;-55.1672;-3.63738
-0.0454547500000000;-55.1518;-3.63638
-0.0454422500000000;-55.1363;-3.63538
-0.0454297500000000;-55.1209;-3.63438
-0.0454172500000000;-55.1054;-3.63338
-0.0454047500000000;-55.09;-3.63238
-0.0453922500000000;-55.0745;-3.63138
-0.0453797500000000;-55.0591;-3.63038
-0.0453672500000000;-55.0436;-3.62938
-0.0453547500000000;-55.0282;-3.62838
-0.0453422500000000;-55.0127;-3.62738
-0.0453297500000000;-54.9973;-3.62638
-0.0453172500000000;-54.9818;-3.62538
-0.0453047500000000;-54.9664;-3.62438
-0.0452922500000000;-54.9509;-3.62338
-0.0452797500000000;-54.9355;-3.62238
-0.0452672500000000;-54.92;-3.62138
-0.0452547500000000;-54.9046;-3.62038
-0.0452422500000000;-54.8891;-3.61938
-0.0452297500000000;-54.8737;-3.61838
-0.0452172500000000;-54.8718;-3.61738
-0.0452047500000000;-54.8718;-3.61638
-0.0451922500000000;-54.8718;-3.61538
-0.0451797500000000;-54.8718;-3.61438
-0.0451672500000000;-54.8718;-3.61338
-0.0451547500000000;-54.8718;-3.61238
-0.0451422500000000;-54.8718;-3.61138
-0.0451297500000000;-54.8718;-3.61038
-0.0451172500000000;-54.8718;-3.60938
-0.0451047500000000;-54.8718;-3.60838
-0.0450922500000000;-54.8718;-3.60738
-0.0450797500000000;-54.8718;-3.60638
-0.0450672500000000;-54.8718;-3.60538
-0.0450547500000000;-54.8718;-3.60438
-0.0450422500000000;-54.8718;-3.60338
-0.0450297500000000;-54.8718;-3.60238
-0.0450172500000000;-54.8718;-3.60138
-0.0450047500000000;-54.8718;-3.60038
-0.0449922500000000;-54.8718;-3.59938
-0.0449797500000000;-54.8718;-3.59838
-0.0449672500000000;-54.8718;-3.59738
-0.0449547500000000;-54.8718;-3.59638
-0.0449422500000000;-54.8718;-3.59538
-0.0449297500000000;-54.8718;-3.59438
-0.0449172500000000;-54.8718;-3.59338
-0.0449047500000000;-54.8718;-3.59238
-0.0448922500000000;-54.8718;-3.59138
-0.0448797500000000;-54.8718;-3.59038
-0.0448672500000000;-54.8718;-3.58938
-0.0448547500000000;-54.8718;-3.58838
-0.0448422500000000;-54.8718;-3.58738
-0.0448297500000000;-54.8718;-3.58638
-0.0448172500000000;-54.8718;-3.58538
-0.0448047500000000;-54.8718;-3.58438
-0.0447922500000000;-54.8718;-3.58338
-0.0447797500000000;-54.8718;-3.58238
-0.0447672500000000;-54.8718;-3.58138
-0.0447547500000000;-54.8718;-3.58038
-0.0447422500000000;-54.8718;-3.57938
-0.0447297500000000;-54.8718;-3.57838
-0.0447172500000000;-54.8718;-3.57738
-0.0447047500000000;-54.8718;-3.57638
-0.0446922500000000;-54.8718;-3.57538
-0.0446797500000000;-54.8718;-3.57438
-0.0446672500000000;-54.8718;-3.57338
-0.0446547500000000;-54.8718;-3.57238
-0.0446422500000000;-54.8718;-3.57138
-0.0446297500000000;-54.8718;-3.57038
-0.0446172500000000;-54.8718;-3.56938
-0.0446047500000000;-54.8718;-3.56838
-0.0445922500000000;-54.8718;-3.56738
-0.0445797500000000;-54.8718;-3.56638
-0.0445672500000000;-54.8718;-3.56538
-0.0445547500000000;-54.8718;-3.56438
-0.0445422500000000;-54.8718;-3.56338
-0.0445297500000000;-54.8718;-3.56238
-0.0445172500000000;-54.8718;-3.56138
-0.0445047500000000;-54.8718;-3.56038
-0.0444922500000000;-54.8718;-3.55938
-0.0444797500000000;-54.8718;-3.55838
-0.0444672500000000;-54.8718;-3.55738
-0.0444547500000000;-54.8718;-3.55638
-0.0444422500000000;-54.8718;-3.55538
-0.0444297500000000;-54.8718;-3.55438
-0.0444172500000000;-54.8718;-3.55338
-0.0444047500000000;-54.8718;-3.55238
-0.0443922500000000;-54.8718;-3.55138
-0.0443797500000000;-54.8718;-3.55038
-0.0443672500000000;-54.8718;-3.54938
-0.0443547500000000;-54.8718;-3.54838
-0.0443422500000000;-54.8718;-3.54738
-0.0443297500000000;-54.8718;-3.54638
-0.0443172500000000;-54.8718;-3.54538
-0.0443047500000000;-54.8718;-3.54438
-0.0442922500000000;-54.8718;-3.54338
-0.0442797500000000;-54.8718;-3.54238
-0.0442672500000000;-54.8718;-3.54138
-0.0442547500000000;-54.8718;-3.54038
-0.0442422500000000;-54.8718;-3.53938
-0.0442297500000000;-54.8718;-3.53838
-0.0442172500000000;-54.8718;-3.53738
-0.0442047500000000;-54.8718;-3.53638
-0.0441922500000000;-54.8718;-3.53538
-0.0441797500000000;-54.8718;-3.53438
-0.0441672500000000;-54.8718;-3.53338
-0.0441547500000000;-54.8718;-3.53238
-0.0441422500000000;-54.8718;-3.53138
-0.0441297500000000;-54.8718;-3.53038
-0.0441172500000000;-54.8718;-3.52938
-0.0441047500000000;-54.8718;-3.52838
-0.0440922500000000;-54.8718;-3.52738
-0.0440797500000000;-54.8718;-3.52638
-0.0440672500000000;-54.8718;-3.52538
-0.0440547500000000;-54.8718;-3.52438
-0.0440422500000000;-54.8718;-3.52338
-0.0440297500000000;-54.8718;-3.52238
-0.0440172500000000;-54.8718;-3.52138
-0.0440047500000000;-54.8718;-3.52038
-0.0439922500000000;-54.8718;-3.51938
-0.0439797500000000;-54.8718;-3.51838
-0.0439672500000000;-54.8718;-3.51738
