Test unit;URM2;
Reference;Ponte et al. (2023);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-0.0152188750000000;-39.7389;-1.21751
-0.0152063750000000;-39.7852;-1.21651
-0.0151938750000000;-39.8315;-1.21551
-0.0151813750000000;-39.8778;-1.21451
-0.0151688750000000;-39.9241;-1.21351
-0.0151563750000000;-39.9704;-1.21251
-0.0151438750000000;-40.0167;-1.21151
-0.0151313750000000;-40.063;-1.21051
-0.0151188750000000;-40.1093;-1.20951
-0.0151063750000000;-40.1278;-1.20851
-0.0150938750000000;-40.1278;-1.20751
-0.0150813750000000;-40.1278;-1.20651
-0.0150688750000000;-40.1278;-1.20551
-0.0150563750000000;-40.1278;-1.20451
-0.0150438750000000;-40.1278;-1.20351
-0.0150313750000000;-40.1278;-1.20251
-0.0150188750000000;-40.1278;-1.20151
-0.0150063750000000;-40.1278;-1.20051
-0.0149938750000000;-40.1278;-1.19951
-0.0149813750000000;-40.1278;-1.19851
-0.0149688750000000;-40.1278;-1.19751
-0.0149563750000000;-40.1278;-1.19651
-0.0149438750000000;-40.1278;-1.19551
-0.0149313750000000;-40.1278;-1.19451
-0.0149188750000000;-40.1278;-1.19351
-0.0149063750000000;-40.1278;-1.19251
-0.0148938750000000;-40.1278;-1.19151
-0.0148813750000000;-40.1278;-1.19051
-0.0148688750000000;-40.1278;-1.18951
-0.0148563750000000;-40.1278;-1.18851
-0.0148438750000000;-40.1278;-1.18751
-0.0148313750000000;-40.1278;-1.18651
-0.0148188750000000;-40.1278;-1.18551
-0.0148063750000000;-40.1278;-1.18451
-0.0147938750000000;-40.1278;-1.18351
-0.0147813750000000;-40.1278;-1.18251
-0.0147688750000000;-40.1278;-1.18151
-0.0147563750000000;-40.1278;-1.18051
-0.0147438750000000;-40.1278;-1.17951
-0.0147313750000000;-40.1278;-1.17851
-0.0147188750000000;-40.1278;-1.17751
-0.0147063750000000;-40.1278;-1.17651
-0.0146938750000000;-40.1278;-1.17551
-0.0146813750000000;-40.1278;-1.17451
-0.0146688750000000;-40.1278;-1.17351
-0.0146563750000000;-40.1278;-1.17251
-0.0146438750000000;-40.1278;-1.17151
-0.0146313750000000;-40.1278;-1.17051
-0.0146188750000000;-40.1278;-1.16951
-0.0146063750000000;-40.1278;-1.16851
-0.0145938750000000;-40.1278;-1.16751
-0.0145813750000000;-40.1278;-1.16651
-0.0145688750000000;-40.1278;-1.16551
-0.0145563750000000;-40.1278;-1.16451
-0.0145438750000000;-40.1278;-1.16351
-0.0145313750000000;-40.1278;-1.16251
-0.0145188750000000;-40.1278;-1.16151
-0.0145063750000000;-40.1278;-1.16051
-0.0144938750000000;-40.1278;-1.15951
-0.0144813750000000;-40.1278;-1.15851
-0.0144688750000000;-40.1278;-1.15751
-0.0144563750000000;-40.1278;-1.15651
-0.0144438750000000;-40.1278;-1.15551
-0.0144313750000000;-40.1278;-1.15451
-0.0144188750000000;-40.1278;-1.15351
-0.0144063750000000;-40.1278;-1.15251
-0.0143938750000000;-40.1278;-1.15151
-0.0143813750000000;-40.1278;-1.15051
-0.0143688750000000;-40.1278;-1.14951
-0.0143563750000000;-40.1278;-1.14851
-0.0143438750000000;-40.1278;-1.14751
-0.0143313750000000;-40.1278;-1.14651
-0.0143188750000000;-40.1278;-1.14551
-0.0143063750000000;-40.1278;-1.14451
-0.0142938750000000;-40.1278;-1.14351
-0.0142813750000000;-40.1278;-1.14251
-0.0142688750000000;-40.1278;-1.14151
-0.0142563750000000;-40.1278;-1.14051
-0.0142438750000000;-40.1278;-1.13951
-0.0142313750000000;-40.1278;-1.13851
-0.0142188750000000;-40.1278;-1.13751
-0.0142063750000000;-40.1278;-1.13651
-0.0141938750000000;-40.1278;-1.13551
-0.0141813750000000;-40.1278;-1.13451
-0.0141688750000000;-40.1278;-1.13351
-0.0141563750000000;-40.1278;-1.13251
-0.0141438750000000;-40.1278;-1.13151
-0.0141313750000000;-40.1278;-1.13051
-0.0141188750000000;-40.1278;-1.12951
-0.0141063750000000;-40.1278;-1.12851
-0.0140938750000000;-40.1278;-1.12751
-0.0140813750000000;-40.1278;-1.12651
-0.0140688750000000;-40.1278;-1.12551
-0.0140563750000000;-40.1278;-1.12451
-0.0140438750000000;-40.1278;-1.12351
-0.0140313750000000;-40.1278;-1.12251
-0.0140188750000000;-40.1278;-1.12151
-0.0140063750000000;-40.1278;-1.12051
-0.0139938750000000;-40.1278;-1.11951
-0.0139813750000000;-40.1278;-1.11851
-0.0139688750000000;-40.1278;-1.11751
-0.0139563750000000;-40.1278;-1.11651
-0.0139438750000000;-40.1278;-1.11551
-0.0139313750000000;-40.1278;-1.11451
-0.0139188750000000;-40.1278;-1.11351
-0.0139063750000000;-40.1278;-1.11251
-0.0138938750000000;-40.1278;-1.11151
-0.0138813750000000;-40.1278;-1.11051
-0.0138688750000000;-40.1278;-1.10951
-0.0138563750000000;-40.1278;-1.10851
-0.0138438750000000;-40.1278;-1.10751
-0.0138313750000000;-40.1278;-1.10651
-0.0138188750000000;-40.1278;-1.10551
-0.0138063750000000;-40.1278;-1.10451
-0.0137938750000000;-40.1278;-1.10351
-0.0137813750000000;-40.1278;-1.10251
-0.0137688750000000;-40.1278;-1.10151
-0.0137563750000000;-40.1278;-1.10051
-0.0137438750000000;-40.1278;-1.09951
-0.0137313750000000;-40.1278;-1.09851
-0.0137188750000000;-40.1278;-1.09751
-0.0137063750000000;-40.1278;-1.09651
-0.0136938750000000;-40.1278;-1.09551
-0.0136813750000000;-40.1278;-1.09451
-0.0136688750000000;-40.1278;-1.09351
-0.0136563750000000;-40.1278;-1.09251
-0.0136438750000000;-40.1278;-1.09151
-0.0136313750000000;-40.1278;-1.09051
-0.0136188750000000;-40.1278;-1.08951
-0.0136063750000000;-40.1278;-1.08851
-0.0135938750000000;-40.1278;-1.08751
-0.0135813750000000;-40.1278;-1.08651
-0.0135688750000000;-40.1278;-1.08551
-0.0135563750000000;-40.1278;-1.08451
-0.0135438750000000;-40.1278;-1.08351
-0.0135313750000000;-40.1278;-1.08251
-0.0135188750000000;-40.1278;-1.08151
-0.0135063750000000;-40.1278;-1.08051
-0.0134938750000000;-40.1278;-1.07951
-0.0134813750000000;-40.1278;-1.07851
-0.0134688750000000;-40.1278;-1.07751
-0.0134563750000000;-40.1278;-1.07651
-0.0134438750000000;-40.1278;-1.07551
-0.0134313750000000;-40.1278;-1.07451
-0.0134188750000000;-40.1278;-1.07351
-0.0134063750000000;-40.1278;-1.07251
-0.0133938750000000;-40.1278;-1.07151
-0.0133813750000000;-40.1278;-1.07051
-0.0133688750000000;-40.1278;-1.06951
-0.0133563750000000;-40.1278;-1.06851
-0.0133438750000000;-40.1278;-1.06751
-0.0133313750000000;-40.1278;-1.06651
-0.0133188750000000;-40.1278;-1.06551
-0.0133063750000000;-40.1278;-1.06451
-0.0132938750000000;-40.1278;-1.06351
-0.0132813750000000;-40.1278;-1.06251
-0.0132688750000000;-40.1278;-1.06151
-0.0132563750000000;-40.1278;-1.06051
-0.0132438750000000;-40.1278;-1.05951
-0.0132313750000000;-40.1278;-1.05851
-0.0132188750000000;-40.1278;-1.05751
-0.0132063750000000;-40.1278;-1.05651
-0.0131938750000000;-40.1278;-1.05551
-0.0131813750000000;-40.1278;-1.05451
-0.0131688750000000;-40.1278;-1.05351
-0.0131563750000000;-40.1278;-1.05251
-0.0131438750000000;-40.1278;-1.05151
-0.0131313750000000;-40.1278;-1.05051
-0.0131188750000000;-40.1278;-1.04951
-0.0131063750000000;-40.1278;-1.04851
-0.0130938750000000;-40.1278;-1.04751
-0.0130813750000000;-40.1278;-1.04651
-0.0130688750000000;-40.1278;-1.04551
-0.0130563750000000;-40.1278;-1.04451
-0.0130438750000000;-40.1278;-1.04351
-0.0130313750000000;-40.1278;-1.04251
-0.0130188750000000;-40.1278;-1.04151
-0.0130063750000000;-40.1278;-1.04051
-0.0129938750000000;-40.1278;-1.03951
-0.0129813750000000;-40.1278;-1.03851
-0.0129688750000000;-40.1278;-1.03751
-0.0129563750000000;-40.1278;-1.03651
-0.0129438750000000;-40.1278;-1.03551
-0.0129313750000000;-40.1278;-1.03451
-0.0129188750000000;-40.1278;-1.03351
-0.0129063750000000;-40.1278;-1.03251
-0.0128938750000000;-40.1278;-1.03151
-0.0128813750000000;-40.1278;-1.03051
-0.0128688750000000;-40.1278;-1.02951
-0.0128563750000000;-40.1278;-1.02851
-0.0128438750000000;-40.1278;-1.02751
-0.0128313750000000;-40.1278;-1.02651
-0.0128188750000000;-40.1278;-1.02551
-0.0128063750000000;-40.1278;-1.02451
-0.0127938750000000;-40.1278;-1.02351
-0.0127813750000000;-40.1278;-1.02251
-0.0127688750000000;-40.1278;-1.02151
-0.0127563750000000;-40.1278;-1.02051
-0.0127438750000000;-40.1278;-1.01951
-0.0127313750000000;-40.1278;-1.01851
-0.0127188750000000;-40.1278;-1.01751
-0.0127063750000000;-40.1278;-1.01651
-0.0126938750000000;-40.1278;-1.01551
-0.0126813750000000;-40.1278;-1.01451
-0.0126688750000000;-40.1278;-1.01351
-0.0126563750000000;-40.1278;-1.01251
-0.0126438750000000;-40.1278;-1.01151
-0.0126313750000000;-40.1278;-1.01051
-0.0126188750000000;-40.1278;-1.00951
-0.0126063750000000;-40.1278;-1.00851
-0.0125938750000000;-40.1278;-1.00751
-0.0125813750000000;-40.1278;-1.00651
-0.0125688750000000;-40.1278;-1.00551
-0.0125563750000000;-40.1278;-1.00451
-0.0125438750000000;-40.1278;-1.00351
-0.0125313750000000;-40.1278;-1.00251
-0.0125188750000000;-40.1278;-1.00151
-0.0125063750000000;-40.1278;-1.00051
-0.0124938750000000;-40.1278;-0.99951
-0.0124813750000000;-40.1278;-0.99851
-0.0124688750000000;-40.1278;-0.99751
-0.0124563750000000;-40.1278;-0.99651
-0.0124438750000000;-40.1278;-0.99551
-0.0124313750000000;-40.1278;-0.99451
-0.0124188750000000;-40.1278;-0.99351
-0.0124063750000000;-40.1278;-0.99251
-0.0123938750000000;-40.1278;-0.99151
-0.0123813750000000;-40.1278;-0.99051
-0.0123688750000000;-40.1278;-0.98951
-0.0123563750000000;-40.1278;-0.98851
-0.0123438750000000;-40.1278;-0.98751
-0.0123313750000000;-40.1278;-0.98651
-0.0123188750000000;-40.1278;-0.98551
-0.0123063750000000;-40.1278;-0.98451
-0.0122938750000000;-40.1278;-0.98351
-0.0122813750000000;-40.1278;-0.98251
-0.0122688750000000;-40.1278;-0.98151
-0.0122563750000000;-40.1278;-0.98051
-0.0122438750000000;-40.1278;-0.97951
-0.0122313750000000;-40.1278;-0.97851
-0.0122188750000000;-40.1278;-0.97751
-0.0122063750000000;-40.1278;-0.97651
-0.0121938750000000;-40.1278;-0.97551
-0.0121813750000000;-40.1278;-0.97451
-0.0121688750000000;-40.1278;-0.97351
-0.0121563750000000;-40.1278;-0.97251
-0.0121438750000000;-40.1278;-0.97151
-0.0121313750000000;-40.1278;-0.97051
-0.0121188750000000;-40.1278;-0.96951
-0.0121063750000000;-40.1278;-0.96851
-0.0120938750000000;-40.1278;-0.96751
-0.0120813750000000;-40.1278;-0.96651
-0.0120688750000000;-40.1278;-0.96551
-0.0120563750000000;-40.1278;-0.96451
-0.0120438750000000;-40.1278;-0.96351
-0.0120313750000000;-40.1278;-0.96251
-0.0120188750000000;-40.1278;-0.96151
-0.0120063750000000;-40.1278;-0.96051
-0.0119938750000000;-40.1278;-0.95951
-0.0119813750000000;-40.1278;-0.95851
-0.0119688750000000;-40.1278;-0.95751
-0.0119563750000000;-40.1278;-0.95651
-0.0119438750000000;-40.1278;-0.95551
-0.0119313750000000;-40.1278;-0.95451
-0.0119188750000000;-40.1278;-0.95351
-0.0119063750000000;-40.1278;-0.95251
-0.0118938750000000;-40.1278;-0.95151
-0.0118813750000000;-40.1278;-0.95051
-0.0118688750000000;-40.1278;-0.94951
-0.0118563750000000;-40.1278;-0.94851
-0.0118438750000000;-40.1278;-0.94751
-0.0118313750000000;-40.1278;-0.94651
-0.0118188750000000;-40.1278;-0.94551
-0.0118063750000000;-40.1278;-0.94451
-0.0117938750000000;-40.1278;-0.94351
-0.0117813750000000;-40.1278;-0.94251
-0.0117688750000000;-40.1278;-0.94151
-0.0117563750000000;-40.1278;-0.94051
-0.0117438750000000;-40.1278;-0.93951
-0.0117313750000000;-40.1278;-0.93851
-0.0117188750000000;-40.1278;-0.93751
-0.0117063750000000;-40.1278;-0.93651
-0.0116938750000000;-40.1278;-0.93551
-0.0116813750000000;-40.1278;-0.93451
-0.0116688750000000;-40.1278;-0.93351
-0.0116563750000000;-40.1278;-0.93251
-0.0116438750000000;-40.1278;-0.93151
-0.0116313750000000;-40.1278;-0.93051
-0.0116188750000000;-40.1278;-0.92951
-0.0116063750000000;-40.1278;-0.92851
-0.0115938750000000;-40.1278;-0.92751
-0.0115813750000000;-40.1278;-0.92651
-0.0115688750000000;-40.1278;-0.92551
-0.0115563750000000;-40.1278;-0.92451
-0.0115438750000000;-40.1278;-0.92351
-0.0115313750000000;-40.1278;-0.92251
-0.0115188750000000;-40.1278;-0.92151
-0.0115063750000000;-40.1278;-0.92051
-0.0114938750000000;-40.1278;-0.91951
-0.0114813750000000;-40.1278;-0.91851
-0.0114688750000000;-40.1278;-0.91751
-0.0114563750000000;-40.1278;-0.91651
-0.0114438750000000;-40.1278;-0.91551
-0.0114313750000000;-40.1278;-0.91451
-0.0114188750000000;-40.1278;-0.91351
-0.0114063750000000;-40.1278;-0.91251
-0.0113938750000000;-40.1278;-0.91151
-0.0113813750000000;-40.1278;-0.91051
-0.0113688750000000;-40.1278;-0.90951
-0.0113563750000000;-40.1278;-0.90851
-0.0113438750000000;-40.1278;-0.90751
-0.0113313750000000;-40.1278;-0.90651
-0.0113188750000000;-40.1278;-0.90551
-0.0113063750000000;-40.1278;-0.90451
-0.0112938750000000;-40.1278;-0.90351
-0.0112813750000000;-40.1278;-0.90251
-0.0112688750000000;-40.1278;-0.90151
-0.0112563750000000;-40.1278;-0.90051
-0.0112438750000000;-40.1278;-0.89951
-0.0112313750000000;-40.1278;-0.89851
-0.0112188750000000;-40.1278;-0.89751
-0.0112063750000000;-40.1278;-0.89651
-0.0111938750000000;-40.1278;-0.89551
-0.0111813750000000;-40.1278;-0.89451
-0.0111688750000000;-40.1278;-0.89351
-0.0111563750000000;-40.1278;-0.89251
-0.0111438750000000;-40.1278;-0.89151
-0.0111313750000000;-40.1278;-0.89051
-0.0111188750000000;-40.1278;-0.88951
-0.0111063750000000;-40.1278;-0.88851
-0.0110938750000000;-40.1278;-0.88751
-0.0110813750000000;-40.1278;-0.88651
-0.0110688750000000;-40.1278;-0.88551
-0.0110563750000000;-40.1278;-0.88451
-0.0110438750000000;-40.1278;-0.88351
-0.0110313750000000;-40.1278;-0.88251
-0.0110188750000000;-40.1278;-0.88151
-0.0110063750000000;-40.1278;-0.88051
-0.0109938750000000;-40.1278;-0.87951
-0.0109813750000000;-40.1278;-0.87851
-0.0109688750000000;-40.133;-0.87751
-0.0109563750000000;-40.1484;-0.87651
-0.0109438750000000;-40.1639;-0.87551
-0.0109313750000000;-40.1793;-0.87451
-0.0109188750000000;-40.1947;-0.87351
-0.0109063750000000;-40.2101;-0.87251
-0.0108938750000000;-40.2256;-0.87151
-0.0108813750000000;-40.241;-0.87051
-0.0108688750000000;-40.2564;-0.86951
-0.0108563750000000;-40.2719;-0.86851
-0.0108438750000000;-40.2873;-0.86751
-0.0108313750000000;-40.3027;-0.86651
-0.0108188750000000;-40.3182;-0.86551
-0.0108063750000000;-40.3336;-0.86451
-0.0107938750000000;-40.349;-0.86351
-0.0107813750000000;-40.3645;-0.86251
-0.0107688750000000;-40.3799;-0.86151
-0.0107563750000000;-40.3953;-0.86051
-0.0107438750000000;-40.4108;-0.85951
-0.0107313750000000;-40.4262;-0.85851
-0.0107188750000000;-40.4416;-0.85751
-0.0107063750000000;-40.4571;-0.85651
-0.0106938750000000;-40.4725;-0.85551
-0.0106813750000000;-40.4879;-0.85451
-0.0106688750000000;-40.5033;-0.85351
-0.0106563750000000;-40.5188;-0.85251
-0.0106438750000000;-40.5342;-0.85151
-0.0106313750000000;-40.5496;-0.85051
-0.0106188750000000;-40.5651;-0.84951
-0.0106063750000000;-40.5805;-0.84851
-0.0105938750000000;-40.5959;-0.84751
-0.0105813750000000;-40.6114;-0.84651
-0.0105688750000000;-40.6268;-0.84551
-0.0105563750000000;-40.6422;-0.84451
-0.0105438750000000;-40.6577;-0.84351
-0.0105313750000000;-40.6731;-0.84251
-0.0105188750000000;-40.6885;-0.84151
-0.0105063750000000;-40.704;-0.84051
-0.0104938750000000;-40.7194;-0.83951
-0.0104813750000000;-40.7348;-0.83851
-0.0104688750000000;-40.7502;-0.83751
-0.0104563750000000;-40.7657;-0.83651
-0.0104438750000000;-40.7811;-0.83551
-0.0104313750000000;-40.7965;-0.83451
-0.0104188750000000;-40.812;-0.83351
-0.0104063750000000;-40.8274;-0.83251
-0.0103938750000000;-40.8428;-0.83151
-0.0103813750000000;-40.8583;-0.83051
-0.0103688750000000;-40.8737;-0.82951
-0.0103563750000000;-40.8891;-0.82851
-0.0103438750000000;-40.9046;-0.82751
-0.0103313750000000;-40.92;-0.82651
-0.0103188750000000;-40.9354;-0.82551
-0.0103063750000000;-40.9509;-0.82451
-0.0102938750000000;-40.9663;-0.82351
-0.0102813750000000;-40.9817;-0.82251
-0.0102688750000000;-40.9971;-0.82151
-0.0102563750000000;-41.0126;-0.82051
-0.0102438750000000;-41.028;-0.81951
-0.0102313750000000;-41.0434;-0.81851
-0.0102188750000000;-41.0589;-0.81751
-0.0102063750000000;-41.0743;-0.81651
-0.0101938750000000;-41.0897;-0.81551
-0.0101813750000000;-41.1052;-0.81451
-0.0101688750000000;-41.1206;-0.81351
-0.0101563750000000;-41.136;-0.81251
-0.0101438750000000;-41.1515;-0.81151
-0.0101313750000000;-41.1669;-0.81051
-0.0101188750000000;-41.1823;-0.80951
-0.0101063750000000;-41.1978;-0.80851
-0.0100938750000000;-41.2132;-0.80751
-0.0100813750000000;-41.2286;-0.80651
-0.0100688750000000;-41.244;-0.80551
-0.0100563750000000;-41.2595;-0.80451
-0.0100438750000000;-41.2749;-0.80351
-0.0100313750000000;-41.2903;-0.80251
-0.0100188750000000;-41.3058;-0.80151
-0.0100063750000000;-41.3212;-0.80051
-0.00999387500000000;-41.3366;-0.79951
-0.00998137500000000;-41.3521;-0.79851
-0.00996887500000000;-41.3675;-0.79751
-0.00995637500000000;-41.3829;-0.79651
-0.00994387500000000;-41.3984;-0.79551
-0.00993137500000000;-41.4138;-0.79451
-0.00991887500000000;-41.4292;-0.79351
-0.00990637500000000;-41.4447;-0.79251
-0.00989387500000000;-41.4601;-0.79151
-0.00988137500000000;-41.4755;-0.79051
-0.00986887500000000;-41.4909;-0.78951
-0.00985637500000000;-41.5064;-0.78851
-0.00984387500000000;-41.5218;-0.78751
-0.00983137500000000;-41.5372;-0.78651
-0.00981887500000000;-41.5527;-0.78551
-0.00980637500000000;-41.5681;-0.78451
-0.00979387500000000;-41.5835;-0.78351
-0.00978137500000000;-41.599;-0.78251
-0.00976887500000000;-41.6144;-0.78151
-0.00975637500000000;-41.6298;-0.78051
-0.00974387500000000;-41.6453;-0.77951
-0.00973137500000000;-41.6607;-0.77851
-0.00971887500000000;-41.6466;-0.77751
-0.00970637500000000;-41.6311;-0.77651
-0.00969387500000000;-41.6157;-0.77551
-0.00968137500000000;-41.6003;-0.77451
-0.00966887500000000;-41.5848;-0.77351
-0.00965637500000000;-41.5694;-0.77251
-0.00964387500000000;-41.554;-0.77151
-0.00963137500000000;-41.5385;-0.77051
-0.00961887500000000;-41.5231;-0.76951
-0.00960637500000000;-41.5077;-0.76851
-0.00959387500000000;-41.4922;-0.76751
-0.00958137500000000;-41.4768;-0.76651
-0.00956887500000000;-41.4614;-0.76551
-0.00955637500000000;-41.446;-0.76451
-0.00954387500000000;-41.4305;-0.76351
-0.00953137500000000;-41.4151;-0.76251
-0.00951887500000000;-41.3997;-0.76151
-0.00950637500000000;-41.3842;-0.76051
-0.00949387500000000;-41.3688;-0.75951
-0.00948137500000000;-41.3534;-0.75851
-0.00946887500000000;-41.3379;-0.75751
-0.00945637500000000;-41.3225;-0.75651
-0.00944387500000000;-41.3071;-0.75551
-0.00943137500000000;-41.2916;-0.75451
-0.00941887500000000;-41.2762;-0.75351
-0.00940637500000000;-41.2608;-0.75251
-0.00939387500000000;-41.2453;-0.75151
-0.00938137500000000;-41.2299;-0.75051
-0.00936887500000000;-41.2145;-0.74951
-0.00935637500000000;-41.1991;-0.74851
-0.00934387500000000;-41.1836;-0.74751
-0.00933137500000000;-41.1682;-0.74651
-0.00931887500000000;-41.1528;-0.74551
-0.00930637500000000;-41.1502;-0.74451
-0.00929387500000000;-41.1502;-0.74351
-0.00928137500000000;-41.1502;-0.74251
-0.00926887500000000;-41.1502;-0.74151
-0.00925637500000000;-41.1502;-0.74051
-0.00924387500000000;-41.1502;-0.73951
-0.00923137500000000;-41.1502;-0.73851
-0.00921887500000000;-41.1502;-0.73751
-0.00920637500000000;-41.1502;-0.73651
-0.00919387500000000;-41.1502;-0.73551
-0.00918137500000000;-41.1502;-0.73451
-0.00916887500000000;-41.1502;-0.73351
-0.00915637500000000;-41.1502;-0.73251
-0.00914387500000000;-41.1502;-0.73151
-0.00913137500000000;-41.1502;-0.73051
-0.00911887500000000;-41.1502;-0.72951
-0.00910637500000000;-41.1502;-0.72851
-0.00909387500000000;-41.1502;-0.72751
-0.00908137500000000;-41.1502;-0.72651
-0.00906887500000000;-41.1502;-0.72551
-0.00905637500000000;-41.1502;-0.72451
-0.00904387500000000;-41.1502;-0.72351
-0.00903137500000000;-41.1502;-0.72251
-0.00901887500000000;-41.1502;-0.72151
-0.00900637500000000;-41.1502;-0.72051
-0.00899387500000000;-41.1502;-0.71951
-0.00898137500000000;-41.1502;-0.71851
-0.00896887500000000;-41.1502;-0.71751
-0.00895637500000000;-41.1502;-0.71651
-0.00894387500000000;-41.1502;-0.71551
-0.00893137500000000;-41.1502;-0.71451
-0.00891887500000000;-41.1502;-0.71351
-0.00890637500000000;-41.1502;-0.71251
-0.00889387500000000;-41.1502;-0.71151
-0.00888137500000000;-41.1502;-0.71051
-0.00886887500000000;-41.1502;-0.70951
-0.00885637500000000;-41.1502;-0.70851
-0.00884387500000000;-41.1502;-0.70751
-0.00883137500000000;-41.1502;-0.70651
-0.00881887500000000;-41.1502;-0.70551
-0.00880637500000000;-41.1502;-0.70451
-0.00879387500000000;-41.1502;-0.70351
-0.00878137500000000;-41.1502;-0.70251
-0.00876887500000000;-41.1502;-0.70151
-0.00875637500000000;-41.1502;-0.70051
-0.00874387500000000;-41.1502;-0.69951
-0.00873137500000000;-41.1502;-0.69851
-0.00871887500000000;-41.1502;-0.69751
-0.00870637500000000;-41.1502;-0.69651
-0.00869387500000000;-41.1502;-0.69551
-0.00868137500000000;-41.1502;-0.69451
-0.00866887500000000;-41.1502;-0.69351
-0.00865637500000000;-41.1502;-0.69251
-0.00864387500000000;-41.1502;-0.69151
-0.00863137500000000;-41.1502;-0.69051
-0.00861887500000000;-41.1502;-0.68951
-0.00860637500000000;-41.1502;-0.68851
-0.00859387500000000;-41.1502;-0.68751
-0.00858137500000000;-41.1502;-0.68651
-0.00856887500000000;-41.1502;-0.68551
-0.00855637500000000;-41.1502;-0.68451
-0.00854387500000000;-41.1502;-0.68351
-0.00853137500000000;-41.1502;-0.68251
-0.00851887500000000;-41.1502;-0.68151
-0.00850637500000000;-41.1502;-0.68051
-0.00849387500000000;-41.1502;-0.67951
-0.00848137500000000;-41.1502;-0.67851
-0.00846887500000000;-41.1502;-0.67751
-0.00845637500000000;-41.1502;-0.67651
-0.00844387500000000;-41.1502;-0.67551
-0.00843137500000000;-41.1502;-0.67451
-0.00841887500000000;-41.1502;-0.67351
-0.00840637500000000;-41.1502;-0.67251
-0.00839387500000000;-41.1502;-0.67151
-0.00838137500000000;-41.1502;-0.67051
-0.00836887500000000;-41.1502;-0.66951
-0.00835637500000000;-41.1502;-0.66851
-0.00834387500000000;-41.1502;-0.66751
-0.00833137500000000;-41.1502;-0.66651
-0.00831887500000000;-41.1502;-0.66551
-0.00830637500000000;-41.1502;-0.66451
-0.00829387500000000;-41.1502;-0.66351
-0.00828137500000000;-41.1502;-0.66251
-0.00826887500000000;-41.1502;-0.66151
-0.00825637500000000;-41.1502;-0.66051
-0.00824387500000000;-41.1502;-0.65951
-0.00823137500000000;-41.1502;-0.65851
-0.00821887500000000;-41.1502;-0.65751
-0.00820637500000000;-41.1502;-0.65651
-0.00819387500000000;-41.1502;-0.65551
-0.00818137500000000;-41.1502;-0.65451
-0.00816887500000000;-41.1502;-0.65351
-0.00815637500000000;-41.1502;-0.65251
-0.00814387500000000;-41.1502;-0.65151
-0.00813137500000000;-41.1502;-0.65051
-0.00811887500000000;-41.1502;-0.64951
-0.00810637500000000;-41.1502;-0.64851
-0.00809387500000000;-41.1502;-0.64751
-0.00808137500000000;-41.1502;-0.64651
-0.00806887500000000;-41.1502;-0.64551
-0.00805637500000000;-41.1502;-0.64451
-0.00804387500000000;-41.1502;-0.64351
-0.00803137500000000;-41.1502;-0.64251
-0.00801887500000000;-41.1502;-0.64151
-0.00800637500000000;-41.1502;-0.64051
-0.00799387500000000;-41.1502;-0.63951
-0.00798137500000000;-41.1502;-0.63851
-0.00796887500000000;-41.1502;-0.63751
-0.00795637500000000;-41.1502;-0.63651
-0.00794387500000000;-41.1502;-0.63551
-0.00793137500000000;-41.1502;-0.63451
-0.00791887500000000;-41.1502;-0.63351
-0.00790637500000000;-41.1502;-0.63251
-0.00789387500000000;-41.1502;-0.63151
-0.00788137500000000;-41.1502;-0.63051
-0.00786887500000000;-41.1502;-0.62951
-0.00785637500000000;-41.1502;-0.62851
-0.00784387500000000;-41.1502;-0.62751
-0.00783137500000000;-41.1502;-0.62651
-0.00781887500000000;-41.1502;-0.62551
-0.00780637500000000;-41.1502;-0.62451
-0.00779387500000000;-41.1502;-0.62351
-0.00778137500000000;-41.1502;-0.62251
-0.00776887500000000;-41.1502;-0.62151
-0.00775637500000000;-41.1502;-0.62051
-0.00774387500000000;-41.1502;-0.61951
-0.00773137500000000;-41.1502;-0.61851
-0.00771887500000000;-41.1502;-0.61751
-0.00770637500000000;-41.1502;-0.61651
-0.00769387500000000;-41.1502;-0.61551
-0.00768137500000000;-41.1502;-0.61451
-0.00766887500000000;-41.1502;-0.61351
-0.00765637500000000;-41.1552;-0.61251
-0.00764387500000000;-41.1706;-0.61151
-0.00763137500000000;-41.1861;-0.61051
-0.00761887500000000;-41.2015;-0.60951
-0.00760637500000000;-41.2169;-0.60851
-0.00759387500000000;-41.2324;-0.60751
-0.00758137500000000;-41.2478;-0.60651
-0.00756887500000000;-41.2632;-0.60551
-0.00755637500000000;-41.2786;-0.60451
-0.00754387500000000;-41.2941;-0.60351
-0.00753137500000000;-41.3095;-0.60251
-0.00751887500000000;-41.3249;-0.60151
-0.00750637500000000;-41.3404;-0.60051
-0.00749387500000000;-41.3558;-0.59951
-0.00748137500000000;-41.3712;-0.59851
-0.00746887500000000;-41.3867;-0.59751
-0.00745637500000000;-41.4021;-0.59651
-0.00744387500000000;-41.4175;-0.59551
-0.00743137500000000;-41.433;-0.59451
-0.00741887500000000;-41.4484;-0.59351
-0.00740637500000000;-41.4638;-0.59251
-0.00739387500000000;-41.4793;-0.59151
-0.00738137500000000;-41.4947;-0.59051
-0.00736887500000000;-41.5101;-0.58951
-0.00735637500000000;-41.5255;-0.58851
-0.00734387500000000;-41.541;-0.58751
-0.00733137500000000;-41.5564;-0.58651
-0.00731887500000000;-41.5718;-0.58551
-0.00730637500000000;-41.5873;-0.58451
