Test unit;IC2;
Reference;Ponte et al. (2023);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
-0.0537867500000000;-44.7284000000000;-4.30294000000000
-0.0537742500000000;-44.7284000000000;-4.30194000000000
-0.0537617500000000;-44.7284000000000;-4.30094000000000
-0.0537492500000000;-44.7284000000000;-4.29994000000000
-0.0537367500000000;-44.7284000000000;-4.29894000000000
-0.0537242500000000;-44.7284000000000;-4.29794000000000
-0.0537117500000000;-44.7284000000000;-4.29694000000000
-0.0536992500000000;-44.7284000000000;-4.29594000000000
-0.0536867500000000;-44.7284000000000;-4.29494000000000
-0.0536742500000000;-44.7284000000000;-4.29394000000000
-0.0536617500000000;-44.7284000000000;-4.29294000000000
-0.0536492500000000;-44.7284000000000;-4.29194000000000
-0.0536367500000000;-44.7284000000000;-4.29094000000000
-0.0536242500000000;-44.7284000000000;-4.28994000000000
-0.0536117500000000;-44.7284000000000;-4.28894000000000
-0.0535992500000000;-44.7284000000000;-4.28794000000000
-0.0535867500000000;-44.7284000000000;-4.28694000000000
-0.0535742500000000;-44.7284000000000;-4.28594000000000
-0.0535617500000000;-44.7284000000000;-4.28494000000000
-0.0535492500000000;-44.7284000000000;-4.28394000000000
-0.0535367500000000;-44.7284000000000;-4.28294000000000
-0.0535242500000000;-44.7284000000000;-4.28194000000000
-0.0535117500000000;-44.7284000000000;-4.28094000000000
-0.0534992500000000;-44.7284000000000;-4.27994000000000
-0.0534867500000000;-44.7284000000000;-4.27894000000000
-0.0534742500000000;-44.7284000000000;-4.27794000000000
-0.0534617500000000;-44.7284000000000;-4.27694000000000
-0.0534492500000000;-44.7284000000000;-4.27594000000000
-0.0534367500000000;-44.7284000000000;-4.27494000000000
-0.0534242500000000;-44.7284000000000;-4.27394000000000
-0.0534117500000000;-44.7284000000000;-4.27294000000000
-0.0533992500000000;-44.7284000000000;-4.27194000000000
-0.0533867500000000;-44.7284000000000;-4.27094000000000
-0.0533742500000000;-44.7284000000000;-4.26994000000000
-0.0533617500000000;-44.7284000000000;-4.26894000000000
-0.0533492500000000;-44.7284000000000;-4.26794000000000
-0.0533367500000000;-44.7284000000000;-4.26694000000000
-0.0533242500000000;-44.7284000000000;-4.26594000000000
-0.0533117500000000;-44.7284000000000;-4.26494000000000
-0.0532992500000000;-44.7284000000000;-4.26394000000000
-0.0532867500000000;-44.7284000000000;-4.26294000000000
-0.0532742500000000;-44.7284000000000;-4.26194000000000
-0.0532617500000000;-44.7284000000000;-4.26094000000000
-0.0532492500000000;-44.7284000000000;-4.25994000000000
-0.0532367500000000;-44.7284000000000;-4.25894000000000
-0.0532242500000000;-44.7284000000000;-4.25794000000000
-0.0532117500000000;-44.7284000000000;-4.25694000000000
-0.0531992500000000;-44.7284000000000;-4.25594000000000
-0.0531867500000000;-44.7284000000000;-4.25494000000000
-0.0531742500000000;-44.7284000000000;-4.25394000000000
-0.0531617500000000;-44.7284000000000;-4.25294000000000
-0.0531492500000000;-44.7284000000000;-4.25194000000000
-0.0531367500000000;-44.7284000000000;-4.25094000000000
-0.0531242500000000;-44.7284000000000;-4.24994000000000
-0.0531117500000000;-44.7284000000000;-4.24894000000000
-0.0530992500000000;-44.7284000000000;-4.24794000000000
-0.0530867500000000;-44.7284000000000;-4.24694000000000
-0.0530742500000000;-44.7284000000000;-4.24594000000000
-0.0530617500000000;-44.7284000000000;-4.24494000000000
-0.0530492500000000;-44.7284000000000;-4.24394000000000
-0.0530367500000000;-44.7284000000000;-4.24294000000000
-0.0530242500000000;-44.7284000000000;-4.24194000000000
-0.0530117500000000;-44.7284000000000;-4.24094000000000
-0.0529992500000000;-44.7284000000000;-4.23994000000000
-0.0529867500000000;-44.7284000000000;-4.23894000000000
-0.0529742500000000;-44.7284000000000;-4.23794000000000
-0.0529617500000000;-44.7284000000000;-4.23694000000000
-0.0529492500000000;-44.7284000000000;-4.23594000000000
-0.0529367500000000;-44.7284000000000;-4.23494000000000
-0.0529242500000000;-44.7284000000000;-4.23394000000000
-0.0529117500000000;-44.7284000000000;-4.23294000000000
-0.0528992500000000;-44.7284000000000;-4.23194000000000
-0.0528867500000000;-44.7284000000000;-4.23094000000000
-0.0528742500000000;-44.7284000000000;-4.22994000000000
-0.0528617500000000;-44.7284000000000;-4.22894000000000
-0.0528492500000000;-44.7284000000000;-4.22794000000000
-0.0528367500000000;-44.7284000000000;-4.22694000000000
-0.0528242500000000;-44.7284000000000;-4.22594000000000
-0.0528117500000000;-44.7284000000000;-4.22494000000000
-0.0527992500000000;-44.7284000000000;-4.22394000000000
-0.0527867500000000;-44.7284000000000;-4.22294000000000
-0.0527742500000000;-44.7284000000000;-4.22194000000000
-0.0527617500000000;-44.7284000000000;-4.22094000000000
-0.0527492500000000;-44.7284000000000;-4.21994000000000
-0.0527367500000000;-44.7284000000000;-4.21894000000000
-0.0527242500000000;-44.7284000000000;-4.21794000000000
-0.0527117500000000;-44.7284000000000;-4.21694000000000
-0.0526992500000000;-44.7284000000000;-4.21594000000000
-0.0526867500000000;-44.7284000000000;-4.21494000000000
-0.0526742500000000;-44.7284000000000;-4.21394000000000
-0.0526617500000000;-44.7284000000000;-4.21294000000000
-0.0526492500000000;-44.7284000000000;-4.21194000000000
-0.0526367500000000;-44.7284000000000;-4.21094000000000
-0.0526242500000000;-44.7284000000000;-4.20994000000000
-0.0526117500000000;-44.7284000000000;-4.20894000000000
-0.0525992500000000;-44.7284000000000;-4.20794000000000
-0.0525867500000000;-44.7284000000000;-4.20694000000000
-0.0525742500000000;-44.7284000000000;-4.20594000000000
-0.0525617500000000;-44.7284000000000;-4.20494000000000
-0.0525492500000000;-44.7284000000000;-4.20394000000000
-0.0525367500000000;-44.7284000000000;-4.20294000000000
-0.0525242500000000;-44.7284000000000;-4.20194000000000
-0.0525117500000000;-44.7284000000000;-4.20094000000000
-0.0524992500000000;-44.7284000000000;-4.19994000000000
-0.0524867500000000;-44.7284000000000;-4.19894000000000
-0.0524742500000000;-44.7284000000000;-4.19794000000000
-0.0524617500000000;-44.7284000000000;-4.19694000000000
-0.0524492500000000;-44.7284000000000;-4.19594000000000
-0.0524367500000000;-44.7284000000000;-4.19494000000000
-0.0524242500000000;-44.7284000000000;-4.19394000000000
-0.0524117500000000;-44.7284000000000;-4.19294000000000
-0.0523992500000000;-44.7284000000000;-4.19194000000000
-0.0523867500000000;-44.7284000000000;-4.19094000000000
-0.0523742500000000;-44.7284000000000;-4.18994000000000
-0.0523617500000000;-44.7284000000000;-4.18894000000000
-0.0523492500000000;-44.7284000000000;-4.18794000000000
-0.0523367500000000;-44.7284000000000;-4.18694000000000
-0.0523242500000000;-44.7284000000000;-4.18594000000000
-0.0523117500000000;-44.7284000000000;-4.18494000000000
-0.0522992500000000;-44.7284000000000;-4.18394000000000
-0.0522867500000000;-44.7284000000000;-4.18294000000000
-0.0522742500000000;-44.7284000000000;-4.18194000000000
-0.0522617500000000;-44.7284000000000;-4.18094000000000
-0.0522492500000000;-44.7284000000000;-4.17994000000000
-0.0522367500000000;-44.7284000000000;-4.17894000000000
-0.0522242500000000;-44.7284000000000;-4.17794000000000
-0.0522117500000000;-44.7284000000000;-4.17694000000000
-0.0521992500000000;-44.7284000000000;-4.17594000000000
-0.0521867500000000;-44.7284000000000;-4.17494000000000
-0.0521742500000000;-44.7284000000000;-4.17394000000000
-0.0521617500000000;-44.7284000000000;-4.17294000000000
-0.0521492500000000;-44.7284000000000;-4.17194000000000
-0.0521367500000000;-44.7284000000000;-4.17094000000000
-0.0521242500000000;-44.7284000000000;-4.16994000000000
-0.0521117500000000;-44.7284000000000;-4.16894000000000
-0.0520992500000000;-44.7284000000000;-4.16794000000000
-0.0520867500000000;-44.7284000000000;-4.16694000000000
-0.0520742500000000;-44.7284000000000;-4.16594000000000
-0.0520617500000000;-44.7284000000000;-4.16494000000000
-0.0520492500000000;-44.7284000000000;-4.16394000000000
-0.0520367500000000;-44.7284000000000;-4.16294000000000
-0.0520242500000000;-44.7284000000000;-4.16194000000000
-0.0520117500000000;-44.7284000000000;-4.16094000000000
-0.0519992500000000;-44.7284000000000;-4.15994000000000
-0.0519867500000000;-44.7284000000000;-4.15894000000000
-0.0519742500000000;-44.7284000000000;-4.15794000000000
-0.0519617500000000;-44.7284000000000;-4.15694000000000
-0.0519492500000000;-44.7284000000000;-4.15594000000000
-0.0519367500000000;-44.7284000000000;-4.15494000000000
-0.0519242500000000;-44.7284000000000;-4.15394000000000
-0.0519117500000000;-44.7284000000000;-4.15294000000000
-0.0518992500000000;-44.7284000000000;-4.15194000000000
-0.0518867500000000;-44.7284000000000;-4.15094000000000
-0.0518742500000000;-44.7284000000000;-4.14994000000000
-0.0518617500000000;-44.7419000000000;-4.14894000000000
-0.0518492500000000;-44.7727000000000;-4.14794000000000
-0.0518367500000000;-44.8035000000000;-4.14694000000000
-0.0518242500000000;-44.8343000000000;-4.14594000000000
-0.0518117500000000;-44.8651000000000;-4.14494000000000
-0.0517992500000000;-44.8959000000000;-4.14394000000000
-0.0517867500000000;-44.9267000000000;-4.14294000000000
-0.0517742500000000;-44.9575000000000;-4.14194000000000
-0.0517617500000000;-44.9883000000000;-4.14094000000000
-0.0517492500000000;-45.0191000000000;-4.13994000000000
-0.0517367500000000;-45.0499000000000;-4.13894000000000
-0.0517242500000000;-45.0807000000000;-4.13794000000000
-0.0517117500000000;-45.1115000000000;-4.13694000000000
-0.0516992500000000;-45.1423000000000;-4.13594000000000
-0.0516867500000000;-45.1731000000000;-4.13494000000000
-0.0516742500000000;-45.2039000000000;-4.13394000000000
-0.0516617500000000;-45.2347000000000;-4.13294000000000
-0.0516492500000000;-45.2655000000000;-4.13194000000000
-0.0516367500000000;-45.2963000000000;-4.13094000000000
-0.0516242500000000;-45.3271000000000;-4.12994000000000
-0.0516117500000000;-45.3579000000000;-4.12894000000000
-0.0515992500000000;-45.3887000000000;-4.12794000000000
-0.0515867500000000;-45.4195000000000;-4.12694000000000
-0.0515742500000000;-45.4503000000000;-4.12594000000000
-0.0515617500000000;-45.4811000000000;-4.12494000000000
-0.0515492500000000;-45.5119000000000;-4.12394000000000
-0.0515367500000000;-45.5427000000000;-4.12294000000000
-0.0515242500000000;-45.5735000000000;-4.12194000000000
-0.0515117500000000;-45.6043000000000;-4.12094000000000
-0.0514992500000000;-45.6351000000000;-4.11994000000000
-0.0514867500000000;-45.6659000000000;-4.11894000000000
-0.0514742500000000;-45.6967000000000;-4.11794000000000
-0.0514617500000000;-45.7275000000000;-4.11694000000000
-0.0514492500000000;-45.7508000000000;-4.11594000000000
-0.0514367500000000;-45.7508000000000;-4.11494000000000
-0.0514242500000000;-45.7508000000000;-4.11394000000000
-0.0514117500000000;-45.7508000000000;-4.11294000000000
-0.0513992500000000;-45.7508000000000;-4.11194000000000
-0.0513867500000000;-45.7508000000000;-4.11094000000000
-0.0513742500000000;-45.7508000000000;-4.10994000000000
-0.0513617500000000;-45.7508000000000;-4.10894000000000
-0.0513492500000000;-45.7508000000000;-4.10794000000000
-0.0513367500000000;-45.7508000000000;-4.10694000000000
-0.0513242500000000;-45.7508000000000;-4.10594000000000
-0.0513117500000000;-45.7508000000000;-4.10494000000000
-0.0512992500000000;-45.7508000000000;-4.10394000000000
-0.0512867500000000;-45.7508000000000;-4.10294000000000
-0.0512742500000000;-45.7508000000000;-4.10194000000000
-0.0512617500000000;-45.7508000000000;-4.10094000000000
-0.0512492500000000;-45.7508000000000;-4.09994000000000
-0.0512367500000000;-45.7508000000000;-4.09894000000000
-0.0512242500000000;-45.7508000000000;-4.09794000000000
-0.0512117500000000;-45.7508000000000;-4.09694000000000
-0.0511992500000000;-45.7508000000000;-4.09594000000000
-0.0511867500000000;-45.7508000000000;-4.09494000000000
-0.0511742500000000;-45.7508000000000;-4.09394000000000
-0.0511617500000000;-45.7508000000000;-4.09294000000000
-0.0511492500000000;-45.7508000000000;-4.09194000000000
-0.0511367500000000;-45.7508000000000;-4.09094000000000
-0.0511242500000000;-45.7508000000000;-4.08994000000000
-0.0511117500000000;-45.7508000000000;-4.08894000000000
-0.0510992500000000;-45.7508000000000;-4.08794000000000
-0.0510867500000000;-45.7508000000000;-4.08694000000000
-0.0510742500000000;-45.7508000000000;-4.08594000000000
-0.0510617500000000;-45.7508000000000;-4.08494000000000
-0.0510492500000000;-45.7508000000000;-4.08394000000000
-0.0510367500000000;-45.7508000000000;-4.08294000000000
-0.0510242500000000;-45.7508000000000;-4.08194000000000
-0.0510117500000000;-45.7508000000000;-4.08094000000000
-0.0509992500000000;-45.7508000000000;-4.07994000000000
-0.0509867500000000;-45.7508000000000;-4.07894000000000
-0.0509742500000000;-45.7508000000000;-4.07794000000000
-0.0509617500000000;-45.7508000000000;-4.07694000000000
-0.0509492500000000;-45.7508000000000;-4.07594000000000
-0.0509367500000000;-45.7508000000000;-4.07494000000000
-0.0509242500000000;-45.7508000000000;-4.07394000000000
-0.0509117500000000;-45.7508000000000;-4.07294000000000
-0.0508992500000000;-45.7508000000000;-4.07194000000000
-0.0508867500000000;-45.7508000000000;-4.07094000000000
-0.0508742500000000;-45.7508000000000;-4.06994000000000
-0.0508617500000000;-45.7508000000000;-4.06894000000000
-0.0508492500000000;-45.7508000000000;-4.06794000000000
-0.0508367500000000;-45.7508000000000;-4.06694000000000
-0.0508242500000000;-45.7508000000000;-4.06594000000000
-0.0508117500000000;-45.7508000000000;-4.06494000000000
-0.0507992500000000;-45.7508000000000;-4.06394000000000
-0.0507867500000000;-45.7508000000000;-4.06294000000000
-0.0507742500000000;-45.7508000000000;-4.06194000000000
-0.0507617500000000;-45.7508000000000;-4.06094000000000
-0.0507492500000000;-45.7508000000000;-4.05994000000000
-0.0507367500000000;-45.7508000000000;-4.05894000000000
-0.0507242500000000;-45.7508000000000;-4.05794000000000
-0.0507117500000000;-45.7508000000000;-4.05694000000000
-0.0506992500000000;-45.7508000000000;-4.05594000000000
-0.0506867500000000;-45.7508000000000;-4.05494000000000
-0.0506742500000000;-45.7508000000000;-4.05394000000000
-0.0506617500000000;-45.7508000000000;-4.05294000000000
-0.0506492500000000;-45.7508000000000;-4.05194000000000
-0.0506367500000000;-45.7508000000000;-4.05094000000000
-0.0506242500000000;-45.7508000000000;-4.04994000000000
-0.0506117500000000;-45.7508000000000;-4.04894000000000
-0.0505992500000000;-45.7508000000000;-4.04794000000000
-0.0505867500000000;-45.7508000000000;-4.04694000000000
-0.0505742500000000;-45.7508000000000;-4.04594000000000
-0.0505617500000000;-45.7508000000000;-4.04494000000000
-0.0505492500000000;-45.7508000000000;-4.04394000000000
-0.0505367500000000;-45.7508000000000;-4.04294000000000
-0.0505242500000000;-45.7508000000000;-4.04194000000000
-0.0505117500000000;-45.7508000000000;-4.04094000000000
-0.0504992500000000;-45.7508000000000;-4.03994000000000
-0.0504867500000000;-45.7508000000000;-4.03894000000000
-0.0504742500000000;-45.7508000000000;-4.03794000000000
-0.0504617500000000;-45.7508000000000;-4.03694000000000
-0.0504492500000000;-45.7508000000000;-4.03594000000000
-0.0504367500000000;-45.7508000000000;-4.03494000000000
-0.0504242500000000;-45.7508000000000;-4.03394000000000
-0.0504117500000000;-45.7508000000000;-4.03294000000000
-0.0503992500000000;-45.7508000000000;-4.03194000000000
-0.0503867500000000;-45.7508000000000;-4.03094000000000
-0.0503742500000000;-45.7508000000000;-4.02994000000000
-0.0503617500000000;-45.7508000000000;-4.02894000000000
-0.0503492500000000;-45.7508000000000;-4.02794000000000
-0.0503367500000000;-45.7508000000000;-4.02694000000000
-0.0503242500000000;-45.7508000000000;-4.02594000000000
-0.0503117500000000;-45.7508000000000;-4.02494000000000
-0.0502992500000000;-45.7508000000000;-4.02394000000000
-0.0502867500000000;-45.7508000000000;-4.02294000000000
-0.0502742500000000;-45.7508000000000;-4.02194000000000
-0.0502617500000000;-45.7508000000000;-4.02094000000000
-0.0502492500000000;-45.7508000000000;-4.01994000000000
-0.0502367500000000;-45.7508000000000;-4.01894000000000
-0.0502242500000000;-45.7508000000000;-4.01794000000000
-0.0502117500000000;-45.7508000000000;-4.01694000000000
-0.0501992500000000;-45.7508000000000;-4.01594000000000
-0.0501867500000000;-45.7508000000000;-4.01494000000000
-0.0501742500000000;-45.7508000000000;-4.01394000000000
-0.0501617500000000;-45.7508000000000;-4.01294000000000
-0.0501492500000000;-45.7508000000000;-4.01194000000000
-0.0501367500000000;-45.7508000000000;-4.01094000000000
-0.0501242500000000;-45.7508000000000;-4.00994000000000
-0.0501117500000000;-45.7508000000000;-4.00894000000000
-0.0500992500000000;-45.7508000000000;-4.00794000000000
-0.0500867500000000;-45.7508000000000;-4.00694000000000
-0.0500742500000000;-45.7508000000000;-4.00594000000000
-0.0500617500000000;-45.7508000000000;-4.00494000000000
-0.0500492500000000;-45.7508000000000;-4.00394000000000
-0.0500367500000000;-45.7508000000000;-4.00294000000000
-0.0500242500000000;-45.7508000000000;-4.00194000000000
-0.0500117500000000;-45.7508000000000;-4.00094000000000
-0.0499992500000000;-45.7508000000000;-3.99994000000000
-0.0499867500000000;-45.7508000000000;-3.99894000000000
-0.0499742500000000;-45.7508000000000;-3.99794000000000
-0.0499617500000000;-45.7508000000000;-3.99694000000000
-0.0499492500000000;-45.7508000000000;-3.99594000000000
-0.0499367500000000;-45.7508000000000;-3.99494000000000
-0.0499242500000000;-45.7508000000000;-3.99394000000000
-0.0499117500000000;-45.7508000000000;-3.99294000000000
-0.0498992500000000;-45.7508000000000;-3.99194000000000
-0.0498867500000000;-45.7508000000000;-3.99094000000000
-0.0498742500000000;-45.7508000000000;-3.98994000000000
-0.0498617500000000;-45.7508000000000;-3.98894000000000
-0.0498492500000000;-45.7508000000000;-3.98794000000000
-0.0498367500000000;-45.7508000000000;-3.98694000000000
-0.0498242500000000;-45.7508000000000;-3.98594000000000
-0.0498117500000000;-45.7508000000000;-3.98494000000000
-0.0497992500000000;-45.7508000000000;-3.98394000000000
-0.0497867500000000;-45.7508000000000;-3.98294000000000
-0.0497742500000000;-45.7508000000000;-3.98194000000000
-0.0497617500000000;-45.7508000000000;-3.98094000000000
-0.0497492500000000;-45.7508000000000;-3.97994000000000
-0.0497367500000000;-45.7508000000000;-3.97894000000000
-0.0497242500000000;-45.7508000000000;-3.97794000000000
-0.0497117500000000;-45.7508000000000;-3.97694000000000
-0.0496992500000000;-45.7508000000000;-3.97594000000000
-0.0496867500000000;-45.7508000000000;-3.97494000000000
-0.0496742500000000;-45.7508000000000;-3.97394000000000
-0.0496617500000000;-45.7508000000000;-3.97294000000000
-0.0496492500000000;-45.7508000000000;-3.97194000000000
-0.0496367500000000;-45.7508000000000;-3.97094000000000
-0.0496242500000000;-45.7508000000000;-3.96994000000000
-0.0496117500000000;-45.7508000000000;-3.96894000000000
-0.0495992500000000;-45.7508000000000;-3.96794000000000
-0.0495867500000000;-45.7508000000000;-3.96694000000000
-0.0495742500000000;-45.7508000000000;-3.96594000000000
-0.0495617500000000;-45.7508000000000;-3.96494000000000
-0.0495492500000000;-45.7508000000000;-3.96394000000000
-0.0495367500000000;-45.7508000000000;-3.96294000000000
-0.0495242500000000;-45.7508000000000;-3.96194000000000
-0.0495117500000000;-45.7508000000000;-3.96094000000000
-0.0494992500000000;-45.7508000000000;-3.95994000000000
-0.0494867500000000;-45.7508000000000;-3.95894000000000
-0.0494742500000000;-45.7508000000000;-3.95794000000000
-0.0494617500000000;-45.7508000000000;-3.95694000000000
-0.0494492500000000;-45.7508000000000;-3.95594000000000
-0.0494367500000000;-45.7508000000000;-3.95494000000000
-0.0494242500000000;-45.7508000000000;-3.95394000000000
-0.0494117500000000;-45.7508000000000;-3.95294000000000
-0.0493992500000000;-45.7508000000000;-3.95194000000000
-0.0493867500000000;-45.7508000000000;-3.95094000000000
-0.0493742500000000;-45.7467000000000;-3.94994000000000
-0.0493617500000000;-45.7313000000000;-3.94894000000000
-0.0493492500000000;-45.7159000000000;-3.94794000000000
-0.0493367500000000;-45.7005000000000;-3.94694000000000
-0.0493242500000000;-45.6851000000000;-3.94594000000000
-0.0493117500000000;-45.6697000000000;-3.94494000000000
-0.0492992500000000;-45.6543000000000;-3.94394000000000
-0.0492867500000000;-45.6389000000000;-3.94294000000000
-0.0492742500000000;-45.6235000000000;-3.94194000000000
-0.0492617500000000;-45.6081000000000;-3.94094000000000
-0.0492492500000000;-45.5927000000000;-3.93994000000000
-0.0492367500000000;-45.5773000000000;-3.93894000000000
-0.0492242500000000;-45.5619000000000;-3.93794000000000
-0.0492117500000000;-45.5465000000000;-3.93694000000000
-0.0491992500000000;-45.5311000000000;-3.93594000000000
-0.0491867500000000;-45.5157000000000;-3.93494000000000
-0.0491742500000000;-45.5003000000000;-3.93394000000000
-0.0491617500000000;-45.4849000000000;-3.93294000000000
-0.0491492500000000;-45.4695000000000;-3.93194000000000
-0.0491367500000000;-45.4541000000000;-3.93094000000000
-0.0491242500000000;-45.4387000000000;-3.92994000000000
-0.0491117500000000;-45.4233000000000;-3.92894000000000
-0.0490992500000000;-45.4079000000000;-3.92794000000000
-0.0490867500000000;-45.3925000000000;-3.92694000000000
-0.0490742500000000;-45.3771000000000;-3.92594000000000
-0.0490617500000000;-45.3617000000000;-3.92494000000000
-0.0490492500000000;-45.3463000000000;-3.92394000000000
-0.0490367500000000;-45.3309000000000;-3.92294000000000
-0.0490242500000000;-45.3155000000000;-3.92194000000000
